TradeID,Strategy,Symbol,Side,Quantity,SignalTime,EntryTime,FillDelayMs,EntryPrice,ExitTime,ExitPrice,ExitReason,GrossPnL,NetPnL,Commission,PointsPnL,PercentPnL,Duration,SignalType,HTFBias,Trigger,Confidence,RiskReward,OB_High,OB_Low,OB_Time,OB_Type,CHoCH_Level,CHoCH_Time,MSS_Level,MSS_Time,SwingHigh,SwingHigh_Time,SwingLow,SwingLow_Time,FVG_Top,FVG_Bottom,FVG_Time,FibLevel,FibPrice,GEXLevel,GEXLevelType,LTLevelsBelow,LTSentiment,LTOrdering,LTSpacing,LTLdmpType,LTAvgSpacing,FilterReason,StopLoss,TakeProfit,MFEPoints,MAEPoints,ProfitGiveBack,StrategyMetadata
T000028,OVERNIGHT_SCORING,NQ,buy,1,2023-12-13T23:01:00.000Z,2023-12-13T23:01:00.000Z,0,18755.25,2023-12-14T07:00:00.000Z,18842.75,time_exit,1750,1745,5,87.5,0.47,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,18549,18949,97.25,1,9.75,"{""score"":8,""direction"":""bullish"",""ibs"":0.883,""lt_sentiment"":""BULLISH"",""gex_regime"":""strong_positive"",""day_of_week"":""Wednesday"",""rth_close"":18747,""consecutive_down"":0,""consecutive_up"":4,""last_hour_return"":7,""exit_time"":""2023-12-14T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000029,OVERNIGHT_SCORING,NQ,buy,1,2023-12-14T23:39:00.000Z,2023-12-14T23:39:00.000Z,0,18725,2023-12-15T07:00:00.000Z,18742,time_exit,340,335,5,17,0.09,26460000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,18523.25,18923.25,23.75,10.25,6.75,"{""score"":7,""direction"":""bullish"",""ibs"":0.512,""lt_sentiment"":""BULLISH"",""gex_regime"":""strong_positive"",""day_of_week"":""Thursday"",""rth_close"":18723,""consecutive_down"":0,""consecutive_up"":5,""last_hour_return"":18,""exit_time"":""2023-12-15T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000030,OVERNIGHT_SCORING,NQ,buy,1,2023-12-19T03:09:00.000Z,2023-12-19T03:09:00.000Z,0,18897.75,2023-12-19T07:00:00.000Z,18891.75,time_exit,-120,-125,5,-6,-0.03,13860000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,18698.75,19098.75,8,12.5,14,"{""score"":7,""direction"":""bullish"",""ibs"":0.747,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Monday"",""rth_close"":18905.75,""consecutive_down"":0,""consecutive_up"":1,""last_hour_return"":-22.75,""exit_time"":""2023-12-19T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000031,OVERNIGHT_SCORING,NQ,buy,1,2023-12-21T04:39:00.000Z,2023-12-21T04:39:00.000Z,0,18801.5,2023-12-21T07:00:00.000Z,18811,time_exit,190,185,5,9.5,0.05,8460000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,18600.5,19000.5,14,2.5,4.5,"{""score"":7,""direction"":""bullish"",""ibs"":0.013,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Wednesday"",""rth_close"":18731.75,""consecutive_down"":0,""consecutive_up"":3,""last_hour_return"":-78,""exit_time"":""2023-12-21T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000032,OVERNIGHT_SCORING,NQ,buy,1,2024-01-10T23:01:00.000Z,2024-01-10T23:01:00.000Z,0,18916.25,2024-01-11T07:00:00.000Z,18974.75,time_exit,1170,1165,5,58.5,0.31,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,18717.75,19117.75,65.5,4,7,"{""score"":8,""direction"":""bullish"",""ibs"":0.771,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Wednesday"",""rth_close"":18909,""consecutive_down"":0,""consecutive_up"":3,""last_hour_return"":-39,""exit_time"":""2024-01-11T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000033,OVERNIGHT_SCORING,NQ,buy,1,2024-01-23T00:09:00.000Z,2024-01-23T00:09:00.000Z,0,19441,2024-01-23T07:00:00.000Z,19446,time_exit,100,95,5,5,0.03,24660000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,19237.25,19637.25,14.25,19.25,9.25,"{""score"":8,""direction"":""bullish"",""ibs"":0.177,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Monday"",""rth_close"":19428.25,""consecutive_down"":0,""consecutive_up"":5,""last_hour_return"":-9,""exit_time"":""2024-01-23T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000034,OVERNIGHT_SCORING,NQ,buy,1,2024-02-05T23:01:00.000Z,2024-02-05T23:01:00.000Z,0,19676.5,2024-02-06T07:00:00.000Z,19703,time_exit,530,525,5,26.5,0.13,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,19475.75,19875.75,43,16,16.5,"{""score"":7,""direction"":""bullish"",""ibs"":0.748,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Monday"",""rth_close"":19664.75,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-38.5,""exit_time"":""2024-02-06T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000035,OVERNIGHT_SCORING,NQ,buy,1,2024-02-07T23:01:00.000Z,2024-02-07T23:01:00.000Z,0,19812,2024-02-08T07:00:00.000Z,19820.5,time_exit,170,165,5,8.5,0.04,28740000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,19616.75,20016.75,13.25,9.25,4.75,"{""score"":8,""direction"":""bullish"",""ibs"":0.781,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Wednesday"",""rth_close"":19808.75,""consecutive_down"":2,""consecutive_up"":0,""last_hour_return"":-13,""exit_time"":""2024-02-08T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000036,OVERNIGHT_SCORING,NQ,buy,1,2024-03-05T03:39:00.000Z,2024-03-05T03:39:00.000Z,0,20176,2024-03-05T07:00:00.000Z,20149,time_exit,-540,-545,5,-27,-0.13,12060000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,19974.5,20374.5,9,41,36,"{""score"":8,""direction"":""bullish"",""ibs"":0.066,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Monday"",""rth_close"":20226,""consecutive_down"":0,""consecutive_up"":2,""last_hour_return"":-72.75,""exit_time"":""2024-03-05T07:00:00.000Z"",""target_points"":200,""stop_points"":200}"
T000037,OVERNIGHT_SCORING,NQ,buy,1,2024-03-11T23:16:00.000Z,2024-03-11T23:16:00.000Z,0,20007.25,2024-03-12T06:00:00.000Z,20056.25,time_exit,980,975,5,49,0.24,24240000,,,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,,,,,,19802.5,20202.5,52.75,7.5,3.75,"{""score"":7,""direction"":""bullish"",""ibs"":0.587,""lt_sentiment"":""BULLISH"",""gex_regime"":""positive"",""day_of_week"":""Monday"",""rth_close"":19934.75,""consecutive_down"":1,""consecutive_up"":0,""last_hour_return"":-31.25,""exit_time"":""2024-03-12T06:00:00.000Z"",""target_points"":200,""stop_points"":200}"
