week_monday,open,high,low,close,n_bars,symbol
2026-01-26,25585.5,26349.0,25365.25,25639.25,6900,NQH6
2026-02-02,25530.0,26027.75,24239.75,25107.75,6900,NQH6
2026-02-09,25153.75,25465.25,24578.75,24773.5,6900,NQH6
2026-02-16,24789.75,25139.5,24449.25,25077.5,6658,NQH6
2026-02-23,25033.75,25494.75,24668.0,24952.75,6900,NQH6
2026-03-02,24682.5,25250.0,24352.0,24661.25,6900,NQH6
2026-03-09,24435.25,25217.5,24000.0,24335.25,6900,NQH6
2026-03-16,24285.0,24583.25,24278.0,24513.75,480,NQH6
2026-03-23,23902.0,24763.0,23232.5,23254.25,6900,NQM6
2026-03-30,23189.5,24348.25,22961.5,24129.75,6429,NQM6
2026-04-06,24093.5,25393.0,23941.5,25333.0,6900,NQM6
2026-04-13,24980.0,26884.75,24904.5,26840.75,6900,NQM6
2026-04-20,26599.75,27462.5,26535.0,27440.25,6899,NQM6
2026-04-27,27403.25,27917.0,27009.5,27783.25,6900,NQM6
2026-05-04,27890.0,29386.75,27613.0,29333.75,6900,NQM6
2026-05-11,29294.0,29782.0,28742.0,29173.0,6900,NQM6
2026-05-18,29135.0,29749.0,28663.0,29520.75,6900,NQM6
2026-05-25,29676.25,30536.0,29676.25,30389.5,6660,NQM6
2026-06-01,30415.5,30807.75,28781.25,28829.25,6900,NQM6
2026-06-08,28844.5,29848.25,28227.75,29677.75,6900,NQM6
2026-06-15,30191.0,30915.0,30191.0,30835.25,1500,NQU6
