strategy,id,entryTime,exitTime,side,ruleId,netPnL,pointsPnL,mfePoints,maePoints,exitReason,ls_state_at_entry_1m,ls_state_at_exit_1m,ls_favorable_at_entry_1m,bars_since_last_flip_1m,flips_in_prev_60m_1m,flips_during_trade_1m,adverse_flips_during_1m,bars_to_first_adverse_1m,ls_state_at_entry_3m,ls_state_at_exit_3m,ls_favorable_at_entry_3m,bars_since_last_flip_3m,flips_in_prev_60m_3m,flips_during_trade_3m,adverse_flips_during_3m,bars_to_first_adverse_3m,ls_state_at_entry_15m,ls_state_at_exit_15m,ls_favorable_at_entry_15m,bars_since_last_flip_15m,flips_in_prev_60m_15m,flips_during_trade_15m,adverse_flips_during_15m,bars_to_first_adverse_15m
gex-lt-3m-crossover,T000770,1770310140000,1770312369000,long,L_S4,2400,120.25,118,16.25,take_profit,1,1,false,0,3,2,1,35,1,1,false,34,3,0,0,,0,1,true,274,0,1,1,26
gex-lt-3m-crossover,T000771,1770312660000,1770313805000,long,L_S4,-1035,-51.5,45.75,45.75,stop_loss,0,0,true,0,5,4,2,1,1,1,false,76,0,0,0,,1,0,false,16,1,1,0,
gex-lt-3m-crossover,T000773,1770320220000,1770322966000,long,L_S4,-1035,-51.5,100,49.25,stop_loss,1,0,false,3,5,7,3,25,0,0,true,13,3,2,1,29,0,0,true,7,2,2,1,23
gex-lt-3m-crossover,T000774,1770391320000,1770391404000,long,L_S4,-1035,-51.5,24.5,49.75,stop_loss,1,0,false,1,5,1,0,,1,1,false,7,5,0,0,,1,1,false,817,0,0,0,
gex-lt-3m-crossover,T000775,1770394560000,1770399900000,long,L_S4,1485,74.5,95.75,27.5,max_hold_time,1,1,false,17,7,8,4,13,1,1,false,16,2,0,0,,1,1,false,871,0,0,0,
gex-lt-3m-crossover,T000776,1770650160000,1770650823000,long,L_S4,-1035,-51.5,26,49.75,stop_loss,1,0,false,13,5,1,0,,1,1,false,13,4,0,0,,1,1,false,16,1,0,0,
gex-lt-3m-crossover,T000777,1770651060000,1770654443000,long,L_S4,2410,120.75,119.75,5.25,take_profit,1,0,false,1,7,19,9,9,1,1,false,28,3,0,0,,1,1,false,31,1,0,0,
gex-lt-3m-crossover,T000778,1770732961000,1770734200000,long,L_S4,-1030,-51.25,25.5,49.5,stop_loss,1,0,false,45,5,1,0,,1,0,false,16,1,1,0,,1,0,false,31,1,1,0,
gex-lt-3m-crossover,T000779,1770734400000,1770734510000,long,L_S4,-1030,-51.25,7.5,46,stop_loss,0,0,true,12,1,0,0,,0,0,true,13,2,0,0,,0,0,true,10,2,0,0,
gex-lt-3m-crossover,T000780,1770734760000,1770735990000,long,L_S4,2410,120.75,113.25,38.5,take_profit,0,1,true,18,1,1,1,8,0,1,true,19,2,1,1,8,1,1,false,1,2,0,0,
gex-lt-3m-crossover,T000781,1770752761000,1770755678000,long,L_S4,-1035,-51.5,14,48,stop_loss,1,0,false,1,5,3,1,10,0,0,true,103,0,0,0,,0,0,true,106,0,0,0,
gex-lt-3m-crossover,T000782,1770817560000,1770821829000,long,L_S4,-1035,-51.5,102.75,35,stop_loss,1,0,false,16,5,3,1,44,1,0,false,16,2,3,1,53,1,1,false,106,0,0,0,
gex-lt-3m-crossover,T000783,1770822960000,1770823239000,long,L_S4,-1035,-51.5,11,48.5,stop_loss,0,0,true,45,2,0,0,,0,0,true,28,3,0,0,,0,0,true,16,1,0,0,
gex-lt-3m-crossover,T000784,1770823500000,1770824732000,long,L_S4,2410,120.75,119.5,17.25,take_profit,0,1,true,54,2,5,3,15,0,0,true,37,3,0,0,,0,0,true,25,1,0,0,
gex-lt-3m-crossover,T000785,1770825300000,1770825823000,long,L_S4,-1030,-51.25,11.25,46,stop_loss,1,1,false,11,5,0,0,,0,0,true,67,0,0,0,,0,0,true,55,1,0,0,
gex-lt-3m-crossover,T000786,1770827460000,1770829285000,long,L_S4,-1025,-51,45.5,46.25,stop_loss,1,0,false,47,5,5,2,2,0,0,true,7,2,2,1,8,0,0,true,91,0,0,0,
gex-lt-3m-crossover,T000787,1770830160000,1770835500000,long,L_S4,1340,67.25,118.25,9,max_hold_time,1,1,false,0,10,4,2,5,1,1,false,4,5,0,0,,0,0,true,136,0,0,0,
gex-lt-3m-crossover,T000788,1770902160000,1770903421000,short,S_CW,-1030,-51.25,2.25,49.5,stop_loss,0,1,false,25,6,1,0,,0,1,false,22,1,1,0,,1,1,true,541,0,0,0,
gex-lt-3m-crossover,T000789,1770903780000,1770907530000,short,S_CW,2395,120,119.75,3.75,take_profit,1,0,true,13,4,5,3,20,1,0,true,13,2,3,2,29,1,0,true,568,0,1,1,32
gex-lt-3m-crossover,T000791,1770993960000,1770994203000,long,L_S4,-1035,-51.5,47.5,41.5,stop_loss,1,0,false,1,2,1,0,,1,1,false,4,2,0,0,,1,1,false,91,0,0,0,
gex-lt-3m-crossover,T000792,1770995220000,1770996631000,long,L_S4,2395,120,117.25,46.5,take_profit,1,1,false,1,10,2,1,19,1,1,false,1,6,2,1,11,1,1,false,112,0,0,0,
gex-lt-3m-crossover,T000793,1771002960000,1771008300000,long,L_S4,315,16,53.75,41,max_hold_time,1,0,false,23,6,11,5,55,1,1,false,52,2,1,0,,1,1,false,241,0,0,0,
gex-lt-3m-crossover,T000794,1771010340000,1771011705000,long,L_S4,-1020,-50.75,24,48.5,stop_loss,0,0,true,38,7,2,1,6,0,0,true,31,3,0,0,,1,1,false,364,0,0,0,
gex-lt-3m-crossover,T000795,1771339560000,1771339830000,long,L_S4,-1035,-51.5,45,45.5,stop_loss,0,0,true,3,7,0,0,,0,0,true,1,2,0,0,,0,0,true,1,1,0,0,
gex-lt-3m-crossover,T000796,1771340100000,1771340370000,long,L_S4,-1035,-51.5,17.75,48.25,stop_loss,0,0,true,12,7,0,0,,0,0,true,10,1,0,0,,0,0,true,10,1,0,0,
gex-lt-3m-crossover,T000797,1771342260000,1771342413000,long,L_S4,-1030,-51.25,6,48.5,stop_loss,0,0,true,3,8,0,0,,0,0,true,46,1,0,0,,0,0,true,46,1,0,0,
gex-lt-3m-crossover,T000798,1771342800000,1771343280000,long,L_S4,2395,120,119.25,1.25,take_profit,0,1,true,12,5,1,1,5,0,0,true,55,1,0,0,,0,1,true,55,1,1,1,5
gex-lt-3m-crossover,T000799,1771344060000,1771344589000,long,L_S4,2395,120,118,6,take_profit,1,1,false,16,5,0,0,,1,1,false,1,1,0,0,,1,1,false,16,1,0,0,
gex-lt-3m-crossover,T000800,1771349460000,1771350075000,long,L_S4,-1030,-51.25,5,49.25,stop_loss,0,0,true,35,6,0,0,,1,0,false,91,0,1,0,,1,1,false,106,0,0,0,
gex-lt-3m-crossover,T000801,1771350540000,1771350774000,long,L_S4,-1035,-51.5,9,47.25,stop_loss,0,0,true,53,2,0,0,,0,0,true,10,1,0,0,,1,1,false,124,0,0,0,
gex-lt-3m-crossover,T000802,1771355760000,1771359133000,long,L_S4,-1035,-51.5,42.75,49.5,stop_loss,0,0,true,6,1,0,0,,1,0,false,55,1,5,2,14,1,1,false,211,0,0,0,
gex-lt-3m-crossover,T000803,1771416960000,1771417685000,long,L_S4,-1020,-50.75,6.75,47.75,stop_loss,1,0,false,19,7,1,0,,1,0,false,16,1,1,0,,1,1,false,16,2,0,0,
gex-lt-3m-crossover,T000804,1771426860000,1771427823000,long,L_S4,2395,120,118.75,3.25,take_profit,1,1,false,9,7,0,0,,1,1,false,10,1,0,0,,1,1,false,16,1,0,0,
gex-lt-3m-crossover,T000805,1771443060000,1771444516000,short,S_R4,1605,80.5,79.25,0.25,take_profit,0,0,false,4,4,0,0,,0,0,false,130,0,0,0,,0,0,false,1,1,0,0,
gex-lt-3m-crossover,T000806,1771447560000,1771448100000,long,L_S4,795,40,44.75,2.25,market_close,1,1,false,16,1,0,0,,1,1,false,7,1,0,0,,0,0,true,76,0,0,0,
gex-lt-3m-crossover,T000807,1771598040000,1771598557000,long,L_S4,2430,121.75,120.75,14,take_profit,1,1,false,12,5,0,0,,1,1,false,4,1,0,0,,1,1,false,4,1,0,0,
gex-lt-3m-crossover,T000808,1771863548000,1771868880000,long,L_S4,-250,-12.25,78.25,33.5,max_hold_time,0,0,true,87.1,0,10,5,1.9,0,0,true,85.1,0,0,0,,1,0,false,4.1,1,1,0,
gex-lt-3m-crossover,T000809,1771875960000,1771880100000,long,L_S4,360,18.25,63,18.25,market_close,0,0,true,63,0,8,4,3,0,0,true,52,1,4,2,44,0,1,true,61,0,1,1,59
gex-lt-3m-crossover,T000810,1771944360000,1771944978000,long,L_S4,-1035,-51.5,42.25,49.25,stop_loss,1,1,false,5,2,0,0,,1,0,false,4,2,1,0,,0,0,true,436,0,0,0,
gex-lt-3m-crossover,T000811,1771945980000,1771946536000,short,S_R4,-1010,-50.25,41.75,45.75,stop_loss,1,1,true,5,5,0,0,,0,1,false,1,7,1,0,,0,1,false,463,0,1,0,
gex-lt-3m-crossover,T000812,1772113020000,1772116232000,short,S_R4,1600,80.25,79.25,17.5,take_profit,1,0,true,20,5,5,3,7,1,0,true,22,3,1,1,29,1,0,true,22,2,1,1,38
gex-lt-3m-crossover,T000813,1772116442000,1772117141000,short,S_GF_SOLO,1195,60,54,17.25,take_profit,0,0,false,31,5,0,0,,0,0,false,28,1,0,0,,0,0,false,19,1,0,0,
gex-lt-3m-crossover,T000814,1772118960000,1772119089000,long,L_S4,-1025,-51,0.5,43,stop_loss,0,0,true,73,0,0,0,,0,0,true,70,0,0,0,,0,0,true,61,0,0,0,
gex-lt-3m-crossover,T000815,1772123461000,1772123884000,long,L_S4,-1035,-51.5,7.5,49,stop_loss,1,0,false,53,1,1,0,,1,0,false,7,1,1,0,,0,0,true,136,0,0,0,
gex-lt-3m-crossover,T000816,1772133360000,1772138700000,long,L_S4,-80,-3.75,32.5,42.5,max_hold_time,1,1,false,52,3,2,1,78,1,0,false,136,0,3,1,77,0,0,true,301,0,0,0,
gex-lt-3m-crossover,T000817,1772212560000,1772212942000,long,L_S4,-1035,-51.5,0,48.75,stop_loss,0,0,true,4,11,0,0,,1,0,false,151,0,1,0,,0,0,true,391,0,0,0,
gex-lt-3m-crossover,T000818,1772462760000,1772463207000,long,L_S4,-1035,-51.5,36.75,43.25,stop_loss,1,1,false,16,1,0,0,,1,1,false,16,3,0,0,,1,1,false,31,1,0,0,
gex-lt-3m-crossover,T000819,1772472665000,1772477222000,long,L_S4,-1035,-51.5,30.25,49.5,stop_loss,0,0,true,5.1,2,4,2,4.9,1,0,false,58.1,1,1,0,,1,1,false,196.1,0,0,0,
gex-lt-3m-crossover,T000820,1772479860000,1772482060000,long,L_S4,-1030,-51.25,17.25,49.25,stop_loss,1,0,false,23,1,3,1,34,0,0,true,118,0,2,1,2,1,1,false,316,0,0,0,
gex-lt-3m-crossover,T000821,1772631420000,1772636760000,long,L_S4,1700,85.25,113,44.25,max_hold_time,1,1,false,41,5,8,4,43,1,1,false,10,3,4,2,53,1,1,false,67,0,0,0,
gex-lt-3m-crossover,T000822,1772714583000,1772719920000,short,S_CW,1980,99.25,113.75,11,max_hold_time,0,0,false,16.1,7,11,5,52,0,0,false,124,0,0,0,,0,0,false,208.1,0,0,0,
gex-lt-3m-crossover,T000823,1772721960000,1772722671000,long,L_S4,2395,120,117.5,0.75,take_profit,1,1,false,16,8,0,0,,1,1,false,16,1,0,0,,1,1,false,1,1,0,0,
gex-lt-3m-crossover,T000824,1772725561000,1772726955000,long,L_S4,-1035,-51.5,48,49.25,stop_loss,0,0,true,30,1,2,1,13,1,0,false,10,2,1,0,,1,0,false,1,2,1,0,
gex-lt-3m-crossover,T000825,1772727180000,1772730264000,long,L_S4,2410,120.75,120.25,31.25,take_profit,0,1,true,9,3,5,3,9,0,1,true,7,3,5,3,17,0,0,true,13,3,2,1,32
gex-lt-3m-crossover,T000826,1772731140000,1772731799000,long,L_S4,-1030,-51.25,16.75,37.25,stop_loss,0,0,true,4,6,0,0,,0,0,true,1,6,2,1,2,0,0,true,19,2,0,0,
gex-lt-3m-crossover,T000827,1772742660000,1772744100000,long,L_S4,1320,66.25,68,18,market_close,1,1,false,52,1,0,0,,1,1,false,52,1,0,0,,0,1,true,211,0,1,1,14
gex-lt-3m-crossover,T000828,1773067560000,1773072233000,long,L_S4,2395,120,115.75,25.5,take_profit,1,1,false,12,11,2,1,77,1,1,false,34,4,0,0,,1,1,false,586,0,0,0,
gex-lt-3m-crossover,T000829,1773073860000,1773076894000,long,L_S4,-1015,-50.5,73.75,48.75,stop_loss,0,0,true,1,11,2,1,2,1,0,false,139,0,3,1,23,1,1,false,691,0,0,0,
gex-lt-3m-crossover,T000830,1773081960000,1773082801000,long,L_S4,-1035,-51.5,13.5,44.75,stop_loss,1,0,false,55,1,1,0,,0,0,true,109,0,0,0,,1,1,false,826,0,0,0,
gex-lt-3m-crossover,T000831,1773314160000,1773315732000,short,S_CW,-1025,-51,16,48,stop_loss,0,1,false,56,2,3,1,2,0,1,false,25,5,1,0,,1,1,true,301,0,0,0,
gex-lt-3m-crossover,T000832,1773316860000,1773322200000,short,S_CW,1440,72.25,104.5,1.75,max_hold_time,0,1,false,10,4,8,4,29,0,0,false,13,2,0,0,,1,1,true,346,0,0,0,
gex-lt-3m-crossover,T000833,1773409560000,1773409804000,long,L_S4,-1035,-51.5,9.5,49.75,stop_loss,1,1,false,8,10,0,0,,1,1,false,7,4,0,0,,1,1,false,286,0,0,0,
gex-lt-3m-crossover,T000834,1773412980000,1773413188000,long,L_S4,-1030,-51.25,5.5,44,stop_loss,0,0,true,9,3,0,0,,0,0,true,10,5,0,0,,1,0,false,343,0,1,0,
gex-lt-3m-crossover,T000835,1773413520000,1773413791000,long,L_S4,-1015,-50.5,11,47,stop_loss,0,0,true,18,3,0,0,,0,0,true,19,5,0,0,,0,0,true,7,1,0,0,
gex-lt-3m-crossover,T000836,1773414960000,1773415436000,long,L_S4,-1025,-51,4,46.25,stop_loss,1,1,false,7,3,0,0,,0,0,true,43,2,0,0,,0,0,true,1,3,0,0,
gex-lt-3m-crossover,T000837,1773665160000,1773667824000,long,L_S4,-1010,-50.25,3.5,46,stop_loss,1,0,false,39,8,1,0,,1,1,false,157,0,2,1,44,1,1,false,76,0,0,0,
gex-lt-3m-crossover,T000838,1773672900000,1773678240000,long,L_S4,-870,-43.25,66.25,44.75,max_hold_time,0,0,true,26,1,4,2,19,0,0,true,25,3,6,3,17,1,0,false,10,2,1,0,
gex-lt-3m-crossover,T000839,1773678660000,1773684000000,long,L_S4,1115,56,100.75,6.5,max_hold_time,0,0,true,36,3,4,2,10,0,1,true,34,3,4,2,29,0,0,true,46,1,0,0,
gex-lt-3m-crossover,T000840,1773836160000,1773837784000,short,S_CW,2395,120,119.75,0.25,take_profit,0,0,false,15,5,0,0,,0,0,false,91,0,0,0,,0,0,false,301,0,0,0,
gex-lt-3m-crossover,T000841,1773837961000,1773841042000,short,S_R4,-1035,-51.5,55.75,48.25,stop_loss,0,1,false,45,3,1,0,,0,1,false,121,0,1,0,,0,0,false,331,0,0,0,
gex-lt-3m-crossover,T000842,1773947760000,1773948060000,long,L_S4,-1025,-51,0.5,47.75,stop_loss,1,1,false,20,2,0,0,,1,1,false,22,2,0,0,,1,1,false,31,2,0,0,
gex-lt-3m-crossover,T000843,1774014360000,1774014417000,long,L_S4,-1035,-51.5,9.25,48.25,stop_loss,0,0,true,0,8,0,0,,0,0,true,16,1,0,0,,0,0,true,331,0,0,0,
gex-lt-3m-crossover,T000844,1774015080000,1774015305000,long,L_S4,-1035,-51.5,2.25,49.75,stop_loss,0,0,true,9,7,0,0,,0,0,true,28,1,0,0,,0,0,true,343,0,0,0,
gex-lt-3m-crossover,T000845,1774015440000,1774018456000,long,L_S4,-1035,-51.5,45,42.5,stop_loss,0,0,true,15,7,6,3,22,0,0,true,34,1,0,0,,0,0,true,349,0,0,0,
gex-lt-3m-crossover,T000846,1774020663000,1774026000000,long,L_S4,390,19.75,92.75,28.5,max_hold_time,1,0,false,0.1,12,1,0,,0,1,true,7,2,3,2,5,0,0,true,436.1,0,0,0,
gex-lt-3m-crossover,T000847,1774035960000,1774036500000,long,L_S4,650,32.75,31.5,23.5,market_close,1,1,false,2,9,2,1,5,0,0,true,136,0,0,0,,0,0,true,691,0,0,0,
gex-lt-3m-crossover,T000848,1774264560000,1774264598000,long,L_S4,-1020,-50.75,13.5,48,stop_loss,1,1,false,26,4,0,0,,1,1,false,13,3,0,0,,1,1,false,196,0,0,0,
gex-lt-3m-crossover,T000849,1774266361000,1774266404000,long,L_S4,-1035,-51.5,7.25,38.75,stop_loss,0,0,true,2,2,0,0,,1,1,false,43,3,0,0,,1,1,false,226,0,0,0,
gex-lt-3m-crossover,T000850,1774267260000,1774268344000,long,L_S4,2415,121,118.5,21.75,take_profit,0,0,true,17,1,0,0,,1,1,false,58,1,0,0,,1,1,false,241,0,0,0,
gex-lt-3m-crossover,T000851,1774269060000,1774269682000,short,S_R4,-1030,-51.25,32,49.5,stop_loss,0,1,false,47,1,1,0,,1,1,true,88,0,0,0,,1,1,true,271,0,0,0,
gex-lt-3m-crossover,T000852,1774273560000,1774275743000,long,L_S4,2420,121.25,120,28.5,take_profit,1,1,false,1,4,2,1,2,0,0,true,34,1,0,0,,1,1,false,346,0,0,0,
gex-lt-3m-crossover,T000853,1774288860000,1774294200000,long,L_S4,250,12.75,72.75,47.25,max_hold_time,1,0,false,86,0,11,5,7,1,1,false,28,1,2,1,86,1,1,false,601,0,0,0,
gex-lt-3m-crossover,T000854,1774366260000,1774367855000,long,L_S4,-1035,-51.5,41.75,49.75,stop_loss,1,0,false,40,7,5,2,5,1,1,false,52,3,0,0,,0,0,true,1,2,0,0,
gex-lt-3m-crossover,T000855,1774369860000,1774370257000,long,L_S4,-1035,-51.5,13.5,48.5,stop_loss,0,0,true,39,5,0,0,,1,0,false,112,0,1,0,,0,0,true,61,0,0,0,
gex-lt-3m-crossover,T000856,1774377961000,1774380907000,long,L_S4,-980,-48.75,32,45.75,stop_loss,1,0,false,78,0,7,3,14,1,1,false,16,1,0,0,,0,0,true,196,0,0,0,
gex-lt-3m-crossover,T000857,1774446360000,1774446619000,long,L_S4,-1035,-51.5,3.5,46.5,stop_loss,0,0,true,3,12,0,0,,0,0,true,4,6,0,0,,0,0,true,91,0,0,0,
gex-lt-3m-crossover,T000858,1774446900000,1774448575000,long,L_S4,2395,120,119.25,41.5,take_profit,0,1,true,12,11,1,1,17,0,1,true,13,5,1,1,17,0,1,true,100,0,1,1,20
gex-lt-3m-crossover,T000859,1774457160000,1774458328000,long,L_S4,-1035,-51.5,1.75,47.75,stop_loss,1,0,false,35,5,3,1,6,1,0,false,22,1,1,0,,0,0,true,1,2,0,0,
gex-lt-3m-crossover,T000860,1774609980000,1774615320000,long,L_S4,20,1.25,62.25,17,max_hold_time,0,0,true,46,2,2,1,5,0,0,true,46,4,2,1,74,0,0,true,193,0,0,0,
gex-lt-3m-crossover,T000861,1774877460000,1774877515000,short,S_CW,-1020,-50.75,0,49,stop_loss,1,1,true,0,8,0,0,,1,1,true,154,0,0,0,,1,1,true,691,0,0,0,
gex-lt-3m-crossover,T000862,1774877820000,1774879063000,short,S_CW,2395,120,119.5,15.75,take_profit,0,0,false,4,9,0,0,,0,0,false,4,1,0,0,,1,0,true,697,0,1,1,8
gex-lt-3m-crossover,T000863,1774974660000,1774975196000,long,L_S4,2395,120,116,12.75,take_profit,1,1,false,30,5,0,0,,0,1,true,76,0,1,1,5,1,1,false,676,0,0,0,
gex-lt-3m-crossover,T000864,1774980960000,1774986300000,long,L_S4,1790,89.75,102.75,25,max_hold_time,1,1,false,2,4,11,5,11,1,0,false,100,0,3,1,53,1,1,false,781,0,0,0,
gex-lt-3m-crossover,T000865,1774987081000,1774987082000,short,S_R4,-30,-1.25,0,0,market_close,0,0,false,6,11,0,0,,0,0,false,7,5,0,0,,1,1,true,883,0,0,0,
gex-lt-3m-crossover,T000866,1775052960000,1775054184000,long,L_S4,-1035,-51.5,35.75,48,stop_loss,1,0,false,26,9,1,0,,1,1,false,4,5,2,1,20,1,1,false,1,1,0,0,
gex-lt-3m-crossover,T000867,1775055480000,1775058929000,short,S_CW,-1035,-51.5,26.75,49.75,stop_loss,1,0,true,20,2,7,4,17,1,1,true,22,5,0,0,,1,1,true,43,1,0,0,
gex-lt-3m-crossover,T000868,1775130360000,1775135700000,long,L_S4,535,27,49.25,42.5,max_hold_time,0,0,true,41,1,10,5,5,0,1,true,133,0,1,1,35,0,1,true,961,0,1,1,29
gex-lt-3m-crossover,T000869,1775140260000,1775140555000,long,L_S4,2395,120,102.25,6.5,take_profit,1,1,false,45,4,0,0,,1,1,false,46,2,0,0,,1,1,false,136,0,0,0,
gex-lt-3m-crossover,T000870,1775647680000,1775650882000,short,S_GF_SOLO,1195,60,44.25,29.5,take_profit,1,0,true,4,2,5,3,26,0,0,false,31,1,0,0,,0,0,false,223,0,0,0,
gex-lt-3m-crossover,T000871,1775651460000,1775655002000,short,S_GF_SOLO,-1025,-51,17.5,45.75,stop_loss,0,0,false,16,5,4,2,50,0,0,false,94,0,0,0,,0,0,false,286,0,0,0,
gex-lt-3m-crossover,T000872,1775655782000,1775656016000,short,S_GF_SOLO,-1035,-51.5,4.25,49.25,stop_loss,0,0,false,14,4,0,0,,0,0,false,166,0,0,0,,0,0,false,358,0,0,0,
gex-lt-3m-crossover,T000873,1775657760000,1775659600000,short,S_GF_SOLO,1210,60.75,60,10.5,take_profit,0,1,false,47,3,7,3,7,0,0,false,199,0,0,0,,0,0,false,391,0,0,0,
gex-lt-3m-crossover,T000874,1775662260000,1775663145000,short,S_GF_SOLO,-1020,-50.75,13,48.75,stop_loss,1,1,true,19,8,0,0,,0,1,false,274,0,1,0,,0,0,false,466,0,0,0,
gex-lt-3m-crossover,T000875,1775672340000,1775673883000,short,S_GF_SOLO,1205,60.5,60,3,take_profit,0,0,false,1,4,0,0,,0,0,false,1,1,0,0,,0,0,false,634,0,0,0,
gex-lt-3m-crossover,T000876,1775673963000,1775677500000,short,S_R4,-205,-10,75.75,12.75,max_hold_time,0,1,false,28.1,4,1,0,,0,0,false,28.1,1,0,0,,0,0,false,661,0,0,0,
gex-lt-3m-crossover,T000877,1775742360000,1775742666000,long,L_S4,-1035,-51.5,5.5,46.25,stop_loss,1,0,false,10,6,1,0,,0,0,true,1,3,0,0,,1,1,false,286,0,0,0,
gex-lt-3m-crossover,T000878,1775747760000,1775750481000,long,L_S4,2400,120.25,119.25,43.5,take_profit,1,1,false,31,1,0,0,,1,1,false,4,1,0,0,,1,1,false,31,1,0,0,
gex-lt-3m-crossover,T000879,1775762340000,1775764203000,short,S_GF_SOLO,-1030,-51.25,6.25,49,stop_loss,1,1,true,35,3,8,4,22,0,1,false,79,0,1,0,,1,1,true,274,0,0,0,
gex-lt-3m-crossover,T000880,1775829660000,1775831145000,short,S_GF_SOLO,-1035,-51.5,33.75,48.75,stop_loss,0,1,false,1,9,1,0,,0,1,false,1,4,1,0,,0,0,false,511,0,0,0,
gex-lt-3m-crossover,T000881,1775831460000,1775835621000,short,S_GF_SOLO,1195,60,59.5,38.75,take_profit,1,0,true,17,8,7,4,11,1,0,true,19,2,3,2,11,0,0,false,541,0,2,1,59
gex-lt-3m-crossover,T000882,1776078960000,1776080175000,long,L_S4,-1030,-51.25,0,49,stop_loss,1,0,false,33,3,1,0,,1,1,false,31,1,0,0,,1,1,false,391,0,0,0,
gex-lt-3m-crossover,T000883,1776085261000,1776088250000,long,L_S4,2395,120,119.5,19.25,take_profit,1,1,false,52,1,12,6,18,1,1,false,37,1,0,0,,1,1,false,496,0,0,0,
gex-lt-3m-crossover,T000884,1776103260000,1776108600000,short,S_GF_SOLO,-825,-41,17.75,47.5,max_hold_time,0,0,false,22,3,7,3,65,0,1,false,85,0,1,0,,1,1,true,796,0,0,0,
gex-lt-3m-crossover,T000885,1776164461000,1776167875000,short,S_R4,-1020,-50.75,3,36.5,stop_loss,0,1,false,5,6,3,1,6,0,1,false,79,0,5,2,35,0,0,false,481,0,0,0,
gex-lt-3m-crossover,T000886,1776174563000,1776176502000,short,S_GF_SOLO,-1035,-51.5,25.5,49.5,stop_loss,1,1,true,19.4,3,2,1,9.6,1,1,true,19.4,2,0,0,,1,1,true,19.4,1,0,0,
gex-lt-3m-crossover,T000887,1776176880000,1776180361000,short,S_GF_SOLO,-1035,-51.5,26.25,49.5,stop_loss,1,1,true,22,3,6,3,10,1,1,true,58,1,0,0,,1,1,true,58,1,0,0,
gex-lt-3m-crossover,T000888,1776181740000,1776184260000,short,S_GF_SOLO,-1035,-51.5,11.5,49.5,stop_loss,1,1,true,26,5,2,1,24,1,1,true,139,0,0,0,,1,1,true,139,0,0,0,
gex-lt-3m-crossover,T000889,1776259860000,1776263484000,long,L_S4,2395,120,119.5,38,take_profit,0,1,true,0,10,3,2,1,1,1,false,67,0,0,0,,0,1,true,781,0,1,1,14
gex-lt-3m-crossover,T000890,1776347160000,1776347508000,long,L_S4,-1035,-51.5,5.75,44.5,stop_loss,0,0,true,1,14,0,0,,0,0,true,16,5,0,0,,0,0,true,451,0,0,0,
gex-lt-3m-crossover,T000891,1776443820000,1776446671000,short,S_CW,2395,120,117.75,5.25,take_profit,1,0,true,19,6,3,2,18,0,0,false,94,0,4,2,17,1,1,true,667,0,0,0,
gex-lt-3m-crossover,T000892,1776693660000,1776694619000,long,L_S4,-1020,-50.75,5.75,49,stop_loss,0,0,true,3,5,0,0,,1,1,false,142,0,0,0,,1,1,false,181,0,0,0,
gex-lt-3m-crossover,T000893,1776694920000,1776696062000,long,L_S4,-1025,-51,23.75,42.25,stop_loss,0,0,true,24,5,0,0,,1,1,false,163,0,0,0,,1,1,false,202,0,0,0,
gex-lt-3m-crossover,T000894,1776697261000,1776698645000,short,S_R4,-1035,-51.5,70.75,48,stop_loss,0,1,false,63,0,1,0,,0,0,false,19,1,0,0,,1,1,true,241,0,0,0,
gex-lt-3m-crossover,T000895,1776699060000,1776704400000,short,S_GF_SOLO,-45,-2,45.25,20.25,max_hold_time,1,1,true,10,1,8,4,55,0,1,false,1,3,5,2,11,1,1,true,271,0,0,0,
gex-lt-3m-crossover,T000896,1776769260000,1776774600000,short,S_CW,240,12.25,46.25,27.5,max_hold_time,1,0,true,12,8,5,3,2,1,0,true,67,0,1,1,56,1,0,true,31,1,2,1,59
gex-lt-3m-crossover,T000897,1776775200000,1776780540000,short,S_CW,-595,-29.5,105.25,38.25,max_hold_time,0,1,false,3,5,9,4,23,0,1,false,43,1,1,0,,0,0,false,10,3,0,0,
gex-lt-3m-crossover,T000898,1776785640000,1776789840000,short,S_GF_SOLO,1195,60,59.25,42,take_profit,0,0,false,55,1,8,4,6,0,0,false,49,1,2,1,29,0,0,false,184,0,0,0,
gex-lt-3m-crossover,T000899,1776795360000,1776795396000,short,S_GF_SOLO,1205,60.5,60,4.5,take_profit,0,0,false,0,2,0,0,,1,1,true,40,1,0,0,,0,0,false,346,0,0,0,
gex-lt-3m-crossover,T000900,1776797881000,1776798818000,short,S_GF_SOLO,-1035,-51.5,12.25,48.25,stop_loss,1,1,true,1,4,0,0,,1,1,true,82,0,0,0,,0,0,false,388,0,0,0,
gex-lt-3m-crossover,T000901,1776798960000,1776800513000,short,S_GF_SOLO,1195,60,55.25,48,take_profit,1,0,true,19,4,1,1,22,1,0,true,100,0,1,1,23,0,0,false,406,0,0,0,
gex-level-fade,T000001,1736776920000,1736778300000,long,,-395,-19.5,19,16.25,stop_loss,0,0,true,57,1,0,0,,1,0,false,215,0,1,0,,1,1,false,107,0,0,0,
gex-level-fade,T000002,1736778720000,1736778946000,long,,-395,-19.5,25.75,17.75,stop_loss,0,0,true,87,0,0,0,,0,0,true,29,1,0,0,,1,1,false,137,0,0,0,
