id,entryTime,exitTime,side,levelType,levelPrice,entryPrice,barsHeld,exitReason,pnl_pts,mfe_pts,mae_pts,won,entry_gamma_flip,entry_gamma_flip_dist_raw,entry_total_gex,entry_gamma_imbalance,entry_regime,entry_in_dir_wall,entry_in_dir_wall_dist,entry_in_dir_wall_strength,entry_opp_wall,entry_opp_wall_dist,entry_opp_wall_strength,entry_iv,entry_skew,snapshots_during_trade,gamma_flip_drift_raw,gamma_flip_drift_signed_dir,in_dir_wall_strength_pct_change,opp_wall_strength_pct_change,in_dir_wall_move_raw,opp_wall_move_raw,total_gex_change_pct,gamma_imbalance_change,regime_changed,exit_regime,iv_change,skew_change
T000232,2025-04-09T18:45:00.000Z,2025-04-09T18:46:03.000Z,long,S3,18859.3500,18873.5000,1.0000,stop_loss,-77.0000,33.5000,68.5000,0.0000,,,-2200599484.5672,-0.5201,negative,18857.1000,16.4000,408886038.7770,19653.2900,779.7900,53258840.0057,[object Object],-0.0323,1.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,-0.0142,-0.0058
T000233,2025-04-09T19:16:00.000Z,2025-04-09T19:21:14.000Z,long,S5,19033.8200,19012.2500,5.0000,take_profit,119.7500,119.5000,54.7500,1.0000,,,-1273643263.7326,-0.2879,negative,18824.6600,187.5900,208548648.4529,20288.8000,1276.5500,73091192.6554,[object Object],-0.1528,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,-0.1341,-0.0109
T000234,2025-04-10T13:31:02.000Z,2025-04-10T13:32:58.000Z,short,R2,18843.8100,18838.2500,1.0000,trailing_stop,4.7500,96.2500,0.0000,1.0000,,,-1742804012.4527,-0.5426,negative,18885.2200,46.9700,80046738.7068,17808.4300,1029.8200,202973093.1610,[object Object],0.0280,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,-0.0474,0.0319
T000235,2025-04-10T14:03:00.000Z,2025-04-10T14:15:06.000Z,short,R1,18679.8900,18656.2500,12.0000,trailing_stop,4.7500,87.7500,47.7500,1.0000,,,-1961148570.9967,-0.5875,negative,18679.8900,23.6400,54348471.9414,17810.0900,846.1600,212349211.1961,[object Object],0.0132,1.0000,,,0.1075,-0.0121,205.3000,-1.6900,0.0072,0.0146,0.0000,negative,0.0171,0.0441
T000236,2025-04-10T15:00:00.000Z,2025-04-10T15:14:12.000Z,long,S5,18597.8500,18585.0000,14.0000,trailing_stop,4.7500,97.7000,23.0000,1.0000,,,-1976780862.5325,-0.5945,negative,17808.5600,776.4400,216029802.1203,18678.2800,93.2800,52952498.5167,[object Object],-0.0420,1.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,-0.0027,-0.0350
T000237,2025-04-10T16:23:00.000Z,2025-04-10T16:27:06.000Z,long,S2,17997.3400,17977.0000,4.0000,trailing_stop,4.7500,105.0000,28.5000,1.0000,,,-2133981431.1972,-0.7048,negative,17578.8000,398.2000,376592346.8518,18876.2800,899.2800,26982297.3377,[object Object],-0.2053,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,0.1641,-0.3613
T000238,2025-04-10T17:25:00.000Z,2025-04-10T17:28:11.000Z,long,S5,18166.4700,18154.7500,3.0000,take_profit,119.7500,118.7500,9.5000,1.0000,,,-2335906063.1764,-0.6713,negative,17540.0400,614.7100,282990290.5924,18834.6600,679.9100,41521291.6307,[object Object],-0.0991,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,0.0051,-0.0510
T000239,2025-04-10T17:55:00.000Z,2025-04-10T17:59:51.000Z,long,S3,18429.9000,18451.7500,4.0000,trailing_stop,4.7500,64.0000,7.7500,1.0000,16880.1200,1571.6300,-2070734613.4364,-0.6223,negative,17592.1800,859.5700,237189461.2092,18890.6500,438.9000,44288673.5616,[object Object],-0.0254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,-0.0435,0.0599
T000240,2025-04-10T18:42:00.000Z,2025-04-10T18:47:22.000Z,long,S5,18605.3900,18619.0000,5.0000,stop_loss,-81.2500,55.7500,78.5000,0.0000,,,-1933634124.5092,-0.5576,negative,17978.2400,640.7600,208758777.5035,19065.3000,446.3000,63005218.6339,[object Object],-0.0370,1.0000,,,0.0694,-0.2069,-169.4900,-386.8200,-0.0378,-0.0401,0.0000,negative,0.0689,0.0091
T000241,2025-04-11T13:33:02.000Z,2025-04-11T13:39:00.000Z,long,S2,18377.7200,18368.0000,6.0000,take_profit,119.7500,108.2500,14.0000,1.0000,,,-2094858003.6022,-0.5321,negative,18586.5600,-218.5600,221083813.4823,19421.9100,1053.9100,55622213.5787,[object Object],-0.1439,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,0.0248,0.0426
T000242,2025-04-11T14:21:00.000Z,2025-04-11T14:23:21.000Z,long,S2,18395.8700,18377.0000,2.0000,stop_loss,-81.5000,5.0000,76.0000,0.0000,16681.7100,1695.2900,-2454604690.5430,-0.6360,negative,17977.7800,399.2200,285576185.2310,19441.0900,1064.0900,48274471.7793,[object Object],-0.1176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,0.0445,-0.0791
T000243,2025-04-11T15:00:00.000Z,2025-04-11T15:00:04.000Z,long,S1,18393.0200,18412.5000,0.0000,take_profit,120.2500,107.2500,11.7500,1.0000,,,-2493085541.6004,-0.6026,negative,18217.1800,195.3200,269405750.5173,19252.2400,839.7400,56845653.7821,[object Object],-0.0296,1.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,0.0000,0.0000
T000244,2025-04-11T15:31:00.000Z,2025-04-11T15:56:59.000Z,long,S2,18425.3000,18434.7500,25.0000,take_profit,120.7500,120.2500,29.2500,1.0000,,,-2183132820.5185,-0.5389,negative,18218.2700,216.4800,227916893.5736,19253.4000,818.6500,53140625.8209,[object Object],-0.0268,1.0000,,,-0.0432,0.1107,209.8500,2.9400,0.0847,0.0056,0.0000,negative,-0.1309,0.0041
T000245,2025-04-11T16:08:02.000Z,2025-04-11T16:36:40.000Z,long,S1,18601.5400,18595.2500,28.0000,take_profit,119.7500,119.7500,63.5000,1.0000,,,-1933575714.8457,-0.5317,negative,18601.5400,-6.2900,214465892.8929,19437.5600,842.3100,63849418.5933,[object Object],-0.0549,2.0000,,,0.0300,-0.0618,32.0600,645.3200,0.1659,-0.0584,0.0000,negative,-0.0040,-0.0217
T000246,2025-04-11T17:31:00.000Z,2025-04-11T17:40:15.000Z,long,S1,18633.2800,18646.2500,9.0000,take_profit,120.2500,119.0000,51.5000,1.0000,,,-1454778491.5598,-0.5275,negative,18633.2800,12.9700,192050607.8755,20082.5300,1436.2800,61582251.5302,[object Object],-0.0357,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,-0.0563,0.2003
T000247,2025-04-14T13:34:00.000Z,2025-04-14T13:40:57.000Z,short,R5,19171.4300,19183.5000,6.0000,take_profit,119.7500,115.2500,27.5000,1.0000,,,-1134969012.9743,-0.2878,negative,19254.2500,70.7500,87391296.8562,18633.1400,550.3600,364980965.4487,[object Object],0.0579,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,0.0215,0.0441
T000248,2025-04-14T14:47:00.000Z,2025-04-14T15:26:23.000Z,short,R4,19129.0800,19127.0000,39.0000,take_profit,121.0000,121.0000,66.0000,1.0000,,,-887291565.5510,-0.1769,neutral,19253.2900,126.2900,182712138.5198,18632.2200,494.7800,340967347.4824,[object Object],0.0436,2.0000,,,-0.5419,-0.2601,1023.7600,181.5400,-0.4250,-0.2598,1.0000,negative,-0.0678,0.0121
T000249,2025-04-14T15:32:00.000Z,2025-04-14T15:46:46.000Z,short,R3,18962.6900,18976.2500,14.0000,take_profit,119.7500,119.2500,16.0000,1.0000,,,-1326278521.5540,-0.4643,negative,20080.5800,1104.3300,83358271.7840,18631.4700,344.7800,262134853.0024,[object Object],0.0635,1.0000,,,0.6349,0.3150,-828.7000,-0.6200,-0.1656,0.0749,0.0000,negative,0.0042,0.0019
T000250,2025-04-14T16:16:00.000Z,2025-04-14T16:24:23.000Z,long,S1,18823.0200,18820.2500,8.0000,trailing_stop,4.7500,77.7500,19.2500,1.0000,,,-1601082517.8695,-0.3998,negative,18823.0200,-2.7700,356273746.5941,19450.4600,630.2100,127853698.3325,[object Object],-0.0579,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,negative,0.0290,-0.0579
T000251,2025-04-14T17:02:00.000Z,2025-04-14T17:31:18.000Z,long,S4,18837.6800,18849.2500,29.0000,trailing_stop,4.7500,72.7500,49.2500,1.0000,,,-1495637632.5267,-0.4239,negative,18630.6700,218.5800,334333574.9450,19251.6900,402.4400,143637181.8021,[object Object],-0.0245,2.0000,,,-0.0434,-0.0251,-0.3100,-0.3200,0.0361,0.0102,0.0000,negative,-0.0019,0.0245
T000252,2025-04-14T17:32:00.000Z,2025-04-14T17:47:42.000Z,long,S4,18837.3600,18838.0000,15.0000,trailing_stop,4.7500,61.2500,6.0000,1.0000,,,-1441610190.1957,-0.4136,negative,18630.3600,207.6400,319815505.7160,19251.3700,413.3700,140030267.1423,[object Object],-0.0238,1.0000,,,-0.2037,-0.4023,187.2700,1029.8500,0.1139,-0.0300,0.0000,negative,0.0703,-0.0569
T000253,2025-04-14T18:04:00.000Z,2025-04-14T19:03:00.000Z,short,R3,18961.0600,18967.5000,60.0000,max_hold_time,-70.7500,30.2500,76.7500,0.0000,,,-1230289509.2600,-0.4126,negative,20078.8500,1111.3500,83335416.8836,18629.8600,337.6400,245763629.1354,[object Object],0.0206,4.0000,,,0.5651,0.4592,-824.1400,3.7300,0.1842,0.2051,0.0000,negative,0.0187,-0.0182
T000254,2025-04-15T13:35:00.000Z,2025-04-15T14:12:22.000Z,long,S2,19009.7000,19013.7500,37.0000,take_profit,119.7500,119.2500,40.7500,1.0000,,,-1105468107.8119,-0.2636,negative,18800.8000,212.9500,293944537.0184,19427.5000,413.7500,139569615.6952,[object Object],-0.0568,2.0000,,,-0.0416,0.4257,10.5300,10.8800,-0.0193,0.0161,0.0000,negative,-0.0496,0.0872
T000255,2025-04-15T15:18:00.000Z,2025-04-15T15:32:03.000Z,short,R5,19085.6900,19069.0000,14.0000,trailing_stop,4.7500,66.0000,20.0000,1.0000,,,-1199347407.1137,-0.4174,negative,19127.0900,58.0900,86329855.7561,18630.2900,438.7100,342781692.9264,[object Object],0.0217,1.0000,,,0.0777,-0.0313,0.4900,0.4700,0.0428,0.0215,0.0000,negative,0.0049,-0.0677
T000256,2025-04-15T17:48:00.000Z,2025-04-15T18:44:24.000Z,short,R5,18961.5200,18966.5000,56.0000,trailing_stop,4.7500,82.2500,16.2500,1.0000,,,-1228380807.7584,-0.2991,negative,19251.3300,284.8300,179882570.1700,18630.3200,336.1800,258669503.7151,[object Object],0.0348,3.0000,,,-0.6104,0.1380,0.2000,0.1900,-0.0430,-0.1159,0.0000,negative,0.0161,0.0337
T000257,2025-04-16T13:47:00.000Z,2025-04-16T14:08:02.000Z,short,R4,18583.6000,18600.0000,21.0000,trailing_stop,4.7500,90.7500,33.5000,1.0000,,,-2624932202.4003,-0.9204,negative,20073.6000,1473.6000,23116140.6993,18211.1000,388.9000,294787905.4021,[object Object],0.0287,1.0000,,,0.0529,-0.0902,1.6300,1.4800,0.0257,0.0114,0.0000,negative,0.0275,-0.0075
T000258,2025-04-16T14:30:00.000Z,2025-04-16T15:24:08.000Z,short,R1,18623.3800,18618.0000,54.0000,stop_loss,-81.5000,26.5000,78.5000,0.0000,,,-2195525036.1613,-0.8197,negative,18924.7500,306.7500,44443835.6025,18590.5400,27.4600,282594894.0244,[object Object],0.0244,4.0000,,,3.4327,-0.0634,-91.4100,-171.1200,0.0836,0.2516,0.0000,negative,0.0166,-0.0181
T000259,2025-04-16T15:34:00.000Z,2025-04-16T15:59:07.000Z,short,R3,18709.3600,18697.0000,25.0000,take_profit,119.7500,119.0000,8.5000,1.0000,,,-2258060033.4578,-0.8282,negative,18750.7600,53.7600,42824472.2292,18419.6200,277.3800,284300457.1065,[object Object],0.0145,1.0000,,,-0.3061,0.0362,55.8500,178.0300,-0.1518,-0.0403,0.0000,negative,0.0017,0.0376
T000260,2025-04-16T17:02:00.000Z,2025-04-16T17:39:46.000Z,short,R4,18583.1400,18573.7500,37.0000,take_profit,119.7500,113.0000,22.0000,1.0000,,,-2575536962.6246,-0.9138,negative,20073.1000,1499.3500,24029612.5856,18210.6500,363.1000,276301451.3565,[object Object],0.0153,2.0000,,,-0.2907,0.0414,-1.1200,-1.0200,-0.0636,0.0126,0.0000,negative,0.0094,0.0120
T000261,2025-04-16T19:18:00.000Z,2025-04-16T19:50:00.000Z,long,S1,18173.7300,18174.0000,32.0000,take_profit,120.2500,93.2500,57.7500,1.0000,,,-3088431229.7874,-0.8825,negative,18173.7300,0.2700,385016054.7483,20471.5500,2297.5500,20349363.0030,[object Object],-0.0107,2.0000,,,-0.1454,-0.2190,216.3900,-200.6200,0.1408,-0.0181,0.0000,negative,0.0159,0.0215
T000262,2025-04-17T14:24:00.000Z,2025-04-17T14:30:47.000Z,long,S3,18383.0200,18379.5000,6.0000,stop_loss,-81.5000,0.0000,78.5000,0.0000,,,-2670298927.7908,-0.8529,negative,17965.2200,414.2800,375847024.5769,20889.7900,2510.2900,24683228.6689,[object Object],-0.0126,1.0000,,,-0.0333,-0.0691,-175.4100,-203.9600,0.0276,-0.0082,0.0000,negative,0.0190,-0.0146
T000263,2025-04-21T14:16:00.000Z,2025-04-21T15:15:00.000Z,long,S2,17957.3500,17955.0000,60.0000,max_hold_time,-58.0000,33.2500,73.2500,0.0000,,,-2838207478.9097,-0.9505,negative,17539.7400,415.2600,462985811.9638,20880.6400,2925.6400,15529346.0258,[object Object],-0.0570,4.0000,,,0.0550,0.4415,0.7700,-1878.4200,0.0226,0.0193,0.0000,negative,0.0253,-0.0529
T000264,2025-04-21T15:50:00.000Z,2025-04-21T16:49:00.000Z,long,S2,17788.0600,17812.7500,60.0000,max_hold_time,23.0000,62.2500,26.2500,1.0000,,,-2750275017.1719,-0.9223,negative,17374.3900,438.3600,523198082.4421,18822.2500,1009.5000,32301695.9648,[object Object],-0.0460,4.0000,,,0.0015,-0.0001,161.0000,174.4300,-0.0001,-0.0001,0.0000,negative,-0.0006,0.0197
T000265,2025-04-22T13:43:00.000Z,2025-04-22T14:10:28.000Z,long,S5,18201.9000,18182.2500,27.0000,take_profit,120.5000,115.7500,5.5000,1.0000,,,-2307069057.2028,-0.7712,negative,17788.2200,394.0300,513519810.9400,18450.1100,267.8600,38668435.8518,[object Object],-0.0471,2.0000,,,-0.0989,0.0640,-2.8000,-2.9100,0.0443,0.0195,0.0000,negative,-0.0229,0.0884
T000266,2025-04-22T15:16:00.000Z,2025-04-22T15:59:29.000Z,short,R4,18366.3900,18371.7500,43.0000,trailing_stop,4.7500,84.5000,14.2500,1.0000,,,-1970288822.5335,-0.7176,negative,18449.1200,77.3700,48723033.9908,17787.2700,584.4800,415380998.6524,[object Object],0.0571,2.0000,,,0.0736,-0.0352,181.9800,175.4500,0.0440,-0.0089,0.0000,negative,0.0341,-0.0408
T000267,2025-04-22T17:12:26.000Z,2025-04-22T17:16:31.000Z,long,S5,18380.4600,18378.5000,4.0000,stop_loss,-81.5000,32.2500,78.5000,0.0000,,,-1868041601.6972,-0.7248,negative,17949.5600,428.9400,398413833.6995,18617.4500,238.9500,52837097.0811,[object Object],-0.0346,1.0000,,,0.1828,-0.2467,-164.7900,-170.9300,-0.1985,-0.0387,0.0000,negative,0.0267,-0.0068
T000268,2025-04-22T17:52:00.000Z,2025-04-22T18:22:53.000Z,long,S5,18199.6700,18216.5000,30.0000,take_profit,120.5000,120.5000,5.2500,1.0000,,,-2307290679.1817,-0.7755,negative,17786.0400,430.4600,500966759.9042,18447.8500,231.3500,39488587.7098,[object Object],-0.0272,2.0000,,,-0.1673,0.2216,0.8000,0.8300,0.1412,0.0569,0.0000,negative,-0.0096,-0.0052
T000269,2025-04-22T18:34:00.000Z,2025-04-22T19:22:08.000Z,long,S5,18377.8600,18355.2500,48.0000,stop_loss,-81.5000,44.5000,77.5000,0.0000,,,-1939216912.5763,-0.7164,negative,17960.1800,395.0700,410326854.6728,18628.4700,273.2200,50084776.5098,[object Object],-0.0406,3.0000,,,0.1227,-0.1702,-175.3900,-181.9200,-0.1317,-0.0320,0.0000,negative,0.0249,0.0335
T000270,2025-04-23T13:38:00.000Z,2025-04-23T13:38:29.000Z,short,R3,19062.6800,19083.8500,0.0000,trailing_stop,4.7500,83.8500,28.6500,1.0000,19641.5900,-557.7400,-33898091.7853,-0.0469,neutral,19228.0800,144.2300,179967785.4665,18607.8200,476.0300,209313344.8299,[object Object],0.0469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,neutral,0.0000,0.0000
T000271,2025-04-23T14:54:00.000Z,2025-04-23T15:01:44.000Z,short,R5,19067.5400,19076.7500,7.0000,trailing_stop,4.7500,77.0000,25.2500,1.0000,19357.0700,-280.3200,182933787.1226,0.0139,neutral,19232.9900,156.2400,212380833.3965,18612.5700,464.1800,214613877.4495,[object Object],0.0248,1.0000,-0.4100,-0.4100,0.0102,0.0009,-0.4100,-0.4000,0.0794,0.0065,0.0000,neutral,-0.0066,-0.0140
T000272,2025-04-24T13:56:00.000Z,2025-04-24T14:22:15.000Z,long,S2,19020.7400,19000.2500,26.0000,take_profit,119.7500,118.7500,7.2500,1.0000,,,-511707974.9812,-0.1210,neutral,18607.2400,393.0100,256008844.4907,20054.4700,1054.2200,125986621.5821,[object Object],-0.0554,2.0000,,,-0.2230,0.1631,179.1400,193.0700,0.9204,0.1777,0.0000,neutral,0.0175,-0.0375
T000273,2025-04-24T16:32:00.000Z,2025-04-24T17:31:00.000Z,long,S1,19221.3100,19229.7500,60.0000,max_hold_time,27.2500,48.2500,26.2500,1.0000,20057.5300,-827.7800,408208262.5184,0.0935,neutral,19221.3100,8.4400,202095215.8359,20057.5300,827.7800,174365636.6438,[object Object],-0.0707,4.0000,-0.4800,0.4800,0.0001,-0.0099,-0.4600,-0.4800,-0.0308,-0.0055,0.0000,neutral,0.0323,0.0885
T000274,2025-04-24T17:49:01.000Z,2025-04-24T18:48:00.000Z,long,S1,19217.8600,19231.0000,60.0000,max_hold_time,78.7500,85.0000,1.5000,1.0000,19681.7900,-450.7900,499516325.5413,0.1299,neutral,19217.8600,13.1400,201911987.9924,20053.9300,822.9300,181271496.8874,[object Object],-0.0210,4.0000,200.1800,-200.1800,-0.0012,0.0022,195.4600,203.9600,0.0133,-0.0341,0.0000,neutral,0.0132,0.0327
T000275,2025-04-24T19:14:00.000Z,2025-04-24T20:01:46.000Z,long,S1,19221.1700,19224.5000,47.0000,take_profit,119.7500,113.7500,0.0000,1.0000,19767.8900,-543.3900,416273034.0913,0.0971,neutral,19221.1700,3.3300,202079223.9297,20057.3700,832.8700,175237315.4490,[object Object],-0.1021,4.0000,-75.8400,75.8400,-0.0060,0.0565,169.6500,177.0400,0.6574,-0.0114,0.0000,neutral,0.0139,-0.0106
T000276,2025-04-25T14:11:00.000Z,2025-04-25T14:21:58.000Z,long,S1,19383.2500,19386.2500,10.0000,stop_loss,-80.0000,19.5000,77.2500,0.0000,20435.0300,-1048.7800,453364384.1260,0.1447,neutral,19383.2500,3.0000,237962586.2774,20226.5100,840.2600,229636314.8978,[object Object],-0.0235,1.0000,,,0.0103,-0.1966,-171.7700,-179.2500,-1.4657,-0.2541,0.0000,neutral,0.0550,-0.0082
T000277,2025-04-25T17:53:00.000Z,2025-04-25T18:41:03.000Z,long,S1,19393.8500,19401.2500,48.0000,take_profit,120.5000,118.0000,27.0000,1.0000,20237.5700,-836.3200,617606762.2532,0.1925,neutral,19393.8500,7.4000,236909257.5906,20237.5700,836.3200,234016456.8815,[object Object],-0.0346,3.0000,-603.9800,603.9800,-0.0152,0.1105,-182.6900,-190.6400,0.6467,0.0933,1.0000,positive,0.0058,0.0058
T000278,2025-04-28T13:47:00.000Z,2025-04-28T13:57:19.000Z,short,R2,19629.7300,19622.2500,10.0000,take_profit,119.7500,117.7500,0.2500,1.0000,20249.6100,-627.3600,399145843.9192,0.0374,neutral,20042.9800,420.7300,195402689.3266,19207.3800,414.8700,230736958.6427,[object Object],0.0629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,neutral,0.0288,-0.0004
T000279,2025-04-28T15:23:00.000Z,2025-04-28T16:22:00.000Z,short,R5,19342.3100,19358.7500,60.0000,max_hold_time,72.2500,81.5000,30.5000,1.0000,,,-405837756.5844,-0.1866,neutral,20044.9100,686.1600,173696275.5628,19209.2300,149.5200,234723142.3160,[object Object],0.0270,4.0000,,,-0.0675,0.0194,-0.9100,8.2100,-0.4533,-0.0700,0.0000,neutral,-0.0111,-0.0104
T000280,2025-04-28T17:01:00.000Z,2025-04-28T17:41:05.000Z,short,R5,19340.0500,19325.2500,40.0000,trailing_stop,4.7500,68.0000,8.0000,1.0000,,,-618952485.7169,-0.2640,neutral,20042.5800,717.3300,160615944.8724,19216.0800,109.1700,242651905.8542,[object Object],0.0268,2.0000,,,0.0956,-0.0332,193.4100,176.2600,0.3991,0.0928,0.0000,neutral,-0.0119,0.0026
T000281,2025-04-28T18:02:00.000Z,2025-04-28T19:01:00.000Z,long,S1,19391.8500,19371.2500,60.0000,max_hold_time,74.0000,75.5000,14.5000,1.0000,,,-82955714.9066,-0.0987,neutral,19391.8500,-20.6000,233398203.0021,20235.4800,864.2300,194790255.0187,[object Object],-0.0192,4.0000,,,-0.0128,0.0155,-186.5400,-194.6500,6.3569,0.1524,0.0000,neutral,-0.0198,-0.0089
T000282,2025-04-29T13:31:00.000Z,2025-04-29T14:05:18.000Z,long,S3,19421.5900,19431.5000,34.0000,take_profit,120.2500,119.5000,27.7500,1.0000,20867.8700,-1436.3700,176378357.5976,0.0215,neutral,18595.1400,836.3600,285587211.9728,20041.4200,609.9200,271133723.4254,[object Object],-0.0546,2.0000,-826.5300,826.5300,-0.0270,0.0880,-0.0900,-0.0800,3.4873,0.2458,0.0000,neutral,-0.0083,0.0321
T000283,2025-04-29T17:46:00.000Z,2025-04-29T18:45:00.000Z,long,S5,19620.4600,19604.7500,60.0000,max_hold_time,53.7500,88.0000,0.2500,1.0000,19836.1800,-231.4300,1182316715.1994,0.3146,positive,18596.4200,1008.3300,275848371.3757,20042.8100,438.0600,376623737.3993,[object Object],-0.0627,4.0000,-0.2500,0.2500,0.0016,-0.0304,-0.2300,-0.2500,-0.0430,-0.0122,0.0000,positive,-0.0164,0.0365
T000284,2025-04-29T19:16:00.000Z,2025-04-29T20:15:00.000Z,long,S5,19619.1600,19643.0000,60.0000,max_hold_time,-11.5000,39.5000,28.0000,0.0000,19834.8700,-191.8700,1148524690.4299,0.3064,positive,18595.1900,1047.8100,276163066.5421,20041.4800,398.4800,369100449.0826,[object Object],-0.0312,4.0000,-1.5500,1.5500,0.0019,-0.1002,-1.4500,-1.5600,-0.1370,0.0349,1.0000,neutral,-0.0020,-0.0005
T000285,2025-04-30T13:40:00.000Z,2025-04-30T13:58:34.000Z,long,S4,19169.9200,19192.0000,18.0000,stop_loss,-81.5000,23.5000,76.7500,0.0000,,,-2955580442.5654,-0.4611,negative,19004.6600,187.3400,622242884.9707,20037.5300,845.5300,163369008.5440,[object Object],-0.0307,1.0000,,,0.6260,-0.1041,0.0800,0.0800,-0.1521,-0.1130,0.0000,negative,0.0889,-0.1453
T000286,2025-04-30T14:12:00.000Z,2025-04-30T14:31:05.000Z,long,S2,19184.6000,19209.0000,19.0000,take_profit,119.7500,119.0000,2.0000,1.0000,,,-2278630361.9505,-0.4811,negative,19393.1300,-184.1300,637140144.2037,20227.2400,1018.2400,186795839.1887,[object Object],-0.0324,2.0000,,,-0.4683,0.1840,-617.3400,8.8900,0.2463,0.0897,0.0000,negative,-0.0042,-0.0825
T000287,2025-04-30T15:04:00.000Z,2025-04-30T16:03:00.000Z,long,S5,19333.7200,19350.2500,60.0000,max_hold_time,85.2500,104.7500,1.0000,1.0000,17516.0200,1834.2300,-1331806399.9780,-0.2846,negative,18590.1100,760.1400,316142345.3263,20036.0100,685.7600,241034541.2146,[object Object],-0.0158,4.0000,,,0.1467,0.0594,1014.9700,194.7600,0.2830,-0.0296,1.0000,neutral,0.0115,0.0054
T000288,2025-04-30T16:04:00.000Z,2025-04-30T17:03:00.000Z,long,S5,19438.2300,19435.0000,60.0000,max_hold_time,1.0000,38.5000,78.2500,1.0000,,,-954887760.3597,-0.3142,neutral,19605.0800,-170.0800,362511385.3206,20230.7700,795.7700,255344059.6399,[object Object],-0.0240,4.0000,,,-0.0945,-0.0997,-836.7600,-2.6900,-0.6938,-0.0250,1.0000,negative,0.0127,-0.0253
T000289,2025-04-30T17:21:00.000Z,2025-04-30T18:07:02.000Z,long,S1,19419.1500,19402.7500,46.0000,take_profit,120.5000,106.2500,3.5000,1.0000,,,-669754478.8164,-0.2244,neutral,19419.1500,-16.4000,342493948.3694,20038.9100,636.1600,272394789.7586,[object Object],-0.0283,3.0000,,,-0.1909,0.1213,-0.0500,-0.0500,0.6084,0.1104,0.0000,neutral,-0.0228,0.0256
T000290,2025-05-01T14:39:00.000Z,2025-05-01T15:15:10.000Z,short,R1,20035.0300,20017.7500,36.0000,stop_loss,-81.2500,3.0000,79.0000,0.0000,18134.8000,1882.9500,2197096404.2999,0.5000,positive,20035.0300,17.2800,1001206474.4370,18589.2100,1428.5400,219587918.1197,[object Object],0.0142,3.0000,171.3900,171.3900,-0.4250,-0.0287,397.8500,175.6800,0.3792,-0.1309,0.0000,positive,-0.0137,0.0016
T000291,2025-05-01T15:43:01.000Z,2025-05-01T16:16:22.000Z,short,R1,20036.0500,20047.0000,33.0000,take_profit,119.7500,116.7500,1.7500,1.0000,18135.7300,1911.2700,2260926905.1577,0.4984,positive,20036.0500,-10.9500,1004463827.5404,18590.1500,1456.8500,218499289.7171,[object Object],0.0249,3.0000,-0.9500,-0.9500,-0.0545,0.0209,-1.0400,-0.9700,-0.1236,-0.0091,0.0000,positive,0.0376,0.0184
T000292,2025-05-01T17:18:00.000Z,2025-05-01T18:08:16.000Z,short,R1,20034.4600,20023.5000,50.0000,trailing_stop,4.7500,81.7500,5.5000,1.0000,18134.2800,1889.2200,2117895335.1335,0.4933,positive,20034.4600,10.9600,989668670.5006,18588.6700,1434.8300,221131670.1497,[object Object],0.0202,3.0000,0.1400,0.1400,0.0144,-0.0104,0.1500,0.1400,0.0583,0.0024,0.0000,positive,-0.0175,-0.0262
T000293,2025-05-01T18:31:00.000Z,2025-05-01T19:30:00.000Z,short,R1,20034.3800,20018.0000,60.0000,max_hold_time,3.7500,48.0000,31.2500,1.0000,18134.2100,1883.7900,2256122730.9735,0.4977,positive,20034.3800,16.3800,1004351790.4549,18588.6000,1429.4000,218586803.3738,[object Object],0.0260,4.0000,0.6000,0.6000,-0.0357,0.0175,0.6600,0.6100,-0.0966,-0.0035,0.0000,positive,0.0344,-0.0044
T000294,2025-05-02T17:40:00.000Z,2025-05-02T18:39:00.000Z,short,R2,20239.7300,20219.5000,60.0000,max_hold_time,-49.0000,19.0000,57.5000,0.0000,20033.2000,186.3000,2266935318.2112,0.5854,positive,20652.7800,433.2800,560230312.6836,18587.5100,1631.9900,143394742.0143,[object Object],0.0125,4.0000,405.7800,405.7800,0.1118,-0.0167,203.3200,182.9800,0.0408,-0.0613,0.0000,positive,0.0048,0.0175
