id,entryTime,exitTime,side,levelType,levelPrice,entryPrice,barsHeld,exitReason,pnl_pts,mfe_pts,mae_pts,won,entry_gamma_flip,entry_gamma_flip_dist_raw,entry_total_gex,entry_gamma_imbalance,entry_regime,entry_in_dir_wall,entry_in_dir_wall_dist,entry_in_dir_wall_strength,entry_opp_wall,entry_opp_wall_dist,entry_opp_wall_strength,entry_iv,entry_skew,snapshots_during_trade,gamma_flip_drift_raw,gamma_flip_drift_signed_dir,in_dir_wall_strength_pct_change,opp_wall_strength_pct_change,in_dir_wall_move_raw,opp_wall_move_raw,total_gex_change_pct,gamma_imbalance_change,regime_changed,exit_regime,iv_change,skew_change
T000370,2025-06-18T19:16:01.000Z,2025-06-18T19:36:00.000Z,short,R4,21971.0100,21981.5000,20.0000,trailing_stop,4.7500,71.5000,32.2500,1.0000,19703.2700,2278.2300,319432101.7411,0.3046,neutral,22176.3400,194.8400,273992243.8968,21355.0000,626.5000,144195986.8201,[object Object],0.0137,1.0000,0.1400,0.1400,0.2788,0.8617,0.1600,205.4800,2.7817,-0.0090,1.0000,positive,-0.0052,-0.0012
T000371,2025-06-20T13:46:00.000Z,2025-06-20T14:11:42.000Z,short,R3,22105.7200,22095.7500,25.0000,take_profit,119.7500,118.7500,6.5000,1.0000,22188.6700,-92.9200,1707415431.8356,0.3629,positive,22188.6700,92.9200,410215350.3214,21773.9200,321.8300,216949116.8824,[object Object],0.0377,1.0000,1.5300,1.5300,-0.1121,-0.0132,1.5300,1.5100,-0.1704,-0.0502,0.0000,positive,-0.0037,-0.0051
T000372,2025-06-20T14:16:00.000Z,2025-06-20T14:42:04.000Z,short,R3,21981.7100,21994.7500,26.0000,take_profit,120.2500,118.7500,13.4500,1.0000,22603.8300,-609.0800,674391910.5802,0.2095,neutral,22396.4600,401.7100,266200093.9177,21774.3300,220.4200,232102264.1928,[object Object],0.0403,1.0000,1450.2500,1450.2500,-0.1260,0.1608,-1.2900,-1.2400,-0.9655,-0.1769,0.0000,neutral,0.0104,-0.0100
T000373,2025-06-23T13:35:00.000Z,2025-06-23T13:48:20.000Z,long,S1,21797.0400,21784.0000,13.0000,take_profit,119.7500,119.5000,9.5000,1.0000,19721.1300,2062.8700,-1705959787.5690,-0.2939,negative,21797.0400,-13.0400,608602135.6979,22419.8100,635.8100,209853029.8669,[object Object],-0.0123,1.0000,,,-0.1798,0.1380,-2.9700,-3.0500,0.4527,0.1547,1.0000,neutral,-0.0070,-0.0015
T000374,2025-06-23T14:33:00.000Z,2025-06-23T15:32:00.000Z,long,S3,22002.9200,21985.7500,60.0000,max_hold_time,-22.0000,32.2500,53.7500,0.0000,23248.3700,-1262.6200,260654046.4720,0.0958,neutral,21795.3500,190.4000,356051269.8431,22418.0700,432.3200,305364031.4735,[object Object],-0.0110,4.0000,,,0.2953,-0.1723,-0.7100,-0.7300,-3.5450,-0.1488,0.0000,neutral,-0.0068,0.0227
T000375,2025-06-23T16:34:00.000Z,2025-06-23T17:11:42.000Z,long,S1,21795.8100,21815.5000,37.0000,take_profit,119.7500,119.7500,77.2500,1.0000,19720.0200,2095.4800,-1622463559.9135,-0.3170,negative,21795.8100,19.6900,597239022.4353,22418.5500,603.0500,212274674.5599,[object Object],-0.0315,2.0000,,,-0.1629,0.1238,-0.3300,-0.3400,0.4210,0.1760,1.0000,neutral,-0.0145,-0.0026
T000376,2025-06-23T18:59:00.000Z,2025-06-23T19:58:00.000Z,long,S4,22004.4500,22025.5000,60.0000,max_hold_time,62.0000,67.5000,1.5000,1.0000,22627.2100,-601.7100,654295431.4531,0.2248,neutral,21796.8600,228.6400,308956857.4133,22419.6200,394.1200,341834603.7783,[object Object],-0.0361,4.0000,-209.9000,209.9000,-0.1576,0.1773,-2.2500,-2.3100,0.8576,0.1740,1.0000,positive,-0.0056,-0.0053
T000377,2025-06-25T17:50:00.000Z,2025-06-25T18:49:00.000Z,short,R3,22415.5700,22424.0000,60.0000,max_hold_time,12.2500,22.0000,11.7500,1.0000,20340.0600,2083.9400,2726777061.1097,0.6851,positive,22623.1200,199.1200,626078486.0981,22332.5500,91.4500,138196419.1468,[object Object],0.0165,4.0000,-40.8900,-40.8900,0.0259,-0.1175,0.7000,0.6900,0.0360,-0.0278,0.0000,positive,-0.0006,0.0020
T000378,2025-06-26T13:56:00.000Z,2025-06-26T14:55:00.000Z,long,S5,22517.6000,22511.2500,60.0000,max_hold_time,61.2500,86.0000,0.5000,1.0000,21874.2400,637.0100,3420415490.5464,0.7869,positive,20753.5500,1757.7000,79133253.4393,22828.9000,317.6500,604037014.0271,[object Object],-0.0206,4.0000,125.1900,-125.1900,-0.0227,0.0826,0.6300,0.7000,0.1228,0.1200,0.0000,positive,0.0167,0.0331
T000379,2025-06-27T18:52:00.000Z,2025-06-27T19:40:34.000Z,short,R4,22617.2200,22626.7500,48.0000,stop_loss,-81.5000,26.7500,76.7500,0.0000,20542.2500,2084.5000,2497515482.8168,0.6304,positive,22824.7200,197.9700,695728771.8825,22575.7200,51.0300,134128888.9516,[object Object],0.0211,3.0000,1.6200,1.6200,0.4861,-0.5002,1.8000,-1824.3400,0.3781,0.2108,0.0000,positive,-0.0289,0.0278
T000380,2025-06-30T14:34:00.000Z,2025-06-30T15:33:00.000Z,short,R3,22821.1600,22833.2500,60.0000,max_hold_time,0.5000,31.7500,8.7500,1.0000,22530.7100,302.5400,3140682072.7905,0.7549,positive,23028.6300,195.3800,471387138.3298,21368.9100,1464.3400,142249117.4306,[object Object],0.0136,4.0000,82.6800,82.6800,0.1150,-0.0099,-0.3200,-0.3000,0.0857,-0.0042,0.0000,positive,0.0015,0.0023
T000381,2025-06-30T17:38:00.000Z,2025-06-30T18:37:00.000Z,short,R3,22820.4800,22824.5000,60.0000,max_hold_time,20.7500,38.2500,23.7500,1.0000,22530.0400,294.4600,3103762463.5828,0.7463,positive,23027.9400,203.4400,464773684.0556,21368.2700,1456.2300,142455051.7924,[object Object],0.0137,4.0000,-1991.3800,-1991.3800,-0.0764,0.0089,0.2600,0.2400,-0.0919,-0.0776,0.0000,positive,0.0051,-0.0118
T000382,2025-07-01T13:42:00.000Z,2025-07-01T14:41:00.000Z,short,R1,22815.9800,22805.5000,60.0000,max_hold_time,91.2500,98.1000,42.7500,1.0000,22815.9800,-10.4800,3131227923.4065,0.6031,positive,22815.9800,10.4800,859331440.7468,21364.0500,1441.4500,168091701.9535,[object Object],0.0129,4.0000,230.1900,230.1900,-0.4320,0.0234,230.1900,215.5400,-0.3539,-0.1621,0.0000,positive,0.0030,-0.0143
T000383,2025-07-01T15:50:00.000Z,2025-07-01T16:49:00.000Z,long,S2,22650.1200,22642.0000,60.0000,max_hold_time,70.0000,85.0000,10.2500,1.0000,20451.4900,2190.5100,1372277533.0277,0.3701,positive,21364.1300,1277.8700,175236670.7044,22816.0600,174.0600,450279312.6841,[object Object],-0.0322,4.0000,2364.1700,-2364.1700,-0.0145,-0.0022,-0.3800,-0.4000,0.3324,0.0541,0.0000,positive,-0.0025,-0.0262
T000384,2025-07-02T13:36:00.000Z,2025-07-02T14:30:31.000Z,long,S2,22688.2700,22679.5000,54.0000,take_profit,120.2500,119.7500,3.0000,1.0000,20729.7000,1949.8000,892534770.4827,0.2985,neutral,22646.8000,32.7000,412968620.2352,22812.7100,133.2100,425006476.6611,[object Object],-0.0278,4.0000,0.2700,-0.2700,-0.6194,0.0627,-1285.5400,415.0700,1.6034,0.2542,1.0000,positive,-0.0162,0.0083
T000385,2025-07-02T15:34:00.000Z,2025-07-02T16:33:00.000Z,short,R2,22815.2600,22814.7500,60.0000,max_hold_time,-14.7500,12.0000,28.5000,0.0000,20732.0200,2082.7300,2847529701.1173,0.7043,positive,23230.0900,415.3400,490727065.5649,21363.3800,1451.3700,155019479.8404,[object Object],0.0127,4.0000,-116.6700,-116.6700,0.0858,-0.0114,-1.5300,-1.4000,0.1170,0.0096,0.0000,positive,-0.0084,0.0154
T000386,2025-07-08T14:00:00.000Z,2025-07-08T14:45:31.000Z,long,S2,22876.9400,22881.5000,45.0000,trailing_stop,4.7500,61.2500,32.5000,1.0000,20713.5800,2167.9200,2573854515.5091,0.6010,positive,21344.3800,1537.1200,137013793.8783,23002.1900,120.6900,595653732.2744,[object Object],-0.0109,4.0000,1.3300,-1.3300,-0.0052,0.0337,1.3700,1.4800,0.0663,0.0265,0.0000,positive,-0.0108,-0.0153
T000387,2025-07-08T15:36:00.000Z,2025-07-08T16:35:00.000Z,long,S2,22878.3500,22882.5000,60.0000,max_hold_time,15.2500,80.2500,4.7500,1.0000,20714.0200,2168.4800,2554243283.8521,0.5982,positive,21344.8400,1537.6600,137096506.8797,23002.6900,120.1900,593394100.9993,[object Object],-0.0186,4.0000,0.7200,-0.7200,-0.0196,0.1485,0.7400,0.8000,0.2465,0.0911,0.0000,positive,0.0057,0.0125
T000388,2025-07-08T17:19:00.000Z,2025-07-08T18:18:00.000Z,long,S4,22878.1000,22881.5000,60.0000,max_hold_time,53.0000,61.5000,1.7500,1.0000,20713.8000,2167.7000,3061064595.6608,0.6769,positive,21344.6000,1536.9000,134991990.3697,23002.4400,120.9400,657549649.7184,[object Object],-0.0246,4.0000,1.2000,-1.2000,0.0004,-0.0033,1.2400,1.3300,-0.0045,-0.0021,0.0000,positive,0.0035,0.0222
T000389,2025-07-11T13:45:00.000Z,2025-07-11T14:24:05.000Z,long,S3,22862.1800,22877.0000,39.0000,take_profit,120.2500,120.2500,14.0000,1.0000,23215.8400,-338.8400,2688277121.9202,0.6188,positive,21542.6300,1334.3700,137655988.7483,23425.0000,548.0000,667034913.0410,[object Object],-0.0221,3.0000,-228.5700,228.5700,-0.0282,0.1462,-212.1000,-230.6400,0.1510,-0.0107,0.0000,positive,-0.0270,0.0038
T000390,2025-07-14T13:46:00.000Z,2025-07-14T14:21:03.000Z,long,S3,22859.1600,22865.5000,35.0000,take_profit,120.0000,111.0000,12.0000,1.0000,21119.8700,1745.6300,476773553.9648,0.1655,neutral,22900.5700,-35.0700,410168527.6072,23190.4500,324.9500,555126230.0570,[object Object],-0.0128,2.0000,-423.1400,423.1400,-0.0586,0.0991,0.0900,0.0900,1.2170,0.1507,1.0000,positive,-0.0146,0.0410
T000391,2025-07-14T14:48:00.000Z,2025-07-14T15:47:00.000Z,long,S3,22943.0500,22956.5000,60.0000,max_hold_time,49.2500,66.0000,4.0000,1.0000,23191.5300,-235.0300,2015795375.6070,0.4571,positive,22901.6300,54.8700,307115456.0088,23191.5300,235.0300,714720205.6292,[object Object],-0.0153,4.0000,-2286.3800,2286.3800,-0.1055,0.0476,0.5200,0.5200,0.1574,0.0575,0.0000,positive,0.0107,0.0094
T000392,2025-07-15T15:19:00.000Z,2025-07-15T16:18:00.000Z,long,S1,23128.5600,23134.7500,60.0000,max_hold_time,15.5000,46.2500,4.7500,1.0000,21111.8200,2022.9300,4857511848.0681,0.6974,positive,23128.5600,6.1900,153820294.1831,23421.3300,286.5800,1615285001.4536,[object Object],-0.0127,4.0000,-209.3600,209.3600,0.1230,-0.0501,-229.3600,-232.2600,-0.0593,-0.0279,0.0000,positive,-0.0078,0.0168
T000393,2025-07-15T18:07:00.000Z,2025-07-15T19:06:00.000Z,short,R1,23189.6500,23174.7500,60.0000,max_hold_time,70.7500,90.7500,5.2500,1.0000,20902.9800,2271.7700,4897732289.6415,0.7029,positive,23189.6500,14.9000,1622787177.5392,22899.7800,274.9700,150840159.5641,[object Object],0.0132,4.0000,2161.8400,2161.8400,-0.2033,0.4336,-0.6100,-0.6000,-0.1800,-0.1058,0.0000,positive,0.0088,-0.0435
T000394,2025-07-16T14:44:00.000Z,2025-07-16T15:20:23.000Z,long,S1,22979.1500,22994.5000,36.0000,stop_loss,-81.0000,51.2500,77.7500,0.0000,22772.1300,222.3700,1227334556.8633,0.3054,positive,22979.1500,15.3500,315831639.6686,23186.1700,191.6700,710778504.3973,[object Object],-0.0150,3.0000,-1.8600,1.8600,0.2368,-0.0873,-1.8800,-1.8900,-0.3319,-0.1032,1.0000,neutral,0.0264,-0.0096
T000395,2025-07-16T15:23:00.000Z,2025-07-16T15:33:03.000Z,long,S2,22894.4700,22912.0000,10.0000,trailing_stop,4.7500,82.2500,0.0000,1.0000,22770.2700,141.7300,819971763.8025,0.2022,neutral,22977.2700,-65.2700,390612058.1927,23184.2800,272.2800,648698684.3102,[object Object],-0.0110,1.0000,-1653.9200,1653.9200,0.4058,-0.2228,-80.5300,2.3000,-1.6516,0.0099,0.0000,neutral,0.0146,-0.0021
T000396,2025-07-16T15:53:00.000Z,2025-07-16T16:52:00.000Z,long,S3,22937.7500,22917.5000,60.0000,max_hold_time,113.2500,115.0000,3.5000,1.0000,22772.1400,145.3600,974939495.2836,0.2416,neutral,22979.1600,-61.6600,364714268.6501,23186.1800,268.6800,673084052.6230,[object Object],-0.0123,4.0000,415.2200,-415.2200,-0.4505,0.2491,-40.2400,1.1800,0.9512,0.2135,1.0000,positive,-0.0077,0.0105
T000397,2025-07-17T13:34:00.000Z,2025-07-17T14:33:00.000Z,long,S1,23058.3300,23073.7500,60.0000,max_hold_time,94.7500,101.5000,8.0000,1.0000,20864.2700,2209.4800,2232728351.0528,0.5425,positive,23058.3300,15.4200,235242932.1756,23389.5100,315.7600,510685405.9698,[object Object],-0.0192,4.0000,1905.0900,-1905.0900,-0.6864,0.1111,-1737.9300,0.8300,0.3689,0.2731,0.0000,positive,-0.0011,0.0195
T000398,2025-07-22T14:05:00.000Z,2025-07-22T15:04:00.000Z,long,S4,23126.8000,23133.5000,60.0000,max_hold_time,82.0000,96.5000,0.0000,1.0000,24193.3700,-1059.8700,373900070.1009,0.1381,neutral,23168.1700,-34.6700,355638748.9645,23581.8900,448.3900,574676819.6443,[object Object],-0.0310,4.0000,-405.1900,405.1900,-0.2297,0.0652,-0.5500,-0.5600,1.2807,0.0984,0.0000,neutral,0.0011,0.0203
T000399,2025-07-22T16:28:00.000Z,2025-07-22T17:27:00.000Z,long,S1,23168.8600,23176.2500,60.0000,max_hold_time,57.5000,57.7500,16.7500,1.0000,24607.8100,-1431.5600,230284481.2872,0.1021,neutral,23168.8600,7.3900,375119132.0656,23582.5900,406.3400,563345594.5861,[object Object],-0.0163,4.0000,-1025.4700,1025.4700,-0.4841,0.1770,-207.1100,-0.2500,5.7440,0.2711,1.0000,positive,-0.0106,0.0116
T000400,2025-07-23T13:46:00.000Z,2025-07-23T14:45:00.000Z,long,S1,23163.9300,23166.5000,60.0000,max_hold_time,6.5000,44.5000,19.7500,1.0000,20888.9000,2277.6000,-1142668805.6705,-0.1645,negative,23163.9300,2.5700,1332065990.2937,23577.5700,411.0700,530233183.1437,[object Object],-0.0251,4.0000,1.1200,-1.1200,-0.1291,0.0577,1.2400,1.2600,0.5537,0.1480,1.0000,neutral,-0.0011,-0.0008
T000401,2025-07-23T14:53:00.000Z,2025-07-23T15:52:00.000Z,long,S1,23165.1700,23186.2500,60.0000,max_hold_time,40.7500,41.7500,7.2500,1.0000,20890.0200,2296.2300,-509917398.7837,-0.0164,neutral,23165.1700,21.0800,1160125637.0671,23578.8300,392.5800,560814928.8070,[object Object],-0.0167,4.0000,417.1600,-417.1600,-0.4835,0.1035,241.0400,245.3500,2.7419,0.2030,0.0000,neutral,-0.0096,0.0082
T000402,2025-07-23T16:41:00.000Z,2025-07-23T17:40:00.000Z,long,S2,23206.3200,23216.0000,60.0000,max_hold_time,30.2500,31.7500,2.2500,1.0000,20972.5500,2243.4500,132149525.1214,0.0659,neutral,23164.9500,51.0500,903942713.3086,23578.6100,362.6100,588070906.4951,[object Object],-0.0122,4.0000,115.6100,-115.6100,-0.3871,0.0607,0.6600,0.6800,6.5499,0.1521,0.0000,neutral,-0.0089,0.0112
T000403,2025-07-23T18:58:00.000Z,2025-07-23T19:57:00.000Z,long,S5,23290.3300,23295.2500,60.0000,max_hold_time,12.0000,17.5000,26.2500,1.0000,21088.7100,2206.5400,1943731194.8680,0.4847,positive,23166.2300,129.0200,213148929.7638,23579.9100,284.6600,670267495.8948,[object Object],-0.0145,4.0000,-0.1500,0.1500,-0.2782,0.0495,-207.0100,-0.1700,0.2721,0.1865,0.0000,positive,0.0117,-0.0049
T000404,2025-08-01T14:22:01.000Z,2025-08-01T14:49:01.000Z,long,S1,22939.9000,22941.0000,27.0000,trailing_stop,4.7500,81.7500,19.7500,1.0000,21053.8200,1887.1800,-2349497781.6315,-0.3947,negative,22939.9000,1.1000,587526322.1277,23648.9500,707.9500,237262931.2835,[object Object],-0.0128,2.0000,,,0.1159,0.0139,-218.7700,-225.5300,-0.1329,-0.0434,0.0000,negative,0.0014,0.0052
T000405,2025-08-01T15:36:00.000Z,2025-08-01T16:06:50.000Z,long,S2,22927.8100,22913.7500,30.0000,take_profit,120.7500,120.7500,5.2500,1.0000,20853.1600,2060.5900,-2275993958.5716,-0.3878,negative,22721.2600,192.4900,577316670.9835,23423.5500,509.8000,239460796.2441,[object Object],-0.0191,2.0000,0.8300,-0.8300,-0.0478,0.0826,0.9000,0.9400,0.1388,0.0253,0.0000,negative,-0.0133,0.0052
T000406,2025-08-04T13:36:00.000Z,2025-08-04T14:35:00.000Z,long,S1,23132.6600,23148.2500,60.0000,max_hold_time,101.2500,116.0000,1.7500,1.0000,20943.3200,2204.9300,-575766679.0358,-0.0576,neutral,23132.6600,15.5900,781714976.4754,23545.7400,397.4900,463316126.1169,[object Object],-0.0137,4.0000,0.3200,-0.3200,-0.1263,0.1029,0.3500,0.3600,0.9172,0.1151,0.0000,neutral,-0.0111,0.0109
T000407,2025-08-06T15:21:50.000Z,2025-08-06T16:20:00.000Z,short,R2,23332.8600,23321.2500,60.0000,max_hold_time,-62.7500,22.7500,64.5000,0.0000,21257.0000,2064.2500,574285432.8026,0.1601,neutral,23768.0800,446.8300,677875584.0856,23351.1000,-29.8500,575384731.3441,[object Object],0.0151,4.0000,2445.4000,2445.4000,0.1807,-0.4324,-230.8500,-226.8100,1.9093,0.1631,1.0000,positive,-0.0019,-0.0019
T000408,2025-08-07T18:16:00.000Z,2025-08-07T19:15:00.000Z,long,S1,23326.0700,23343.2500,60.0000,max_hold_time,55.7500,78.0000,14.2500,1.0000,,,-443992351.1395,-0.0588,neutral,23326.0700,17.1800,1041600134.2057,23532.5000,189.2500,611079923.0933,[object Object],-0.0101,4.0000,,,-0.3206,-0.0212,-1.4100,-1.4300,1.8397,0.1492,0.0000,neutral,-0.0150,0.0157
T000409,2025-08-20T13:54:00.000Z,2025-08-20T14:08:23.000Z,long,S3,23165.4200,23187.0000,14.0000,stop_loss,-81.5000,28.0000,78.0000,0.0000,,,-5737482296.0691,-0.6520,strong_negative,23082.9800,104.0200,1306360239.6977,23907.3700,720.3700,170814763.8612,[object Object],-0.0260,1.0000,,,0.2152,-0.1106,0.3800,0.3900,-0.0815,-0.0526,0.0000,strong_negative,-0.0046,-0.0386
T000410,2025-08-20T14:33:00.000Z,2025-08-20T15:24:53.000Z,long,S3,23105.0800,23090.5000,51.0000,take_profit,119.7500,117.5000,55.5000,1.0000,,,-6670246799.3776,-0.6448,strong_negative,22896.9300,193.5700,736416997.5065,24145.8500,1055.3500,143024836.1468,[object Object],-0.0310,3.0000,,,0.4649,0.3132,414.8700,-1.4900,0.1966,0.0470,0.0000,strong_negative,-0.0156,0.0545
T000411,2025-08-20T16:00:00.000Z,2025-08-20T16:26:44.000Z,long,S3,23166.3900,23171.2500,26.0000,take_profit,120.2500,120.0000,2.5000,1.0000,21188.4000,1982.8500,-5172379718.2776,-0.5700,strong_negative,23311.4000,-140.1500,1018305464.6619,24143.9500,972.7000,193567673.1217,[object Object],-0.0204,2.0000,,,-0.2012,0.1281,-227.2500,-235.3700,0.2043,-0.0114,1.0000,negative,-0.0202,-0.0071
T000412,2025-08-20T17:32:00.000Z,2025-08-20T18:31:00.000Z,long,S2,23290.2400,23270.0000,60.0000,max_hold_time,-57.2500,45.5000,79.0000,0.0000,,,-4129938021.2488,-0.5832,negative,23084.1300,185.8700,817312681.3870,23908.5700,638.5700,217758086.2420,[object Object],-0.0250,4.0000,,,0.1823,-0.0859,-0.2900,-0.3000,-0.2122,-0.0000,1.0000,strong_negative,-0.0006,-0.0117
T000413,2025-08-20T18:39:03.000Z,2025-08-20T19:38:00.000Z,long,S3,23248.7300,23239.0000,60.0000,max_hold_time,96.7500,113.7500,2.7500,1.0000,20981.5700,2257.4300,-5006283558.2326,-0.5833,strong_negative,23083.8400,155.1600,966306480.7170,23908.2700,669.2700,199061379.7034,[object Object],-0.0260,4.0000,,,-0.2471,0.1922,0.5300,0.5400,0.2766,0.0423,1.0000,negative,-0.0277,0.0107
T000414,2025-08-21T14:02:00.000Z,2025-08-21T14:29:32.000Z,long,S5,23245.2300,23228.2500,27.0000,take_profit,119.7500,118.2500,0.5000,1.0000,21019.6200,2208.6300,-2334980661.4575,-0.4152,negative,23080.3700,147.8800,781940869.2022,23904.6700,676.4200,214444259.1841,[object Object],-0.0354,1.0000,0.1800,-0.1800,-0.1857,0.1353,0.1900,0.2000,0.4720,0.1197,0.0000,negative,-0.0332,0.0551
T000415,2025-08-21T14:40:00.000Z,2025-08-21T15:39:00.000Z,long,S5,23245.4500,23257.7500,60.0000,max_hold_time,20.0000,55.0000,53.7500,1.0000,21019.8200,2237.9300,-2375447451.3193,-0.4215,negative,23080.5900,177.1600,785280204.4248,23904.9000,647.1500,213444840.0821,[object Object],-0.0419,4.0000,-0.9300,0.9300,-0.0104,0.0085,-1.0200,-1.0600,0.0313,0.0117,0.0000,negative,-0.0396,0.0130
T000416,2025-08-21T17:25:05.000Z,2025-08-21T18:24:00.000Z,long,S3,23104.1700,23127.2500,60.0000,max_hold_time,86.0000,97.0000,8.2500,1.0000,,,-3673775519.9686,-0.5675,negative,23312.3100,-185.0600,986288518.1051,24144.8900,1017.6400,170187361.8000,[object Object],-0.0410,4.0000,,,-0.1309,0.1079,-232.1000,-240.3800,0.0818,0.0532,0.0000,negative,-0.0246,0.0370
T000417,2025-08-21T19:04:00.000Z,2025-08-21T20:03:00.000Z,long,S5,23245.8500,23234.5000,60.0000,max_hold_time,-27.0000,20.7500,34.5000,0.0000,21020.1800,2214.3200,-2771505292.2794,-0.4673,negative,23080.9900,153.5100,738744752.9443,23905.3100,670.8100,203941769.3482,[object Object],-0.0330,4.0000,-0.2500,0.2500,0.0723,-0.0489,-0.2900,-0.2900,-0.1472,-0.0267,0.0000,negative,0.0109,-0.0207
T000418,2025-08-26T14:41:00.000Z,2025-08-26T15:40:00.000Z,long,S4,23519.3900,23525.2500,60.0000,max_hold_time,-11.5000,28.5000,38.5000,0.0000,24096.0500,-570.8000,902453304.8292,0.1745,neutral,23272.2500,253.0000,506562872.1456,23890.1000,364.8500,551201107.1687,[object Object],-0.0329,4.0000,-2892.5200,2892.5200,0.1937,-0.1625,-0.1800,-0.1900,-0.7328,-0.0839,0.0000,neutral,0.0020,0.0061
T000419,2025-08-27T13:45:00.000Z,2025-08-27T14:44:00.000Z,long,S4,23515.2800,23524.7500,60.0000,max_hold_time,77.5000,91.5000,37.2500,1.0000,21406.6900,2118.0600,445550630.4011,0.0847,neutral,23269.0400,255.7100,602729274.6637,23886.8000,362.0500,591401028.1642,[object Object],-0.0160,4.0000,-114.2400,114.2400,-0.2846,0.4753,0.2800,0.2900,3.2167,0.2410,1.0000,positive,0.0082,0.0044
T000420,2025-09-02T13:41:00.000Z,2025-09-02T14:00:17.000Z,long,S4,23127.0000,23149.7500,19.0000,take_profit,119.7500,116.5000,12.5000,1.0000,,,-6436367934.3513,-0.6462,strong_negative,23044.7000,105.0500,2124238211.2820,23867.7200,717.9700,227501368.8746,[object Object],-0.0172,2.0000,,,-0.1470,0.1177,2.0600,2.1400,0.1423,0.0468,0.0000,strong_negative,-0.0167,0.0133
T000421,2025-09-02T14:22:00.000Z,2025-09-02T14:47:18.000Z,long,S2,23252.3700,23245.7500,25.0000,stop_loss,-81.5000,16.7500,79.2500,0.0000,20979.8100,2265.9400,-4442834855.3173,-0.5961,negative,23046.6000,199.1500,1532296176.1757,23869.6900,623.9400,281189965.1877,[object Object],-0.0198,2.0000,,,0.3412,-0.1718,-2.3800,-2.4600,-0.4245,-0.0384,1.0000,strong_negative,0.0184,0.0072
T000422,2025-09-02T14:56:00.000Z,2025-09-02T15:35:54.000Z,long,S4,23126.5200,23145.7500,39.0000,stop_loss,-81.5000,33.7500,78.7500,0.0000,,,-6328992623.3565,-0.6345,strong_negative,23044.2200,101.5300,2055134653.5410,23867.2300,721.4800,232891380.1661,[object Object],-0.0109,3.0000,,,0.2843,-0.1771,0.9000,0.9300,-0.0996,-0.0777,0.0000,strong_negative,0.0088,-0.0010
T000423,2025-09-02T15:52:00.000Z,2025-09-02T16:51:00.000Z,long,S1,23043.3900,23036.5000,60.0000,max_hold_time,69.7500,73.7500,9.5000,1.0000,,,-6974364204.6485,-0.7167,strong_negative,23043.3900,-6.8900,2650081706.0696,23866.3600,829.8600,189760780.3529,[object Object],-0.0157,4.0000,,,-0.1431,0.1446,0.9700,1.0100,0.0706,0.0680,0.0000,strong_negative,-0.0052,-0.0065
T000424,2025-09-02T17:24:00.000Z,2025-09-02T18:23:00.000Z,long,S4,23127.5100,23140.0000,60.0000,max_hold_time,36.2500,85.5000,1.5000,1.0000,,,-6352073235.9292,-0.6358,strong_negative,23045.2000,94.8000,2062287961.6839,23868.2400,728.2400,232331144.1915,[object Object],-0.0161,4.0000,,,-0.0080,0.0057,229.4400,237.6300,0.0093,0.0028,0.0000,strong_negative,-0.0128,0.0070
T000425,2025-09-03T14:26:00.000Z,2025-09-03T15:22:35.000Z,long,S2,23482.3100,23461.2500,56.0000,trailing_stop,4.7500,64.0000,30.5000,1.0000,21395.0800,2066.1700,-889556728.1075,-0.1845,neutral,23274.5000,186.7500,700329704.5365,24105.7300,644.4800,363725151.2796,[object Object],-0.0107,4.0000,-2.2000,2.2000,0.0254,-0.0207,-2.4000,-2.4900,-0.2422,-0.0287,1.0000,negative,0.0005,-0.0046
T000426,2025-09-04T13:42:00.000Z,2025-09-04T14:41:00.000Z,long,S1,23447.7400,23470.2500,60.0000,max_hold_time,48.2500,60.0000,61.3000,1.0000,21587.5600,1882.6900,-1197684699.2172,-0.1295,negative,23447.7400,22.5100,718870447.1825,23859.1100,388.8600,339480800.3825,[object Object],-0.0138,4.0000,3.3400,-3.3400,-0.0612,0.0197,3.6400,209.4100,0.1667,-0.0061,1.0000,neutral,-0.0042,-0.0031
T000427,2025-09-04T14:56:00.000Z,2025-09-04T15:55:00.000Z,long,S4,23491.7200,23500.2500,60.0000,max_hold_time,46.7500,55.7500,8.0000,1.0000,21590.1600,1910.0900,-489408429.3977,-0.0558,neutral,23450.5800,49.6700,574487129.3977,24067.7000,567.4500,370797552.2253,[object Object],-0.0152,4.0000,217.5800,-217.5800,-0.1386,0.0516,236.3200,242.5400,0.6979,0.0007,0.0000,neutral,0.0009,0.0054
T000428,2025-09-09T15:47:00.000Z,2025-09-09T16:46:00.000Z,long,S3,23766.8200,23772.0000,60.0000,max_hold_time,40.7500,61.7500,14.0000,1.0000,24054.6500,-282.6500,1553889606.4555,0.3406,positive,23643.4600,128.5400,246833909.5374,24054.6500,282.6500,827087129.8824,[object Object],-0.0251,4.0000,0.4100,-0.4100,-0.3363,0.1105,-1242.2400,0.4100,0.5111,0.1496,0.0000,positive,-0.0030,0.0206
