trade_id,side,levelType,entryTime,exitTime,snap_ts,bars_elapsed,bars_remaining,frac_elapsed,won,pnl_pts,mfe_pts,mae_pts,exit_reason,regime,gamma_flip,gamma_flip_dist,total_gex,gamma_imbalance,in_dir_wall,in_dir_wall_dist,in_dir_wall_strength,opp_wall,opp_wall_dist,opp_wall_strength,regime_changed_since_entry,in_dir_wall_strength_pct_change,opp_wall_strength_pct_change,total_gex_change_pct,gamma_imbalance_change,gamma_flip_drift_signed_dir
T000054,long,S5,2025-02-03T18:05:00.000Z,2025-02-03T19:04:00.000Z,2025-02-03T18:30:00.000Z,25.0000,34.0000,0.4237,1.0000,58.0000,76.2500,48.7500,max_hold_time,negative,,,-2142125548.1133,-0.5675,21297.1400,108.1100,614560597.4525,22132.3300,727.0800,169547451.4744,0.0000,-0.0191,-0.0292,0.0323,0.0080,
T000054,long,S5,2025-02-03T18:05:00.000Z,2025-02-03T19:04:00.000Z,2025-02-03T18:45:00.000Z,40.0000,19.0000,0.6780,1.0000,58.0000,76.2500,48.7500,max_hold_time,negative,,,-1691653948.0762,-0.5176,21071.5200,333.7300,549948008.7026,21897.8600,492.6100,168399498.5102,0.0000,-0.1222,-0.0358,0.2358,0.0580,
T000054,long,S5,2025-02-03T18:05:00.000Z,2025-02-03T19:04:00.000Z,2025-02-03T19:00:00.000Z,55.0000,4.0000,0.9322,1.0000,58.0000,76.2500,48.7500,max_hold_time,negative,,,-1327381925.5013,-0.4241,21301.5300,103.7200,517704761.5893,22136.8800,731.6300,188740507.5887,0.0000,-0.1737,0.0807,0.4003,0.1514,
T000055,long,S2,2025-02-03T19:11:00.000Z,2025-02-03T20:10:00.000Z,2025-02-03T19:15:00.000Z,4.0000,55.0000,0.0678,0.0000,-8.2500,31.5000,18.0000,max_hold_time,negative,,,-1462455677.1964,-0.4673,21070.4800,417.7700,528360307.3512,21896.7800,408.5300,179736190.3364,0.0000,0.0206,-0.0477,-0.1018,-0.0432,
T000055,long,S2,2025-02-03T19:11:00.000Z,2025-02-03T20:10:00.000Z,2025-02-03T19:30:00.000Z,19.0000,40.0000,0.3220,0.0000,-8.2500,31.5000,18.0000,max_hold_time,negative,,,-1332182856.9534,-0.4257,21070.1700,418.0800,518069402.8055,21896.4500,408.2000,188385289.0491,0.0000,0.0007,-0.0019,-0.0036,-0.0015,
T000055,long,S2,2025-02-03T19:11:00.000Z,2025-02-03T20:10:00.000Z,2025-02-03T19:45:00.000Z,34.0000,25.0000,0.5763,0.0000,-8.2500,31.5000,18.0000,max_hold_time,negative,,,-1493476661.8425,-0.4771,21295.9300,192.3200,530980376.1798,22131.0600,642.8100,177925764.0693,0.0000,0.0256,-0.0573,-0.1251,-0.0530,
T000055,long,S2,2025-02-03T19:11:00.000Z,2025-02-03T20:10:00.000Z,2025-02-03T20:00:00.000Z,49.0000,10.0000,0.8305,0.0000,-8.2500,31.5000,18.0000,max_hold_time,negative,,,-1691653907.7012,-0.5176,21298.2600,189.9900,549948008.7026,22133.4900,645.2400,168399498.5102,0.0000,0.0623,-0.1078,-0.2744,-0.0935,
T000056,long,S4,2025-02-04T14:31:00.000Z,2025-02-04T14:50:31.000Z,2025-02-04T14:45:00.000Z,14.0000,5.0000,0.7173,1.0000,120.0000,118.0000,9.2500,take_profit,neutral,,,-559437484.7215,-0.1797,21065.3300,356.1700,442670375.2139,21891.4300,469.9300,255121644.8196,1.0000,-0.1545,0.0963,0.5424,0.1484,
T000057,short,R3,2025-02-04T15:43:00.000Z,2025-02-04T16:42:00.000Z,2025-02-04T15:45:00.000Z,2.0000,57.0000,0.0339,0.0000,-4.5000,50.0000,20.7500,max_hold_time,neutral,22516.9900,-843.7400,300497814.2184,0.0592,21897.2600,224.0100,358527498.8339,21070.9400,602.3100,375676964.7453,0.0000,-0.0755,0.0151,-0.4957,-0.0665,415.2800
T000057,short,R3,2025-02-04T15:43:00.000Z,2025-02-04T16:42:00.000Z,2025-02-04T16:00:00.000Z,17.0000,42.0000,0.2881,0.0000,-4.5000,50.0000,20.7500,max_hold_time,neutral,22144.5200,-471.2700,556363889.8142,0.1163,21896.6300,223.3800,382697792.2317,21070.3500,602.9000,369809747.7162,0.0000,-0.0132,-0.0007,-0.0663,-0.0094,42.8100
T000057,short,R3,2025-02-04T15:43:00.000Z,2025-02-04T16:42:00.000Z,2025-02-04T16:15:00.000Z,32.0000,27.0000,0.5424,0.0000,-4.5000,50.0000,20.7500,max_hold_time,neutral,22341.6100,-668.3600,822230352.7374,0.1846,22132.8100,459.5600,422647110.1527,21297.6100,375.6400,375841558.9789,0.0000,0.0898,0.0156,0.3799,0.0589,239.9000
T000057,short,R3,2025-02-04T15:43:00.000Z,2025-02-04T16:42:00.000Z,2025-02-04T16:30:00.000Z,47.0000,12.0000,0.7966,0.0000,-4.5000,50.0000,20.7500,max_hold_time,neutral,22101.1000,-427.8500,682908587.1080,0.1472,21894.5400,221.2900,400017379.8662,21068.3400,604.9100,371447580.1527,0.0000,0.0315,0.0037,0.1461,0.0215,-0.6100
T000058,short,R3,2025-02-04T19:38:00.000Z,2025-02-04T20:37:00.000Z,2025-02-04T19:45:00.000Z,7.0000,52.0000,0.1186,1.0000,19.2500,60.7500,0.5000,max_hold_time,neutral,22505.0300,-834.7800,368477013.4406,0.0755,21894.4600,224.2100,364803471.8593,21068.2500,602.0000,372263678.9412,0.0000,-0.0666,0.0052,-0.4033,-0.0553,401.8600
T000058,short,R3,2025-02-04T19:38:00.000Z,2025-02-04T20:37:00.000Z,2025-02-04T20:00:00.000Z,22.0000,37.0000,0.3729,1.0000,19.2500,60.7500,0.5000,max_hold_time,neutral,22183.6800,-513.4300,524955872.9086,0.1081,21894.5000,224.2500,379054028.9187,21068.2900,601.9600,369784679.3265,0.0000,-0.0302,-0.0015,-0.1499,-0.0227,80.5100
T000058,short,R3,2025-02-04T19:38:00.000Z,2025-02-04T20:37:00.000Z,2025-02-04T20:15:00.000Z,37.0000,22.0000,0.6271,1.0000,19.2500,60.7500,0.5000,max_hold_time,neutral,22513.6900,-843.4400,294823305.1784,0.0579,21894.0400,223.7900,359396030.4330,21067.8500,602.4000,376086641.4001,0.0000,-0.0805,0.0155,-0.5226,-0.0729,410.5200
T000058,short,R3,2025-02-04T19:38:00.000Z,2025-02-04T20:37:00.000Z,2025-02-04T20:30:00.000Z,52.0000,7.0000,0.8814,1.0000,19.2500,60.7500,0.5000,max_hold_time,neutral,22141.6200,-471.3700,551869325.3300,0.1152,21893.7700,223.5200,382159502.1536,21067.5900,602.6600,369796049.6152,0.0000,-0.0222,-0.0015,-0.1063,-0.0156,38.4500
T000059,long,S4,2025-02-05T15:08:00.000Z,2025-02-05T16:07:00.000Z,2025-02-05T15:15:00.000Z,7.0000,52.0000,0.1186,1.0000,75.5000,83.0000,20.2500,max_hold_time,negative,19607.9800,1919.0200,-1104737697.6978,-0.2074,21475.5200,51.4800,657689574.8091,22095.0100,568.0100,243868650.4510,0.0000,-0.1382,0.0521,0.2925,0.0685,-194.5400
T000059,long,S4,2025-02-05T15:08:00.000Z,2025-02-05T16:07:00.000Z,2025-02-05T15:30:00.000Z,22.0000,37.0000,0.3729,1.0000,75.5000,83.0000,20.2500,max_hold_time,neutral,19821.4700,1705.5300,-858695401.9714,-0.1565,21709.3500,-182.3500,602529773.6334,22335.5800,808.5800,250703052.8563,1.0000,-0.2105,0.0815,0.4501,0.1194,-408.0300
T000059,long,S4,2025-02-05T15:08:00.000Z,2025-02-05T16:07:00.000Z,2025-02-05T15:45:00.000Z,37.0000,22.0000,0.6271,1.0000,75.5000,83.0000,20.2500,max_hold_time,neutral,19609.7200,1917.2800,-943676603.4635,-0.1737,21477.4300,49.5700,620718169.0057,22096.9700,569.9700,248410780.1726,1.0000,-0.1866,0.0717,0.3956,0.1023,-196.2800
T000059,long,S4,2025-02-05T15:08:00.000Z,2025-02-05T16:07:00.000Z,2025-02-05T16:00:00.000Z,52.0000,7.0000,0.8814,1.0000,75.5000,83.0000,20.2500,max_hold_time,neutral,19821.2300,1705.7700,-753507799.9541,-0.1688,21709.0900,-182.0900,578067528.2603,22335.3100,808.3100,253846533.0140,1.0000,-0.2425,0.0951,0.5174,0.1072,-407.7900
T000060,long,S4,2025-02-05T16:19:00.000Z,2025-02-05T16:51:05.000Z,2025-02-05T16:30:00.000Z,11.0000,21.0000,0.3429,1.0000,119.7500,119.7500,16.0000,take_profit,neutral,19821.7400,1757.0100,100768574.3866,0.0444,21709.6400,-130.8900,381894540.8046,22335.8800,757.1300,293537335.5320,0.0000,-0.2469,0.1081,1.2123,0.1424,-212.5400
T000060,long,S4,2025-02-05T16:19:00.000Z,2025-02-05T16:51:05.000Z,2025-02-05T16:45:00.000Z,26.0000,6.0000,0.8104,1.0000,119.7500,119.7500,16.0000,take_profit,neutral,19610.2800,1968.4700,895351335.9638,0.2964,21478.0500,100.7000,224134790.7633,21891.0900,312.3400,347515053.7734,0.0000,-0.5580,0.3119,2.8859,0.3945,-1.0800
T000061,long,S1,2025-02-05T17:18:00.000Z,2025-02-05T18:17:00.000Z,2025-02-05T17:30:00.000Z,12.0000,47.0000,0.2034,0.0000,-17.0000,9.2500,29.7500,max_hold_time,neutral,19611.3400,2102.6600,775131972.1638,0.2573,21479.2100,234.7900,246586856.9560,22098.8000,384.8000,333412585.7668,0.0000,0.0415,-0.0140,-0.0629,-0.0172,220.7000
T000061,long,S1,2025-02-05T17:18:00.000Z,2025-02-05T18:17:00.000Z,2025-02-05T17:45:00.000Z,27.0000,32.0000,0.4576,0.0000,-17.0000,9.2500,29.7500,max_hold_time,neutral,19610.6100,2103.3900,804078577.0065,0.2669,21478.4000,235.6000,241094524.0724,22097.9700,383.9700,335280909.3771,0.0000,0.0183,-0.0085,-0.0279,-0.0076,221.4300
T000061,long,S1,2025-02-05T17:18:00.000Z,2025-02-05T18:17:00.000Z,2025-02-05T18:00:00.000Z,42.0000,17.0000,0.7119,0.0000,-17.0000,9.2500,29.7500,max_hold_time,neutral,19611.2300,2102.7700,716393531.8995,0.2378,21479.0900,234.9100,257823309.7776,22098.6800,384.6800,329695909.5376,0.0000,0.0889,-0.0250,-0.1339,-0.0367,220.8100
T000061,long,S1,2025-02-05T17:18:00.000Z,2025-02-05T18:17:00.000Z,2025-02-05T18:15:00.000Z,57.0000,2.0000,0.9661,0.0000,-17.0000,9.2500,29.7500,max_hold_time,neutral,19610.8700,2103.1300,603966478.3860,0.2002,21478.6900,235.3100,280016964.4944,22098.2700,384.2700,322728043.6262,0.0000,0.1827,-0.0456,-0.2698,-0.0742,221.1700
T000062,long,S2,2025-02-05T19:19:00.000Z,2025-02-05T20:18:00.000Z,2025-02-05T19:30:00.000Z,11.0000,48.0000,0.1864,1.0000,1.0000,4.7500,23.7500,max_hold_time,neutral,19609.6900,2117.0600,917003691.0759,0.3032,21270.8900,455.8600,221424584.4491,21890.4300,163.6800,350581384.8098,0.0000,0.0138,-0.0192,-0.0497,-0.0155,217.6600
T000062,long,S2,2025-02-05T19:19:00.000Z,2025-02-05T20:18:00.000Z,2025-02-05T19:45:00.000Z,26.0000,33.0000,0.4407,1.0000,1.0000,4.7500,23.7500,max_hold_time,neutral,19611.1700,2115.5800,861385166.2714,0.2856,21479.0100,247.7400,230379406.1814,21892.0700,165.3200,342879624.1859,0.0000,0.0548,-0.0408,-0.1074,-0.0332,216.1800
T000062,long,S2,2025-02-05T19:19:00.000Z,2025-02-05T20:18:00.000Z,2025-02-05T20:00:00.000Z,41.0000,18.0000,0.6949,1.0000,1.0000,4.7500,23.7500,max_hold_time,neutral,19611.0700,2115.6800,949001439.2145,0.3135,21272.3800,454.3700,219398063.1857,21891.9600,165.2100,355169197.1326,0.0000,0.0046,-0.0064,-0.0166,-0.0053,216.2800
T000062,long,S2,2025-02-05T19:19:00.000Z,2025-02-05T20:18:00.000Z,2025-02-05T20:15:00.000Z,56.0000,3.0000,0.9492,1.0000,1.0000,4.7500,23.7500,max_hold_time,positive,19611.5100,2115.2400,1267698937.1989,0.3965,21272.8600,453.8900,199415970.4014,21892.4500,165.7000,382956156.6876,1.0000,-0.0869,0.0713,0.3137,0.0778,215.8400
T000063,long,S5,2025-02-06T15:13:08.000Z,2025-02-06T15:47:12.000Z,2025-02-06T15:15:00.000Z,1.0000,32.0000,0.0548,0.0000,-81.5000,14.5000,78.5000,stop_loss,positive,21888.5600,-54.3100,1722692816.5865,0.5278,21475.5700,358.6800,168868888.0227,21888.5600,54.3100,475653645.3245,0.0000,-0.0139,-0.1932,-0.2225,-0.0281,469.5900
T000063,long,S5,2025-02-06T15:13:08.000Z,2025-02-06T15:47:12.000Z,2025-02-06T15:30:00.000Z,16.0000,17.0000,0.4951,0.0000,-81.5000,14.5000,78.5000,stop_loss,positive,21888.7600,-54.5100,1549873760.4060,0.5191,21475.7600,358.4900,168207149.6723,21888.7600,54.5100,489667766.4496,0.0000,-0.0177,-0.1695,-0.3005,-0.0368,469.3900
T000063,long,S5,2025-02-06T15:13:08.000Z,2025-02-06T15:47:12.000Z,2025-02-06T15:45:00.000Z,31.0000,2.0000,0.9354,0.0000,-81.5000,14.5000,78.5000,stop_loss,positive,21929.0900,-94.8400,1485414102.5671,0.5008,21474.8200,359.4300,169105112.9883,21887.8000,53.5500,483625269.4701,0.0000,-0.0125,-0.1797,-0.3296,-0.0552,429.0600
T000064,short,R5,2025-02-07T15:04:00.000Z,2025-02-07T15:24:31.000Z,2025-02-07T15:15:00.000Z,11.0000,9.0000,0.5361,1.0000,4.7500,95.5000,14.0000,trailing_stop,positive,22120.3000,-338.8000,1636014688.4172,0.2845,22120.3000,338.8000,721028850.9669,21285.5800,495.9200,326975800.1347,0.0000,0.1692,-0.0610,0.4500,0.0942,2517.2600
T000065,short,R4,2025-02-07T16:03:00.000Z,2025-02-07T16:19:40.000Z,2025-02-07T16:15:00.000Z,12.0000,4.0000,0.7200,0.0000,-81.0000,41.2500,74.0000,stop_loss,neutral,22702.8100,-1035.5600,189521889.2714,0.0354,21877.2500,210.0000,438309616.7088,21051.6900,615.5600,398095209.9110,0.0000,-0.0417,0.0171,-0.3536,-0.0299,202.8700
T000066,short,R4,2025-02-07T16:33:00.000Z,2025-02-07T17:07:28.000Z,2025-02-07T16:45:00.000Z,12.0000,22.0000,0.3482,1.0000,4.7500,72.5000,28.7500,trailing_stop,neutral,,,-250317091.2959,-0.0976,22119.3300,461.8300,365582084.7016,21284.6400,372.8600,401619908.8539,0.0000,-0.1501,0.0013,-2.7512,-0.1193,
T000066,short,R4,2025-02-07T16:33:00.000Z,2025-02-07T17:07:28.000Z,2025-02-07T17:00:00.000Z,27.0000,7.0000,0.7834,1.0000,4.7500,72.5000,28.7500,trailing_stop,neutral,22498.8700,-841.3700,383147273.3722,0.0912,21879.6400,222.1400,474499070.3957,21053.9900,603.5100,385743853.9044,0.0000,0.1031,-0.0383,1.6804,0.0695,-409.9400
T000067,long,S5,2025-02-07T19:39:00.000Z,2025-02-07T20:38:00.000Z,2025-02-07T19:45:00.000Z,6.0000,53.0000,0.1017,0.0000,-22.5000,23.5000,47.7500,max_hold_time,neutral,,,-542291230.9211,-0.1979,21051.4900,549.0100,392913564.5623,21877.0400,276.5400,323678754.8534,0.0000,-0.0041,-0.0235,-0.1162,-0.0206,
T000067,long,S5,2025-02-07T19:39:00.000Z,2025-02-07T20:38:00.000Z,2025-02-07T20:00:00.000Z,21.0000,38.0000,0.3559,0.0000,-22.5000,23.5000,47.7500,max_hold_time,negative,19483.2900,2117.2100,-1096795290.3995,-0.3427,21051.8600,548.6400,396553904.6870,21877.4200,276.9200,287149713.6161,1.0000,0.0051,-0.1337,-1.2575,-0.1654,
T000067,long,S5,2025-02-07T19:39:00.000Z,2025-02-07T20:38:00.000Z,2025-02-07T20:15:00.000Z,36.0000,23.0000,0.6102,0.0000,-22.5000,23.5000,47.7500,max_hold_time,negative,19483.5700,2116.9300,-1010278193.6530,-0.3219,21052.1600,548.3400,393220669.8704,21877.7400,277.2400,288250553.9733,1.0000,-0.0033,-0.1304,-1.0794,-0.1446,
T000067,long,S5,2025-02-07T19:39:00.000Z,2025-02-07T20:38:00.000Z,2025-02-07T20:30:00.000Z,51.0000,8.0000,0.8644,0.0000,-22.5000,23.5000,47.7500,max_hold_time,neutral,19484.5300,2115.9700,-788180036.0989,-0.2763,21053.2000,547.3000,389575007.0521,21878.8100,278.3100,297147202.9397,0.0000,-0.0126,-0.1035,-0.6223,-0.0990,
T000068,short,R2,2025-02-10T16:46:00.000Z,2025-02-10T17:45:00.000Z,2025-02-10T17:00:00.000Z,14.0000,45.0000,0.2373,1.0000,4.7500,37.0000,18.7500,max_hold_time,positive,22117.0700,-262.8200,1920818314.4874,0.5075,22325.7200,471.4700,544167834.4179,21282.4700,571.7800,190905217.0290,0.0000,-0.1315,0.0560,-0.2033,-0.0334,238.5500
T000068,short,R2,2025-02-10T16:46:00.000Z,2025-02-10T17:45:00.000Z,2025-02-10T17:15:00.000Z,29.0000,30.0000,0.4915,1.0000,4.7500,37.0000,18.7500,max_hold_time,positive,21919.3700,-65.1200,1845688852.7672,0.4980,22084.4800,230.2300,534375657.0623,21052.5000,801.7500,193029237.3595,0.0000,-0.1471,0.0677,-0.2345,-0.0429,40.8500
T000068,short,R2,2025-02-10T16:46:00.000Z,2025-02-10T17:45:00.000Z,2025-02-10T17:30:00.000Z,44.0000,15.0000,0.7458,1.0000,4.7500,37.0000,18.7500,max_hold_time,positive,21879.1500,-24.9000,2144175706.6785,0.5239,22085.5500,231.3000,578281935.5979,21053.5200,800.7300,183561930.9444,0.0000,-0.0771,0.0154,-0.1107,-0.0171,0.6300
T000068,short,R2,2025-02-10T16:46:00.000Z,2025-02-10T17:45:00.000Z,2025-02-10T17:45:00.000Z,59.0000,0.0000,1.0000,1.0000,4.7500,37.0000,18.7500,max_hold_time,positive,21878.3800,-24.1300,2350690525.7123,0.5396,22084.7800,230.5300,614082676.9357,21052.7800,801.4700,177626397.3615,0.0000,-0.0199,-0.0175,-0.0250,-0.0014,-0.1400
T000069,long,S2,2025-02-12T16:28:00.000Z,2025-02-12T16:58:36.000Z,2025-02-12T16:30:00.000Z,2.0000,28.0000,0.0654,1.0000,119.7500,119.7500,0.2500,take_profit,neutral,,,-277088238.6140,-0.0286,21896.4300,-243.1800,418728604.5049,22104.9700,451.7200,367996191.4906,1.0000,-0.2746,0.1306,0.8109,0.2870,
T000069,long,S2,2025-02-12T16:28:00.000Z,2025-02-12T16:58:36.000Z,2025-02-12T16:45:00.000Z,17.0000,13.0000,0.5556,1.0000,119.7500,119.7500,0.2500,take_profit,neutral,22283.8600,-630.6100,639076646.3098,0.2004,21664.8700,-11.6200,273608263.8659,21871.2000,217.9500,425185126.8618,1.0000,-0.5260,0.3063,1.4361,0.5160,-2725.6300
T000070,long,S2,2025-02-13T18:23:00.000Z,2025-02-13T19:22:00.000Z,2025-02-13T18:30:00.000Z,7.0000,52.0000,0.1186,1.0000,84.2500,102.5000,21.0000,max_hold_time,positive,19806.2000,2124.8000,2543901441.8248,0.8250,21250.4000,680.6000,68273819.1107,22075.6600,144.6600,421021598.9473,0.0000,0.0385,0.0037,0.1261,0.0242,0.4000
T000070,long,S2,2025-02-13T18:23:00.000Z,2025-02-13T19:22:00.000Z,2025-02-13T18:45:00.000Z,22.0000,37.0000,0.3729,1.0000,84.2500,102.5000,21.0000,max_hold_time,positive,19806.9200,2124.0800,3142815994.5993,0.8500,21251.1800,679.8200,80678889.3060,22282.7900,351.7900,432595298.6944,0.0000,0.2272,0.0313,0.3913,0.0493,-0.3200
T000070,long,S2,2025-02-13T18:23:00.000Z,2025-02-13T19:22:00.000Z,2025-02-13T19:00:00.000Z,37.0000,22.0000,0.6271,1.0000,84.2500,102.5000,21.0000,max_hold_time,positive,19887.6500,2043.3500,3416068297.8640,0.8303,21249.2500,681.7500,85537190.4263,22280.7700,349.7700,475077219.6983,0.0000,0.3011,0.1326,0.5122,0.0295,-81.0500
T000070,long,S2,2025-02-13T18:23:00.000Z,2025-02-13T19:22:00.000Z,2025-02-13T19:15:00.000Z,52.0000,7.0000,0.8814,1.0000,84.2500,102.5000,21.0000,max_hold_time,positive,19888.6500,2042.3500,3472782004.3384,0.8223,21250.3200,680.6800,85518774.1675,22281.8800,350.8800,485887863.2301,0.0000,0.3008,0.1584,0.5373,0.0215,-82.0500
T000071,short,R1,2025-02-18T14:38:00.000Z,2025-02-18T15:27:52.000Z,2025-02-18T14:45:00.000Z,7.0000,42.0000,0.1404,1.0000,120.0000,110.2500,11.5000,take_profit,positive,21979.0000,266.7500,3394344420.8062,0.8315,22267.6500,21.9000,758463240.6584,22102.7100,143.0400,72872281.7301,0.0000,-0.0435,0.6674,-0.0646,-0.0263,-81.4400
T000071,short,R1,2025-02-18T14:38:00.000Z,2025-02-18T15:27:52.000Z,2025-02-18T15:00:00.000Z,22.0000,27.0000,0.4412,1.0000,120.0000,110.2500,11.5000,take_profit,positive,22193.7600,51.9900,3380024626.5313,0.8278,22506.3500,260.6000,756534442.6896,22339.6400,-93.8900,76162028.0196,0.0000,-0.0459,0.7427,-0.0686,-0.0300,133.3200
T000071,short,R1,2025-02-18T14:38:00.000Z,2025-02-18T15:27:52.000Z,2025-02-18T15:15:00.000Z,37.0000,12.0000,0.7420,1.0000,120.0000,110.2500,11.5000,take_profit,positive,19990.9600,2254.7900,2536861068.8853,0.6905,22268.0700,22.3200,675079698.6016,22103.1200,142.6300,262416394.7632,0.0000,-0.1487,5.0046,-0.3009,-0.1674,-2069.4800
T000072,long,S2,2025-02-18T15:32:02.000Z,2025-02-18T16:31:00.000Z,2025-02-18T15:45:00.000Z,12.0000,46.0000,0.2199,1.0000,38.2500,64.2500,14.2500,max_hold_time,positive,21854.8900,290.3600,3218083887.5165,0.7864,22102.3000,42.9500,115982268.5837,22267.2500,122.0000,734219424.3413,0.0000,-0.3856,0.0424,0.1037,0.0682,-1865.4900
T000072,long,S2,2025-02-18T15:32:02.000Z,2025-02-18T16:31:00.000Z,2025-02-18T16:00:00.000Z,27.0000,31.0000,0.4743,1.0000,38.2500,64.2500,14.2500,max_hold_time,positive,22091.0500,54.2000,3292679933.5525,0.8052,22341.1300,-195.8800,97232645.6777,22507.8600,362.6100,744449526.3463,0.0000,-0.4849,0.0569,0.1292,0.0870,-2101.6500
T000072,long,S2,2025-02-18T15:32:02.000Z,2025-02-18T16:31:00.000Z,2025-02-18T16:15:00.000Z,42.0000,16.0000,0.7287,1.0000,38.2500,64.2500,14.2500,max_hold_time,positive,22018.7000,126.5500,3432318480.4614,0.8409,22101.1700,44.0800,64518089.6450,22266.1000,120.8500,763453319.6680,0.0000,-0.6582,0.0839,0.1771,0.1228,-2029.3000
T000072,long,S2,2025-02-18T15:32:02.000Z,2025-02-18T16:31:00.000Z,2025-02-18T16:30:00.000Z,57.0000,1.0000,0.9830,1.0000,38.2500,64.2500,14.2500,max_hold_time,positive,21854.4900,290.7600,3137653878.9751,0.7676,22101.9000,43.3500,136631864.9240,22266.8400,121.5900,724042425.5022,0.0000,-0.2762,0.0279,0.0761,0.0495,-1865.0900
T000073,long,S2,2025-02-18T18:22:00.000Z,2025-02-18T19:21:00.000Z,2025-02-18T18:30:00.000Z,8.0000,51.0000,0.1356,0.0000,-41.0000,13.2500,59.0000,max_hold_time,positive,19991.3900,2170.3600,2641999062.8737,0.6460,22103.6000,58.1500,247712985.1742,22268.5500,106.8000,682355557.2196,0.0000,0.2777,-0.0290,-0.0863,-0.0664,-0.0600
T000073,long,S2,2025-02-18T18:22:00.000Z,2025-02-18T19:21:00.000Z,2025-02-18T18:45:00.000Z,23.0000,36.0000,0.3898,0.0000,-41.0000,13.2500,59.0000,max_hold_time,positive,20208.9400,1952.8100,2821277925.6823,0.6947,22344.1400,-182.3900,208980069.6505,22510.8900,349.1400,697738848.8689,0.0000,0.0779,-0.0072,-0.0243,-0.0177,-217.6100
T000073,long,S2,2025-02-18T18:22:00.000Z,2025-02-18T19:21:00.000Z,2025-02-18T19:00:00.000Z,38.0000,21.0000,0.6441,0.0000,-41.0000,13.2500,59.0000,max_hold_time,positive,19989.9200,2171.8300,2287548300.5368,0.6513,22101.9800,59.7700,291521558.2974,22266.9200,105.1700,656298052.5067,0.0000,0.5036,-0.0661,-0.2089,-0.0611,1.4100
T000073,long,S2,2025-02-18T18:22:00.000Z,2025-02-18T19:21:00.000Z,2025-02-18T19:15:00.000Z,53.0000,6.0000,0.8983,0.0000,-41.0000,13.2500,59.0000,max_hold_time,positive,20209.0900,1952.6600,2719407600.1404,0.6657,22344.3100,-182.5600,231886463.4259,22511.0600,349.3100,689178458.4958,0.0000,0.1960,-0.0193,-0.0595,-0.0467,-217.7600
T000074,long,S2,2025-02-18T19:43:00.000Z,2025-02-18T20:42:00.000Z,2025-02-18T19:45:00.000Z,2.0000,57.0000,0.0339,1.0000,21.2500,33.2500,2.7500,max_hold_time,positive,21856.4300,297.0700,3090467666.0081,0.7565,22103.8600,49.6400,148393220.1516,22268.8100,115.3100,718441280.5109,0.0000,-0.3063,0.0323,0.1036,0.0681,-1866.1300
T000074,long,S2,2025-02-18T19:43:00.000Z,2025-02-18T20:42:00.000Z,2025-02-18T20:00:00.000Z,17.0000,42.0000,0.2881,1.0000,21.2500,33.2500,2.7500,max_hold_time,positive,19991.4400,2162.0600,3047047993.2811,0.7472,22103.6600,49.8400,158872667.5434,22268.6100,115.1100,713780336.9078,0.0000,-0.2573,0.0256,0.0881,0.0588,-1.1400
T000074,long,S2,2025-02-18T19:43:00.000Z,2025-02-18T20:42:00.000Z,2025-02-18T20:15:00.000Z,32.0000,27.0000,0.5424,1.0000,21.2500,33.2500,2.7500,max_hold_time,positive,19991.0200,2162.4800,2985945471.8442,0.7340,22103.2000,50.3000,173243931.2310,22268.1400,114.6400,708934803.4568,0.0000,-0.1901,0.0186,0.0663,0.0456,-0.7200
T000074,long,S2,2025-02-18T19:43:00.000Z,2025-02-18T20:42:00.000Z,2025-02-18T20:30:00.000Z,47.0000,12.0000,0.7966,1.0000,21.2500,33.2500,2.7500,max_hold_time,positive,19991.0800,2162.4200,2957284703.9513,0.7278,22103.2600,50.2400,179737466.4897,22268.2100,114.7100,707058581.9384,0.0000,-0.1598,0.0159,0.0561,0.0394,-0.7800
T000075,long,S2,2025-02-19T15:58:00.000Z,2025-02-19T16:57:00.000Z,2025-02-19T16:00:00.000Z,2.0000,57.0000,0.0339,1.0000,79.7500,88.5000,3.7500,max_hold_time,positive,22297.7900,-142.7900,3464027090.1940,0.8331,21672.6200,482.3800,39785424.8912,22506.1800,351.1800,861207422.4455,0.0000,-0.6711,0.1468,0.3218,0.0993,-446.2600
T000075,long,S2,2025-02-19T15:58:00.000Z,2025-02-19T16:57:00.000Z,2025-02-19T16:15:00.000Z,17.0000,42.0000,0.2881,1.0000,79.7500,88.5000,3.7500,max_hold_time,positive,22059.6700,95.3300,3486255909.2370,0.8346,21441.1700,713.8300,39705491.1035,22265.8300,110.8300,867710586.3419,0.0000,-0.6718,0.1555,0.3303,0.1009,-208.1400
T000075,long,S2,2025-02-19T15:58:00.000Z,2025-02-19T16:57:00.000Z,2025-02-19T16:30:00.000Z,32.0000,27.0000,0.5424,1.0000,79.7500,88.5000,3.7500,max_hold_time,positive,20292.0400,1862.9600,3500181985.3529,0.8415,21667.0700,487.9300,40182166.2842,22500.4200,345.4200,919978262.8746,0.0000,-0.6679,0.2251,0.3356,0.1078,1559.4900
