date,day_of_week,rth_close,overnight_return,direction,overnight_range,max_up,max_down,gex_regime,total_gex,gf_dist,s1_dist,r1_dist,lt_sentiment,evening_ret,dead_zone_ret,european_ret,premarket_ret
2023-08-23,Wednesday,15198.00,137.25,UP,124.00,220.00,-96.00,neutral,0.99,-447.18,376.25,158.98,BULLISH,1.75,62.75,-19.75,-43.25
2023-08-24,Thursday,14859.25,38.00,UP,133.00,59.00,74.00,negative,-3.80,,44.20,1601.92,BULLISH,19.50,0.25,23.75,20.25
2023-08-28,Monday,15090.25,-13.25,DOWN,97.50,57.00,40.50,neutral,-0.07,,282.26,129.08,BULLISH,-2.00,32.25,-54.25,1.25
2023-08-29,Tuesday,15413.50,3.00,RANGE,106.50,54.50,52.00,positive,1.75,1429.62,1223.98,215.54,BULLISH,7.00,-9.50,-45.75,37.50
2023-08-30,Wednesday,15502.00,-10.00,RANGE,84.25,42.25,42.00,positive,2.04,-124.94,697.53,330.56,BULLISH,-11.00,3.50,0.00,-14.75
2023-08-31,Thursday,15532.25,101.50,UP,159.25,129.00,30.25,positive,2.15,242.36,119.06,291.96,BULLISH,2.50,3.00,3.75,89.25
2023-09-04,Monday,15523.75,-42.25,DOWN,116.50,11.00,105.50,,,,,,BEARISH,-1.75,-26.00,-49.25,30.25
2023-09-05,Tuesday,15533.75,-33.50,DOWN,94.25,-0.75,95.00,positive,1.50,-204.97,123.77,287.16,BEARISH,10.50,-5.50,-32.75,16.75
2023-09-06,Wednesday,15398.00,-197.50,DOWN,212.75,-2.25,215.00,neutral,-0.13,,196.90,213.94,BULLISH,5.50,-48.00,-44.75,-97.25
2023-09-07,Thursday,15276.75,-4.25,RANGE,120.75,67.00,53.75,negative,-1.49,,83.87,1147.98,BULLISH,-5.50,36.25,-55.00,9.25
2023-09-11,Monday,15674.00,-73.50,DOWN,88.75,6.00,82.75,positive,1.25,1718.34,281.73,-76.50,BULLISH,-3.75,4.50,-37.50,-25.25
2023-09-12,Tuesday,15497.75,6.50,RANGE,123.75,32.00,91.75,neutral,-0.71,1541.49,310.05,921.38,BEARISH,5.00,-19.00,-6.25,24.50
2023-09-13,Wednesday,15554.50,65.50,UP,84.50,93.25,-8.75,neutral,0.04,1340.31,176.58,72.80,BULLISH,10.50,43.25,-24.50,22.50
2023-09-14,Thursday,15672.50,-61.75,DOWN,127.50,47.25,80.25,positive,1.38,-152.62,304.28,111.08,BULLISH,0.25,35.25,-57.50,-44.75
2023-09-18,Monday,15413.25,-58.00,DOWN,97.25,29.00,68.25,negative,-1.68,1274.92,27.42,1220.08,BEARISH,0.25,-30.50,33.50,-73.75
2023-09-19,Tuesday,15377.25,42.00,UP,94.00,59.00,35.00,negative,-2.17,,411.06,1251.85,BULLISH,8.75,-33.25,52.00,16.25
2023-09-20,Wednesday,15152.25,-164.00,DOWN,206.75,-3.25,210.00,negative,-4.23,,189.13,1057.80,BEARISH,-19.25,-26.50,-29.00,-69.50
2023-09-21,Thursday,14861.75,75.75,UP,136.25,110.75,25.50,negative,-4.43,,322.88,1338.71,BEARISH,-3.25,52.50,12.50,20.75
2023-09-25,Monday,14936.75,-112.00,DOWN,154.00,12.25,141.75,negative,-3.69,,401.60,1051.91,BEARISH,-17.25,-66.75,-5.50,-33.50
2023-09-26,Tuesday,14708.75,44.50,UP,82.50,87.25,-4.75,negative,-4.63,,173.66,1487.50,BULLISH,13.75,22.75,18.75,-27.25
2023-09-27,Wednesday,14743.75,-48.75,DOWN,116.25,50.25,66.00,negative,-4.03,,213.93,1446.62,BULLISH,2.25,-3.25,-53.00,-23.50
2023-09-28,Thursday,14858.50,144.00,UP,184.25,151.25,33.00,negative,-3.11,,335.81,1323.93,BEARISH,-9.00,16.25,54.25,64.50
2023-10-02,Monday,14988.00,-108.00,DOWN,183.75,43.00,140.75,negative,-1.71,,674.41,72.38,BULLISH,4.50,-38.25,50.25,-126.25
2023-10-03,Tuesday,14719.50,33.75,UP,210.75,80.25,130.50,negative,-4.32,,12.69,1247.89,BEARISH,2.50,-69.25,26.50,79.50
2023-10-04,Wednesday,14919.75,-10.00,RANGE,108.00,39.00,69.00,negative,-2.58,,403.66,840.58,BEARISH,11.25,5.75,-51.00,40.25
2023-10-05,Thursday,14866.00,-129.50,DOWN,262.00,56.00,206.00,negative,-2.95,,359.26,884.17,BULLISH,-1.75,-13.25,27.50,-130.50
2023-10-09,Monday,15190.75,9.75,RANGE,67.50,48.50,19.00,neutral,0.44,-762.58,894.91,141.02,BULLISH,3.50,14.75,15.25,-29.00
2023-10-10,Tuesday,15270.25,54.75,UP,72.50,75.50,-3.00,neutral,0.96,1183.06,975.90,142.79,BEARISH,5.25,3.75,10.75,23.25
2023-10-11,Wednesday,15377.00,16.25,UP,86.50,71.00,15.50,positive,1.85,-273.76,901.09,273.76,BULLISH,7.50,12.75,9.50,-44.25
2023-10-12,Thursday,15315.25,27.50,UP,131.50,33.50,98.00,neutral,0.40,1236.21,1029.17,88.87,BULLISH,6.00,-9.75,-25.50,48.00
2023-10-16,Monday,15293.50,-154.50,DOWN,170.00,13.00,157.00,neutral,-0.34,,1013.99,144.93,BEARISH,-15.50,-14.25,-28.75,-109.50
2023-10-17,Tuesday,15241.00,-110.75,DOWN,114.25,-2.75,117.00,negative,-1.96,,132.98,487.90,BULLISH,-25.00,9.75,-15.50,-74.50
2023-10-18,Wednesday,15023.50,64.00,UP,170.00,83.50,86.50,negative,-3.22,,126.69,700.91,BULLISH,-7.50,-47.75,0.00,97.50
2023-10-19,Thursday,14885.75,-23.00,DOWN,91.50,1.75,89.75,negative,-4.62,,617.53,829.97,BEARISH,-6.50,-13.25,36.75,-4.50
2023-10-23,Monday,14706.25,71.75,UP,105.00,118.75,-13.75,negative,-3.19,1349.48,232.97,1007.60,BEARISH,18.75,21.50,-6.75,0.75
2023-10-24,Tuesday,14846.25,-104.75,DOWN,142.00,8.75,133.25,negative,-3.05,,376.86,863.37,BEARISH,-13.00,-45.50,-10.50,-16.75
2023-10-25,Wednesday,14476.25,-54.75,DOWN,173.75,-45.50,219.25,strong_negative,-5.21,1497.08,215.70,2057.72,BEARISH,-74.75,-37.25,19.00,90.25
2023-10-26,Thursday,14194.50,111.75,UP,97.00,149.00,-52.00,strong_negative,-5.31,,-54.67,2326.27,BULLISH,67.00,10.25,15.25,-33.25
2023-10-30,Monday,14418.75,0.75,RANGE,133.75,35.25,98.50,negative,-3.63,,172.62,1272.64,BEARISH,-12.00,-64.00,81.25,4.00
2023-10-31,Tuesday,14489.50,30.50,UP,123.75,45.00,78.75,negative,-2.95,,245.17,1199.91,BEARISH,-6.75,3.25,-17.00,80.50
2023-11-01,Wednesday,14742.75,178.00,UP,193.50,210.75,-17.25,neutral,-0.60,,116.84,259.25,BULLISH,31.50,6.75,38.75,82.25
2023-11-02,Thursday,14999.50,51.50,UP,140.00,66.00,74.00,neutral,-0.29,,758.79,685.92,BEARISH,15.25,21.50,-21.75,107.25
2023-11-06,Monday,15233.75,42.25,UP,108.50,50.75,57.75,neutral,0.52,-808.53,-14.77,641.42,BEARISH,-8.75,-6.25,-6.00,83.00
2023-11-07,Tuesday,15375.25,13.50,UP,53.75,14.75,39.00,positive,2.15,1473.27,1143.25,300.58,BEARISH,-8.25,-23.25,17.25,29.75
2023-11-08,Wednesday,15383.75,20.75,UP,65.75,27.25,38.50,positive,1.22,-289.78,1153.83,289.78,BULLISH,-0.50,34.50,-17.50,31.25
2023-11-09,Thursday,15258.75,69.00,UP,123.75,72.25,51.50,neutral,-0.97,1241.01,210.29,408.14,BEARISH,-21.75,14.25,-7.50,87.75
2023-11-13,Monday,15547.75,264.50,UP,287.75,292.00,-4.25,positive,2.75,-35.65,129.26,118.10,BULLISH,4.75,10.75,20.00,218.75
2023-11-14,Tuesday,15878.75,78.75,UP,154.50,170.75,-16.25,positive,4.38,632.08,1044.15,192.07,BEARISH,10.75,24.75,1.75,24.75
2023-11-15,Wednesday,15890.50,-39.50,DOWN,61.25,-7.25,68.50,positive,3.88,1138.34,108.16,180.29,BEARISH,28.00,-4.00,-17.50,-2.00
2023-11-16,Thursday,15897.25,-34.50,DOWN,59.75,22.50,37.25,positive,2.80,1564.61,81.93,165.19,BULLISH,-5.25,-4.50,9.00,-34.00
2023-11-20,Monday,16088.50,-74.75,DOWN,122.25,34.00,88.25,positive,3.79,1182.84,647.55,381.85,BEARISH,15.25,-0.25,-28.00,-60.75
2023-11-21,Tuesday,15988.50,81.75,UP,136.50,90.75,45.75,positive,1.99,759.40,59.68,63.80,BULLISH,-2.25,-7.75,27.25,85.25
2023-11-22,Wednesday,16048.00,15.25,UP,52.00,38.50,13.50,positive,3.92,1524.02,125.11,-1.68,BEARISH,10.50,21.50,13.50,-18.75
2023-11-23,Thursday,16062.50,-34.25,DOWN,52.50,14.50,38.00,,,,,,BEARISH,6.75,-18.75,4.75,-27.25
2023-11-27,Monday,16007.50,-33.00,DOWN,68.75,6.50,62.25,positive,2.51,1405.55,89.31,445.41,BEARISH,-1.00,4.50,-19.00,-15.50
2023-11-28,Tuesday,16048.00,99.25,UP,132.75,125.25,7.50,positive,2.77,1447.63,131.54,197.48,BULLISH,10.75,8.50,40.75,31.75
2023-11-29,Wednesday,16026.00,7.00,RANGE,71.25,72.50,-1.25,positive,2.79,686.35,110.60,218.40,BULLISH,10.00,8.25,-6.00,-20.50
2023-11-30,Thursday,15981.00,-47.75,DOWN,81.50,19.75,61.75,positive,1.20,-255.11,1183.53,255.11,BULLISH,3.75,-3.75,28.25,-50.25
2023-12-04,Monday,15871.25,-79.75,DOWN,102.00,-8.00,110.00,neutral,-0.25,,896.14,767.76,BULLISH,-19.00,-48.00,3.75,-8.50
2023-12-05,Tuesday,15912.00,122.25,UP,146.00,125.00,21.00,positive,1.53,-314.86,933.36,522.90,BULLISH,67.50,6.25,-14.25,77.50
2023-12-06,Wednesday,15815.00,119.50,UP,149.00,125.00,24.00,neutral,0.23,753.37,4.45,827.68,BEARISH,0.75,-20.75,49.50,89.75
2023-12-07,Thursday,16035.25,-79.00,DOWN,150.50,3.50,147.00,positive,2.63,144.27,1252.95,184.22,BEARISH,5.75,-11.25,14.75,-71.00
2023-12-11,Monday,16447.75,-2.75,RANGE,107.75,100.25,7.50,positive,3.85,230.52,1478.00,185.31,BULLISH,17.75,5.50,3.50,-35.00
2023-12-12,Tuesday,16577.50,32.00,UP,45.75,58.25,-12.50,positive,4.51,155.09,1610.24,52.79,BULLISH,9.25,-8.50,4.25,8.75
2023-12-13,Wednesday,16779.50,41.00,UP,109.75,105.50,4.25,strong_positive,5.08,1185.17,2005.92,-159.23,BULLISH,82.25,17.75,-46.25,-10.75
2023-12-14,Thursday,16755.50,32.50,UP,86.25,63.00,23.25,strong_positive,5.40,1592.85,1800.56,68.81,BULLISH,21.00,11.00,37.00,-20.00
2023-12-18,Monday,16938.25,14.25,UP,78.50,51.00,27.50,positive,3.45,,1958.75,121.73,BEARISH,5.50,2.75,19.00,9.00
2023-12-19,Tuesday,17021.00,-35.00,DOWN,84.00,25.00,59.00,positive,3.65,1629.94,2045.92,33.95,BEARISH,10.25,-1.75,-57.50,10.50
2023-12-20,Wednesday,16764.25,158.25,UP,180.00,206.00,-26.00,positive,1.59,,0.34,290.85,BEARISH,15.00,39.00,34.00,43.75
2023-12-21,Thursday,16950.50,49.25,UP,122.50,63.50,59.00,positive,2.65,1570.60,198.88,92.09,BEARISH,-26.25,-25.75,10.75,85.50
2023-12-26,Tuesday,17084.50,7.50,RANGE,33.50,21.75,11.75,positive,3.12,,347.29,380.41,BEARISH,-6.75,7.75,-9.50,10.25
2023-12-27,Wednesday,17116.75,31.75,UP,47.00,48.50,-1.50,positive,1.79,62.63,2142.40,145.34,BULLISH,6.75,16.75,-3.75,0.75
2023-12-28,Thursday,17090.75,-2.00,RANGE,65.00,40.25,24.75,positive,2.73,1640.12,19.34,354.69,BEARISH,18.50,1.00,-1.25,-18.50
2024-01-02,Tuesday,16721.00,-111.25,DOWN,145.75,16.25,129.50,neutral,-0.88,,945.41,93.06,BULLISH,-20.25,-5.25,-68.50,-32.50
2024-01-03,Wednesday,16540.75,-87.50,DOWN,143.25,46.50,96.75,negative,-1.62,,769.08,269.13,BULLISH,14.75,9.50,7.25,-123.50
2024-01-04,Thursday,16443.75,5.50,RANGE,134.75,25.25,109.50,negative,-1.97,,683.19,354.29,BULLISH,3.75,-46.75,-15.25,52.25
2024-01-08,Monday,16801.25,-132.50,DOWN,138.25,-5.25,143.50,positive,1.73,-42.08,1045.68,198.90,BEARISH,-0.50,-2.00,-44.00,-71.75
2024-01-09,Tuesday,16831.75,8.25,RANGE,100.00,74.50,25.50,positive,2.00,-40.84,1079.08,165.28,BULLISH,7.75,-25.00,84.50,-57.50
2024-01-10,Wednesday,16941.50,43.00,UP,164.75,115.50,49.25,positive,3.16,146.63,1192.47,51.60,BULLISH,18.75,33.75,-3.50,-20.00
2024-01-11,Thursday,16965.50,43.25,UP,142.25,43.25,99.00,positive,2.69,26.18,1227.90,15.26,BULLISH,-24.00,24.00,-30.75,81.75
2024-01-15,Monday,16970.00,-53.25,DOWN,153.25,-5.00,158.25,,,,,,BEARISH,-68.25,-11.25,-27.00,61.75
2024-01-16,Tuesday,16968.00,-143.00,DOWN,176.75,14.00,162.75,positive,2.54,-11.91,1231.19,11.91,BEARISH,-17.75,-116.75,29.25,-47.00
2024-01-17,Wednesday,16868.75,127.50,UP,210.50,176.00,34.50,neutral,0.74,-321.35,92.87,105.12,BULLISH,10.25,26.50,25.50,78.75
2024-01-18,Thursday,17109.00,80.75,UP,148.00,146.25,1.75,positive,4.04,14.42,1381.05,77.52,BULLISH,36.75,10.50,62.50,-36.50
2024-01-22,Monday,17460.75,27.50,UP,105.00,64.75,40.25,positive,3.23,1325.09,1739.06,132.91,BULLISH,10.50,5.25,-13.75,25.25
2024-01-23,Tuesday,17529.50,163.25,UP,142.25,165.00,-22.75,positive,3.23,1601.59,185.06,270.28,BULLISH,31.25,35.50,40.75,31.50
2024-01-24,Wednesday,17624.75,97.00,UP,138.00,102.50,35.50,positive,3.47,1698.77,323.80,172.87,BEARISH,7.75,0.50,4.25,94.00
2024-01-25,Thursday,17638.00,-80.00,DOWN,145.50,-26.50,172.00,positive,1.32,1759.56,178.25,152.74,BEARISH,-40.75,-31.75,32.50,26.00
2024-01-29,Monday,17708.00,-46.50,DOWN,90.50,27.75,62.75,positive,2.69,1380.22,171.70,76.45,BULLISH,17.25,-22.50,-14.25,-30.25
2024-01-30,Tuesday,17583.75,-184.00,DOWN,135.00,-115.00,250.00,neutral,-0.15,1465.78,216.14,197.38,BEARISH,31.00,-15.50,-51.50,20.25
2024-01-31,Wednesday,17238.75,68.25,UP,101.00,125.00,-24.00,negative,-1.45,708.93,79.63,531.48,BULLISH,31.25,-33.50,58.75,-24.75
2024-02-01,Thursday,17440.25,67.75,UP,160.00,203.00,-43.00,positive,2.76,-122.67,290.58,329.29,BULLISH,14.00,6.00,5.00,-103.75
2024-02-05,Monday,17697.25,43.75,UP,98.50,71.75,26.75,positive,2.39,1595.70,182.10,478.85,BULLISH,8.75,30.00,-6.25,10.00
2024-02-06,Tuesday,17661.75,112.00,UP,149.75,117.75,32.00,positive,1.98,1149.86,314.73,98.30,BEARISH,12.25,-10.25,26.25,99.50
2024-02-07,Wednesday,17841.25,-6.25,RANGE,70.25,21.25,49.00,positive,3.75,1743.04,494.94,331.08,BEARISH,-17.50,15.75,-7.50,-12.75
2024-02-08,Thursday,17865.50,43.25,UP,119.75,106.50,13.25,positive,3.33,,529.88,295.63,BULLISH,5.00,2.50,42.25,4.25
2024-02-12,Monday,17963.50,-335.00,DOWN,347.50,-0.25,347.75,positive,2.67,1663.50,219.20,193.46,BEARISH,1.00,22.75,-82.75,-240.50
2024-02-13,Tuesday,17680.50,108.00,UP,142.50,131.25,11.25,neutral,0.05,1682.61,353.37,471.73,BULLISH,-16.00,17.25,89.50,-4.25
2024-02-14,Wednesday,17869.25,18.75,UP,89.50,64.25,25.25,positive,2.33,-64.61,338.80,279.93,BEARISH,1.75,24.50,-5.50,-2.75
2024-02-15,Thursday,17914.00,12.50,UP,123.00,112.00,11.00,positive,3.05,1720.68,186.19,102.40,BULLISH,-18.50,20.75,52.25,-80.00
2024-02-19,Monday,17788.75,-127.00,DOWN,179.00,4.25,174.75,,,,,,BEARISH,-51.00,-31.00,-40.25,-3.25
2024-02-20,Tuesday,17612.50,-117.25,DOWN,109.50,-22.50,132.00,negative,-2.14,1756.07,304.69,519.49,BULLISH,-15.75,13.00,-39.25,-36.25
2024-02-21,Wednesday,17537.00,358.75,UP,249.75,388.75,-139.00,positive,1.05,-469.77,230.72,593.39,BULLISH,68.75,56.75,56.25,11.50
2024-02-22,Thursday,18044.75,61.00,UP,113.75,68.25,45.50,positive,3.88,,333.42,78.47,BEARISH,4.25,14.00,-24.75,89.25
2024-02-26,Monday,17977.50,40.75,UP,112.75,62.75,50.00,positive,1.20,463.33,-129.96,380.29,BEARISH,8.00,-15.00,70.00,4.50
2024-02-27,Tuesday,18017.75,-94.50,DOWN,127.50,2.00,125.50,positive,1.62,1765.29,315.34,96.35,BEARISH,-15.25,-7.50,-96.75,26.75
2024-02-28,Wednesday,17917.50,112.50,UP,209.00,117.50,91.50,neutral,-0.48,1791.34,94.67,193.45,BULLISH,30.75,1.25,-31.50,159.75
2024-02-29,Thursday,18067.00,29.50,UP,133.50,96.00,37.50,positive,2.73,381.15,372.10,39.41,BULLISH,8.00,58.00,-12.25,-31.00
2024-03-04,Monday,18258.50,-124.50,DOWN,144.75,-6.50,151.25,positive,2.34,1592.35,-84.35,501.23,BULLISH,-21.75,-43.00,-52.25,5.25
2024-03-05,Tuesday,17931.75,172.75,UP,163.25,174.00,-10.75,neutral,0.03,1697.24,125.52,153.30,BULLISH,-35.50,36.00,74.50,47.25
2024-03-06,Wednesday,18044.25,138.25,UP,272.75,144.25,128.50,positive,1.25,1608.78,160.84,455.82,BEARISH,-45.50,-34.75,110.00,112.75
2024-03-07,Thursday,18309.25,9.00,RANGE,164.25,66.00,98.25,positive,3.72,821.17,395.41,437.80,BEARISH,-11.75,17.75,51.25,-16.75
2024-03-11,Monday,18216.25,95.00,UP,177.00,164.75,12.25,positive,1.18,1790.44,548.79,-146.96,BULLISH,41.00,44.00,-54.50,26.75
2024-03-12,Tuesday,18475.75,-47.25,DOWN,94.75,31.00,63.75,positive,2.86,156.13,364.31,52.05,BEARISH,8.75,4.25,-22.50,-33.25
2024-03-13,Wednesday,18330.50,44.50,UP,90.75,97.75,-7.00,positive,2.37,1910.83,669.65,-53.57,BULLISH,30.50,10.25,33.00,-42.00
2024-03-14,Thursday,18278.25,-125.75,DOWN,192.75,44.50,148.25,neutral,0.53,-652.49,379.00,28.10,BEARISH,-12.50,-21.50,43.50,-106.75
2024-03-18,Monday,18229.50,-86.00,DOWN,175.00,23.25,151.75,neutral,-0.75,1569.02,309.63,523.85,BEARISH,-30.00,8.00,22.50,-79.75
2024-03-19,Tuesday,18270.00,47.75,UP,103.75,61.25,42.50,neutral,-0.14,,356.44,476.75,BEARISH,-5.50,-21.25,-3.00,73.75
2024-03-20,Wednesday,18484.50,203.25,UP,169.00,211.25,-42.25,positive,3.33,-50.27,366.25,258.52,BULLISH,38.75,32.25,8.00,68.50
2024-03-21,Thursday,18558.75,-21.50,DOWN,115.00,48.25,66.75,positive,3.56,1085.15,243.48,380.90,BEARISH,8.25,-11.00,15.75,-56.00
2024-03-25,Monday,18509.50,59.00,UP,102.25,109.50,-7.25,positive,1.60,1695.66,197.40,426.87,BULLISH,9.75,7.25,45.00,-24.25
2024-03-26,Tuesday,18450.50,116.75,UP,103.75,121.25,-17.50,neutral,0.88,564.20,55.64,485.39,BEARISH,12.25,19.00,1.25,57.25
2024-03-27,Wednesday,18506.75,-6.50,RANGE,68.50,21.00,47.50,neutral,-0.15,,202.47,421.54,BULLISH,-24.75,23.25,-22.50,18.75
2024-04-01,Monday,18495.25,-207.75,DOWN,242.00,15.75,226.25,neutral,0.65,631.43,206.64,416.84,BULLISH,-27.00,-1.00,7.25,-188.75
2024-04-02,Tuesday,18330.50,-88.75,DOWN,112.50,14.50,98.00,negative,-1.23,1755.96,42.73,372.90,BULLISH,-16.50,-52.25,13.75,-47.25
2024-04-03,Wednesday,18370.50,171.25,UP,174.00,181.50,-7.50,positive,1.54,-332.86,290.59,332.86,BULLISH,58.00,-13.50,13.25,96.25
2024-04-04,Thursday,18075.00,63.50,UP,138.75,115.25,23.50,negative,-3.65,1682.61,220.18,1233.12,BEARISH,5.25,16.25,29.75,-0.25
2024-04-08,Monday,18297.00,94.50,UP,142.00,98.50,43.50,neutral,-0.82,1696.04,233.52,389.36,BEARISH,-12.50,11.25,-7.50,87.50
2024-04-09,Tuesday,18362.25,-222.50,DOWN,420.75,112.00,308.75,neutral,-0.05,,93.81,321.38,BULLISH,-12.50,1.25,33.00,-264.25
2024-04-10,Wednesday,18191.50,73.50,UP,198.25,94.75,103.50,negative,-2.32,,136.10,278.97,BULLISH,-25.25,44.75,-45.25,106.75
2024-04-11,Thursday,18482.25,-185.50,DOWN,233.00,25.50,207.50,positive,2.72,-213.53,416.66,423.60,BULLISH,3.75,-2.75,-45.00,-147.00
2024-04-15,Monday,17876.25,-8.75,RANGE,126.50,42.25,84.25,negative,-4.18,1709.37,41.17,788.37,BEARISH,-8.25,-8.00,4.75,0.75
2024-04-16,Tuesday,17876.50,81.00,UP,190.50,92.00,98.50,negative,-3.57,,43.60,785.84,BULLISH,38.75,-79.00,55.25,44.75
2024-04-17,Wednesday,17654.25,18.75,UP,107.25,116.50,-9.25,negative,-4.66,1702.10,34.67,1001.78,BULLISH,15.75,57.75,-21.00,-49.50
2024-04-18,Thursday,17545.00,-50.50,DOWN,371.50,8.25,363.25,strong_negative,-6.27,1598.81,139.21,1104.06,BEARISH,-41.25,-118.00,40.00,81.75
2024-04-22,Monday,17350.50,77.75,UP,150.75,86.50,64.25,negative,-4.03,,157.26,869.36,BULLISH,-29.75,14.00,46.75,46.00
2024-04-23,Tuesday,17607.00,124.00,UP,90.50,147.75,-57.25,neutral,0.33,-811.73,214.43,199.68,BULLISH,18.25,40.75,-45.25,34.00
2024-04-24,Wednesday,17658.25,-304.25,DOWN,193.00,-133.25,326.25,negative,-3.36,,263.25,68.08,BEARISH,13.75,-41.50,74.50,-142.00
2024-04-25,Thursday,17567.25,129.75,UP,150.50,259.75,-109.25,positive,1.30,-395.89,183.57,230.33,BULLISH,-48.75,11.25,-36.75,-38.25
2024-04-29,Monday,17905.00,-69.25,DOWN,129.75,15.25,114.50,neutral,0.76,-382.58,113.92,217.08,BULLISH,-9.50,-17.75,-20.25,-35.25
2024-04-30,Tuesday,17563.50,-62.00,DOWN,117.25,-34.25,151.50,negative,-3.35,1445.23,-30.12,1286.81,BEARISH,44.50,0.25,-32.50,27.25
2024-05-01,Wednesday,17431.50,151.25,UP,132.75,188.25,-55.50,negative,-2.77,1517.77,61.14,1179.60,BULLISH,43.00,10.50,18.25,22.50
2024-05-02,Thursday,17648.25,309.50,UP,248.50,319.75,-71.25,neutral,0.23,-955.40,284.84,335.28,BULLISH,10.25,2.50,4.25,197.00
2024-05-06,Monday,18197.25,13.00,UP,62.50,16.25,46.25,positive,3.14,94.42,631.72,194.89,BEARISH,-5.25,-4.25,14.75,15.50
2024-05-07,Tuesday,18196.50,-113.25,DOWN,144.25,20.25,124.00,positive,3.14,341.25,217.26,196.06,BEARISH,10.50,-10.25,-2.25,-109.00
2024-05-08,Wednesday,18183.00,4.00,RANGE,106.75,27.50,79.25,positive,1.88,837.58,208.68,204.52,BEARISH,0.75,-12.50,-24.50,62.75
2024-05-09,Thursday,18215.75,58.50,UP,93.25,91.00,2.25,positive,2.60,-38.38,457.21,162.27,BEARISH,5.00,-3.50,63.50,-16.75
2024-05-13,Monday,18295.75,-22.25,DOWN,143.25,13.00,130.25,positive,2.40,-69.34,540.93,78.43,BEARISH,1.75,-1.50,23.50,-32.25
2024-05-14,Tuesday,18411.25,98.25,UP,154.75,136.50,18.25,positive,4.16,247.06,659.88,165.76,BULLISH,7.50,-2.75,1.75,93.25
2024-05-15,Wednesday,18692.75,-14.00,DOWN,60.50,46.00,14.50,strong_positive,7.14,1362.22,940.29,91.83,BEARISH,27.75,2.25,-3.25,-41.50
2024-05-16,Thursday,18651.00,0.25,RANGE,69.75,35.75,34.00,strong_positive,5.83,1741.01,906.61,42.50,BEARISH,9.00,12.00,-28.75,16.25
2024-05-20,Monday,18766.25,-80.25,DOWN,82.75,-3.00,85.75,positive,4.01,1656.28,100.30,209.08,BEARISH,5.75,-3.50,-6.25,-55.75
2024-05-21,Tuesday,18800.75,7.00,RANGE,69.00,23.25,45.75,positive,4.10,1691.64,135.75,173.62,BULLISH,15.25,5.75,-27.25,15.25
2024-05-22,Wednesday,18793.75,188.25,UP,180.00,229.50,-49.50,positive,4.95,1677.03,130.34,179.00,BULLISH,14.50,75.00,-14.75,45.75
2024-05-23,Thursday,18696.75,65.50,UP,92.75,76.00,16.75,positive,2.51,1808.02,150.39,55.68,BULLISH,16.50,9.50,26.50,26.00
2024-05-27,Monday,18950.75,-30.50,DOWN,95.50,29.75,65.75,,,,,,BEARISH,-42.75,15.00,54.50,-57.00
2024-05-28,Tuesday,18943.00,-177.50,DOWN,194.50,6.75,187.75,positive,3.55,1641.81,313.87,221.92,BULLISH,-19.50,-71.00,-37.00,-58.00
2024-05-29,Wednesday,18810.75,-45.75,DOWN,129.25,-23.75,153.00,neutral,-0.28,888.99,271.00,346.99,BEARISH,-29.50,-49.25,60.25,29.75
2024-05-30,Thursday,18604.00,-2.00,RANGE,183.25,64.25,119.00,negative,-2.69,1721.25,64.20,347.79,BEARISH,-32.00,-21.00,6.75,57.50
2024-06-03,Monday,18652.75,-14.25,DOWN,165.75,24.25,141.50,positive,1.34,-283.44,1166.41,283.44,BULLISH,-12.00,-3.75,-91.50,82.75
2024-06-04,Tuesday,18701.75,147.25,UP,157.50,152.00,5.50,positive,2.22,-232.92,178.71,438.73,BULLISH,26.50,17.25,0.00,93.00
2024-06-05,Wednesday,19077.50,25.50,UP,67.50,47.00,20.50,strong_positive,5.30,1799.95,473.82,267.04,BULLISH,1.50,-5.50,5.75,12.25
2024-06-06,Thursday,19065.75,-25.00,DOWN,206.75,81.00,125.75,strong_positive,5.11,1639.99,-110.92,527.81,BULLISH,11.00,17.75,-16.00,-36.00
2024-06-10,Monday,19112.50,-54.75,DOWN,84.00,1.00,83.00,positive,4.03,1850.05,154.98,215.12,BULLISH,-22.25,21.00,-41.25,-6.50
2024-06-11,Tuesday,19242.00,160.00,UP,225.25,216.75,8.50,strong_positive,5.52,286.08,943.99,289.59,BULLISH,8.50,9.00,-6.50,143.25
2024-06-12,Wednesday,19492.25,144.25,UP,108.75,198.75,-90.00,strong_positive,6.97,,1195.54,243.52,BULLISH,-1.50,26.75,13.25,-3.75
2024-06-13,Thursday,19592.50,-14.75,DOWN,157.00,66.00,91.00,strong_positive,6.33,1720.73,1917.21,138.06,BULLISH,16.00,27.25,-31.00,-37.75
2024-06-17,Monday,20196.50,-4.75,RANGE,112.50,74.00,38.50,strong_positive,5.23,,579.81,-66.29,BULLISH,11.50,-14.50,35.25,-33.75
2024-06-18,Tuesday,20199.50,43.00,UP,46.50,51.00,-4.50,positive,4.32,1888.91,255.96,202.03,BULLISH,19.25,-1.00,7.25,13.50
2024-06-19,Wednesday,20231.00,15.00,UP,143.50,140.00,3.50,,,,,,BULLISH,4.00,91.50,2.25,-84.00
2024-06-20,Thursday,20035.25,-18.00,DOWN,138.25,50.75,87.50,positive,3.70,2181.56,283.60,-119.34,BEARISH,27.00,4.25,-97.50,42.75
