date,label,move,rel_s,mid,bid10,ask10,bid25,ask25,n_ord,spread
2026-01-21,ct12,6.5,-220,25171.0,21,23,79,79,3344,1.0
2026-01-21,ct13,2.0,-100,25171.0,21,23,79,79,3344,1.0
2026-01-21,ev0,-51.5,-340,25171.0,21,23,79,79,3344,1.0
2026-01-21,ct12,6.5,-215,25181.38,29,19,67,56,3330,0.75
2026-01-21,ct13,2.0,-95,25181.38,29,19,67,56,3330,0.75
2026-01-21,ev0,-51.5,-335,25181.38,29,19,67,56,3330,0.75
2026-01-21,ct12,6.5,-210,25187.38,29,20,66,48,3278,0.75
2026-01-21,ct13,2.0,-90,25187.38,29,20,66,48,3278,0.75
2026-01-21,ev0,-51.5,-330,25187.38,29,20,66,48,3278,0.75
2026-01-21,ct12,6.5,-205,25178.5,29,25,47,52,3230,1.0
2026-01-21,ct13,2.0,-85,25178.5,29,25,47,52,3230,1.0
2026-01-21,ev0,-51.5,-325,25178.5,29,25,47,52,3230,1.0
2026-01-21,ct12,6.5,-200,25173.12,30,18,58,49,3223,1.25
2026-01-21,ct13,2.0,-80,25173.12,30,18,58,49,3223,1.25
2026-01-21,ev0,-51.5,-320,25173.12,30,18,58,49,3223,1.25
2026-01-21,ct12,6.5,-195,25171.88,17,29,64,57,3243,0.75
2026-01-21,ct13,2.0,-75,25171.88,17,29,64,57,3243,0.75
2026-01-21,ev0,-51.5,-315,25171.88,17,29,64,57,3243,0.75
2026-01-21,ct12,6.5,-190,25161.62,26,33,73,81,3228,0.75
2026-01-21,ct13,2.0,-70,25161.62,26,33,73,81,3228,0.75
2026-01-21,ev0,-51.5,-310,25161.62,26,33,73,81,3228,0.75
2026-01-21,ct12,6.5,-185,25163.5,27,29,75,79,3257,1.0
2026-01-21,ct13,2.0,-65,25163.5,27,29,75,79,3257,1.0
2026-01-21,ev0,-51.5,-305,25163.5,27,29,75,79,3257,1.0
2026-01-21,ct12,6.5,-180,25163.38,30,25,83,65,3260,0.75
2026-01-21,ct13,2.0,-60,25163.38,30,25,83,65,3260,0.75
2026-01-21,ev0,-51.5,-300,25163.38,30,25,83,65,3260,0.75
2026-01-21,ct12,6.5,-175,25160.0,22,27,86,76,3284,1.0
2026-01-21,ct13,2.0,-55,25160.0,22,27,86,76,3284,1.0
2026-01-21,ev0,-51.5,-295,25160.0,22,27,86,76,3284,1.0
2026-01-21,ct12,6.5,-170,25170.88,30,24,69,61,3273,0.75
2026-01-21,ct13,2.0,-50,25170.88,30,24,69,61,3273,0.75
2026-01-21,ev0,-51.5,-290,25170.88,30,24,69,61,3273,0.75
2026-01-21,ct12,6.5,-165,25170.38,24,27,67,71,3291,0.75
2026-01-21,ct13,2.0,-45,25170.38,24,27,67,71,3291,0.75
2026-01-21,ev0,-51.5,-285,25170.38,24,27,67,71,3291,0.75
2026-01-21,ct12,6.5,-160,25167.12,37,26,86,66,3315,0.75
2026-01-21,ct13,2.0,-40,25167.12,37,26,86,66,3315,0.75
2026-01-21,ev0,-51.5,-280,25167.12,37,26,86,66,3315,0.75
2026-01-21,ct12,6.5,-155,25166.88,21,27,50,63,3273,0.75
2026-01-21,ct13,2.0,-35,25166.88,21,27,50,63,3273,0.75
2026-01-21,ev0,-51.5,-275,25166.88,21,27,50,63,3273,0.75
2026-01-21,ct12,6.5,-150,25165.5,24,22,62,58,3286,1.0
2026-01-21,ct13,2.0,-30,25165.5,24,22,62,58,3286,1.0
2026-01-21,ev0,-51.5,-270,25165.5,24,22,62,58,3286,1.0
2026-01-21,ct12,6.5,-145,25158.12,21,28,56,64,3251,0.75
2026-01-21,ct13,2.0,-25,25158.12,21,28,56,64,3251,0.75
2026-01-21,ev0,-51.5,-265,25158.12,21,28,56,64,3251,0.75
2026-01-21,ct12,6.5,-140,25164.62,16,19,45,62,3249,0.75
2026-01-21,ct13,2.0,-20,25164.62,16,19,45,62,3249,0.75
2026-01-21,ev0,-51.5,-260,25164.62,16,19,45,62,3249,0.75
2026-01-21,ct12,6.5,-135,25162.5,28,17,64,42,3247,1.0
2026-01-21,ct13,2.0,-15,25162.5,28,17,64,42,3247,1.0
2026-01-21,ev0,-51.5,-255,25162.5,28,17,64,42,3247,1.0
2026-01-21,ct12,6.5,-130,25152.25,36,27,76,62,3276,1.0
2026-01-21,ct13,2.0,-10,25152.25,36,27,76,62,3276,1.0
2026-01-21,ev0,-51.5,-250,25152.25,36,27,76,62,3276,1.0
2026-01-21,ct12,6.5,-125,25152.38,23,27,81,76,3313,0.75
2026-01-21,ct13,2.0,-5,25152.38,23,27,81,76,3313,0.75
2026-01-21,ev0,-51.5,-245,25152.38,23,27,81,76,3313,0.75
2026-01-21,ct12,6.5,-120,25157.5,29,30,64,70,3329,1.0
2026-01-21,ct13,2.0,0,25157.5,29,30,64,70,3329,1.0
2026-01-21,ev0,-51.5,-240,25157.5,29,30,64,70,3329,1.0
2026-01-21,ct12,6.5,-115,25163.62,23,26,69,85,3340,0.75
2026-01-21,ct13,2.0,5,25163.62,23,26,69,85,3340,0.75
2026-01-21,ev0,-51.5,-235,25163.62,23,26,69,85,3340,0.75
2026-01-21,ct12,6.5,-110,25165.5,31,51,143,106,3349,1.0
2026-01-21,ct13,2.0,10,25165.5,31,51,143,106,3349,1.0
2026-01-21,ev0,-51.5,-230,25165.5,31,51,143,106,3349,1.0
2026-01-21,ct12,6.5,-105,25162.62,21,21,56,60,3297,0.75
2026-01-21,ct13,2.0,15,25162.62,21,21,56,60,3297,0.75
2026-01-21,ev0,-51.5,-225,25162.62,21,21,56,60,3297,0.75
2026-01-21,ct12,6.5,-100,25162.75,18,21,54,63,3298,1.0
2026-01-21,ct13,2.0,20,25162.75,18,21,54,63,3298,1.0
2026-01-21,ev0,-51.5,-220,25162.75,18,21,54,63,3298,1.0
2026-01-21,ct12,6.5,-95,25161.5,24,26,78,60,3334,1.0
2026-01-21,ct13,2.0,25,25161.5,24,26,78,60,3334,1.0
2026-01-21,ev0,-51.5,-215,25161.5,24,26,78,60,3334,1.0
2026-01-21,ct12,6.5,-90,25153.0,33,28,92,69,3329,1.0
2026-01-21,ct13,2.0,30,25153.0,33,28,92,69,3329,1.0
2026-01-21,ev0,-51.5,-210,25153.0,33,28,92,69,3329,1.0
2026-01-21,ct12,6.5,-85,25151.25,32,22,104,63,3335,1.0
2026-01-21,ct13,2.0,35,25151.25,32,22,104,63,3335,1.0
2026-01-21,ev0,-51.5,-205,25151.25,32,22,104,63,3335,1.0
2026-01-21,ct12,6.5,-80,25142.62,38,30,82,73,3310,0.75
2026-01-21,ct13,2.0,40,25142.62,38,30,82,73,3310,0.75
2026-01-21,ev0,-51.5,-200,25142.62,38,30,82,73,3310,0.75
2026-01-21,ct12,6.5,-75,25152.75,25,29,61,62,3325,0.5
2026-01-21,ct13,2.0,45,25152.75,25,29,61,62,3325,0.5
2026-01-21,ev0,-51.5,-195,25152.75,25,29,61,62,3325,0.5
2026-01-21,ct12,6.5,-70,25153.12,22,23,62,51,3260,0.75
2026-01-21,ct13,2.0,50,25153.12,22,23,62,51,3260,0.75
2026-01-21,ev0,-51.5,-190,25153.12,22,23,62,51,3260,0.75
2026-01-21,ct12,6.5,-65,25157.25,23,30,71,69,3329,0.5
2026-01-21,ct13,2.0,55,25157.25,23,30,71,69,3329,0.5
2026-01-21,ev0,-51.5,-185,25157.25,23,30,71,69,3329,0.5
2026-01-21,ct12,6.5,-60,25159.62,27,35,70,91,3363,0.75
2026-01-21,ct13,2.0,60,25159.62,27,35,70,91,3363,0.75
2026-01-21,ev0,-51.5,-180,25159.62,27,35,70,91,3363,0.75
2026-01-21,ct12,6.5,-55,25159.25,36,17,76,57,3330,0.5
2026-01-21,ct13,2.0,65,25159.25,36,17,76,57,3330,0.5
2026-01-21,ev0,-51.5,-175,25159.25,36,17,76,57,3330,0.5
2026-01-21,ct12,6.5,-50,25159.0,31,27,68,65,3341,1.0
2026-01-21,ct13,2.0,70,25159.0,31,27,68,65,3341,1.0
2026-01-21,ev0,-51.5,-170,25159.0,31,27,68,65,3341,1.0
2026-01-21,ct12,6.5,-45,25158.75,23,28,72,70,3350,0.5
2026-01-21,ct13,2.0,75,25158.75,23,28,72,70,3350,0.5
2026-01-21,ev0,-51.5,-165,25158.75,23,28,72,70,3350,0.5
2026-01-21,ct12,6.5,-40,25165.12,31,23,74,103,3338,0.75
2026-01-21,ct13,2.0,80,25165.12,31,23,74,103,3338,0.75
2026-01-21,ev0,-51.5,-160,25165.12,31,23,74,103,3338,0.75
2026-01-21,ct12,6.5,-35,25165.12,31,22,76,71,3348,0.75
2026-01-21,ct13,2.0,85,25165.12,31,22,76,71,3348,0.75
2026-01-21,ev0,-51.5,-155,25165.12,31,22,76,71,3348,0.75
2026-01-21,ct12,6.5,-30,25171.75,29,27,70,79,3349,1.0
2026-01-21,ct13,2.0,90,25171.75,29,27,70,79,3349,1.0
2026-01-21,ev0,-51.5,-150,25171.75,29,27,70,79,3349,1.0
2026-01-21,ct12,6.5,-25,25186.12,26,25,58,79,3318,0.75
2026-01-21,ct13,2.0,95,25186.12,26,25,58,79,3318,0.75
2026-01-21,ev0,-51.5,-145,25186.12,26,25,58,79,3318,0.75
2026-01-21,ct12,6.5,-20,25185.38,30,27,80,79,3340,0.75
2026-01-21,ct13,2.0,100,25185.38,30,27,80,79,3340,0.75
2026-01-21,ev0,-51.5,-140,25185.38,30,27,80,79,3340,0.75
2026-01-21,ct12,6.5,-15,25178.75,27,24,76,51,3329,1.0
2026-01-21,ct13,2.0,105,25178.75,27,24,76,51,3329,1.0
2026-01-21,ev0,-51.5,-135,25178.75,27,24,76,51,3329,1.0
2026-01-21,ct12,6.5,-10,25183.25,22,22,72,73,3361,1.0
2026-01-21,ct13,2.0,110,25183.25,22,22,72,73,3361,1.0
2026-01-21,ev0,-51.5,-130,25183.25,22,22,72,73,3361,1.0
2026-01-21,ct12,6.5,-5,25180.88,30,16,92,45,3350,0.75
2026-01-21,ct13,2.0,115,25180.88,30,16,92,45,3350,0.75
2026-01-21,ev0,-51.5,-125,25180.88,30,16,92,45,3350,0.75
2026-01-21,ct12,6.5,0,25187.25,36,25,79,68,3399,0.5
2026-01-21,ct13,2.0,120,25187.25,36,25,79,68,3399,0.5
2026-01-21,ev0,-51.5,-120,25187.25,36,25,79,68,3399,0.5
2026-01-21,ct12,6.5,5,25188.5,29,26,79,72,3413,0.5
2026-01-21,ct13,2.0,125,25188.5,29,26,79,72,3413,0.5
2026-01-21,ev0,-51.5,-115,25188.5,29,26,79,72,3413,0.5
2026-01-21,ct12,6.5,10,25195.62,25,25,64,131,3364,0.75
2026-01-21,ct13,2.0,130,25195.62,25,25,64,131,3364,0.75
2026-01-21,ev0,-51.5,-110,25195.62,25,25,64,131,3364,0.75
2026-01-21,ct12,6.5,15,25205.38,35,28,67,58,3369,0.75
2026-01-21,ct13,2.0,135,25205.38,35,28,67,58,3369,0.75
2026-01-21,ev0,-51.5,-105,25205.38,35,28,67,58,3369,0.75
2026-01-21,ct12,6.5,20,25206.12,30,19,79,64,3377,0.75
2026-01-21,ct13,2.0,140,25206.12,30,19,79,64,3377,0.75
2026-01-21,ev0,-51.5,-100,25206.12,30,19,79,64,3377,0.75
2026-01-21,ct12,6.5,25,25208.88,26,25,74,59,3363,0.75
2026-01-21,ct13,2.0,145,25208.88,26,25,74,59,3363,0.75
2026-01-21,ev0,-51.5,-95,25208.88,26,25,74,59,3363,0.75
2026-01-21,ct12,6.5,30,25205.5,40,28,78,69,3360,1.0
2026-01-21,ct13,2.0,150,25205.5,40,28,78,69,3360,1.0
2026-01-21,ev0,-51.5,-90,25205.5,40,28,78,69,3360,1.0
2026-01-21,ct12,6.5,35,25206.5,22,31,66,83,3383,1.0
2026-01-21,ct13,2.0,155,25206.5,22,31,66,83,3383,1.0
2026-01-21,ev0,-51.5,-85,25206.5,22,31,66,83,3383,1.0
2026-01-21,ct12,6.5,40,25215.12,31,36,83,119,3379,0.75
2026-01-21,ct13,2.0,160,25215.12,31,36,83,119,3379,0.75
2026-01-21,ev0,-51.5,-80,25215.12,31,36,83,119,3379,0.75
2026-01-21,ct12,6.5,45,25210.75,28,21,77,65,3370,1.0
2026-01-21,ct13,2.0,165,25210.75,28,21,77,65,3370,1.0
2026-01-21,ev0,-51.5,-75,25210.75,28,21,77,65,3370,1.0
2026-01-21,ct12,6.5,50,25213.25,127,31,175,85,3385,0.5
2026-01-21,ct13,2.0,170,25213.25,127,31,175,85,3385,0.5
2026-01-21,ev0,-51.5,-70,25213.25,127,31,175,85,3385,0.5
2026-01-21,ct12,6.5,55,25199.88,19,21,32,53,3318,0.75
2026-01-21,ct13,2.0,175,25199.88,19,21,32,53,3318,0.75
2026-01-21,ev0,-51.5,-65,25199.88,19,21,32,53,3318,0.75
2026-01-21,ct12,6.5,60,25194.0,34,30,86,63,3365,1.0
2026-01-21,ct13,2.0,180,25194.0,34,30,86,63,3365,1.0
2026-01-21,ev0,-51.5,-60,25194.0,34,30,86,63,3365,1.0
2026-01-21,ct12,6.5,65,25184.62,26,29,61,71,3332,0.75
2026-01-21,ev0,-51.5,-55,25184.62,26,29,61,71,3332,0.75
2026-01-21,ct12,6.5,70,25173.5,23,29,67,71,3325,1.0
2026-01-21,ev0,-51.5,-50,25173.5,23,29,67,71,3325,1.0
2026-01-21,ct12,6.5,75,25184.25,20,22,59,63,3300,0.5
2026-01-21,ev0,-51.5,-45,25184.25,20,22,59,63,3300,0.5
2026-01-21,ct12,6.5,80,25190.62,22,21,68,60,3301,0.75
2026-01-21,ev0,-51.5,-40,25190.62,22,21,68,60,3301,0.75
2026-01-21,ct12,6.5,85,25202.0,33,29,75,73,3362,0.5
2026-01-21,ev0,-51.5,-35,25202.0,33,29,75,73,3362,0.5
2026-01-21,ct12,6.5,90,25202.0,24,27,71,72,3356,1.0
2026-01-21,ev0,-51.5,-30,25202.0,24,27,71,72,3356,1.0
2026-01-21,ct12,6.5,95,25194.62,22,28,57,67,3365,0.75
2026-01-21,ev0,-51.5,-25,25194.62,22,28,57,67,3365,0.75
2026-01-21,ct12,6.5,100,25209.5,23,25,63,51,3360,1.0
2026-01-21,ev0,-51.5,-20,25209.5,23,25,63,51,3360,1.0
2026-01-21,ct12,6.5,105,25195.5,27,23,75,63,3386,1.0
2026-01-21,ev0,-51.5,-15,25195.5,27,23,75,63,3386,1.0
2026-01-21,ct12,6.5,110,25191.38,33,26,75,75,3396,0.75
2026-01-21,ev0,-51.5,-10,25191.38,33,26,75,75,3396,0.75
2026-01-21,ct12,6.5,115,25187.38,26,17,78,54,3392,0.75
2026-01-21,ev0,-51.5,-5,25187.38,26,17,78,54,3392,0.75
2026-01-21,ct12,6.5,120,25186.25,29,30,84,72,3407,0.5
2026-01-21,ev0,-51.5,0,25186.25,29,30,84,72,3407,0.5
2026-01-21,ct12,6.5,125,25179.25,23,20,62,51,3363,1.0
2026-01-21,ev0,-51.5,5,25179.25,23,20,62,51,3363,1.0
2026-01-21,ct12,6.5,130,25168.38,23,22,56,72,3368,0.75
2026-01-21,ev0,-51.5,10,25168.38,23,22,56,72,3368,0.75
2026-01-21,ct12,6.5,135,25162.38,35,32,67,82,3385,0.75
2026-01-21,ev0,-51.5,15,25162.38,35,32,67,82,3385,0.75
2026-01-21,ct12,6.5,140,25156.0,31,37,95,94,3391,1.0
2026-01-21,ev0,-51.5,20,25156.0,31,37,95,94,3391,1.0
2026-01-21,ct12,6.5,145,25154.75,27,28,90,81,3408,0.5
2026-01-21,ev0,-51.5,25,25154.75,27,28,90,81,3408,0.5
2026-01-21,ct12,6.5,150,25155.62,26,43,99,82,3419,0.75
2026-01-21,ev0,-51.5,30,25155.62,26,43,99,82,3419,0.75
2026-01-21,ct12,6.5,155,25154.0,38,29,110,72,3431,0.5
2026-01-21,ev0,-51.5,35,25154.0,38,29,110,72,3431,0.5
2026-01-21,ct12,6.5,160,25154.38,24,34,82,87,3452,0.75
2026-01-21,ev0,-51.5,40,25154.38,24,34,82,87,3452,0.75
2026-01-21,ct12,6.5,165,25149.5,35,33,75,71,3407,0.5
2026-01-21,ev0,-51.5,45,25149.5,35,33,75,71,3407,0.5
2026-01-21,ct12,6.5,170,25134.88,26,32,86,63,3361,0.75
2026-01-21,ev0,-51.5,50,25134.88,26,32,86,63,3361,0.75
2026-01-21,ct12,6.5,175,25139.62,20,31,49,64,3333,0.75
2026-01-21,ev0,-51.5,55,25139.62,20,31,49,64,3333,0.75
2026-01-21,ct12,6.5,180,25135.38,30,21,78,64,3392,0.75
2026-01-21,ev0,-51.5,60,25135.38,30,21,78,64,3392,0.75
2026-01-21,ev0,-51.5,65,25139.5,29,31,108,84,3413,0.5
2026-01-21,ev0,-51.5,70,25139.62,27,20,110,60,3400,0.75
2026-01-21,ev0,-51.5,75,25130.38,31,33,99,77,3404,0.75
2026-01-21,ev0,-51.5,80,25130.25,40,28,117,73,3404,1.0
2026-01-21,ev0,-51.5,85,25135.0,30,29,94,79,3429,1.0
2026-01-21,ev0,-51.5,90,25135.25,28,26,104,86,3452,1.0
2026-01-21,ev0,-51.5,95,25143.25,27,18,61,49,3432,1.0
2026-01-21,ev0,-51.5,100,25135.38,22,34,66,88,3450,1.25
2026-01-21,ev0,-51.5,105,25143.88,24,25,75,82,3448,0.75
2026-01-21,ev0,-51.5,110,25139.88,35,24,82,79,3457,0.75
2026-01-21,ev0,-51.5,115,25131.12,23,29,81,72,3449,0.75
2026-01-21,ev0,-51.5,120,25134.88,23,37,71,74,3488,0.75
2026-01-21,ev0,-51.5,125,25144.12,26,26,72,91,3478,0.75
2026-01-21,ev0,-51.5,130,25141.0,25,34,71,79,3483,1.0
2026-01-21,ev0,-51.5,135,25139.12,33,35,86,86,3524,0.75
2026-01-21,ev0,-51.5,140,25150.88,26,35,57,91,3477,0.75
2026-01-21,ev0,-51.5,145,25158.62,20,24,68,75,3446,0.75
2026-01-21,ev0,-51.5,150,25167.38,24,21,60,47,3407,0.75
2026-01-21,ev0,-51.5,155,25156.75,32,28,78,69,3429,1.0
2026-01-21,ev0,-51.5,160,25168.0,25,29,59,67,3404,1.0
2026-01-21,ev0,-51.5,165,25162.88,25,23,53,70,3354,1.25
2026-01-21,ev0,-51.5,170,25161.0,29,29,79,79,3383,1.0
2026-01-21,ev0,-51.5,175,25161.0,25,15,89,66,3371,1.0
2026-01-21,ev0,-51.5,180,25160.62,21,22,82,67,3387,0.75
2026-01-21,ct5,7.5,-360,25235.12,43,38,86,87,3362,0.75
2026-01-21,ct5,7.5,-355,25228.62,30,38,76,105,3389,0.75
2026-01-21,ct5,7.5,-350,25220.12,62,37,107,97,3364,0.75
2026-01-21,ct5,7.5,-345,25214.38,33,36,81,104,3377,0.75
2026-01-21,ct5,7.5,-340,25217.25,37,38,106,87,3398,0.5
2026-01-21,ct5,7.5,-335,25218.12,41,49,110,100,3422,0.75
2026-01-21,ct5,7.5,-330,25217.75,36,33,86,86,3400,0.5
2026-01-21,ct5,7.5,-325,25219.38,32,35,83,91,3405,0.75
2026-01-21,ct5,7.5,-320,25223.88,41,48,97,96,3431,0.75
2026-01-21,ct5,7.5,-315,25223.62,39,41,93,106,3452,0.75
2026-01-21,ct5,7.5,-310,25223.88,28,41,103,107,3462,0.75
2026-01-21,ct5,7.5,-305,25217.75,35,49,91,102,3446,0.5
2026-01-21,ct5,7.5,-300,25215.0,37,44,92,104,3455,0.5
2026-01-21,ct5,7.5,-295,25217.62,26,41,70,76,3385,0.75
2026-01-21,ct5,7.5,-290,25216.12,38,41,96,90,3448,0.75
2026-01-21,ct5,7.5,-285,25221.0,40,41,87,82,3449,0.5
2026-01-21,ct5,7.5,-280,25216.12,35,31,115,81,3458,0.75
2026-01-21,ct5,7.5,-275,25219.62,46,45,100,84,3475,0.75
2026-01-21,ct5,7.5,-270,25222.12,44,24,94,77,3450,0.75
2026-01-21,ct5,7.5,-265,25225.38,39,38,102,94,3474,0.75
2026-01-21,ct5,7.5,-260,25228.75,43,56,104,104,3472,0.5
2026-01-21,ct5,7.5,-255,25239.25,54,39,115,73,3409,0.5
2026-01-21,ct5,7.5,-250,25238.75,41,46,94,108,3401,0.5
2026-01-21,ct5,7.5,-245,25238.88,48,41,112,103,3408,0.75
2026-01-21,ct5,7.5,-240,25235.88,38,36,92,104,3419,0.75
2026-01-21,ct6,3.75,-360,25235.88,38,36,92,104,3419,0.75
2026-01-21,ct5,7.5,-235,25234.5,40,32,91,93,3426,0.5
2026-01-21,ct6,3.75,-355,25234.5,40,32,91,93,3426,0.5
2026-01-21,ct5,7.5,-230,25235.5,46,49,119,109,3456,0.5
2026-01-21,ct6,3.75,-350,25235.5,46,49,119,109,3456,0.5
2026-01-21,ct5,7.5,-225,25237.0,36,34,75,91,3382,0.5
2026-01-21,ct6,3.75,-345,25237.0,36,34,75,91,3382,0.5
2026-01-21,ct5,7.5,-220,25233.25,42,39,85,92,3440,0.5
2026-01-21,ct6,3.75,-340,25233.25,42,39,85,92,3440,0.5
2026-01-21,ct5,7.5,-215,25237.75,43,36,117,108,3464,0.5
2026-01-21,ct6,3.75,-335,25237.75,43,36,117,108,3464,0.5
2026-01-21,ct5,7.5,-210,25238.25,35,41,105,103,3462,0.5
2026-01-21,ct6,3.75,-330,25238.25,35,41,105,103,3462,0.5
2026-01-21,ct5,7.5,-205,25237.38,32,29,104,92,3459,0.75
2026-01-21,ct6,3.75,-325,25237.38,32,29,104,92,3459,0.75
2026-01-21,ct5,7.5,-200,25248.25,50,56,116,121,3473,0.5
2026-01-21,ct6,3.75,-320,25248.25,50,56,116,121,3473,0.5
2026-01-21,ct5,7.5,-195,25249.88,36,43,103,129,3465,0.75
2026-01-21,ct6,3.75,-315,25249.88,36,43,103,129,3465,0.75
2026-01-21,ct5,7.5,-190,25246.88,35,36,94,109,3459,0.75
2026-01-21,ct6,3.75,-310,25246.88,35,36,94,109,3459,0.75
2026-01-21,ct5,7.5,-185,25240.0,34,38,85,100,3466,0.5
2026-01-21,ct6,3.75,-305,25240.0,34,38,85,100,3466,0.5
2026-01-21,ct5,7.5,-180,25248.5,51,40,134,94,3475,0.5
2026-01-21,ct6,3.75,-300,25248.5,51,40,134,94,3475,0.5
2026-01-21,ct5,7.5,-175,25257.38,44,38,99,85,3372,0.75
2026-01-21,ct6,3.75,-295,25257.38,44,38,99,85,3372,0.75
2026-01-21,ct5,7.5,-170,25255.0,28,39,85,97,3368,0.5
2026-01-21,ct6,3.75,-290,25255.0,28,39,85,97,3368,0.5
2026-01-21,ct5,7.5,-165,25253.0,36,38,82,89,3370,0.5
2026-01-21,ct6,3.75,-285,25253.0,36,38,82,89,3370,0.5
2026-01-21,ct5,7.5,-160,25252.75,39,47,98,92,3386,0.5
2026-01-21,ct6,3.75,-280,25252.75,39,47,98,92,3386,0.5
2026-01-21,ct5,7.5,-155,25249.12,34,37,93,86,3376,0.75
2026-01-21,ct6,3.75,-275,25249.12,34,37,93,86,3376,0.75
2026-01-21,ct5,7.5,-150,25243.88,47,38,120,87,3388,0.75
2026-01-21,ct6,3.75,-270,25243.88,47,38,120,87,3388,0.75
2026-01-21,ct5,7.5,-145,25243.62,38,37,116,89,3395,0.75
2026-01-21,ct6,3.75,-265,25243.62,38,37,116,89,3395,0.75
2026-01-21,ct5,7.5,-140,25242.12,37,34,115,90,3412,0.75
2026-01-21,ct6,3.75,-260,25242.12,37,34,115,90,3412,0.75
2026-01-21,ct5,7.5,-135,25251.38,50,44,112,84,3431,0.75
2026-01-21,ct6,3.75,-255,25251.38,50,44,112,84,3431,0.75
2026-01-21,ct5,7.5,-130,25251.12,43,54,118,108,3444,0.75
2026-01-21,ct6,3.75,-250,25251.12,43,54,118,108,3444,0.75
2026-01-21,ct5,7.5,-125,25252.38,43,43,115,104,3450,0.75
2026-01-21,ct6,3.75,-245,25252.38,43,43,115,104,3450,0.75
2026-01-21,ct5,7.5,-120,25257.62,46,42,121,100,3460,0.75
2026-01-21,ct6,3.75,-240,25257.62,46,42,121,100,3460,0.75
2026-01-21,ct5,7.5,-115,25264.12,41,34,103,166,3409,0.75
2026-01-21,ct6,3.75,-235,25264.12,41,34,103,166,3409,0.75
2026-01-21,ct5,7.5,-110,25272.75,51,86,121,152,3391,0.5
2026-01-21,ct6,3.75,-230,25272.75,51,86,121,152,3391,0.5
2026-01-21,ct5,7.5,-105,25269.88,42,47,114,154,3415,0.75
2026-01-21,ct6,3.75,-225,25269.88,42,47,114,154,3415,0.75
2026-01-21,ct5,7.5,-100,25268.5,43,34,112,95,3399,0.5
2026-01-21,ct6,3.75,-220,25268.5,43,34,112,95,3399,0.5
2026-01-21,ct5,7.5,-95,25262.75,56,41,114,84,3403,0.5
2026-01-21,ct6,3.75,-215,25262.75,56,41,114,84,3403,0.5
2026-01-21,ct5,7.5,-90,25263.62,41,42,107,105,3415,0.75
2026-01-21,ct6,3.75,-210,25263.62,41,42,107,105,3415,0.75
2026-01-21,ct5,7.5,-85,25269.5,47,53,106,122,3421,0.5
2026-01-21,ct6,3.75,-205,25269.5,47,53,106,122,3421,0.5
2026-01-21,ct5,7.5,-80,25270.0,41,48,105,153,3439,0.5
2026-01-21,ct6,3.75,-200,25270.0,41,48,105,153,3439,0.5
2026-01-21,ct5,7.5,-75,25271.88,42,47,121,150,3442,0.75
2026-01-21,ct6,3.75,-195,25271.88,42,47,121,150,3442,0.75
2026-01-21,ct5,7.5,-70,25283.25,53,67,139,122,3388,0.5
2026-01-21,ct6,3.75,-190,25283.25,53,67,139,122,3388,0.5
2026-01-21,ct5,7.5,-65,25281.0,49,52,118,126,3382,0.5
2026-01-21,ct6,3.75,-185,25281.0,49,52,118,126,3382,0.5
2026-01-21,ct5,7.5,-60,25282.0,53,53,132,123,3399,0.5
2026-01-21,ct6,3.75,-180,25282.0,53,53,132,123,3399,0.5
2026-01-21,ct5,7.5,-55,25280.25,43,45,127,137,3406,0.5
2026-01-21,ct6,3.75,-175,25280.25,43,45,127,137,3406,0.5
2026-01-21,ct5,7.5,-50,25278.75,43,50,119,139,3413,0.5
2026-01-21,ct6,3.75,-170,25278.75,43,50,119,139,3413,0.5
2026-01-21,ct5,7.5,-45,25275.5,46,45,98,114,3399,0.5
2026-01-21,ct6,3.75,-165,25275.5,46,45,98,114,3399,0.5
2026-01-21,ct5,7.5,-40,25282.12,37,58,98,128,3388,0.75
2026-01-21,ct6,3.75,-160,25282.12,37,58,98,128,3388,0.75
2026-01-21,ct5,7.5,-35,25285.62,50,59,124,111,3415,0.75
2026-01-21,ct6,3.75,-155,25285.62,50,59,124,111,3415,0.75
2026-01-21,ct5,7.5,-30,25285.88,44,52,124,112,3421,0.75
2026-01-21,ct6,3.75,-150,25285.88,44,52,124,112,3421,0.75
2026-01-21,ct5,7.5,-25,25286.0,53,45,149,109,3445,0.5
2026-01-21,ct6,3.75,-145,25286.0,53,45,149,109,3445,0.5
2026-01-21,ct5,7.5,-20,25278.75,41,41,112,92,3407,0.5
2026-01-21,ct6,3.75,-140,25278.75,41,41,112,92,3407,0.5
2026-01-21,ct5,7.5,-15,25273.5,46,49,106,110,3409,0.5
2026-01-21,ct6,3.75,-135,25273.5,46,49,106,110,3409,0.5
2026-01-21,ct5,7.5,-10,25277.25,52,55,138,114,3445,0.5
2026-01-21,ct6,3.75,-130,25277.25,52,55,138,114,3445,0.5
2026-01-21,ct5,7.5,-5,25279.25,41,44,124,84,3431,0.5
2026-01-21,ct6,3.75,-125,25279.25,41,44,124,84,3431,0.5
2026-01-21,ct5,7.5,0,25281.0,47,36,119,75,3423,0.5
2026-01-21,ct6,3.75,-120,25281.0,47,36,119,75,3423,0.5
2026-01-21,ct9,5.5,-360,25281.0,47,36,119,75,3423,0.5
2026-01-21,ct5,7.5,5,25282.25,47,43,106,114,3434,0.5
