date,quarter,kind,dir,entry,dist_lvl,level,stop,target,outcome,pnl,R,risk,mfe,mae
2026-01-13,2026Q1,call_wall,-1,26003.75,-62.3,26066.01,26029.75,25964.75,target,39.0,1.5,26.0,39.5,2.75
2026-01-27,2026Q1,call_wall,-1,26071.25,-372.2,26443.44,26102.5,26024.38,stop,-32.75,-1.048,31.25,6.0,31.25
2026-01-28,2026Q1,gamma_flip,1,26187.0,46.0,26232.98,26155.5,26234.25,stop,-33.0,-1.048,31.5,11.5,32.5
2026-02-05,2026Q1,put_wall,-1,24737.75,388.5,24349.24,24743.5,24729.12,stop,-7.25,-1.261,5.75,6.0,5.75
2026-02-23,2026Q1,put_wall,1,24701.0,7.4,24708.41,24673.5,24742.25,target,41.25,1.5,27.5,41.75,7.25
2026-02-23,2026Q1,put_wall,1,24707.0,-410.7,24296.33,24679.75,24747.88,stop,-28.75,-1.055,27.25,9.0,28.25
2026-02-23,2026Q1,put_wall,-1,24785.0,75.8,24709.19,24824.25,24726.12,target,58.88,1.5,39.25,59.0,16.75
2026-03-18,2026Q1,put_wall,1,24832.5,-382.3,24450.24,24807.75,24869.62,target,37.12,1.5,24.75,38.0,1.5
2026-03-19,2026Q1,put_wall,1,24429.75,17.9,24447.68,24423.0,24439.88,stop,-8.25,-1.222,6.75,1.25,7.75
2026-03-19,2026Q1,put_wall,-1,24431.0,813.5,23617.47,24446.0,24408.5,stop,-16.5,-1.1,15.0,9.5,15.0
2026-03-19,2026Q1,put_wall,1,24441.5,6.6,24448.11,24421.0,24472.25,target,30.75,1.5,20.5,31.75,5.75
2026-04-01,2026Q2,call_wall,-1,24265.5,-1214.2,25479.75,24290.75,24227.62,stop,-26.75,-1.059,25.25,35.75,26.5
2026-04-08,2026Q2,gamma_flip,1,25039.0,10.0,25049.04,25022.75,25063.38,stop,-17.75,-1.092,16.25,23.0,16.5
2026-04-08,2026Q2,gamma_flip,1,25073.5,-24.3,25049.18,25038.5,25126.0,stop,-36.5,-1.043,35.0,9.75,37.25
2026-04-08,2026Q2,gamma_flip,1,25093.0,-6.2,25086.8,25061.0,25141.0,stop,-33.5,-1.047,32.0,38.75,37.0
2026-04-10,2026Q2,gamma_flip,1,25302.0,21.2,25323.17,25294.5,25313.25,stop,-9.0,-1.2,7.5,2.5,7.75
2026-04-13,2026Q2,gamma_flip,-1,25424.75,61.4,25363.38,25443.5,25396.62,target,28.12,1.5,18.75,28.75,7.0
2026-04-21,2026Q2,gamma_flip,-1,26696.75,647.6,26049.19,26734.5,26640.12,stop,-39.25,-1.04,37.75,32.0,44.75
2026-04-24,2026Q2,call_wall,-1,27318.75,-163.0,27481.71,27348.75,27273.75,stop,-31.5,-1.05,30.0,11.25,41.75
2026-04-28,2026Q2,gamma_flip,-1,27127.5,67.4,27060.11,27152.0,27090.75,stop,-26.0,-1.061,24.5,4.5,24.5
2026-04-29,2026Q2,gamma_flip,1,27260.25,6.8,27267.1,27227.25,27309.75,stop,-34.5,-1.045,33.0,13.25,33.5
2026-04-29,2026Q2,gamma_flip,-1,27284.25,225.7,27058.52,27319.5,27231.38,target,52.88,1.5,35.25,58.25,6.0
2026-04-30,2026Q2,gamma_flip,-1,27404.75,326.5,27078.26,27421.0,27380.38,stop,-17.75,-1.092,16.25,0.75,18.5
2026-05-12,2026Q2,put_wall,1,28822.0,-603.9,28218.12,28791.5,28867.75,stop,-32.0,-1.049,30.5,7.75,30.5
2026-05-12,2026Q2,gamma_flip,1,28973.75,316.5,29290.3,28943.5,29019.12,target,45.38,1.5,30.25,45.75,24.0
2026-05-18,2026Q2,put_wall,1,28835.0,26.4,28861.38,28819.75,28857.88,stop,-16.75,-1.098,15.25,2.25,19.25
2026-05-19,2026Q2,gamma_flip,-1,29026.25,2022.6,27003.69,29065.5,28967.38,target,58.88,1.5,39.25,59.25,33.5
2026-05-21,2026Q2,call_wall,-1,29519.0,-155.5,29674.47,29558.0,29460.5,target,58.5,1.5,39.0,59.5,2.5
2026-05-21,2026Q2,gamma_flip,-1,29519.0,380.3,29138.68,29558.0,29460.5,target,58.5,1.5,39.0,59.5,2.5
2026-05-28,2026Q2,call_wall,-1,30234.0,-660.2,30894.2,30248.0,30213.0,target,21.0,1.5,14.0,21.5,6.75
2026-05-28,2026Q2,gamma_flip,-1,30234.0,1811.3,28422.66,30248.0,30213.0,target,21.0,1.5,14.0,21.5,6.75
2026-06-01,2026Q2,gamma_flip,1,30320.25,149.5,30469.73,30292.75,30361.5,stop,-29.0,-1.055,27.5,3.5,28.25
2026-06-01,2026Q2,gamma_flip,-1,30433.75,15.4,30418.35,30451.25,30407.5,stop,-19.0,-1.086,17.5,21.25,20.0
2026-06-03,2026Q2,gamma_flip,-1,30652.25,197.9,30454.35,30686.25,30601.25,timeout,-16.25,-0.478,34.0,41.0,17.25
2026-06-10,2026Q2,put_wall,-1,28805.0,840.0,27964.99,28819.25,28783.62,stop,-15.75,-1.105,14.25,6.5,16.5
2026-06-11,2026Q2,put_wall,1,28761.0,23.7,28784.7,28751.75,28774.88,target,13.88,1.5,9.25,16.0,0.0
2026-06-15,2026Q2,call_wall,-1,30742.25,24.0,30718.28,30768.0,30703.62,target,38.62,1.5,25.75,40.25,20.25
