date,quarter,kind,dir,entry,dist_lvl,level,stop,target,outcome,pnl,R,risk,mfe,mae
2025-05-07,2025Q2,R2,1,19824.5,75.5,19900.0,19785.0,19883.75,timeout,10.25,0.259,39.5,33.0,37.5
2025-05-07,2025Q2,R1,-1,19872.5,72.5,19800.0,19907.0,19820.75,target,51.75,1.5,34.5,57.0,0.25
2025-05-07,2025Q2,R2,-1,19905.5,5.5,19900.0,19925.0,19876.25,target,29.25,1.5,19.5,29.25,4.0
2025-05-08,2025Q2,R1,1,20060.75,39.2,20100.0,20021.0,20120.38,stop,-41.25,-1.038,39.75,57.0,40.75
2025-05-08,2025Q2,R1,-1,20126.0,26.0,20100.0,20140.0,20105.0,target,21.0,1.5,14.0,21.5,9.25
2025-05-08,2025Q2,R3,1,20266.75,33.2,20300.0,20230.25,20321.5,timeout,7.75,0.212,36.5,51.0,14.25
2025-05-08,2025Q2,R2,-1,20305.0,105.0,20200.0,20320.5,20281.75,stop,-17.0,-1.097,15.5,14.0,18.5
2025-05-08,2025Q2,R3,-1,20316.5,16.5,20300.0,20329.5,20297.0,target,19.5,1.5,13.0,20.5,6.5
2025-05-08,2025Q2,R3,-1,20322.5,22.5,20300.0,20334.0,20305.25,target,17.25,1.5,11.5,17.5,8.75
2025-05-09,2025Q2,R0,1,20083.75,16.2,20100.0,20069.0,20105.88,target,22.12,1.5,14.75,22.5,3.75
2025-05-09,2025Q2,R0,1,20100.25,-0.2,20100.0,20068.0,20148.62,stop,-33.75,-1.047,32.25,16.5,37.75
2025-05-12,2025Q2,R2,-1,20900.25,0.2,20900.0,20939.0,20842.12,timeout,-24.5,-0.632,38.75,16.0,31.5
2025-05-13,2025Q2,R3,1,21300.75,-0.8,21300.0,21275.0,21339.38,target,38.62,1.5,25.75,40.75,2.5
2025-05-13,2025Q2,R3,1,21307.75,-7.8,21300.0,21271.0,21362.88,timeout,16.5,0.449,36.75,33.75,28.75
2025-05-13,2025Q2,R3,-1,21315.0,15.0,21300.0,21342.5,21273.75,stop,-29.0,-1.055,27.5,13.0,28.0
2025-05-15,2025Q2,R0,-1,21332.5,32.5,21300.0,21342.5,21317.5,target,15.0,1.5,10.0,18.75,6.75
2025-05-15,2025Q2,R1,1,21392.0,8.0,21400.0,21375.25,21417.12,stop,-18.25,-1.09,16.75,0.0,19.25
2025-05-15,2025Q2,R1,-1,21424.0,24.0,21400.0,21450.5,21384.25,stop,-28.0,-1.057,26.5,5.0,28.25
2025-05-15,2025Q2,R2,-1,21522.0,22.0,21500.0,21533.75,21504.38,target,17.62,1.5,11.75,18.0,5.5
2025-05-16,2025Q2,R0,1,21392.5,7.5,21400.0,21376.0,21417.25,stop,-18.0,-1.091,16.5,0.0,17.5
2025-05-16,2025Q2,R0,-1,21415.75,15.8,21400.0,21424.5,21402.62,stop,-10.25,-1.171,8.75,2.75,9.0
2025-05-19,2025Q2,R2,-1,21531.0,31.0,21500.0,21548.5,21504.75,target,26.25,1.5,17.5,26.75,12.75
2025-05-20,2025Q2,R1,1,21356.5,43.5,21400.0,21336.75,21386.12,stop,-21.25,-1.076,19.75,4.75,22.5
2025-05-20,2025Q2,R1,1,21396.25,3.8,21400.0,21374.5,21428.88,target,32.62,1.5,21.75,41.0,14.5
2025-05-20,2025Q2,R1,-1,21424.25,24.2,21400.0,21432.25,21412.25,stop,-9.5,-1.188,8.0,0.5,13.0
2025-05-21,2025Q2,R3,-1,21415.0,15.0,21400.0,21428.75,21394.38,stop,-15.25,-1.109,13.75,11.75,14.25
2025-05-21,2025Q2,R4,-1,21515.0,15.0,21500.0,21539.0,21479.0,stop,-25.5,-1.062,24.0,22.0,24.75
2025-05-22,2025Q2,R0,-1,21238.5,38.5,21200.0,21244.0,21230.25,stop,-7.0,-1.273,5.5,0.5,8.5
2025-05-27,2025Q2,R1,-1,21382.0,82.0,21300.0,21393.5,21364.75,target,17.25,1.5,11.5,18.25,3.0
2025-05-27,2025Q2,R2,-1,21411.75,11.8,21400.0,21428.5,21386.62,stop,-18.25,-1.09,16.75,1.5,17.0
2025-05-29,2025Q2,R0,1,21394.5,5.5,21400.0,21364.0,21440.25,stop,-32.0,-1.049,30.5,6.25,31.0
2025-05-30,2025Q2,R2,1,21275.5,24.5,21300.0,21270.0,21283.75,stop,-7.0,-1.273,5.5,3.75,6.0
2025-05-30,2025Q2,R1,-1,21275.5,75.5,21200.0,21302.25,21235.38,stop,-28.25,-1.056,26.75,12.75,26.75
2025-05-30,2025Q2,R2,-1,21338.0,38.0,21300.0,21361.25,21303.12,stop,-24.75,-1.065,23.25,14.5,24.0
2025-06-02,2025Q2,R1,-1,21435.0,35.0,21400.0,21448.75,21414.38,target,20.62,1.5,13.75,21.0,6.5
