date,cls,direction,price,first_touch_utc,K,tvol_put,tvol_call,tvol_dir,tvol_ratio_nb,tprem_put,tprem_call
2025-03-03,broken,lower,20568.8,2025-03-03T20:00,500,265618,20769,265618,1.231,151696.2,81686.6
2025-03-03,broken,lower,20598.8,2025-03-03T19:59,500,257209,19494,257209,1.201,140541.8,80174.0
2025-03-03,broken,lower,20651.0,2025-03-03T19:51,502,240564,47384,240564,0.655,209289.0,118514.1
2025-03-03,broken,lower,20682.5,2025-03-03T18:28,502,157429,11329,157429,0.566,123576.9,45123.3
2025-03-03,broken,lower,20725.5,2025-03-03T18:10,503,160947,14853,160947,0.607,130246.5,61560.8
2025-03-03,broken,lower,20736.8,2025-03-03T18:09,504,221694,32069,221694,0.919,226415.3,112125.4
2025-03-03,broken,lower,20749.1,2025-03-03T18:07,504,216335,28429,216335,0.902,217289.5,106827.0
2025-03-03,broken,lower,20771.2,2025-03-03T18:06,505,260274,54995,260274,0.909,315412.7,173953.5
2025-03-03,broken,lower,20787.0,2025-03-03T18:05,505,257243,52635,257243,0.9,309938.7,170784.7
2025-03-03,broken,lower,20816.8,2025-03-03T18:02,506,298876,91498,298876,1.155,413812.1,244794.5
2025-03-03,broken,lower,20823.5,2025-03-03T17:57,506,288290,84489,288290,1.131,398060.5,235425.0
2025-03-03,broken,lower,20834.2,2025-03-03T17:56,506,284009,83621,284009,1.123,391392.0,234148.9
2025-03-03,broken,lower,20847.2,2025-03-03T14:56,506,51103,6888,51103,0.968,68782.4,32550.8
2025-03-03,broken,lower,20864.22,2025-03-03T14:55,507,52043,10563,52043,0.905,86403.7,41821.5
2025-03-03,broken,lower,20899.75,2025-03-03T14:53,508,56100,12780,56100,1.028,102094.5,45643.1
2025-03-03,broken,lower,20965.0,2025-03-03T14:39,509,25945,4999,25945,0.869,43594.6,17247.5
2025-03-03,broken,lower,20983.8,2025-03-03T14:38,510,23203,7941,23203,0.888,42814.2,24092.5
2025-03-03,rejected,lower,20607.2,2025-03-03T19:54,501,296303,33026,296303,1.156,193521.9,112109.2
2025-03-03,rejected,lower,20614.2,2025-03-03T19:53,501,284604,29853,284604,1.117,176924.5,106863.9
2025-03-03,rejected,lower,20653.9,2025-03-03T18:32,502,164717,15944,164717,0.585,134740.8,53779.9
2025-03-03,rejected,lower,20675.5,2025-03-03T18:29,502,160190,12132,160190,0.57,127775.9,46590.7
2025-03-03,rejected,lower,20707.15,2025-03-03T18:13,503,168269,18759,168269,0.623,141298.8,67994.8
2025-03-03,rejected,lower,20760.0,2025-03-03T15:00,504,51205,5316,51205,1.122,59334.6,26582.1
2025-03-03,rejected,lower,20828.7,2025-03-03T14:57,506,55432,7587,55432,1.008,79355.1,34225.0
2025-03-03,rejected,lower,20848.2,2025-03-03T15:59,506,153687,54192,153687,1.154,242152.3,161556.5
2025-03-03,rejected,lower,20881.5,2025-03-03T17:47,507,257732,165305,257732,1.226,428737.3,365912.7
2025-03-03,rejected,lower,20906.8,2025-03-03T17:37,508,214416,216871,214416,1.297,401092.0,404367.6
2025-03-03,rejected,lower,20919.0,2025-03-03T14:51,508,51669,11409,51669,1.003,91586.7,42287.4
2025-03-03,rejected,lower,20926.75,2025-03-03T14:49,508,44154,10063,44154,0.931,75325.3,38680.6
2025-03-03,rejected,lower,20937.2,2025-03-03T14:45,509,42413,12214,42413,1.169,81156.7,35304.5
2025-03-03,rejected,lower,20942.8,2025-03-03T14:43,509,37191,9943,37191,1.081,68923.8,29962.5
2025-03-03,rejected,lower,20956.5,2025-03-03T14:41,509,32786,8043,32786,1.012,58672.7,25143.8
2025-03-03,rejected,lower,21023.5,2025-03-03T14:30,511,2152,3084,2152,3.815,5611.0,6376.8
2025-03-03,broken,upper,20941.6,2025-03-03T15:27,509,79132,93113,93113,1.28,184803.2,157985.2
2025-03-03,broken,upper,20960.2,2025-03-03T15:29,509,80965,97633,97633,1.285,189124.3,166500.5
2025-03-03,rejected,upper,20791.1,2025-03-03T19:01,505,299931,177550,177550,1.087,405690.2,305926.5
2025-03-03,rejected,upper,20818.0,2025-03-03T19:41,506,346925,233040,233040,1.136,528942.0,360071.0
2025-03-03,rejected,upper,20943.5,2025-03-03T16:56,509,135249,261474,261474,1.472,304361.2,396219.1
2025-03-03,rejected,upper,20952.25,2025-03-03T17:17,509,144001,278700,278700,1.474,319266.6,417411.8
2025-03-03,rejected,upper,20964.5,2025-03-03T17:42,509,155839,307226,307226,1.542,337559.6,457589.4
2025-03-03,rejected,upper,20982.8,2025-03-03T15:30,510,61193,98206,98206,1.001,154320.7,150814.9
2025-03-03,rejected,upper,21121.0,2025-03-03T14:33,513,3100,15514,15514,1.262,8230.5,28850.9
2025-03-03,placebo,lower,20647.35,2025-03-03T19:54,502,252732,53518,252732,0.669,231147.8,125319.5
2025-03-03,placebo,lower,20519.67,2025-03-03T19:54,498,79200,2247,79200,0.432,24647.2,16057.3
2025-03-03,placebo,lower,20532.09,2025-03-03T19:53,499,202583,9583,202583,1.459,87176.9,57727.9
2025-03-03,placebo,lower,20703.69,2025-03-03T19:53,503,283952,132941,283952,0.891,289860.3,247347.4
2025-03-03,placebo,lower,20594.65,2025-03-03T18:32,500,169438,7384,169438,1.369,81247.7,50712.9
2025-03-03,placebo,lower,20706.44,2025-03-03T18:32,503,197238,50482,197238,0.72,185727.6,118978.3
2025-03-03,placebo,lower,20781.46,2025-03-03T18:29,505,287298,118512,287298,1.035,375565.3,248710.0
2025-03-03,placebo,lower,20631.69,2025-03-03T18:29,501,200639,9383,200639,1.284,111608.8,57432.2
2025-03-03,placebo,lower,20786.36,2025-03-03T18:13,505,274633,71515,274633,0.954,346586.5,193877.2
2025-03-03,placebo,lower,20824.27,2025-03-03T18:13,506,318945,114059,318945,1.184,458324.1,268190.5
2025-03-03,placebo,lower,20673.43,2025-03-03T15:00,502,31596,1935,31596,0.483,25831.9,16876.5
2025-03-03,placebo,lower,20676.72,2025-03-03T15:00,502,31596,1935,31596,0.483,25831.9,16876.5
2025-03-03,placebo,lower,20731.25,2025-03-03T14:57,504,43439,2908,43439,1.143,44507.3,18445.9
2025-03-03,placebo,lower,20776.5,2025-03-03T14:57,505,46350,4007,46350,0.86,56363.5,21283.0
2025-03-03,placebo,lower,20793.41,2025-03-03T15:59,505,138449,33375,138449,0.964,192621.9,115747.6
2025-03-03,placebo,lower,20943.32,2025-03-03T15:59,509,104549,167794,104549,1.427,239102.7,283794.2
2025-03-03,placebo,lower,20984.07,2025-03-03T17:47,510,93821,280834,93821,1.065,231403.8,342991.1
2025-03-03,placebo,lower,20795.42,2025-03-03T17:47,505,225160,45598,225160,0.889,272469.2,155416.4
2025-03-03,placebo,lower,20948.85,2025-03-03T17:37,509,152881,302056,152881,1.531,333355.0,450634.3
2025-03-03,placebo,lower,20997.46,2025-03-03T17:37,510,91129,270272,91129,1.066,225733.2,334283.5
2025-03-03,placebo,lower,20843.22,2025-03-03T14:51,506,38378,5022,38378,0.926,45369.6,26834.6
2025-03-03,placebo,lower,21020.61,2025-03-03T14:51,511,41857,43642,41857,1.29,102054.4,88888.0
2025-03-03,placebo,lower,20823.43,2025-03-03T14:49,506,33431,4662,33431,0.935,37546.9,25380.9
2025-03-03,placebo,lower,21023.99,2025-03-03T14:49,511,40557,40258,40557,1.348,97513.0,83981.2
2025-03-03,placebo,lower,20988.81,2025-03-03T14:45,510,38966,18159,38966,1.008,83331.3,45881.4
2025-03-03,placebo,lower,20827.19,2025-03-03T14:45,506,25834,4336,25834,0.946,28465.7,23829.8
2025-03-03,placebo,lower,20991.65,2025-03-03T14:43,510,36037,15039,36037,1.006,75400.4,39856.9
2025-03-03,placebo,lower,21041.04,2025-03-03T14:43,511,35252,26614,35252,1.472,82050.2,59230.7
2025-03-03,placebo,lower,21071.04,2025-03-03T14:41,512,22625,33120,22625,1.55,55673.7,63268.8
2025-03-03,placebo,lower,21005.89,2025-03-03T14:41,510,33037,12855,33037,1.024,67305.1,35167.6
2025-03-03,placebo,lower,20923.12,2025-03-03T14:30,508,1435,2292,1435,1.534,2122.3,11871.9
2025-03-03,placebo,lower,21133.13,2025-03-03T14:30,513,977,3015,977,1.611,2955.1,5181.0
2025-03-03,placebo,upper,20698.17,2025-03-03T19:01,503,226099,92402,92402,0.814,229712.4,182995.5
2025-03-03,placebo,upper,20909.84,2025-03-03T19:01,508,258695,299788,299788,1.176,505372.1,463219.8
2025-03-03,placebo,upper,20870.47,2025-03-03T19:41,507,311083,278768,278768,1.03,549982.3,441730.8
2025-03-03,placebo,upper,20908.08,2025-03-03T19:41,508,260717,319012,319012,1.108,512689.0,468637.8
2025-03-03,placebo,upper,20843.84,2025-03-03T16:56,506,232729,76418,76418,1.187,342173.3,215654.9
2025-03-03,placebo,upper,21031.6,2025-03-03T16:56,511,57519,229915,229915,1.084,159750.2,252634.2
2025-03-03,placebo,upper,21003.09,2025-03-03T17:17,510,86764,252872,252872,1.057,217096.8,315871.0
2025-03-03,placebo,upper,20897.84,2025-03-03T17:17,508,201258,200267,200267,1.258,384260.2,376071.9
2025-03-03,placebo,upper,20905.6,2025-03-03T17:42,508,218720,220091,220091,1.304,406229.1,409960.0
2025-03-03,placebo,upper,20890.84,2025-03-03T17:42,507,250368,163026,163026,1.226,419177.1,361926.2
2025-03-03,placebo,upper,21083.77,2025-03-03T15:30,512,29155,105517,105517,0.976,82524.1,122018.3
2025-03-03,placebo,upper,20939.04,2025-03-03T15:30,509,82478,102847,102847,1.299,191834.3,177712.2
2025-03-03,placebo,upper,21195.43,2025-03-03T14:33,515,222,10800,10800,0.622,857.0,10079.3
2025-03-03,placebo,upper,21215.72,2025-03-03T14:33,515,222,10800,10800,0.622,857.0,10079.3
2025-03-03,round,,21000.0,2025-03-03T14:38,510,23203,7941,,0.888,42814.2,24092.5
2025-03-03,round,,21100.0,2025-03-03T14:33,513,3100,15514,,1.262,8230.5,28850.9
2025-03-04,broken,lower,20097.5,2025-03-04T15:18,488,51831,3128,51831,0.54,92917.2,13051.5
2025-03-04,broken,lower,20134.2,2025-03-04T15:17,489,88975,8573,88975,1.245,193689.4,32353.7
2025-03-04,broken,lower,20140.0,2025-03-04T15:16,489,86671,7782,86671,1.236,186962.1,30025.4
2025-03-04,broken,lower,20227.5,2025-03-04T14:59,491,51766,3658,51766,0.811,120015.9,16748.3
2025-03-04,broken,lower,20297.8,2025-03-04T14:31,493,12999,1178,12999,3.38,39384.5,4103.1
2025-03-04,rejected,lower,20075.2,2025-03-04T15:22,488,59538,6570,59538,0.594,114867.5,23199.7
2025-03-04,rejected,lower,20084.0,2025-03-04T15:20,488,56653,4826,56653,0.58,106648.1,18074.7
2025-03-04,rejected30only,lower,20090.5,2025-03-04T15:19,488,54465,3976,54465,0.562,100448.4,15432.6
2025-03-04,rejected,lower,20110.83,2025-03-04T16:08,489,171036,48867,171036,1.428,374736.2,151409.2
2025-03-04,rejected,lower,20149.0,2025-03-04T16:02,489,162007,45260,162007,1.406,355408.3,142306.5
2025-03-04,rejected,lower,20161.0,2025-03-04T15:10,490,74635,12004,74635,1.071,178885.4,43043.6
2025-03-04,rejected,lower,20167.2,2025-03-04T15:08,490,69286,9457,69286,1.017,163016.4,35265.0
2025-03-04,rejected,lower,20179.0,2025-03-04T15:00,490,48423,2183,48423,0.826,104190.3,10370.6
2025-03-04,rejected,lower,20260.0,2025-03-04T14:32,492,11725,588,11725,0.922,34083.4,2284.2
2025-03-04,rejected,lower,20310.8,2025-03-04T18:01,493,187252,222571,187252,0.923,508772.9,483008.3
2025-03-04,rejected,lower,20318.0,2025-03-04T17:52,494,147202,299652,147202,1.548,435713.2,553161.7
2025-03-04,broken,upper,20246.0,2025-03-04T16:42,492,143883,130125,130125,0.961,454228.2,280643.3
2025-03-04,broken,upper,20264.5,2025-03-04T16:43,492,145534,132127,132127,0.966,458429.6,285196.3
2025-03-04,broken,upper,20316.8,2025-03-04T16:53,494,92691,195188,195188,1.328,336722.2,312812.6
2025-03-04,broken,upper,20369.5,2025-03-04T17:21,495,49642,231357,231357,1.165,188318.1,342663.2
2025-03-04,broken,upper,20397.2,2025-03-04T17:26,496,26372,217696,217696,1.061,113784.9,282896.2
2025-03-04,broken,upper,20427.5,2025-03-04T18:09,496,48585,299618,299618,1.111,162177.3,414221.3
2025-03-04,broken,upper,20459.5,2025-03-04T18:10,497,19409,220549,220549,0.632,81592.4,239594.0
2025-03-04,broken,upper,20480.2,2025-03-04T18:52,498,23558,242466,242466,0.637,84093.8,226652.3
2025-03-04,broken,upper,20487.2,2025-03-04T18:53,498,24158,246582,246582,0.644,85077.6,232633.1
2025-03-04,broken,upper,20501.0,2025-03-04T18:55,498,25121,249835,249835,0.642,86682.9,237798.0
2025-03-04,broken,upper,20515.1,2025-03-04T18:56,498,26099,252018,252018,0.643,88080.2,241471.8
2025-03-04,broken,upper,20524.4,2025-03-04T18:58,499,15465,349521,349521,1.635,71909.6,226131.8
2025-03-04,broken,upper,20561.4,2025-03-04T19:02,500,9053,283258,283258,1.357,51112.8,160141.8
2025-03-04,rejected,upper,20265.65,2025-03-04T15:45,492,104535,74225,74225,0.98,334197.7,184539.1
2025-03-04,rejected,upper,20294.8,2025-03-04T16:49,493,116148,145223,145223,0.857,396854.9,281365.0
2025-03-04,rejected,upper,20302.5,2025-03-04T16:50,493,116992,147854,147854,0.858,398759.2,287055.7
2025-03-04,rejected,upper,20335.65,2025-03-04T16:57,494,95024,202988,202988,1.343,342049.4,328062.0
2025-03-04,rejected,upper,20383.5,2025-03-04T17:22,495,50179,233566,233566,1.166,189403.8,347256.7
2025-03-04,rejected,upper,20408.8,2025-03-04T14:36,496,2827,8546,8546,0.501,12149.7,21202.2
2025-03-04,rejected,upper,20430.0,2025-03-04T14:38,496,4780,13766,13766,0.719,18226.9,37982.9
2025-03-04,rejected,upper,20436.2,2025-03-04T17:28,496,28421,225028,225028,1.058,117546.9,297334.8
2025-03-04,rejected,upper,20479.0,2025-03-04T18:47,497,43181,285301,285301,0.711,125532.8,328389.9
2025-03-04,rejected,upper,20488.8,2025-03-04T18:12,498,10454,177147,177147,0.553,56224.3,155190.0
2025-03-04,rejected,upper,20495.8,2025-03-04T18:13,498,11252,179556,179556,0.556,57600.0,159024.0
2025-03-04,rejected,upper,20585.85,2025-03-04T19:07,500,13766,300143,300143,1.383,59196.3,184351.2
2025-03-04,rejected,upper,20617.2,2025-03-04T19:23,501,17650,306974,306974,1.557,65022.6,186066.8
2025-03-04,rejected,upper,20624.2,2025-03-04T19:25,501,19898,311638,311638,1.552,68204.6,192611.1
2025-03-04,rejected,upper,20632.2,2025-03-04T19:46,501,32482,343031,343031,1.473,89026.1,228891.8
2025-03-04,placebo,lower,20192.7,2025-03-04T15:22,491,105276,41943,105276,1.332,293370.5,117247.5
2025-03-04,placebo,lower,19957.58,2025-03-04T15:22,485,59866,1260,59866,1.233,64012.0,8915.5
2025-03-04,placebo,lower,19983.17,2025-03-04T15:20,485,57389,1138,57389,1.248,59871.2,8357.0
2025-03-04,placebo,lower,20148.18,2025-03-04T15:20,489,97278,12051,97278,1.282,220365.7,41457.5
2025-03-04,placebo,lower,20066.41,2025-03-04T16:08,487,106185,7608,106185,0.674,162370.0,31939.3
2025-03-04,placebo,lower,20220.04,2025-03-04T16:08,491,165106,98207,165106,1.424,451847.1,254701.9
2025-03-04,placebo,lower,20071.23,2025-03-04T16:02,488,104775,17272,104775,0.64,192300.5,61192.6
2025-03-04,placebo,lower,20190.71,2025-03-04T16:02,491,159678,92140,159678,1.425,437257.3,242675.8
2025-03-04,placebo,lower,20272.09,2025-03-04T15:10,492,78542,28005,78542,1.064,238592.5,88562.3
2025-03-04,placebo,lower,20092.81,2025-03-04T15:10,488,41105,1380,41105,0.51,68420.2,6847.8
2025-03-04,placebo,lower,20248.54,2025-03-04T15:08,492,76204,25549,76204,1.072,229575.1,82217.6
2025-03-04,placebo,lower,20083.53,2025-03-04T15:08,488,38076,976,38076,0.504,61907.2,5168.0
2025-03-04,placebo,lower,20062.5,2025-03-04T15:00,487,34383,360,34383,0.736,42587.6,2604.7
2025-03-04,placebo,lower,20087.51,2025-03-04T15:00,488,29129,424,29129,0.535,43728.3,2714.7
2025-03-04,placebo,lower,20347.51,2025-03-04T14:32,494,16481,3380,16481,4.255,53761.0,10303.5
2025-03-04,placebo,lower,20183.13,2025-03-04T14:32,490,7394,88,7394,0.784,15146.7,462.9
2025-03-04,placebo,lower,20358.22,2025-03-04T18:01,495,83765,314656,83765,1.285,253773.5,509094.2
2025-03-04,placebo,lower,20258.67,2025-03-04T18:01,492,215625,184461,215625,0.904,556843.6,436877.1
2025-03-04,placebo,lower,20249.15,2025-03-04T17:52,492,205731,182341,205731,0.907,544352.7,431192.0
2025-03-04,placebo,lower,20229.23,2025-03-04T17:52,491,279127,158459,279127,1.325,608079.1,410754.9
2025-03-04,placebo,upper,20379.18,2025-03-04T15:45,495,36997,108616,108616,1.105,145471.4,211446.9
2025-03-04,placebo,upper,20203.48,2025-03-04T15:45,491,128558,76155,76155,1.322,355476.3,205458.5
2025-03-04,placebo,upper,20195.06,2025-03-04T16:49,491,203604,140923,140923,1.476,538133.9,346164.8
2025-03-04,placebo,upper,20252.65,2025-03-04T16:49,492,150114,138627,138627,0.969,468339.8,299769.9
2025-03-04,placebo,upper,20345.88,2025-03-04T16:50,494,91375,188843,188843,1.327,333483.3,301909.7
2025-03-04,placebo,upper,20388.59,2025-03-04T16:50,495,40900,188527,188527,1.137,164692.4,279977.6
2025-03-04,placebo,upper,20232.5,2025-03-04T16:57,492,157507,149250,149250,0.974,480964.5,327327.0
2025-03-04,placebo,upper,20277.49,2025-03-04T16:57,493,122765,159837,159837,0.88,410409.1,313874.1
2025-03-04,placebo,upper,20274.39,2025-03-04T17:22,493,144579,184490,184490,0.926,451332.6,369212.0
2025-03-04,placebo,upper,20472.5,2025-03-04T17:22,497,10031,146030,146030,0.61,58108.2,155898.1
2025-03-04,placebo,upper,20305.96,2025-03-04T14:36,493,27071,6135,6135,2.353,85286.0,21590.3
2025-03-04,placebo,upper,20489.29,2025-03-04T14:36,498,648,5725,5725,0.458,3728.1,9455.1
2025-03-04,placebo,upper,20365.88,2025-03-04T14:38,495,13742,14133,14133,1.252,48009.7,43875.7
2025-03-04,placebo,upper,20347.69,2025-03-04T14:38,494,26455,11602,11602,2.518,84680.3,38680.0
2025-03-04,placebo,upper,20501.51,2025-03-04T17:28,498,7185,122758,122758,0.546,47263.5,106322.1
2025-03-04,placebo,upper,20530.33,2025-03-04T17:28,499,6981,170326,170326,1.506,49921.2,102240.1
2025-03-04,placebo,upper,20400.09,2025-03-04T18:47,496,93340,352944,352944,1.181,228098.1,514992.9
2025-03-04,placebo,upper,20437.59,2025-03-04T18:47,496,93340,352944,352944,1.181,228098.1,514992.9
2025-03-04,placebo,upper,20424.51,2025-03-04T18:12,496,54294,309017,309017,1.135,169368.2,434608.9
2025-03-04,placebo,upper,20542.3,2025-03-04T18:12,499,7888,246710,246710,1.545,53515.7,143465.8
2025-03-04,placebo,upper,20582.99,2025-03-04T18:13,500,5891,199615,199615,1.384,42568.1,101630.8
2025-03-04,placebo,upper,20593.48,2025-03-04T18:13,500,5891,199615,199615,1.384,42568.1,101630.8
2025-03-04,placebo,upper,20630.2,2025-03-04T19:07,501,9057,268920,268920,1.539,49407.7,143964.5
2025-03-04,placebo,upper,20538.32,2025-03-04T19:07,499,29838,378793,378793,1.707,91087.1,269073.4
