date,year,dow,atr14_prior,on_compressed
2021-05-26,2021,2,285.82142857142856,True
2021-05-27,2021,3,275.6428571428572,True
2021-05-28,2021,4,266.4107142857143,True
2021-05-31,2021,0,245.07142857142856,True
2021-06-01,2021,1,240.03846153846155,True
2021-06-02,2021,2,223.78846153846155,True
2021-06-03,2021,3,208.46153846153845,False
2021-06-04,2021,4,200.0192307692308,False
2021-06-07,2021,0,203.8846153846154,True
2021-06-08,2021,1,195.30769230769232,False
2021-06-09,2021,2,186.59615384615384,True
2021-06-10,2021,3,165.73076923076923,False
2021-06-11,2021,4,170.69230769230768,True
2021-06-14,2021,0,150.3846153846154,True
2021-06-15,2021,1,153.03846153846155,True
2021-06-16,2021,2,159.34615384615384,True
2021-06-17,2021,3,172.03846153846155,True
2021-06-18,2021,4,191.7692307692308,False
2021-06-21,2021,0,191.9821428571429,False
2021-06-22,2021,1,192.32142857142856,False
2021-06-23,2021,2,199.69642857142856,True
2021-06-24,2021,3,188.16071428571428,True
2021-06-25,2021,4,176.44642857142858,True
2021-06-28,2021,0,173.875,True
2021-06-29,2021,1,174.66071428571428,True
2021-06-30,2021,2,174.46428571428572,True
2021-07-01,2021,3,163.14285714285714,False
2021-07-02,2021,4,168.125,False
2021-07-05,2021,0,171.64285714285714,True
2021-07-06,2021,1,172.96153846153845,True
2021-07-07,2021,2,165.21153846153845,False
2021-07-08,2021,3,149.84615384615384,False
2021-07-09,2021,4,156.51923076923077,False
2021-07-12,2021,0,156.96153846153845,True
2021-07-13,2021,1,148.55769230769232,False
2021-07-14,2021,2,157.5,False
2021-07-15,2021,3,157.71153846153845,True
2021-07-16,2021,4,171.05769230769232,False
2021-07-19,2021,0,173.1346153846154,False
2021-07-20,2021,1,183.8653846153846,True
2021-07-21,2021,2,198.1346153846154,True
2021-07-22,2021,3,200.3653846153846,True
2021-07-23,2021,4,191.7692307692308,True
2021-07-26,2021,0,191.14285714285717,True
2021-07-27,2021,1,186.17857142857144,True
2021-07-28,2021,2,200.44642857142856,False
2021-07-29,2021,3,195.2321428571429,True
2021-07-30,2021,4,191.53571428571428,False
2021-08-02,2021,0,196.19642857142856,True
2021-08-03,2021,1,190.75,True
2021-08-04,2021,2,194.05357142857144,True
2021-08-05,2021,3,183.80357142857144,True
2021-08-06,2021,4,175.91071428571428,True
2021-08-09,2021,0,167.69642857142858,False
2021-08-10,2021,1,158.875,True
2021-08-11,2021,2,158.76785714285714,False
2021-08-12,2021,3,162.48214285714286,True
2021-08-13,2021,4,160.07142857142858,True
2021-08-16,2021,0,159.44642857142858,True
2021-08-17,2021,1,149.625,False
2021-08-18,2021,2,151.64285714285714,True
2021-08-19,2021,3,155.60714285714286,False
2021-08-20,2021,4,164.16071428571428,False
2021-08-23,2021,0,173.08928571428572,True
2021-08-24,2021,1,176.66071428571428,True
2021-08-25,2021,2,174.05357142857142,True
2021-08-26,2021,3,171.26785714285714,True
2021-08-27,2021,4,170.58928571428572,True
2021-08-30,2021,0,173.16071428571428,True
2021-08-31,2021,1,175.66071428571428,False
2021-09-01,2021,2,175.91071428571428,True
2021-09-02,2021,3,173.85714285714286,True
2021-09-03,2021,4,176.98214285714286,False
2021-09-06,2021,0,170.23214285714286,True
2021-09-07,2021,1,165.1153846153846,True
2021-09-08,2021,2,157.46153846153845,True
2021-09-09,2021,3,148.1346153846154,False
2021-09-10,2021,4,138.90384615384616,False
2021-09-13,2021,0,137.6153846153846,False
2021-09-14,2021,1,148.40384615384616,False
2021-09-15,2021,2,157.30769230769232,True
2021-09-16,2021,3,164.51923076923077,False
2021-09-17,2021,4,164.17307692307693,True
2021-09-20,2021,0,168.34615384615384,False
2021-09-21,2021,1,196.90384615384616,False
2021-09-22,2021,2,202.15384615384616,False
2021-09-23,2021,3,214.94230769230768,False
2021-09-24,2021,4,218.5192307692308,False
2021-09-27,2021,0,214.16071428571428,False
2021-09-28,2021,1,229.8571428571429,False
2021-09-29,2021,2,250.16071428571428,False
2021-09-30,2021,3,256.30357142857144,False
2021-10-01,2021,4,254.80357142857144,False
2021-10-04,2021,0,259.5357142857143,False
2021-10-05,2021,1,280.07142857142856,False
2021-10-06,2021,2,289.8928571428572,False
2021-10-07,2021,3,301.94642857142856,False
2021-10-08,2021,4,300.67857142857144,False
2021-10-11,2021,0,277.42857142857144,False
2021-10-12,2021,1,279.375,False
2021-10-13,2021,2,272.25,False
2021-10-14,2021,3,274.60714285714283,False
2021-10-15,2021,4,283.44642857142856,False
2021-10-18,2021,0,269.2857142857143,False
2021-10-19,2021,1,255.28571428571428,False
2021-10-20,2021,2,249.55357142857144,True
2021-10-21,2021,3,243.42857142857144,True
2021-10-22,2021,4,236.41071428571428,True
2021-10-25,2021,0,216.5892857142857,False
2021-10-26,2021,1,209.53571428571428,True
2021-10-27,2021,2,199.2142857142857,True
2021-10-28,2021,3,197.5,False
2021-10-29,2021,4,195.7142857142857,False
2021-11-01,2021,0,198.2321428571429,True
2021-11-02,2021,1,194.625,True
2021-11-03,2021,2,189.3392857142857,True
2021-11-04,2021,3,184.28571428571428,True
2021-11-05,2021,4,193.53571428571428,False
2021-11-08,2021,0,186.4642857142857,False
2021-11-09,2021,1,186.69642857142856,False
2021-11-10,2021,2,194.14285714285717,False
2021-11-11,2021,3,205.8392857142857,False
2021-11-12,2021,4,202.14285714285717,True
2021-11-15,2021,0,199.7142857142857,True
2021-11-16,2021,1,199.44642857142856,True
2021-11-17,2021,2,197.41071428571428,True
2021-11-18,2021,3,193.57142857142856,False
2021-11-19,2021,4,189.89285714285717,False
2021-11-22,2021,0,189.32142857142856,True
2021-11-23,2021,1,207.875,False
2021-11-24,2021,2,214.28571428571428,False
2021-11-25,2021,3,215.7142857142857,True
2021-11-26,2021,4,220.2692307692308,False
2021-11-29,2021,0,227.125,False
2021-11-30,2021,1,241.125,False
2021-12-01,2021,2,244.54166666666663,False
2021-12-02,2021,3,280.4583333333333,False
2021-12-03,2021,4,288.125,False
2021-12-06,2021,0,320.5833333333333,False
2021-12-07,2021,1,333.6041666666667,False
2021-12-08,2021,2,366.375,False
2021-12-09,2021,3,365.1666666666667,False
2021-12-10,2021,4,377.0416666666667,False
2021-12-13,2021,0,361.2916666666667,False
2021-12-14,2021,1,364.6458333333333,False
2021-12-15,2021,2,375.6666666666667,False
2021-12-16,2021,3,389.63461538461536,False
2021-12-17,2021,4,409.2321428571428,False
2021-12-20,2021,0,402.44642857142856,False
2021-12-21,2021,1,400.4642857142857,False
2021-12-22,2021,2,387.125,False
2021-12-23,2021,3,386.5892857142857,True
2021-12-27,2021,0,359.94642857142856,True
2021-12-28,2021,1,354.32142857142856,False
2021-12-29,2021,2,332.0,False
2021-12-30,2021,3,331.3928571428572,False
2021-12-31,2021,4,322.5,False
2022-01-03,2022,0,318.8392857142857,False
2022-01-04,2022,1,309.23214285714283,True
2022-01-05,2022,2,311.07142857142856,False
2022-01-06,2022,3,307.69642857142856,False
2022-01-07,2022,4,281.5,False
2022-01-10,2022,0,284.2142857142857,False
2022-01-11,2022,1,295.4107142857143,False
2022-01-12,2022,2,294.0357142857143,False
2022-01-13,2022,3,290.5178571428572,False
2022-01-14,2022,4,312.7142857142857,False
2022-01-17,2022,0,315.23214285714283,False
2022-01-18,2022,1,323.53846153846155,False
2022-01-19,2022,2,343.21153846153845,False
2022-01-20,2022,3,357.9230769230769,False
2022-01-21,2022,4,386.6538461538461,False
2022-01-24,2022,0,404.96153846153845,False
2022-01-25,2022,1,439.6923076923077,False
2022-01-26,2022,2,437.7692307692308,False
2022-01-27,2022,3,468.3076923076923,False
2022-01-28,2022,4,485.38461538461536,False
2022-01-31,2022,0,492.36538461538464,False
2022-02-01,2022,1,507.63461538461536,False
2022-02-02,2022,2,510.9807692307692,False
2022-02-03,2022,3,495.36538461538464,False
2022-02-04,2022,4,504.5384615384616,False
2022-02-07,2022,0,501.57142857142856,False
2022-02-08,2022,1,491.7321428571428,False
2022-02-09,2022,2,488.94642857142856,False
2022-02-10,2022,3,473.19642857142856,False
2022-02-11,2022,4,472.9285714285714,False
2022-02-14,2022,0,452.19642857142856,False
2022-02-15,2022,1,443.4821428571428,False
2022-02-16,2022,2,421.8571428571428,False
2022-02-17,2022,3,402.0535714285714,False
2022-02-18,2022,4,392.3571428571428,False
2022-02-21,2022,0,380.3035714285714,False
2022-02-22,2022,1,387.2307692307692,False
2022-02-23,2022,2,403.34615384615387,False
2022-02-24,2022,3,415.6923076923077,False
2022-02-25,2022,4,453.7307692307692,False
2022-02-28,2022,0,463.88461538461536,False
2022-03-01,2022,1,487.0192307692308,False
2022-03-02,2022,2,496.59615384615387,False
2022-03-03,2022,3,491.84615384615387,False
2022-03-04,2022,4,480.3269230769231,False
2022-03-07,2022,0,479.5384615384616,False
2022-03-08,2022,1,492.96153846153845,False
2022-03-09,2022,2,514.1346153846154,False
2022-03-10,2022,3,524.4807692307693,False
2022-03-11,2022,4,523.6346153846154,False
2022-03-14,2022,0,527.5892857142857,False
2022-03-15,2022,1,520.7321428571429,False
2022-03-16,2022,2,518.5714285714286,False
2022-03-17,2022,3,488.7678571428572,False
2022-03-18,2022,4,479.9285714285714,False
2022-03-21,2022,0,469.0892857142857,False
2022-03-22,2022,1,458.75,False
2022-03-23,2022,2,460.0892857142857,False
2022-03-24,2022,3,446.1785714285714,False
2022-03-25,2022,4,444.9285714285714,False
2022-03-28,2022,0,423.6428571428572,False
2022-03-29,2022,1,406.9642857142857,False
2022-03-30,2022,2,385.9821428571428,False
2022-03-31,2022,3,376.57142857142856,False
2022-04-01,2022,4,358.44642857142856,True
2022-04-04,2022,0,344.375,False
2022-04-05,2022,1,331.6607142857143,False
2022-04-06,2022,2,322.9107142857143,False
2022-04-07,2022,3,334.5892857142857,False
2022-04-08,2022,4,324.5357142857143,False
2022-04-11,2022,0,328.0178571428572,False
2022-04-12,2022,1,328.0178571428572,False
2022-04-13,2022,2,339.57142857142856,False
2022-04-14,2022,3,340.30357142857144,False
2022-04-18,2022,0,350.5,False
2022-04-19,2022,1,346.48214285714283,False
2022-04-20,2022,2,353.75,False
2022-04-21,2022,3,360.2857142857143,False
2022-04-22,2022,4,380.125,False
2022-04-25,2022,0,394.8392857142857,False
2022-04-26,2022,1,394.3571428571428,False
2022-04-27,2022,2,405.7678571428572,False
2022-04-28,2022,3,399.375,False
2022-04-29,2022,4,413.1071428571428,False
2022-05-02,2022,0,432.3571428571428,False
2022-05-03,2022,1,430.57142857142856,False
2022-05-04,2022,2,417.1607142857143,True
2022-05-05,2022,3,440.5,False
2022-05-06,2022,4,471.3571428571428,False
2022-05-09,2022,0,481.125,False
2022-05-10,2022,1,487.4107142857143,False
2022-05-11,2022,2,494.7857142857143,False
2022-05-12,2022,3,495.625,False
2022-05-13,2022,4,495.82142857142856,False
2022-05-16,2022,0,508.7678571428572,False
2022-05-17,2022,1,489.5535714285714,False
2022-05-18,2022,2,487.19642857142856,False
2022-05-19,2022,3,501.3035714285714,False
2022-05-20,2022,4,484.9821428571428,False
2022-05-23,2022,0,501.6428571428572,False
2022-05-24,2022,1,505.57142857142856,False
2022-05-25,2022,2,481.9642857142857,False
2022-05-26,2022,3,447.7678571428572,False
2022-05-27,2022,4,453.8392857142857,False
2022-05-30,2022,0,450.9285714285714,False
2022-05-31,2022,1,451.4038461538461,False
2022-06-01,2022,2,430.71153846153845,False
2022-06-02,2022,3,424.9423076923077,False
2022-06-03,2022,4,418.5,False
2022-06-06,2022,0,428.7884615384616,False
2022-06-07,2022,1,424.09615384615387,False
2022-06-08,2022,2,394.96153846153845,True
2022-06-09,2022,3,381.96153846153845,False
2022-06-10,2022,4,370.46153846153845,False
2022-06-13,2022,0,389.34615384615387,False
2022-06-14,2022,1,400.5384615384616,False
2022-06-15,2022,2,395.5,False
2022-06-16,2022,3,390.96153846153845,False
2022-06-17,2022,4,409.7692307692308,False
2022-06-20,2022,0,400.2857142857143,False
2022-06-21,2022,1,404.4807692307692,False
2022-06-22,2022,2,397.63461538461536,False
2022-06-23,2022,3,395.21153846153845,False
2022-06-24,2022,4,384.75,False
2022-06-27,2022,0,398.63461538461536,False
2022-06-28,2022,1,394.0192307692308,False
2022-06-29,2022,2,417.3269230769231,True
2022-06-30,2022,3,396.4423076923077,False
2022-07-01,2022,4,383.36538461538464,False
2022-07-04,2022,0,364.96153846153845,True
2022-07-05,2022,1,370.5,False
2022-07-06,2022,2,369.6458333333333,False
2022-07-07,2022,3,331.375,False
2022-07-08,2022,4,335.9583333333333,False
2022-07-11,2022,0,330.0,False
2022-07-12,2022,1,331.3076923076923,False
2022-07-13,2022,2,322.71153846153845,False
2022-07-14,2022,3,336.90384615384613,False
2022-07-15,2022,4,326.15384615384613,False
2022-07-18,2022,0,326.5576923076923,False
2022-07-19,2022,1,312.9230769230769,False
2022-07-20,2022,2,329.3076923076923,True
2022-07-21,2022,3,324.38461538461536,False
2022-07-22,2022,4,326.2692307692308,True
2022-07-25,2022,0,328.30357142857144,True
2022-07-26,2022,1,314.48214285714283,True
2022-07-27,2022,2,315.3928571428572,False
2022-07-28,2022,3,327.2678571428572,False
2022-07-29,2022,4,331.3392857142857,False
2022-08-01,2022,0,329.2678571428572,True
2022-08-02,2022,1,325.23214285714283,False
2022-08-03,2022,2,310.3392857142857,False
2022-08-04,2022,3,318.85714285714283,True
2022-08-05,2022,4,311.5892857142857,False
2022-08-08,2022,0,309.44642857142856,False
2022-08-09,2022,1,302.3928571428572,False
2022-08-10,2022,2,301.5892857142857,False
2022-08-11,2022,3,312.55357142857144,False
2022-08-12,2022,4,307.92857142857144,True
2022-08-15,2022,0,310.73214285714283,True
2022-08-16,2022,1,307.2678571428572,True
2022-08-17,2022,2,287.25,False
2022-08-18,2022,3,283.69642857142856,False
2022-08-19,2022,4,276.3392857142857,False
2022-08-22,2022,0,279.82142857142856,False
2022-08-23,2022,1,284.80357142857144,False
2022-08-24,2022,2,267.0892857142857,True
2022-08-25,2022,3,268.10714285714283,False
2022-08-26,2022,4,263.60714285714283,False
2022-08-29,2022,0,285.3928571428572,True
2022-08-30,2022,1,280.98214285714283,False
2022-08-31,2022,2,279.8928571428572,False
2022-09-01,2022,3,276.0892857142857,False
2022-09-02,2022,4,276.8392857142857,False
2022-09-05,2022,0,291.875,True
2022-09-06,2022,1,297.5576923076923,True
2022-09-07,2022,2,301.3076923076923,False
2022-09-08,2022,3,318.2307692307692,False
2022-09-09,2022,4,315.0,False
2022-09-12,2022,0,309.78846153846155,False
2022-09-13,2022,1,315.1730769230769,False
2022-09-14,2022,2,370.5,True
2022-09-15,2022,3,365.59615384615387,True
2022-09-16,2022,4,344.63461538461536,True
2022-09-19,2022,0,342.2307692307692,False
2022-09-20,2022,1,328.9807692307692,False
2022-09-21,2022,2,331.09615384615387,True
2022-09-22,2022,3,343.0769230769231,False
2022-09-23,2022,4,332.6730769230769,False
2022-09-26,2022,0,335.42857142857144,False
2022-09-27,2022,1,333.05357142857144,False
2022-09-28,2022,2,329.48214285714283,False
2022-09-29,2022,3,344.35714285714283,False
2022-09-30,2022,4,358.0357142857143,False
2022-10-03,2022,0,362.8928571428572,False
2022-10-04,2022,1,331.6607142857143,False
2022-10-05,2022,2,347.42857142857144,False
2022-10-06,2022,3,348.375,False
2022-10-07,2022,4,350.4107142857143,False
2022-10-10,2022,0,370.6071428571428,False
2022-10-11,2022,1,370.2857142857143,False
2022-10-12,2022,2,358.48214285714283,True
2022-10-13,2022,3,350.2857142857143,False
2022-10-14,2022,4,370.7678571428572,False
2022-10-17,2022,0,388.3035714285714,False
2022-10-18,2022,1,395.3392857142857,False
2022-10-19,2022,2,386.6428571428572,False
2022-10-20,2022,3,376.5,False
2022-10-21,2022,4,375.625,False
2022-10-24,2022,0,373.57142857142856,False
2022-10-25,2022,1,368.5,True
2022-10-26,2022,2,365.125,True
2022-10-27,2022,3,369.7321428571428,False
2022-10-28,2022,4,355.1607142857143,False
2022-10-31,2022,0,375.4285714285714,True
2022-11-01,2022,1,372.25,False
2022-11-02,2022,2,381.6785714285714,True
2022-11-03,2022,3,372.0535714285714,False
2022-11-04,2022,4,355.0,False
2022-11-07,2022,0,348.2142857142857,False
2022-11-08,2022,1,343.73214285714283,True
2022-11-09,2022,2,341.5,False
2022-11-10,2022,3,343.0178571428572,False
2022-11-11,2022,4,371.44642857142856,False
2022-11-14,2022,0,370.375,True
2022-11-15,2022,1,363.1785714285714,False
2022-11-16,2022,2,369.3571428571428,True
2022-11-17,2022,3,365.0178571428572,False
2022-11-18,2022,4,347.57142857142856,False
2022-11-21,2022,0,348.1607142857143,False
2022-11-22,2022,1,341.0,True
2022-11-23,2022,2,320.25,True
2022-11-24,2022,3,312.0178571428572,True
2022-11-25,2022,4,310.0,True
2022-11-28,2022,0,311.875,True
2022-11-29,2022,1,304.4375,True
2022-11-30,2022,2,295.8958333333333,True
2022-12-01,2022,3,272.5,True
2022-12-02,2022,4,263.6875,False
2022-12-05,2022,0,274.5833333333333,True
2022-12-06,2022,1,267.3541666666667,True
2022-12-07,2022,2,274.6666666666667,False
2022-12-08,2022,3,264.2083333333333,False
2022-12-09,2022,4,265.6041666666667,False
2022-12-12,2022,0,267.9375,True
2022-12-13,2022,1,274.1041666666667,False
2022-12-14,2022,2,304.8541666666667,True
2022-12-15,2022,3,307.59615384615387,False
2022-12-16,2022,4,320.9107142857143,False
2022-12-19,2022,0,321.10714285714283,True
2022-12-20,2022,1,323.94642857142856,False
2022-12-21,2022,2,298.7678571428572,True
2022-12-22,2022,3,299.2678571428572,False
2022-12-23,2022,4,312.625,False
2022-12-27,2022,1,309.5178571428572,True
2022-12-28,2022,2,305.48214285714283,True
2022-12-29,2022,3,310.05357142857144,True
2022-12-30,2022,4,313.0,True
2023-01-03,2023,1,309.4107142857143,False
2023-01-04,2023,2,311.5892857142857,True
2023-01-05,2023,3,287.5357142857143,False
2023-01-06,2023,4,280.48214285714283,False
2023-01-09,2023,0,274.82142857142856,True
2023-01-10,2023,1,278.3392857142857,True
2023-01-11,2023,2,272.125,True
2023-01-12,2023,3,274.7142857142857,False
2023-01-13,2023,4,280.42857142857144,True
2023-01-16,2023,0,260.1607142857143,True
2023-01-17,2023,1,262.7307692307692,True
2023-01-18,2023,2,252.48076923076923,True
2023-01-19,2023,3,256.4230769230769,True
2023-01-20,2023,4,247.53846153846155,True
2023-01-23,2023,0,258.36538461538464,True
2023-01-24,2023,1,258.0,True
2023-01-25,2023,2,251.1346153846154,False
2023-01-26,2023,3,261.15384615384613,False
2023-01-27,2023,4,248.0192307692308,True
2023-01-30,2023,0,250.1153846153846,False
2023-01-31,2023,1,257.78846153846155,True
2023-02-01,2023,2,261.2692307692308,True
2023-02-02,2023,3,274.5192307692308,False
2023-02-03,2023,4,290.0769230769231,False
2023-02-06,2023,0,292.69642857142856,True
2023-02-07,2023,1,292.57142857142856,True
2023-02-08,2023,2,297.5892857142857,True
2023-02-09,2023,3,305.9642857142857,False
2023-02-10,2023,4,308.85714285714283,False
2023-02-13,2023,0,299.98214285714283,False
2023-02-14,2023,1,313.2678571428572,False
2023-02-15,2023,2,307.875,True
2023-02-16,2023,3,305.4642857142857,False
2023-02-17,2023,4,307.2142857142857,True
2023-02-20,2023,0,300.67857142857144,True
2023-02-21,2023,1,301.88461538461536,False
2023-02-22,2023,2,288.6730769230769,True
2023-02-23,2023,3,267.4230769230769,True
2023-02-24,2023,4,260.1730769230769,False
2023-02-27,2023,0,270.84615384615387,False
2023-02-28,2023,1,258.5576923076923,True
2023-03-01,2023,2,246.82692307692307,False
2023-03-02,2023,3,235.67307692307693,False
2023-03-03,2023,4,239.94230769230768,True
2023-03-06,2023,0,240.5192307692308,True
2023-03-07,2023,1,233.8653846153846,True
2023-03-08,2023,2,236.07692307692307,True
2023-03-09,2023,3,222.94230769230768,True
2023-03-10,2023,4,236.44230769230768,False
2023-03-13,2023,0,241.9821428571429,False
2023-03-14,2023,1,259.8392857142857,False
2023-03-15,2023,2,277.4107142857143,False
2023-03-16,2023,3,283.0,True
2023-03-17,2023,4,292.30357142857144,True
2023-03-20,2023,0,295.32142857142856,False
2023-03-21,2023,1,301.1428571428572,True
2023-03-22,2023,2,301.48214285714283,True
2023-03-23,2023,3,310.2142857142857,False
2023-03-24,2023,4,312.17857142857144,False
2023-03-27,2023,0,310.9107142857143,True
2023-03-28,2023,1,309.48214285714283,True
2023-03-29,2023,2,313.2678571428572,False
2023-03-30,2023,3,304.4107142857143,True
2023-03-31,2023,4,294.85714285714283,True
2023-04-03,2023,0,274.48214285714283,True
2023-04-04,2023,1,254.64285714285717,True
2023-04-05,2023,2,245.3392857142857,True
2023-04-06,2023,3,232.44642857142856,True
2023-04-10,2023,0,232.16071428571428,False
2023-04-11,2023,1,232.94642857142856,True
2023-04-12,2023,2,228.19642857142856,False
2023-04-13,2023,3,222.3392857142857,True
2023-04-14,2023,4,219.89285714285717,True
2023-04-17,2023,0,220.2321428571429,True
2023-04-18,2023,1,214.67857142857144,True
2023-04-19,2023,2,211.92857142857144,True
2023-04-20,2023,3,205.4821428571429,False
2023-04-21,2023,4,205.3392857142857,True
2023-04-24,2023,0,197.16071428571428,True
2023-04-25,2023,1,200.16071428571428,True
2023-04-26,2023,2,205.375,True
2023-04-27,2023,3,198.75,True
2023-04-28,2023,4,204.42857142857144,True
2023-05-01,2023,0,198.67857142857144,True
2023-05-02,2023,1,195.55357142857144,True
2023-05-03,2023,2,189.875,True
2023-05-04,2023,3,184.0892857142857,True
2023-05-05,2023,4,182.25,True
2023-05-08,2023,0,193.82142857142856,True
2023-05-09,2023,1,190.44642857142856,True
2023-05-10,2023,2,185.78571428571428,False
2023-05-11,2023,3,190.4821428571429,True
2023-05-12,2023,4,188.28571428571428,True
2023-05-15,2023,0,189.5,True
2023-05-16,2023,1,180.67857142857144,True
2023-05-17,2023,2,179.23214285714286,True
2023-05-18,2023,3,170.48214285714286,True
2023-05-19,2023,4,178.89285714285714,True
2023-05-22,2023,0,181.3571428571429,True
2023-05-23,2023,1,176.21428571428572,False
2023-05-24,2023,2,179.625,False
2023-05-25,2023,3,180.91071428571428,False
2023-05-26,2023,4,175.55357142857142,True
2023-05-29,2023,0,199.16071428571428,True
2023-05-30,2023,1,207.05769230769232,False
2023-05-31,2023,2,206.23076923076923,True
2023-06-01,2023,3,211.53846153846155,True
2023-06-02,2023,4,218.94230769230768,True
2023-06-05,2023,0,221.21153846153845,True
2023-06-06,2023,1,225.34615384615384,True
2023-06-07,2023,2,219.53846153846155,True
2023-06-08,2023,3,226.96153846153845,True
2023-06-09,2023,4,236.25,True
2023-06-12,2023,0,242.0,False
2023-06-13,2023,1,254.8653846153846,False
2023-06-14,2023,2,254.78846153846155,True
2023-06-15,2023,3,255.69230769230768,False
2023-06-16,2023,4,250.3846153846154,False
2023-06-19,2023,0,248.0,True
2023-06-20,2023,1,249.1346153846154,True
2023-06-21,2023,2,249.6346153846154,True
2023-06-22,2023,3,248.94230769230768,True
2023-06-23,2023,4,256.21153846153845,False
2023-06-26,2023,0,261.5,False
2023-06-27,2023,1,275.3269230769231,True
2023-06-28,2023,2,268.21153846153845,True
2023-06-29,2023,3,262.90384615384613,True
2023-06-30,2023,4,258.8269230769231,False
2023-07-03,2023,0,246.6153846153846,True
2023-07-04,2023,1,251.47916666666663,True
2023-07-05,2023,2,252.52272727272728,True
2023-07-06,2023,3,234.5,False
2023-07-07,2023,4,237.9090909090909,False
