date,book_pnl,book_cum
2021-09-10,1175.0,9780.0
2021-09-13,-3770.0,6010.0
2021-09-14,620.0,6630.0
2021-09-15,420.0,7050.0
2021-09-16,45.0,7095.0
2021-09-17,180.0,7275.0
2021-09-20,-3655.0,3620.0
2021-09-23,-240.0,3380.0
2021-09-24,65.0,3445.0
2021-09-27,720.0,4165.0
2021-09-28,720.0,4885.0
2021-10-04,-4240.0,645.0
2021-10-05,-550.0,95.0
2021-10-06,240.0,335.0
2021-10-11,-110.0,225.0
2021-10-12,35.0,260.0
2021-10-14,-1500.0,-1240.0
2021-10-18,4045.0,2805.0
2021-10-21,560.0,3365.0
2021-10-22,175.0,3540.0
2021-10-25,1890.0,5430.0
2021-10-27,-830.0,4600.0
2021-10-28,-65.0,4535.0
2021-10-29,-35.0,4500.0
2021-11-01,15.0,4515.0
2021-11-02,80.0,4595.0
2021-11-03,260.0,4855.0
2021-11-04,15.0,4870.0
2021-11-08,-585.0,4285.0
2021-11-09,385.0,4670.0
2021-11-10,-1085.0,3585.0
2021-11-11,785.0,4370.0
2021-11-12,455.0,4825.0
2021-11-15,-1800.0,3025.0
2021-11-16,-140.0,2885.0
2021-11-22,-2480.0,405.0
2021-11-23,30.0,435.0
2021-11-24,540.0,975.0
2021-11-29,2820.0,3795.0
2021-11-30,515.0,4310.0
2021-12-01,2630.0,6940.0
2021-12-02,-225.0,6715.0
2021-12-03,-770.0,5945.0
2021-12-06,3005.0,8950.0
2021-12-07,-3525.0,5425.0
2021-12-09,665.0,6090.0
2021-12-13,-2745.0,3345.0
2021-12-16,-1070.0,2275.0
2021-12-17,-575.0,1700.0
2021-12-20,300.0,2000.0
2021-12-21,-650.0,1350.0
2021-12-22,50.0,1400.0
2021-12-23,-460.0,940.0
2021-12-27,3845.0,4785.0
2021-12-28,-110.0,4675.0
2022-01-03,1620.0,6295.0
2022-01-04,-1270.0,5025.0
2022-01-05,1265.0,6290.0
2022-01-06,-330.0,5960.0
2022-01-07,475.0,6435.0
2022-01-10,2895.0,9330.0
2022-01-11,100.0,9430.0
2022-01-13,735.0,10165.0
2022-01-14,1180.0,11345.0
2022-01-21,890.0,12235.0
2022-01-24,3060.0,15295.0
2022-01-25,-3500.0,11795.0
2022-01-26,3560.0,15355.0
2022-01-27,235.0,15590.0
2022-01-31,5910.0,21500.0
2022-02-04,335.0,21835.0
2022-02-07,-2665.0,19170.0
2022-02-11,20.0,19190.0
2022-02-14,1125.0,20315.0
2022-02-17,795.0,21110.0
2022-02-23,145.0,21255.0
2022-02-24,625.0,21880.0
2022-02-28,1215.0,23095.0
2022-03-01,350.0,23445.0
2022-03-02,490.0,23935.0
2022-03-03,105.0,24040.0
2022-03-04,-850.0,23190.0
2022-03-07,-8610.0,14580.0
2022-03-09,-1235.0,13345.0
2022-03-14,-3665.0,9680.0
2022-03-15,1180.0,10860.0
2022-03-17,-155.0,10705.0
2022-03-18,1105.0,11810.0
2022-03-21,-1650.0,10160.0
2022-03-22,-40.0,10120.0
2022-03-24,1090.0,11210.0
2022-03-28,4235.0,15445.0
2022-04-04,4940.0,20385.0
2022-04-05,965.0,21350.0
2022-04-11,-2915.0,18435.0
2022-04-12,2465.0,20900.0
2022-04-13,740.0,21640.0
2022-04-14,150.0,21790.0
2022-04-18,40.0,21830.0
2022-04-19,1185.0,23015.0
2022-04-20,-945.0,22070.0
2022-04-21,-160.0,21910.0
2022-04-22,-685.0,21225.0
2022-04-25,5135.0,26360.0
2022-04-26,2440.0,28800.0
2022-04-28,2335.0,31135.0
2022-04-29,965.0,32100.0
2022-05-02,2490.0,34590.0
2022-05-04,2410.0,37000.0
2022-05-05,1905.0,38905.0
2022-05-09,-3965.0,34940.0
2022-05-10,4600.0,39540.0
2022-05-11,500.0,40040.0
2022-05-13,1405.0,41445.0
2022-05-16,-1715.0,39730.0
2022-05-18,215.0,39945.0
2022-05-20,-1735.0,38210.0
2022-05-23,1895.0,40105.0
2022-05-25,360.0,40465.0
2022-05-26,-1030.0,39435.0
2022-05-27,745.0,40180.0
2022-06-02,30.0,40210.0
2022-06-06,-2675.0,37535.0
2022-06-07,485.0,38020.0
2022-06-13,-3640.0,34380.0
2022-06-16,-1390.0,32990.0
2022-06-17,360.0,33350.0
2022-06-21,-75.0,33275.0
2022-06-22,-1405.0,31870.0
2022-06-24,-35.0,31835.0
2022-06-27,-2790.0,29045.0
2022-06-28,80.0,29125.0
2022-07-05,680.0,29805.0
2022-07-06,315.0,30120.0
2022-07-07,115.0,30235.0
2022-07-08,-460.0,29775.0
2022-07-11,-3175.0,26600.0
2022-07-12,1470.0,28070.0
2022-07-13,-980.0,27090.0
2022-07-14,350.0,27440.0
2022-07-18,-4740.0,22700.0
2022-07-19,90.0,22790.0
2022-07-20,840.0,23630.0
2022-07-21,145.0,23775.0
2022-07-22,-840.0,22935.0
2022-07-25,-2365.0,20570.0
2022-07-26,90.0,20660.0
2022-07-27,-295.0,20365.0
2022-07-28,145.0,20510.0
2022-07-29,605.0,21115.0
2022-08-01,1050.0,22165.0
2022-08-03,-135.0,22030.0
2022-08-08,-1990.0,20040.0
2022-08-10,190.0,20230.0
2022-08-11,-15.0,20215.0
2022-08-12,375.0,20590.0
2022-08-15,3365.0,23955.0
2022-08-19,-440.0,23515.0
2022-08-22,-4070.0,19445.0
2022-08-26,420.0,19865.0
2022-08-29,1265.0,21130.0
2022-08-30,-1010.0,20120.0
2022-08-31,-805.0,19315.0
2022-09-02,-165.0,19150.0
2022-09-06,-240.0,18910.0
2022-09-07,580.0,19490.0
2022-09-09,315.0,19805.0
2022-09-12,1775.0,21580.0
2022-09-13,1205.0,22785.0
2022-09-19,5245.0,28030.0
2022-09-21,-4645.0,23385.0
2022-09-23,-1710.0,21675.0
2022-09-26,-40.0,21635.0
2022-09-27,570.0,22205.0
2022-09-28,845.0,23050.0
2022-09-29,-1095.0,21955.0
2022-10-03,4185.0,26140.0
2022-10-04,-3510.0,22630.0
2022-10-05,420.0,23050.0
2022-10-07,740.0,23790.0
2022-10-10,-1970.0,21820.0
2022-10-13,-320.0,21500.0
2022-10-14,180.0,21680.0
2022-10-17,1635.0,23315.0
2022-10-18,3055.0,26370.0
2022-10-21,1200.0,27570.0
2022-10-24,2760.0,30330.0
2022-10-25,815.0,31145.0
2022-10-27,-560.0,30585.0
2022-10-28,140.0,30725.0
2022-10-31,-390.0,30335.0
2022-11-01,550.0,30885.0
2022-11-02,2585.0,33470.0
2022-11-04,280.0,33750.0
2022-11-07,1680.0,35430.0
2022-11-09,-700.0,34730.0
2022-11-10,-685.0,34045.0
2022-11-11,-800.0,33245.0
2022-11-14,475.0,33720.0
2022-11-15,900.0,34620.0
2022-11-17,-930.0,33690.0
2022-11-18,-835.0,32855.0
2022-11-21,-1355.0,31500.0
2022-11-23,110.0,31610.0
2022-11-28,-2070.0,29540.0
2022-11-29,-110.0,29430.0
2022-11-30,1555.0,30985.0
2022-12-02,425.0,31410.0
2022-12-05,-2775.0,28635.0
2022-12-06,485.0,29120.0
2022-12-13,3780.0,32900.0
2022-12-14,-100.0,32800.0
2022-12-15,-255.0,32545.0
2022-12-16,-810.0,31735.0
2022-12-19,-3975.0,27760.0
2022-12-21,-340.0,27420.0
2022-12-22,-1035.0,26385.0
2022-12-27,-355.0,26030.0
2022-12-28,535.0,26565.0
2022-12-29,315.0,26880.0
2023-01-03,-165.0,26715.0
2023-01-06,-180.0,26535.0
2023-01-09,180.0,26715.0
2023-01-10,-175.0,26540.0
2023-01-11,390.0,26930.0
2023-01-13,595.0,27525.0
2023-01-18,110.0,27635.0
2023-01-20,540.0,28175.0
2023-01-23,4290.0,32465.0
2023-01-25,110.0,32575.0
2023-01-26,1995.0,34570.0
2023-01-27,300.0,34870.0
2023-01-30,-1215.0,33655.0
2023-01-31,-685.0,32970.0
2023-02-01,1700.0,34670.0
2023-02-02,-2365.0,32305.0
2023-02-06,-70.0,32235.0
2023-02-07,920.0,33155.0
2023-02-08,620.0,33775.0
2023-02-09,2670.0,36445.0
2023-02-13,3135.0,39580.0
2023-02-14,110.0,39690.0
2023-02-15,40.0,39730.0
2023-02-16,-2790.0,36940.0
2023-02-21,305.0,37245.0
2023-02-23,2825.0,40070.0
2023-02-27,-1335.0,38735.0
2023-03-01,65.0,38800.0
2023-03-02,325.0,39125.0
2023-03-03,10.0,39135.0
2023-03-06,-695.0,38440.0
2023-03-07,-205.0,38235.0
2023-03-09,1520.0,39755.0
2023-03-10,325.0,40080.0
2023-03-13,3200.0,43280.0
2023-03-15,15.0,43295.0
2023-03-16,725.0,44020.0
2023-03-17,-720.0,43300.0
2023-03-20,910.0,44210.0
2023-03-23,-2850.0,41360.0
2023-03-27,-2040.0,39320.0
2023-03-28,-95.0,39225.0
2023-03-31,990.0,40215.0
2023-04-03,990.0,41205.0
2023-04-04,0.0,41205.0
2023-04-05,355.0,41560.0
2023-04-06,50.0,41610.0
2023-04-10,1415.0,43025.0
2023-04-12,965.0,43990.0
2023-04-13,205.0,44195.0
2023-04-17,200.0,44395.0
2023-04-18,-280.0,44115.0
2023-04-19,-140.0,43975.0
2023-04-24,-545.0,43430.0
2023-04-25,-70.0,43360.0
2023-04-26,-155.0,43205.0
2023-04-27,-880.0,42325.0
2023-04-28,15.0,42340.0
2023-05-01,10.0,42350.0
2023-05-02,55.0,42405.0
2023-05-05,-2690.0,39715.0
2023-05-08,545.0,40260.0
2023-05-10,910.0,41170.0
2023-05-12,-325.0,40845.0
2023-05-15,770.0,41615.0
2023-05-16,-15.0,41600.0
2023-05-17,160.0,41760.0
2023-05-18,585.0,42345.0
2023-05-22,430.0,42775.0
2023-05-23,15.0,42790.0
2023-05-25,515.0,43305.0
2023-05-26,135.0,43440.0
2023-05-30,1330.0,44770.0
2023-06-01,-460.0,44310.0
2023-06-05,585.0,44895.0
2023-06-07,315.0,45210.0
2023-06-08,65.0,45275.0
2023-06-12,3490.0,48765.0
2023-06-15,-425.0,48340.0
2023-06-16,340.0,48680.0
2023-06-22,-625.0,48055.0
2023-06-26,-2490.0,45565.0
2023-06-27,535.0,46100.0
2023-06-28,-415.0,45685.0
2023-06-30,-1550.0,44135.0
2023-07-05,185.0,44320.0
2023-07-07,-975.0,43345.0
2023-07-10,-265.0,43080.0
2023-07-12,-590.0,42490.0
2023-07-13,30.0,42520.0
2023-07-17,3320.0,45840.0
2023-07-18,70.0,45910.0
2023-07-20,1060.0,46970.0
2023-07-21,430.0,47400.0
2023-07-24,-645.0,46755.0
2023-07-25,220.0,46975.0
2023-07-27,765.0,47740.0
2023-07-28,-2155.0,45585.0
2023-07-31,-960.0,44625.0
2023-08-02,1090.0,45715.0
2023-08-03,-720.0,44995.0
2023-08-04,-105.0,44890.0
2023-08-07,410.0,45300.0
2023-08-09,445.0,45745.0
2023-08-10,-615.0,45130.0
2023-08-14,3845.0,48975.0
2023-08-17,275.0,49250.0
2023-08-18,115.0,49365.0
2023-08-21,4050.0,53415.0
2023-08-22,35.0,53450.0
2023-08-23,405.0,53855.0
2023-08-24,6590.0,60445.0
2023-08-25,325.0,60770.0
2023-08-28,-575.0,60195.0
2023-08-29,425.0,60620.0
2023-08-30,-310.0,60310.0
2023-09-01,-470.0,59840.0
2023-09-05,-720.0,59120.0
2023-09-06,230.0,59350.0
2023-09-07,-100.0,59250.0
2023-09-11,1240.0,60490.0
2023-09-12,145.0,60635.0
2023-09-15,-505.0,60130.0
2023-09-18,640.0,60770.0
2023-09-20,865.0,61635.0
2023-09-25,1390.0,63025.0
2023-09-26,595.0,63620.0
2023-09-28,1315.0,64935.0
2023-09-29,585.0,65520.0
2023-10-02,1350.0,66870.0
2023-10-03,630.0,67500.0
2023-10-04,900.0,68400.0
2023-10-06,275.0,68675.0
2023-10-09,3285.0,71960.0
2023-10-12,-455.0,71505.0
2023-10-13,445.0,71950.0
2023-10-16,2910.0,74860.0
2023-10-19,-95.0,74765.0
2023-10-20,190.0,74955.0
2023-10-23,1590.0,76545.0
2023-10-25,-245.0,76300.0
2023-10-26,1020.0,77320.0
2023-10-27,-660.0,76660.0
2023-10-30,1440.0,78100.0
2023-11-01,1390.0,79490.0
2023-11-02,-660.0,78830.0
2023-11-03,-365.0,78465.0
2023-11-06,-135.0,78330.0
2023-11-07,185.0,78515.0
2023-11-09,15.0,78530.0
2023-11-10,400.0,78930.0
2023-11-13,605.0,79535.0
2023-11-14,-695.0,78840.0
2023-11-20,4260.0,83100.0
2023-11-27,690.0,83790.0
2023-11-29,830.0,84620.0
2023-11-30,805.0,85425.0
2023-12-01,-15.0,85410.0
2023-12-04,-30.0,85380.0
2023-12-05,-80.0,85300.0
2023-12-06,2705.0,88005.0
2023-12-07,-1060.0,86945.0
2023-12-08,-120.0,86825.0
2023-12-11,2785.0,89610.0
2023-12-12,285.0,89895.0
2023-12-13,-1115.0,88780.0
2023-12-14,55.0,88835.0
2023-12-18,2255.0,91090.0
2023-12-20,950.0,92040.0
2023-12-21,910.0,92950.0
2024-01-02,175.0,93125.0
2024-01-08,5300.0,98425.0
2024-01-09,-60.0,98365.0
2024-01-10,-885.0,97480.0
2024-01-18,-915.0,96565.0
2024-01-19,-5.0,96560.0
2024-01-22,-1275.0,95285.0
2024-01-24,-875.0,94410.0
2024-01-25,135.0,94545.0
2024-01-29,4460.0,99005.0
2024-01-30,-205.0,98800.0
2024-02-01,65.0,98865.0
2024-02-02,10.0,98875.0
2024-02-05,-350.0,98525.0
2024-02-06,10.0,98535.0
2024-02-07,45.0,98580.0
2024-02-09,-295.0,98285.0
2024-02-12,-1675.0,96610.0
2024-02-16,0.0,96610.0
2024-02-20,-305.0,96305.0
2024-02-21,-375.0,95930.0
2024-02-22,-35.0,95895.0
2024-02-23,820.0,96715.0
2024-02-26,-485.0,96230.0
2024-03-01,-460.0,95770.0
2024-03-04,-865.0,94905.0
2024-03-05,285.0,95190.0
2024-03-06,765.0,95955.0
2024-03-07,-1745.0,94210.0
2024-03-08,1790.0,96000.0
2024-03-11,210.0,96210.0
2024-03-12,215.0,96425.0
2024-03-14,1050.0,97475.0
2024-03-18,-1655.0,95820.0
2024-03-19,-695.0,95125.0
2024-03-20,1190.0,96315.0
2024-03-21,620.0,96935.0
2024-03-25,1125.0,98060.0
2024-03-27,-355.0,97705.0
2024-04-01,-430.0,97275.0
2024-04-03,-1320.0,95955.0
2024-04-04,3040.0,98995.0
2024-04-05,240.0,99235.0
2024-04-08,-765.0,98470.0
2024-04-09,-1565.0,96905.0
2024-04-11,400.0,97305.0
2024-04-12,-155.0,97150.0
2024-04-15,-5495.0,91655.0
2024-04-17,790.0,92445.0
2024-04-18,-590.0,91855.0
2024-04-19,-515.0,91340.0
2024-04-22,770.0,92110.0
2024-04-23,-455.0,91655.0
2024-04-24,-1155.0,90500.0
2024-04-25,1395.0,91895.0
2024-04-26,420.0,92315.0
2024-04-29,-1370.0,90945.0
2024-04-30,-245.0,90700.0
2024-05-01,-875.0,89825.0
2024-05-03,570.0,90395.0
2024-05-06,1565.0,91960.0
2024-05-08,230.0,92190.0
2024-05-13,-635.0,91555.0
2024-05-14,160.0,91715.0
2024-05-15,220.0,91935.0
2024-05-20,2965.0,94900.0
2024-05-21,75.0,94975.0
2024-05-22,-245.0,94730.0
2024-05-23,3035.0,97765.0
2024-05-24,-165.0,97600.0
2024-05-29,400.0,98000.0
2024-05-30,680.0,98680.0
2024-05-31,-1205.0,97475.0
2024-06-03,-925.0,96550.0
2024-06-04,-865.0,95685.0
2024-06-05,-1485.0,94200.0
2024-06-10,2915.0,97115.0
2024-06-11,-360.0,96755.0
2024-06-12,-3120.0,93635.0
2024-06-13,1505.0,95140.0
2024-06-14,110.0,95250.0
2024-06-17,5970.0,101220.0
2024-06-20,-330.0,100890.0
2024-06-24,-2565.0,98325.0
2024-06-25,610.0,98935.0
2024-07-01,1095.0,100030.0
2024-07-02,25.0,100055.0
2024-07-05,225.0,100280.0
2024-07-08,65.0,100345.0
2024-07-10,-120.0,100225.0
2024-07-11,565.0,100790.0
2024-07-12,-710.0,100080.0
2024-07-15,-965.0,99115.0
2024-07-17,-580.0,98535.0
2024-07-18,400.0,98935.0
2024-07-19,-1010.0,97925.0
2024-07-22,1240.0,99165.0
2024-07-24,550.0,99715.0
2024-07-29,-605.0,99110.0
2024-07-30,265.0,99375.0
2024-07-31,-3755.0,95620.0
2024-08-01,-1825.0,93795.0
2024-08-02,-960.0,92835.0
2024-08-05,9280.0,102115.0
2024-08-06,-1030.0,101085.0
2024-08-07,-2265.0,98820.0
2024-08-08,-975.0,97845.0
2024-08-12,-710.0,97135.0
2024-08-13,-455.0,96680.0
2024-08-15,-30.0,96650.0
2024-08-19,3795.0,100445.0
2024-08-22,640.0,101085.0
2024-08-26,-3620.0,97465.0
2024-08-27,-190.0,97275.0
2024-08-28,-515.0,96760.0
2024-09-03,240.0,97000.0
2024-09-06,-665.0,96335.0
2024-09-09,545.0,96880.0
2024-09-11,1495.0,98375.0
2024-09-12,-95.0,98280.0
2024-09-16,110.0,98390.0
2024-09-17,-280.0,98110.0
2024-09-19,-175.0,97935.0
2024-09-23,-375.0,97560.0
2024-09-26,5710.0,103270.0
2024-09-27,115.0,103385.0
2024-09-30,115.0,103500.0
2024-10-01,280.0,103780.0
2024-10-04,2035.0,105815.0
2024-10-07,-3980.0,101835.0
2024-10-08,295.0,102130.0
2024-10-09,0.0,102130.0
2024-10-11,305.0,102435.0
2024-10-14,1935.0,104370.0
2024-10-15,765.0,105135.0
2024-10-17,4465.0,109600.0
2024-10-21,715.0,110315.0
2024-10-22,545.0,110860.0
2024-10-23,-265.0,110595.0
2024-10-24,1125.0,111720.0
2024-10-28,-2380.0,109340.0
2024-10-29,915.0,110255.0
2024-10-31,-625.0,109630.0
2024-11-01,-210.0,109420.0
2024-11-04,-415.0,109005.0
2024-11-05,760.0,109765.0
2024-11-06,-250.0,109515.0
2024-11-07,30.0,109545.0
2024-11-11,-2165.0,107380.0
2024-11-15,-455.0,106925.0
2024-11-18,1620.0,108545.0
2024-11-19,200.0,108745.0
2024-11-20,-1005.0,107740.0
2024-11-25,-660.0,107080.0
2024-11-27,105.0,107185.0
2024-12-02,3930.0,111115.0
2024-12-03,-5.0,111110.0
2024-12-04,175.0,111285.0
2024-12-06,230.0,111515.0
2024-12-09,-2755.0,108760.0
2024-12-10,785.0,109545.0
2024-12-11,-1975.0,107570.0
2024-12-13,2090.0,109660.0
2024-12-18,3735.0,113395.0
2024-12-19,1835.0,115230.0
2024-12-20,-1025.0,114205.0
2024-12-23,2270.0,116475.0
2024-12-27,1050.0,117525.0
2024-12-30,1410.0,118935.0
2024-12-31,-1045.0,117890.0
2025-01-02,-1790.0,116100.0
2025-01-03,-155.0,115945.0
2025-01-06,-225.0,115720.0
2025-01-07,1800.0,117520.0
2025-01-13,2280.0,119800.0
2025-01-14,545.0,120345.0
2025-01-15,-950.0,119395.0
2025-01-17,1125.0,120520.0
2025-01-22,-485.0,120035.0
2025-01-24,45.0,120080.0
2025-01-27,2090.0,122170.0
2025-01-28,-20.0,122150.0
2025-02-03,3900.0,126050.0
2025-02-04,-250.0,125800.0
2025-02-05,635.0,126435.0
2025-02-07,565.0,127000.0
2025-02-10,1875.0,128875.0
2025-02-12,-320.0,128555.0
2025-02-13,590.0,129145.0
2025-02-21,-340.0,128805.0
2025-02-24,-4135.0,124670.0
2025-02-25,-605.0,124065.0
2025-02-26,-1080.0,122985.0
2025-02-27,2780.0,125765.0
2025-02-28,1165.0,126930.0
2025-03-03,-9800.0,117130.0
2025-03-04,985.0,118115.0
2025-03-05,645.0,118760.0
2025-03-06,-1165.0,117595.0
2025-03-07,655.0,118250.0
2025-03-10,-11605.0,106645.0
2025-03-11,-1790.0,104855.0
2025-03-12,4275.0,109130.0
2025-03-13,1885.0,111015.0
2025-03-14,-100.0,110915.0
2025-03-17,3870.0,114785.0
2025-03-19,-1465.0,113320.0
2025-03-21,-400.0,112920.0
2025-03-24,430.0,113350.0
2025-03-26,-180.0,113170.0
2025-03-28,380.0,113550.0
2025-03-31,5740.0,119290.0
2025-04-02,1540.0,120830.0
2025-04-04,-2215.0,118615.0
2025-04-07,9170.0,127785.0
2025-04-08,4300.0,132085.0
2025-04-09,7225.0,139310.0
2025-04-10,2370.0,141680.0
2025-04-11,1690.0,143370.0
2025-04-14,-3505.0,139865.0
2025-04-16,1635.0,141500.0
2025-04-21,-7255.0,134245.0
2025-04-23,-2210.0,132035.0
2025-04-24,-1100.0,130935.0
2025-04-28,-465.0,130470.0
2025-05-01,-2045.0,128425.0
2025-05-05,2105.0,130530.0
2025-05-06,-115.0,130415.0
2025-05-12,1985.0,132400.0
2025-05-13,-150.0,132250.0
2025-05-19,4120.0,136370.0
2025-05-22,385.0,136755.0
2025-05-23,-510.0,136245.0
2025-05-27,-95.0,136150.0
2025-05-29,2860.0,139010.0
2025-06-02,4580.0,143590.0
2025-06-03,10.0,143600.0
2025-06-05,2175.0,145775.0
2025-06-06,-485.0,145290.0
2025-06-09,840.0,146130.0
2025-06-10,300.0,146430.0
2025-06-11,145.0,146575.0
2025-06-12,-25.0,146550.0
2025-06-16,2845.0,149395.0
2025-06-20,4935.0,154330.0
2025-06-23,3805.0,158135.0
2025-06-24,-795.0,157340.0
2025-06-26,50.0,157390.0
2025-06-30,285.0,157675.0
2025-07-02,-115.0,157560.0
2025-07-07,-1870.0,155690.0
2025-07-14,1450.0,157140.0
2025-07-15,1830.0,158970.0
2025-07-17,105.0,159075.0
2025-07-18,-185.0,158890.0
2025-07-21,1440.0,160330.0
2025-07-22,200.0,160530.0
2025-07-25,-90.0,160440.0
2025-07-28,-125.0,160315.0
2025-07-29,355.0,160670.0
2025-07-30,205.0,160875.0
2025-07-31,4930.0,165805.0
2025-08-01,-185.0,165620.0
2025-08-04,1100.0,166720.0
2025-08-05,-535.0,166185.0
2025-08-06,285.0,166470.0
2025-08-07,1440.0,167910.0
2025-08-08,-110.0,167800.0
2025-08-11,-1345.0,166455.0
2025-08-12,290.0,166745.0
2025-08-13,-100.0,166645.0
2025-08-15,50.0,166695.0
2025-08-18,495.0,167190.0
2025-08-19,-60.0,167130.0
2025-08-20,-1515.0,165615.0
2025-08-22,-260.0,165355.0
2025-08-25,955.0,166310.0
2025-08-28,-250.0,166060.0
2025-08-29,-125.0,165935.0
2025-09-02,840.0,166775.0
2025-09-04,135.0,166910.0
2025-09-05,5945.0,172855.0
2025-09-08,20.0,172875.0
2025-09-10,1020.0,173895.0
2025-09-12,-625.0,173270.0
2025-09-15,2075.0,175345.0
2025-09-17,-2775.0,172570.0
2025-09-18,-1195.0,171375.0
2025-09-22,3525.0,174900.0
2025-09-23,-250.0,174650.0
2025-09-24,315.0,174965.0
2025-09-29,-575.0,174390.0
2025-10-01,0.0,174390.0
2025-10-02,2805.0,177195.0
2025-10-03,90.0,177285.0
2025-10-06,1120.0,178405.0
2025-10-07,315.0,178720.0
2025-10-08,810.0,179530.0
2025-10-09,-620.0,178910.0
2025-10-10,1155.0,180065.0
2025-10-13,3545.0,183610.0
2025-10-14,-35.0,183575.0
2025-10-15,-2135.0,181440.0
2025-10-16,1275.0,182715.0
2025-10-17,540.0,183255.0
2025-10-20,3725.0,186980.0
2025-10-22,-1060.0,185920.0
2025-10-23,-20.0,185900.0
2025-10-27,1535.0,187435.0
2025-10-28,580.0,188015.0
2025-10-30,1175.0,189190.0
2025-10-31,-1095.0,188095.0
2025-11-03,300.0,188395.0
2025-11-04,-325.0,188070.0
2025-11-05,-600.0,187470.0
2025-11-06,1005.0,188475.0
2025-11-10,4335.0,192810.0
2025-11-12,-590.0,192220.0
2025-11-13,-470.0,191750.0
2025-11-14,-1815.0,189935.0
2025-11-17,-4890.0,185045.0
2025-11-20,3005.0,188050.0
2025-11-21,-1345.0,186705.0
2025-11-24,8930.0,195635.0
2025-12-01,3110.0,198745.0
2025-12-08,-3845.0,194900.0
2025-12-10,-10.0,194890.0
2025-12-12,660.0,195550.0
2025-12-15,-5630.0,189920.0
2025-12-17,390.0,190310.0
2025-12-18,-1835.0,188475.0
2025-12-19,260.0,188735.0
2025-12-22,340.0,189075.0
2025-12-23,-5.0,189070.0
2025-12-29,870.0,189940.0
2025-12-31,1170.0,191110.0
2026-01-02,5380.0,196490.0
2026-01-05,-1365.0,195125.0
2026-01-06,10.0,195135.0
2026-01-07,-910.0,194225.0
2026-01-08,-880.0,193345.0
2026-01-09,290.0,193635.0
2026-01-12,3850.0,197485.0
2026-01-13,720.0,198205.0
2026-01-14,-1295.0,196910.0
2026-01-15,1545.0,198455.0
2026-01-16,25.0,198480.0
2026-01-21,-3110.0,195370.0
2026-01-22,2125.0,197495.0
2026-01-23,-810.0,196685.0
2026-01-26,2590.0,199275.0
2026-01-29,-100.0,199175.0
2026-01-30,1285.0,200460.0
2026-02-02,6080.0,206540.0
2026-02-03,-420.0,206120.0
2026-02-04,1020.0,207140.0
2026-02-06,950.0,208090.0
2026-02-09,5305.0,213395.0
2026-02-12,1865.0,215260.0
