date,n_bars,day_range,absmove_5m,absmove_15m,absmove_30m,absmove_60m,absmove_30m_rth
2024-09-27,1020,222.79999999999927,6.0,13.3,16.8,32.3,30.7
2024-09-29,360,133.5,4.3,9.3,18.2,37.0,
2024-09-30,1380,275.7999999999993,6.0,13.3,21.0,23.65,21.5
2024-10-01,1380,506.7999999999993,6.5,13.7,16.5,26.5,31.2
2024-10-02,1380,256.7000000000007,6.4,13.3,13.0,31.6,13.45
2024-10-03,1380,261.7999999999993,6.0,11.2,14.0,32.65,29.15
2024-10-04,1020,292.0,6.8,15.7,25.7,35.8,40.65
2024-10-06,360,66.0,4.6,6.4,9.6,18.4,
2024-10-07,1380,331.7000000000007,6.7,10.5,14.8,22.65,15.7
2024-10-08,1380,387.0,5.2,7.0,10.0,15.2,18.45
2024-10-09,1380,286.7999999999993,4.5,5.8,11.3,11.5,23.9
2024-10-10,1380,206.70000000000073,3.7,6.6,10.0,14.75,29.0
2024-10-11,1020,179.40000000000146,4.5,7.6,12.4,19.75,13.5
2024-10-13,360,67.59999999999854,2.8,5.0,7.8,13.8,
2024-10-14,1380,276.7999999999993,2.8,6.3,10.7,15.75,15.85
2024-10-15,1380,405.2000000000007,4.7,7.3,10.6,15.35,30.4
2024-10-16,1379,192.29999999999927,4.6,7.5,7.0,8.6,32.75
2024-10-17,1380,306.7999999999993,5.7,8.8,11.5,32.65,38.45
2024-10-18,1020,171.0,4.7,7.2,9.0,17.25,14.45
2024-10-20,360,50.20000000000073,3.0,4.2,7.0,8.0,
2024-10-21,1380,210.70000000000073,4.4,9.0,10.8,18.85,17.0
2024-10-22,1379,242.0,5.3,7.0,15.0,22.2,27.75
2024-10-23,1380,463.5,4.2,8.7,8.3,13.6,36.4
2024-10-24,1380,166.70000000000073,4.0,8.6,7.8,9.65,16.15
2024-10-25,1020,342.40000000000146,4.8,11.0,17.2,17.9,29.95
2024-10-27,360,123.79999999999927,4.0,5.5,11.5,19.0,
2024-10-28,1380,220.5,4.4,8.7,11.7,13.7,15.0
2024-10-29,1380,356.2999999999993,4.8,8.5,11.2,17.7,24.65
2024-10-30,1380,364.0,5.5,7.0,12.8,20.2,20.8
2024-10-31,1380,416.2999999999993,6.3,10.8,15.3,24.25,23.0
2024-11-01,1020,232.79999999999927,5.7,10.4,9.0,10.25,23.95
2024-11-03,360,178.0,3.5,9.5,19.5,15.8,
2024-11-04,1380,234.79999999999927,5.7,11.2,14.3,18.6,21.35
2024-11-05,1380,555.7000000000007,6.0,7.8,15.4,14.25,27.25
2024-11-06,1380,477.40000000000146,6.8,11.0,14.7,20.5,25.85
2024-11-07,1380,344.7999999999993,4.3,8.3,11.0,11.9,14.5
2024-11-08,1020,143.20000000000073,5.3,7.5,14.2,19.75,15.05
2024-11-10,360,71.0,2.8,4.0,8.0,9.2,
2024-11-11,1380,242.59999999999854,3.7,7.3,11.8,17.6,16.6
2024-11-12,1380,197.0,4.5,8.3,13.0,17.25,24.4
2024-11-13,1380,212.0,4.8,8.3,12.8,20.35,19.4
2024-11-14,1380,306.0,5.0,9.8,13.7,22.7,24.2
2024-11-15,1020,523.7999999999993,5.8,11.5,20.0,24.15,30.9
2024-11-17,360,181.0,3.5,11.2,14.3,26.4,
2024-11-18,1380,242.70000000000073,4.5,7.8,12.4,16.75,15.3
2024-11-19,1380,451.7000000000007,6.3,11.7,16.8,29.7,24.6
2024-11-20,1380,366.2000000000007,7.2,13.5,22.4,25.45,70.1
2024-11-21,1380,391.59999999999854,7.7,12.3,25.2,25.4,40.55
2024-11-22,1020,186.79999999999927,6.4,10.2,15.6,23.4,24.6
2024-11-24,360,42.0,1.8,3.3,4.2,2.5,
2024-11-25,1380,326.0,4.7,11.3,14.0,21.7,26.55
2024-11-26,1380,172.79999999999927,4.3,8.2,9.5,10.0,12.65
2024-11-27,1380,315.0,3.7,5.6,11.0,11.25,20.75
2024-11-28,1140,115.0,2.3,3.8,7.6,8.0,
2024-11-29,795,212.0,4.5,7.25,8.0,17.0,
2024-12-01,360,62.20000000000073,4.3,5.0,4.3,2.6,
2024-12-02,1380,319.7999999999993,3.8,6.0,7.7,12.15,16.75
2024-12-03,1379,220.29999999999927,2.7,4.7,6.5,8.9,22.75
2024-12-04,1380,210.70000000000073,3.0,5.7,9.0,9.05,19.0
2024-12-05,1380,142.40000000000146,2.8,4.5,5.2,10.75,8.7
2024-12-06,1020,229.0,3.8,7.0,6.2,13.65,13.2
2024-12-08,360,44.0,2.4,5.6,5.4,9.0,
2024-12-09,1380,270.2000000000007,3.5,6.8,7.7,11.0,20.8
2024-12-10,1380,254.0,3.2,6.0,6.2,10.05,17.3
2024-12-11,1380,414.2000000000007,3.2,5.0,7.0,9.5,8.0
2024-12-12,1379,168.29999999999927,4.2,6.8,10.6,17.9,17.1
2024-12-13,1020,241.5,4.8,9.7,13.3,21.0,28.0
2024-12-15,360,59.79999999999927,2.5,5.7,10.6,12.0,
2024-12-16,1379,665.7999999999993,3.5,7.8,10.0,15.85,16.95
2024-12-17,1379,219.5,4.5,7.6,14.3,17.4,19.05
2024-12-18,1380,1076.7999999999993,5.5,10.2,11.0,15.0,14.75
2024-12-19,1380,493.7999999999993,9.3,17.7,28.3,38.3,52.65
2024-12-20,1020,805.7000000000007,10.2,22.0,32.5,45.0,61.5
2024-12-22,360,143.0,4.5,11.3,14.5,19.0,
2024-12-23,1380,300.0,5.8,8.7,18.0,18.25,35.1
2024-12-24,795,311.59999999999854,4.15,9.25,11.15,13.8,
2024-12-25,360,68.0,2.6,4.2,6.2,4.5,
2024-12-26,1379,227.79999999999927,4.7,9.0,9.5,13.85,19.1
2024-12-27,1020,467.2000000000007,5.3,8.8,17.7,26.4,52.7
2024-12-29,360,72.29999999999927,5.0,7.5,8.7,12.7,
2024-12-30,1380,437.7999999999993,6.3,12.2,19.2,22.9,30.9
2024-12-31,1020,342.7999999999993,7.2,12.0,17.3,24.15,37.9
2025-01-01,360,218.0,8.7,16.8,23.0,13.0,
2025-01-02,1379,506.7000000000007,6.8,13.0,18.6,27.15,36.5
2025-01-03,1020,351.7000000000007,7.0,10.7,19.0,16.0,27.9
2025-01-05,360,66.59999999999854,4.2,3.7,6.3,1.3,
2025-01-06,1380,376.2999999999993,4.8,8.2,10.3,30.85,44.6
2025-01-07,1380,526.5,6.2,10.8,13.7,28.1,37.6
2025-01-08,1380,282.0,6.2,12.5,22.6,27.5,49.5
2025-01-09,930,155.0,4.3,9.8,14.05,24.0,
2025-01-10,1020,497.7000000000007,8.0,16.0,33.0,37.6,52.5
2025-01-12,360,178.5,5.5,8.4,15.3,21.5,
2025-01-13,1380,394.5,7.0,14.2,18.5,20.1,25.05
2025-01-14,1380,370.2999999999993,6.0,10.0,16.2,40.35,47.15
2025-01-15,1380,543.7999999999993,5.2,9.6,12.5,20.25,38.2
2025-01-16,1380,395.0,6.6,10.7,23.6,28.35,31.85
2025-01-17,1020,430.7000000000007,7.0,10.6,16.3,24.1,34.5
2025-01-19,360,91.5,4.4,7.0,7.3,9.3,
2025-01-20,1140,401.0,6.0,10.0,12.2,21.5,
2025-01-21,1380,351.0,5.2,11.0,16.0,29.85,26.15
2025-01-22,1380,254.0,4.0,6.4,9.0,17.05,23.05
2025-01-23,1380,203.0,4.0,8.0,8.8,9.75,11.95
2025-01-24,1020,234.20000000000073,5.0,9.2,13.2,13.7,12.5
2025-01-26,360,297.5,6.3,15.3,22.5,22.7,
2025-01-27,1380,743.0,11.8,23.8,37.0,58.25,60.95
2025-01-28,1380,466.5,7.0,14.4,20.4,18.9,19.15
2025-01-29,1380,330.0,6.0,11.8,15.5,17.85,21.2
2025-01-30,1380,368.2999999999993,6.4,12.5,22.8,36.0,35.6
2025-01-31,1020,432.2000000000007,6.5,9.6,19.6,28.1,37.0
2025-02-02,360,257.0,10.0,22.5,17.8,43.0,
2025-02-03,1380,601.7999999999993,9.0,13.8,23.3,34.35,28.65
2025-02-04,1380,451.5,7.0,10.2,20.4,29.85,31.6
2025-02-05,1380,376.40000000000146,5.0,8.0,12.2,19.75,16.25
2025-02-06,1380,193.40000000000146,4.7,9.0,15.0,21.3,26.85
2025-02-07,1020,415.2000000000007,5.6,10.5,17.3,13.25,49.05
2025-02-09,360,284.5,3.5,10.3,14.0,23.5,
2025-02-10,1380,211.0,4.0,8.8,11.2,13.7,13.85
2025-02-11,1380,202.0,4.2,8.8,15.2,25.6,25.3
2025-02-12,1379,416.2000000000007,5.0,9.0,13.0,28.0,26.85
2025-02-13,1380,394.0,4.4,9.5,12.2,26.2,33.05
2025-02-14,1020,182.5,4.2,9.0,14.5,22.65,12.35
2025-02-16,360,82.0,2.6,5.3,6.7,15.5,
2025-02-17,1140,89.29999999999927,2.6,4.7,6.7,10.75,
2025-02-18,1380,217.0,3.3,5.7,11.3,12.85,15.5
2025-02-19,1380,181.79999999999927,4.0,7.3,8.3,13.15,20.0
2025-02-20,1380,274.5,4.2,6.8,8.8,12.1,33.8
2025-02-21,1020,592.7000000000007,4.8,8.7,13.0,23.2,39.1
2025-02-23,360,119.40000000000146,4.7,7.2,15.7,16.5,
2025-02-24,1379,446.5,6.0,12.2,16.7,25.05,36.25
2025-02-25,1380,461.7999999999993,6.3,16.0,27.3,28.7,58.75
2025-02-26,1380,354.2000000000007,6.0,11.7,18.5,25.0,39.3
2025-02-27,1380,871.0,9.6,20.2,28.3,37.25,60.2
2025-02-28,1020,483.7000000000007,9.3,16.8,21.5,19.9,52.15
2025-03-02,360,198.40000000000146,6.7,13.3,24.5,31.3,
2025-03-03,1380,804.2000000000007,7.8,18.0,30.3,35.8,92.25
2025-03-04,1380,657.2999999999993,13.0,24.2,27.8,43.55,50.65
2025-03-05,1380,510.0,7.7,14.7,23.0,20.3,78.95
2025-03-06,1380,644.5,10.0,17.7,23.3,36.3,42.95
2025-03-07,1020,520.7000000000007,12.6,20.0,24.8,29.9,69.85
2025-03-09,360,224.29999999999927,8.0,18.7,19.8,26.8,
2025-03-10,1380,1013.2999999999993,13.8,23.0,32.5,54.4,67.7
2025-03-11,1380,485.7999999999993,10.6,18.7,29.2,38.6,104.4
2025-03-12,1380,401.7999999999993,8.2,18.3,28.8,55.65,68.9
2025-03-13,1380,461.0,9.3,20.2,29.0,49.5,66.35
2025-03-14,1020,372.5,8.6,14.3,15.6,15.1,27.35
2025-03-16,360,135.70000000000073,5.5,8.0,10.5,10.5,
2025-03-17,1380,506.2000000000007,6.4,12.5,16.3,76.0,75.0
2025-03-18,1379,491.2999999999993,6.4,12.0,21.0,15.75,28.5
2025-03-19,1380,483.0,6.3,12.2,15.3,24.7,44.15
2025-03-20,1380,369.7999999999993,5.6,12.8,17.5,27.15,27.25
2025-03-21,1020,375.2999999999993,8.0,14.6,16.6,39.6,24.15
2025-03-23,360,88.5,3.0,4.3,7.8,6.5,
2025-03-24,1380,313.5,4.3,7.2,6.8,14.75,6.1
2025-03-25,1380,243.79999999999927,4.0,7.0,10.3,13.7,18.4
2025-03-26,1380,495.0,5.0,9.6,17.2,28.7,35.25
2025-03-27,1380,268.2999999999993,6.2,10.2,15.8,19.55,38.25
2025-03-28,1020,651.2999999999993,7.2,14.8,27.5,30.65,33.15
2025-03-30,360,205.0,5.5,14.5,26.6,13.3,
2025-03-31,1380,513.0,9.0,16.7,19.7,31.4,33.4
2025-04-01,1380,435.7999999999993,8.8,18.3,24.2,32.25,43.75
2025-04-02,1377,1225.2000000000007,10.5,21.0,29.2,51.4,53.15
2025-04-03,1380,657.0,14.2,27.6,38.5,40.85,58.55
2025-04-04,1020,1288.2999999999993,26.2,38.0,68.2,75.0,83.75
2025-04-06,360,640.0,27.8,51.7,56.2,80.6,
2025-04-07,1380,1881.5,29.8,57.4,66.8,84.5,119.75
2025-04-08,1380,1517.7000000000007,24.3,41.6,54.3,111.7,126.5
2025-04-09,1380,2651.7999999999993,28.5,50.0,84.4,101.2,195.55
2025-04-10,1380,1267.5,25.7,41.0,52.2,94.9,148.1
2025-04-11,1020,603.5,19.0,43.8,44.7,60.15,62.6
2025-04-13,360,318.5,11.4,18.0,27.0,44.5,
2025-04-14,1380,518.5,10.0,20.2,31.0,54.85,38.2
2025-04-15,1380,508.59999999999854,8.7,15.3,19.8,31.45,35.9
2025-04-16,1380,745.0,11.2,15.4,20.2,48.55,47.4
2025-04-17,1020,391.2999999999993,11.2,23.4,27.4,34.5,40.45
2025-04-20,360,194.5,7.0,12.5,17.0,14.3,
2025-04-21,1380,556.7999999999993,8.2,13.5,21.2,23.95,42.75
2025-04-22,1380,831.0,9.5,19.2,26.8,56.8,75.65
2025-04-23,1380,483.7000000000007,9.3,17.5,27.8,40.55,56.0
2025-04-24,1380,875.0,10.2,20.5,28.5,40.6,24.25
2025-04-25,1020,372.7999999999993,10.7,17.5,31.0,43.0,49.2
2025-04-27,360,132.29999999999927,4.7,9.8,17.6,20.4,
2025-04-28,1380,373.7999999999993,7.8,13.0,18.0,35.15,33.35
2025-04-29,1380,310.5,7.5,13.7,13.3,23.25,39.85
2025-04-30,1380,859.4000000000015,8.0,16.8,22.8,24.7,36.9
2025-05-01,1380,376.2999999999993,8.7,12.8,20.0,32.4,29.5
2025-05-02,1020,412.7999999999993,9.4,13.0,27.7,30.0,28.35
2025-05-04,360,210.29999999999927,7.6,13.3,22.3,32.0,
2025-05-05,1380,259.2999999999993,6.0,11.3,10.5,14.3,20.25
2025-05-06,1380,394.7999999999993,8.5,16.8,24.2,40.25,28.0
2025-05-07,1380,491.2000000000007,7.5,15.8,19.0,32.7,61.25
2025-05-08,1380,358.2000000000007,6.2,13.2,17.7,28.65,42.65
2025-05-09,1020,230.79999999999927,6.5,10.5,11.2,17.25,22.3
2025-05-11,360,170.40000000000146,7.5,8.8,18.6,32.6,
2025-05-12,1380,475.5,7.7,13.8,19.0,28.35,37.5
2025-05-13,1380,528.5,5.3,7.7,13.3,20.15,22.75
2025-05-14,1380,181.29999999999927,5.0,10.2,15.5,15.05,14.0
2025-05-15,1380,337.7999999999993,6.5,10.5,21.2,31.9,39.65
2025-05-16,1020,191.79999999999927,5.7,11.8,13.6,19.1,17.5
2025-05-18,360,222.0,6.8,18.2,18.0,32.7,
2025-05-19,1380,449.7000000000007,6.8,14.0,24.2,27.35,32.6
2025-05-20,1380,189.0,6.0,12.0,15.2,21.8,21.8
2025-05-21,1380,485.7000000000007,7.7,13.3,16.8,33.0,52.9
2025-05-22,1380,297.5,7.2,10.7,16.0,30.5,26.85
2025-05-23,1020,504.0,9.0,15.6,26.3,32.65,27.65
2025-05-25,360,279.2999999999993,7.2,22.0,14.5,7.0,
2025-05-26,1140,166.29999999999927,4.2,8.8,11.7,14.0,
2025-05-27,1380,343.5,4.7,8.5,11.2,22.4,19.5
2025-05-28,1380,512.2999999999993,5.7,10.0,11.8,16.25,16.05
2025-05-29,1380,590.2999999999993,7.8,13.5,19.7,29.65,40.75
2025-05-30,1020,362.0,8.8,15.0,21.8,45.05,56.9
2025-06-01,360,122.0,3.8,10.5,10.0,6.2,
2025-06-02,1380,413.2000000000007,6.5,13.2,17.0,16.05,30.9
2025-06-03,1380,360.59999999999854,5.6,8.4,13.7,10.65,13.8
2025-06-04,1380,162.0,4.2,7.6,11.8,13.35,14.95
2025-06-05,1380,464.0,6.5,12.0,17.6,36.3,59.5
2025-06-06,1020,272.0,6.2,10.0,20.0,23.65,34.75
2025-06-08,360,104.79999999999927,3.7,6.0,9.0,10.6,
2025-06-09,1380,244.20000000000073,4.0,7.3,9.3,10.25,8.5
2025-06-10,1380,270.7999999999993,5.0,8.5,9.8,14.4,23.2
2025-06-11,1380,352.0,6.0,11.5,19.0,26.6,23.8
2025-06-12,1380,506.2000000000007,7.7,13.3,16.8,20.15,18.05
2025-06-13,1020,341.2999999999993,8.8,15.5,18.3,29.3,27.1
2025-06-15,360,436.2000000000007,5.8,11.4,17.0,12.2,
2025-06-16,1378,481.2000000000007,6.0,11.5,16.7,27.9,12.75
2025-06-17,1380,272.7999999999993,7.2,11.0,15.5,24.7,14.1
2025-06-18,1380,307.7999999999993,6.2,11.4,18.0,19.3,35.85
2025-06-19,1140,280.0,6.6,8.8,15.3,20.7,
2025-06-20,1020,365.5,6.5,14.7,23.2,41.5,57.5
2025-06-22,360,220.20000000000073,4.6,7.0,11.6,17.0,
2025-06-23,1380,533.2999999999993,7.0,11.8,14.4,25.2,15.3
2025-06-24,1380,228.0,4.2,8.3,10.6,19.55,14.0
2025-06-25,1380,159.70000000000073,3.5,6.5,9.2,12.5,11.6
2025-06-26,1380,237.5,4.0,6.2,7.6,17.9,9.6
2025-06-27,1020,225.5,4.2,9.3,12.2,32.4,31.3
2025-06-29,360,129.0,4.5,8.8,14.0,18.2,
2025-06-30,1380,153.79999999999927,4.0,8.7,12.3,8.75,12.5
2025-07-01,1380,283.5,4.7,6.2,10.2,17.0,27.65
2025-07-02,1380,300.0,4.0,6.4,12.0,9.0,11.4
2025-07-03,1154,272.5,3.2,6.4,7.1,14.4,
2025-07-04,780,133.20000000000073,4.3,5.2,6.0,14.4,
2025-07-06,360,114.0,4.2,6.2,7.7,16.5,
2025-07-07,1380,222.0,5.0,8.7,14.7,19.3,25.25
2025-07-08,1378,131.79999999999927,4.3,6.7,8.6,12.75,14.85
2025-07-09,1380,268.5,4.2,6.5,10.0,18.6,22.5
2025-07-10,1380,258.5,4.3,6.0,11.5,21.9,14.7
2025-07-11,1020,169.5,6.0,9.5,15.3,20.65,9.55
2025-07-13,360,87.5,3.6,5.2,9.6,4.5,
2025-07-14,1380,369.59999999999854,4.0,6.3,9.5,12.65,14.35
2025-07-15,1380,249.0,4.5,10.5,15.0,21.9,37.9
2025-07-16,1380,264.5,4.7,7.2,9.8,17.4,26.1
2025-07-17,1380,261.7999999999993,3.8,6.5,9.0,12.95,12.25
2025-07-18,1020,151.29999999999927,3.3,5.3,9.7,8.3,19.8
2025-07-20,360,73.40000000000146,1.7,3.3,5.0,13.6,
2025-07-21,1380,201.0,2.7,4.8,7.3,14.95,16.7
2025-07-22,1380,241.79999999999927,4.0,8.8,17.2,25.15,18.45
2025-07-23,1380,276.0,3.8,7.0,10.0,13.8,21.75
2025-07-24,1380,143.59999999999854,3.0,5.0,8.5,10.85,17.0
2025-07-25,1020,145.20000000000073,3.3,6.2,8.8,15.0,9.6
2025-07-27,360,62.5,2.5,4.8,8.0,10.5,
2025-07-28,1380,148.40000000000146,3.0,4.8,6.5,11.6,6.0
2025-07-29,1379,231.29999999999927,3.6,5.4,6.8,9.1,19.5
2025-07-30,1380,444.2999999999993,4.4,6.0,8.3,14.85,16.4
2025-07-31,1380,613.5,6.2,10.7,15.6,28.85,28.8
2025-08-01,1020,550.0,10.5,17.3,28.3,40.45,44.8
2025-08-03,360,166.70000000000073,6.0,6.5,12.0,19.7,
2025-08-04,1380,427.0,4.8,8.2,9.3,13.4,10.55
2025-08-05,1380,358.7000000000007,5.8,12.0,13.6,20.4,31.2
2025-08-06,1380,404.0,5.2,9.0,9.8,20.15,23.6
2025-08-07,1380,342.0,6.0,12.5,15.0,28.1,30.1
2025-08-08,1020,264.7999999999993,4.8,8.0,10.2,12.35,13.65
2025-08-10,360,72.0,2.0,4.8,4.0,19.7,
2025-08-11,1380,217.0,4.7,6.5,12.8,11.75,21.2
2025-08-12,1380,374.0,4.0,6.5,12.0,19.65,23.35
2025-08-13,1380,182.5,3.6,7.2,8.8,13.15,9.9
2025-08-14,1379,214.59999999999854,4.6,8.0,12.7,18.3,28.8
2025-08-15,1020,228.5,4.8,7.0,10.7,9.7,20.1
2025-08-17,360,86.79999999999927,2.3,3.5,6.2,8.0,
2025-08-18,1380,141.0,5.0,8.0,12.2,12.95,25.0
2025-08-19,1380,468.2999999999993,4.5,8.5,13.5,19.9,34.9
2025-08-20,1380,417.0,6.0,11.3,15.7,15.25,47.3
2025-08-21,1380,249.20000000000073,6.7,9.5,17.0,13.25,29.35
2025-08-22,1019,573.2000000000007,6.3,9.7,15.2,32.05,20.45
2025-08-24,360,87.0,4.0,8.0,11.8,18.8,
2025-08-25,1380,244.70000000000073,4.0,8.2,12.2,18.3,11.2
2025-08-26,1380,213.79999999999927,3.5,6.6,7.6,14.7,17.4
2025-08-27,1380,254.20000000000073,4.0,5.8,11.4,14.4,21.05
2025-08-28,1380,264.2999999999993,3.8,8.7,10.2,14.65,20.3
2025-08-29,1020,339.5,5.0,9.3,9.6,12.15,18.35
2025-08-31,360,120.70000000000073,4.0,7.2,10.8,21.3,
2025-09-01,1140,139.0,3.5,4.5,8.0,11.0,
2025-09-02,1380,426.7999999999993,6.2,10.2,18.0,29.6,38.35
2025-09-03,1380,224.0,6.0,11.7,9.3,16.9,13.85
2025-09-04,1380,332.7999999999993,4.0,8.0,10.0,15.7,14.0
2025-09-05,1020,397.0,5.5,10.0,14.0,24.6,26.25
2025-09-07,360,141.0,3.3,7.2,13.2,25.7,
2025-09-08,1380,163.5,3.7,7.0,10.2,10.25,21.1
2025-09-09,1380,195.20000000000073,4.3,6.3,8.0,6.55,14.5
2025-09-10,1379,259.2000000000007,4.3,6.4,8.0,15.65,17.9
2025-09-11,1380,208.0,3.2,6.0,7.5,7.65,11.25
2025-09-12,1020,190.0,3.4,5.3,7.5,12.85,18.05
2025-09-14,359,39.0,2.3,4.7,5.2,8.6,
2025-09-15,1379,513.5,3.6,6.4,8.4,10.2,9.75
2025-09-16,1380,148.0,2.8,5.4,8.0,13.8,9.6
2025-09-17,1380,403.0,4.7,7.3,13.0,15.95,23.2
2025-09-18,1380,229.5,5.2,9.6,17.0,19.35,33.15
2025-09-19,1020,233.0,5.0,8.5,12.8,12.6,10.45
2025-09-21,360,49.20000000000073,2.5,6.0,6.2,7.0,
2025-09-22,1379,278.40000000000146,3.0,5.8,7.7,12.65,11.6
2025-09-23,1380,245.5,3.4,6.0,11.2,11.7,16.9
2025-09-24,1380,286.5,3.5,6.3,8.8,11.5,17.5
2025-09-25,1380,366.0,6.0,11.0,15.0,24.1,41.35
2025-09-26,1020,227.5,6.7,13.6,20.4,29.5,22.7
2025-09-28,360,96.20000000000073,3.6,5.8,5.5,20.8,
2025-09-29,1380,195.0,3.8,8.4,14.5,17.4,18.35
2025-09-30,1380,191.59999999999854,5.5,10.2,13.7,22.75,28.7
2025-10-01,1380,443.2999999999993,4.5,6.5,11.5,20.85,16.85
2025-10-02,1380,186.20000000000073,3.2,5.8,11.3,19.4,12.1
2025-10-03,1020,273.2999999999993,5.0,6.4,12.4,22.65,23.25
2025-10-05,360,104.0,2.0,5.4,5.6,6.0,
2025-10-06,1380,207.29999999999927,4.0,6.7,8.0,16.45,13.95
2025-10-07,1380,290.2000000000007,4.5,8.3,15.0,13.75,24.5
2025-10-08,1380,367.7999999999993,3.7,8.0,13.7,13.0,16.8
2025-10-09,1380,207.0,3.8,8.3,13.7,11.75,32.65
2025-10-10,1020,1229.5,7.2,12.4,19.7,31.4,48.15
2025-10-12,360,313.5,6.4,16.5,20.7,40.3,
2025-10-13,1380,319.7000000000007,7.6,14.0,19.8,28.35,35.85
2025-10-14,1380,526.5,11.3,19.2,25.8,37.1,27.95
2025-10-15,1380,451.7999999999993,7.2,13.3,20.5,24.55,51.05
2025-10-16,1380,536.0,9.5,16.4,26.0,26.3,68.75
2025-10-17,1020,645.7999999999993,15.0,20.7,39.4,37.9,73.8
2025-10-19,360,143.40000000000146,4.7,11.6,14.6,20.5,
2025-10-20,1380,330.0,5.5,9.3,12.7,15.8,12.0
2025-10-21,1380,145.29999999999927,5.0,7.8,10.6,18.65,13.15
2025-10-22,1380,533.4000000000015,8.0,16.8,19.7,40.85,59.0
2025-10-23,1380,393.0,5.8,10.3,12.7,17.2,10.3
2025-10-24,1020,251.0,5.4,7.3,8.7,14.9,6.6
2025-10-26,360,73.0,4.0,6.7,10.8,15.0,
2025-10-27,1380,265.7999999999993,3.8,6.0,7.0,10.65,5.6
2025-10-28,1380,309.7999999999993,4.2,8.0,14.3,18.1,18.65
2025-10-29,1380,349.7999999999993,6.0,12.0,16.3,23.65,24.65
2025-10-30,1380,529.7999999999993,9.2,18.2,26.0,46.65,37.0
2025-10-31,1020,385.2000000000007,7.2,12.0,21.6,29.5,39.35
2025-11-02,360,110.20000000000073,5.2,6.2,17.0,27.2,
2025-11-03,1380,360.5,6.0,11.2,18.5,22.0,24.5
2025-11-04,1380,645.0,11.7,19.3,34.0,62.35,34.0
2025-11-05,1380,476.0,9.3,15.5,24.4,48.6,24.9
2025-11-06,1380,660.2000000000007,9.7,18.5,24.0,42.25,35.15
2025-11-07,1020,645.5999999999985,13.0,19.4,32.2,69.5,58.7
2025-11-09,360,220.0,7.3,8.7,17.2,27.4,
2025-11-10,1380,316.7999999999993,6.4,10.2,13.0,11.7,24.65
2025-11-11,1380,283.0,6.0,9.8,15.7,20.15,25.25
2025-11-12,1380,341.2000000000007,7.0,11.6,19.7,30.85,34.95
2025-11-13,1380,719.0,9.7,14.5,14.7,28.1,35.6
2025-11-14,1020,667.2000000000007,14.7,32.0,39.5,64.25,48.75
2025-11-16,360,262.7999999999993,5.2,18.8,19.0,48.0,
2025-11-17,1380,754.2000000000007,11.3,19.8,31.8,70.8,58.3
2025-11-18,1380,483.2999999999993,12.2,21.5,32.3,60.3,83.15
2025-11-19,1380,751.0,10.5,17.0,31.6,31.1,56.45
2025-11-20,1380,1292.0,12.8,22.7,29.2,52.5,86.4
2025-11-21,1020,691.7000000000007,21.2,30.3,47.8,89.3,94.85
2025-11-23,360,151.20000000000073,9.8,13.5,25.7,38.2,
2025-11-24,1380,631.7000000000007,8.0,14.7,17.7,28.15,22.3
2025-11-25,1380,594.5,7.0,12.0,16.2,27.0,35.95
2025-11-26,1380,257.5,5.2,9.5,13.8,17.25,20.0
2025-11-27,1003,82.20000000000073,3.1,4.5,7.7,7.15,
2025-11-28,285,168.79999999999927,8.7,17.25,11.8,10.9,
2025-11-30,360,318.7999999999993,8.2,11.7,17.2,38.7,
2025-12-01,1380,302.59999999999854,6.8,14.6,16.6,25.0,18.9
2025-12-02,1380,352.2000000000007,6.2,10.5,14.6,14.3,50.75
2025-12-03,1380,263.7000000000007,4.2,7.7,12.6,10.35,9.45
2025-12-04,1380,243.70000000000073,4.7,9.2,14.0,13.9,31.85
2025-12-05,1020,288.2000000000007,5.2,8.2,13.7,10.75,32.1
2025-12-07,360,103.0,3.0,5.0,9.2,19.0,
2025-12-08,1380,296.0,4.6,7.0,13.5,19.65,32.45
2025-12-09,1380,175.79999999999927,4.0,8.0,8.6,14.2,10.0
2025-12-10,1380,487.7999999999993,7.2,10.2,20.5,23.25,37.15
2025-12-11,1380,471.2999999999993,6.3,12.8,23.3,26.95,38.35
2025-12-12,1020,586.2000000000007,8.3,13.5,18.8,35.15,45.25
2025-12-14,360,151.70000000000073,5.0,7.7,17.0,25.5,
2025-12-15,1380,564.5,7.4,15.0,17.8,34.95,47.7
2025-12-16,1380,370.7999999999993,9.0,19.7,26.0,26.65,82.5
2025-12-17,1380,620.7000000000007,9.3,9.3,16.8,25.45,13.15
2025-12-18,1380,458.7000000000007,7.5,11.0,19.7,22.6,40.1
2025-12-19,1020,333.40000000000146,7.6,11.7,11.7,21.75,14.05
2025-12-21,360,67.0,2.8,5.3,8.0,21.5,
2025-12-22,1380,166.79999999999927,3.5,5.2,9.0,12.3,13.8
2025-12-23,1379,218.79999999999927,3.4,6.0,7.6,14.9,12.45
2025-12-24,793,114.5,2.4,3.55,2.9,7.4,
2025-12-25,359,51.70000000000073,2.0,4.5,8.7,16.4,
2025-12-26,1018,101.0,3.0,6.0,6.3,13.9,13.1
2025-12-28,360,72.79999999999927,2.6,5.4,7.0,11.2,
2025-12-29,1380,208.0,4.2,7.5,11.0,16.95,15.6
2025-12-30,1380,205.79999999999927,4.0,7.2,11.7,18.65,22.6
