trade_date,year,dow,full_rth,rth_same_sym,roll_in_day,on_ok,gap_ok,on_high,on_low,on_range,on_range_atr,rth_open,rth_close,prior_rth_close,gap,gap_atr,atr14_prior,on_compressed,p0930,p0935,p0940,p0945,p1000,p1005,p1010,p1015,p1030,p1045,p1100,p1200,oc_open,oc_high,oc_low,oc_close,oc_dir,oc_body,oc_body_atr,oc_range,arr5,morn_high_mod,morn_low_mod,morn_high,morn_low,rth_high_mod,rth_low_mod,rth_high,rth_low,oc_set_rth_high,oc_set_rth_low,p0945_is_high_sofar,p0945_is_low_sofar,fhw1030_hi_mod,fhw1030_lo_mod,fhw1015_hi_mod,fhw1015_lo_mod,fhw1100_hi_mod,fhw1100_lo_mod,fhw1130_hi_mod,fhw1130_lo_mod,or15_break_dir,or15_break_mod,vol_1000_5m_atr,vol_1100_5m_atr
2021-02-08,2021,0,True,True,False,True,True,13687.25,13605.25,82.0,0.2863021385373153,13666.25,13684.75,13596.5,69.75,0.2435313922314358,286.4107142857143,False,13666.25,13645.75,13642.5,13655.75,13663.25,13674.5,13687.0,13673.25,13647.25,13666.0,13673.5,13630.75,13666.25,13673.75,13632.75,13655.75,-1.0,-10.5,-0.03666063969075379,41.0,0.03404202256998566,609,701,13693.0,13596.0,609,701,13693.0,13596.0,False,False,False,False,609,580,609,580,609,625,660,689,1.0,604.0,0.08641436498534821,0.04888085292100505
2021-02-09,2021,1,True,True,False,True,True,13698.0,13634.0,64.0,0.229097417540271,13645.75,13680.5,13684.75,-39.0,-0.1396062388136026,279.35714285714283,False,13645.75,13671.75,13663.25,13676.5,13703.75,13707.25,13713.5,13722.75,13714.25,13725.5,13709.5,13691.0,13645.75,13684.0,13645.25,13676.5,1.0,30.75,0.1100741498338021,38.75,0.05816926617233445,636,570,13735.25,13645.25,636,570,13735.25,13645.25,False,True,False,False,618,570,614,570,636,600,636,678,1.0,585.0,0.06890820761953466,0.029532088979800565
2021-02-10,2021,2,True,True,False,True,True,13769.25,13679.0,90.25,0.3412789519886555,13742.75,13650.0,13680.5,62.25,0.2353973934769397,264.44642857142856,False,13742.75,13728.75,13735.5,13723.5,13735.5,13746.0,13729.75,13703.0,13609.5,13531.0,13607.25,13614.0,13742.75,13762.0,13714.25,13723.5,-1.0,-19.25,-0.07279357147680465,47.75,0.08035653994192721,571,644,13762.0,13516.75,571,644,13762.0,13516.75,True,False,False,False,571,625,571,614,600,644,674,644,-1.0,612.0,0.06712134512796272,0.14180565872104803
2021-02-11,2021,3,True,True,False,True,True,13724.75,13612.5,112.25,0.4119806003408048,13717.25,13725.75,13650.0,67.25,0.2468213396251146,272.4642857142857,False,13717.25,13718.0,13724.0,13709.25,13687.25,13705.0,13693.5,13707.5,13706.25,13724.0,13708.75,13721.75,13717.25,13738.75,13702.5,13709.25,-1.0,-8.0,-0.02936164634945602,36.25,0.07890942456416306,651,592,13743.75,13682.0,651,766,13743.75,13624.5,False,False,False,False,578,592,578,592,651,600,651,634,-1.0,590.0,0.08624983615152707,0.10735351946519858
2021-02-12,2021,4,True,True,False,True,True,13742.0,13663.25,78.75,0.2868292682926829,13693.5,13804.0,13725.75,-32.25,-0.1174634146341463,274.55357142857144,False,13693.5,13666.0,13678.75,13696.0,13693.25,13695.75,13694.25,13707.25,13687.25,13717.0,13723.0,13740.5,13693.5,13696.25,13646.0,13696.0,1.0,2.5,0.009105691056910569,50.25,0.06373983739837398,692,575,13750.5,13646.0,959,575,13810.25,13646.0,False,True,False,False,615,575,614,575,652,633,689,633,1.0,585.0,0.06829268292682926,0.035512195121951216
2021-02-16,2021,1,True,True,False,True,True,13900.5,13831.25,69.25,0.2579697686080665,13835.75,13764.5,13872.0,-36.25,-0.1350383265276882,268.4423076923077,False,13835.75,13840.0,13833.0,13856.0,13853.0,13856.75,13848.25,13826.0,13863.75,13865.25,13833.25,13749.75,13835.75,13859.25,13811.5,13856.0,1.0,20.25,0.07543520309477757,47.75,0.08567948993480909,637,718,13875.5,13744.25,637,730,13875.5,13716.0,False,False,False,False,588,578,588,578,637,655,637,689,1.0,585.0,0.0828855935238914,0.04563364137832223
2021-02-17,2021,2,True,True,False,True,True,13785.0,13626.25,158.75,0.6638520305589063,13638.5,13699.5,13764.5,-126.0,-0.5268998793727382,239.1346153846154,False,13638.5,13634.25,13644.75,13655.0,13671.25,13654.25,13657.25,13626.0,13603.0,13595.0,13651.5,13599.25,13638.5,13670.5,13610.75,13655.0,1.0,16.5,0.0689987937273824,59.75,0.09931644551668677,591,706,13692.5,13543.0,950,706,13710.5,13543.0,False,False,False,False,591,628,591,578,600,634,660,685,1.0,586.0,0.1494973864093285,0.13904302372336147
2021-02-18,2021,3,True,True,False,True,True,13723.25,13526.25,197.0,0.8945162417045058,13544.25,13637.75,13699.5,-155.25,-0.7049423681453021,220.23076923076923,False,13544.25,13552.5,13544.0,13562.75,13567.5,13544.5,13510.75,13520.5,13496.0,13516.25,13528.25,13532.5,13544.25,13569.75,13522.5,13562.75,1.0,18.5,0.08400279427174293,47.25,0.11238211666084527,596,632,13583.5,13468.0,931,632,13669.5,13468.0,False,False,False,False,596,626,596,610,603,632,676,632,1.0,586.0,0.12032832692979392,0.09989521480964024
2021-02-19,2021,4,True,True,False,True,True,13729.0,13550.0,179.0,0.8433451118963486,13695.5,13578.25,13637.75,57.75,0.2720848056537102,212.25,False,13695.5,13674.25,13664.5,13669.5,13672.0,13666.5,13658.0,13646.5,13655.0,13666.25,13676.5,13664.25,13695.5,13700.5,13648.25,13669.5,-1.0,-26.0,-0.12249705535924617,52.25,0.05535924617196702,570,620,13700.5,13629.5,570,790,13700.5,13534.75,True,False,False,False,570,620,570,612,658,620,688,634,-1.0,586.0,0.09305064782096584,0.07891637220259129
2021-02-22,2021,0,True,True,False,True,True,13629.0,13364.5,264.5,1.4272076372315037,13391.25,13227.0,13578.25,-187.0,-1.009027705717547,185.32692307692307,False,13391.25,13369.0,13404.0,13404.75,13427.75,13436.25,13411.25,13421.25,13359.0,13354.5,13300.25,13322.75,13391.25,13424.75,13358.5,13404.75,1.0,13.5,0.07284424613468922,66.25,0.04316696067240843,601,667,13446.0,13281.75,601,959,13446.0,13218.5,False,False,False,False,601,627,601,576,601,658,631,667,1.0,587.0,0.13084984953823806,0.125453979454187
2021-02-23,2021,1,True,True,False,True,True,13335.75,12946.5,389.25,1.979172777940745,13001.0,13188.0,13227.0,-226.0,-1.1491150875134448,196.67307692307693,False,13001.0,12948.0,12878.5,12827.0,12885.0,12940.75,12949.75,12938.25,13025.0,13037.0,13074.75,12975.0,13001.0,13016.25,12824.5,12827.0,-1.0,-174.0,-0.8847169257846875,191.75,0.27456732179524784,664,590,13119.25,12757.25,930,590,13257.25,12757.25,False,False,False,False,626,590,571,590,649,600,664,636,-1.0,585.0,0.40295296763469246,0.2910922069032952
2021-02-24,2021,2,True,True,False,True,True,13295.5,13027.0,268.5,1.1882553191489362,13073.75,13295.25,13188.0,-114.25,-0.5056170212765958,225.96153846153845,False,13073.75,13083.5,13076.5,13029.5,13032.0,12976.5,12975.75,12987.25,13080.5,13073.5,13105.75,13183.75,13073.75,13121.25,13002.0,13029.5,-1.0,-44.25,-0.19582978723404257,119.25,0.27106382978723403,713,610,13197.25,12958.0,959,610,13309.0,12958.0,False,False,False,False,571,610,571,610,657,610,685,651,-1.0,601.0,0.3374468085106383,0.12391489361702128
2021-02-25,2021,3,True,True,False,True,True,13353.75,13146.0,207.75,0.8765111561866126,13180.75,12826.25,13295.25,-114.5,-0.4830831643002028,237.0192307692308,False,13180.75,13247.0,13278.0,13250.0,13220.0,13171.25,13149.75,13139.0,13152.5,13108.0,13131.0,12988.75,13180.75,13290.0,13178.0,13250.0,1.0,69.25,0.29217038539553747,112.0,0.025314401622718048,578,719,13290.0,12984.25,578,938,13290.0,12764.0,True,False,False,False,578,612,578,612,600,651,681,651,-1.0,603.0,0.22150101419878293,0.1750912778904665
2021-02-26,2021,4,True,True,False,True,True,12980.75,12662.25,318.5,1.1656813063063065,12952.75,12893.25,12826.25,126.5,0.4629786036036036,273.2307692307692,False,12952.75,12961.75,12998.75,12985.5,12877.25,12889.25,12814.75,12850.25,12759.25,12904.5,12958.5,13014.5,12952.75,13032.0,12929.25,12985.5,1.0,32.75,0.11986204954954956,102.75,0.1216920045045045,580,629,13032.0,12752.0,739,629,13089.5,12752.0,False,False,False,False,580,629,580,611,659,629,666,636,-1.0,590.0,0.22233952702702703,0.18848536036036037
2021-03-01,2021,0,True,True,False,True,True,13133.0,12946.25,186.75,0.6253461266018417,13099.25,13274.25,12893.25,206.0,0.6898061691029687,298.63461538461536,False,13099.25,13092.0,13051.75,13079.0,13100.0,13090.75,13099.5,13094.5,13136.75,13171.25,13179.75,13221.25,13099.25,13115.5,13040.5,13079.0,-1.0,-20.25,-0.06780861613754911,75.0,0.006697147272844356,718,576,13229.5,13040.5,959,576,13287.0,13040.5,False,True,False,False,627,576,602,576,657,606,678,632,1.0,602.0,0.14398866636615365,0.06780861613754911
2021-03-02,2021,1,True,True,False,True,True,13328.25,13161.75,166.5,0.5251410201977316,13297.5,13058.25,13274.25,23.25,0.0733305028204039,317.0576923076923,False,13297.5,13271.0,13234.5,13227.5,13218.75,13227.75,13242.0,13201.25,13157.0,13149.5,13175.5,13139.25,13297.5,13303.0,13207.5,13227.5,-1.0,-70.0,-0.22078000849153878,95.5,0.08515800327530781,570,702,13303.0,13098.25,570,959,13303.0,13048.25,True,False,False,False,570,629,570,591,611,645,666,685,-1.0,587.0,0.08042700309334627,0.13562200521623097
2021-03-03,2021,2,True,True,False,True,True,13192.0,12964.25,227.75,0.7135626920527807,13012.75,12680.75,13058.25,-45.5,-0.1425558835934205,319.1730769230769,False,13012.75,13028.75,12984.5,12950.0,12904.5,12908.0,12915.75,12842.25,12846.75,12840.0,12907.5,12893.0,13012.75,13052.0,12929.25,12950.0,-1.0,-62.75,-0.19660179550521178,122.75,0.17310357293486775,573,632,13052.0,12821.25,573,871,13052.0,12675.25,True,False,False,False,573,617,573,614,609,632,689,632,-1.0,586.0,0.10339217930951378,0.08772669759595109
2021-03-04,2021,3,True,True,False,True,True,12708.75,12511.25,197.5,0.5661833618170792,12664.25,12471.25,12680.75,-16.5,-0.047301394784718,348.8269230769231,False,12664.25,12746.75,12753.25,12717.75,12589.25,12544.0,12540.75,12567.25,12597.5,12709.75,12723.0,12740.25,12664.25,12765.0,12649.25,12717.75,1.0,53.5,0.1533711891504493,115.75,0.023650697392359005,707,620,12797.0,12508.75,707,839,12797.0,12306.5,False,False,False,False,575,620,575,612,647,620,663,630,-1.0,587.0,0.21787309112961023,0.15623794034952312
2021-03-05,2021,4,True,True,False,True,True,12632.5,12304.5,328.0,0.87718576424604,12582.75,12661.5,12471.25,111.5,0.2981896729068093,373.9230769230769,False,12582.75,12521.75,12463.5,12493.5,12423.25,12431.75,12454.5,12381.25,12355.0,12351.5,12340.25,12357.75,12582.75,12606.0,12446.5,12493.5,-1.0,-89.25,-0.23868545566755814,159.5,0.04546389631763012,570,688,12606.0,12207.25,939,688,12697.75,12207.25,False,False,False,False,570,623,570,597,607,641,653,688,-1.0,589.0,0.17450113145443324,0.12703147500514297
2021-03-08,2021,0,True,True,False,True,True,12761.25,12376.0,385.25,1.0078482668410726,12635.25,12300.5,12661.5,-26.25,-0.0686723348593852,382.25,False,12635.25,12541.75,12592.75,12676.75,12578.5,12566.25,12645.0,12637.5,12684.25,12680.25,12633.25,12508.25,12635.25,12685.5,12526.75,12676.75,1.0,41.5,0.10856769130150425,158.75,0.24264224983649443,633,719,12715.75,12504.5,633,959,12715.75,12281.75,False,False,False,False,586,576,586,576,633,604,633,675,1.0,585.0,0.16939175931981687,0.1131458469587966
2021-03-09,2021,1,True,True,False,True,True,12617.25,12326.0,291.25,0.7221287523244488,12609.25,12787.0,12300.5,308.75,0.7655184627645445,403.32142857142856,False,12609.25,12637.75,12633.5,12603.0,12704.75,12725.0,12725.75,12718.75,12750.25,12735.75,12705.25,12748.0,12609.25,12652.75,12587.0,12603.0,-1.0,-6.25,-0.015496325157177013,65.75,0.11529265916939697,628,583,12767.75,12587.0,911,583,12867.5,12587.0,False,True,False,False,628,583,605,583,628,655,630,661,1.0,589.0,0.10041618701850705,0.12211104223855486
2021-03-10,2021,2,True,True,False,True,True,12993.25,12703.0,290.25,0.6834006054490414,12967.75,12752.25,12787.0,180.75,0.4255802219979818,424.7142857142857,False,12967.75,12921.75,12893.25,12914.0,12911.25,12928.25,12915.5,12886.75,12796.75,12809.75,12813.25,12839.0,12967.75,12969.5,12870.5,12914.0,-1.0,-53.75,-0.1265556676757484,99.0,0.05356542213252607,593,654,12979.5,12754.0,593,828,12979.5,12720.0,False,False,False,False,593,629,593,582,607,654,664,654,1.0,590.0,0.11890346451395896,0.15127817019845274
2021-03-11,2021,3,True,True,False,True,True,13014.0,12724.25,289.75,0.6782310650392911,12951.5,13046.5,12752.25,199.25,0.4663935796689517,427.2142857142857,False,12951.5,12996.75,12982.75,12939.5,12965.25,12991.0,12979.0,12968.75,12952.25,12998.5,13024.0,13069.75,12951.5,13007.0,12931.25,12939.5,-1.0,-12.0,-0.028088948336398595,75.75,0.12054840327704397,703,619,13086.5,12912.5,787,619,13119.25,12912.5,False,False,False,False,574,619,574,584,659,619,685,630,-1.0,618.0,0.09362982778799532,0.042133422504597895
2021-03-12,2021,4,True,True,False,True,True,13095.0,12785.75,309.25,0.7003680187649128,12871.0,12937.25,13046.5,-175.5,-0.3974602661058761,441.5535714285714,False,12871.0,12846.0,12805.5,12852.25,12889.5,12885.75,12875.5,12858.0,12804.0,12835.5,12792.5,12859.5,12871.0,12873.75,12798.0,12852.25,-1.0,-18.75,-0.04246370364379019,75.75,0.01528693331176447,605,664,12905.5,12768.25,957,664,12943.75,12768.25,False,False,False,False,605,628,605,577,605,656,649,664,1.0,590.0,0.09681724430784164,0.10361143689084808
2021-03-15,2021,0,True,True,True,True,False,13009.5,12872.0,137.5,0.315677271236471,12941.5,13068.25,12937.25,,,435.57142857142856,False,12941.5,12916.5,12903.75,12914.0,12952.0,12971.5,12951.0,12978.0,12926.5,12939.5,12966.0,12922.0,12941.5,12941.5,12887.5,12914.0,-1.0,-27.5,-0.06313545424729419,54.0,0.03730731387340112,613,698,12987.25,12871.25,959,698,13074.5,12871.25,False,False,False,False,613,581,613,581,613,638,673,689,1.0,592.0,0.07633650377172845,0.04476877664808134
2021-03-16,2021,1,True,True,False,True,True,13168.0,13048.25,119.75,0.2929535625354942,13159.75,13138.75,13068.25,91.5,0.2238434319164737,408.7678571428572,False,13159.75,13178.0,13163.5,13190.0,13224.75,13235.75,13242.5,13247.0,13259.25,13263.25,13274.25,13245.0,13159.75,13190.0,13132.25,13190.0,1.0,30.25,0.0740028832292167,57.75,0.06482897208509894,658,570,13287.25,13132.25,658,884,13287.25,13077.25,False,False,True,False,629,570,610,570,658,600,658,649,1.0,585.0,0.07094491284784411,0.04219999126294176
2021-03-17,2021,2,True,True,False,True,True,13173.75,12967.5,206.25,0.5146370806041972,13007.0,13193.0,13138.75,-131.75,-0.3287439290647417,400.7678571428572,False,13007.0,12972.5,12945.25,12994.5,13035.0,13032.75,13031.75,13042.75,13047.5,13007.0,13010.5,12969.5,13007.0,13015.75,12934.25,12994.5,-1.0,-12.5,-0.03119012609722407,81.5,0.027447310965557185,636,580,13073.25,12934.25,908,580,13271.0,12934.25,False,True,False,False,625,580,611,580,636,650,636,664,1.0,589.0,0.05801363454083677,0.09793699594528359
2021-03-18,2021,3,True,True,False,True,True,13267.0,12944.25,322.75,0.8433577527880174,12979.5,12782.0,13193.0,-213.5,-0.557883439876814,382.69642857142856,False,12979.5,13000.5,12998.25,12967.25,12995.0,12964.0,12936.0,12938.75,12956.75,12959.75,12965.75,12953.0,12979.5,13022.25,12963.75,12967.25,-1.0,-12.25,-0.03200970556670244,58.5,0.09014978302459055,574,612,13022.25,12914.75,574,950,13022.25,12762.0,True,False,False,False,574,612,574,612,600,612,639,636,-1.0,585.0,0.10321496897018338,0.06205963324156596
2021-03-19,2021,4,True,True,False,True,True,12898.25,12713.5,184.75,0.4758531873792659,12775.75,12837.5,12782.0,-6.25,-0.0160978750804893,388.25,False,12775.75,12811.0,12790.25,12746.0,12774.25,12710.0,12711.0,12732.0,12773.0,12821.75,12833.25,12843.75,12775.75,12837.5,12724.75,12746.0,-1.0,-29.75,-0.07662588538312942,112.75,0.16870573084352866,715,608,12860.0,12681.75,829,608,12891.25,12681.75,False,False,False,False,572,608,572,608,652,608,663,634,-1.0,604.0,0.18351577591757887,0.08177720540888603
2021-03-22,2021,0,True,True,False,True,True,12963.5,12788.5,175.0,0.4612850082372323,12928.25,13070.75,12837.5,90.75,0.2392092257001647,379.375,False,12928.25,12972.5,12981.5,12961.75,13008.25,13000.0,13003.5,13000.75,13018.75,13040.0,13056.75,13077.25,12928.25,12992.25,12927.75,12961.75,1.0,33.5,0.08830313014827018,64.5,0.014497528830313015,700,570,13095.25,12927.75,764,570,13157.0,12927.75,False,True,False,False,628,570,601,570,653,613,684,631,1.0,590.0,0.09159802306425041,0.034925864909390446
