trade_date,year,dow,full_rth,roll_in_day,sym_rth_first,sym_rth_last,rth_same_sym,same_sym_prev_rth,on_ok,gap_ok,n_on,n_rth,on_high,on_low,on_range,on_range_atr,rth_open,rth_close,rth_high,rth_low,prior_rth_close,prior_td,gap,gap_atr,atr14_prior,on_terc_lo_boundary,on_compressed
2021-01-19,2021,1,True,False,NQH1,NQH1,True,True,True,True,930,390,12949.0,12810.75,138.25,0.6607536764705882,12896.5,12985.0,13006.5,12849.25,12814.0,2021-01-18,82.5,0.3943014705882353,209.23076923076923,,False
2021-01-20,2021,2,True,False,NQH1,NQH1,True,True,True,True,930,390,13138.5,13017.0,121.5,0.5629510825982358,13137.0,13285.5,13327.0,13121.0,12985.0,2021-01-19,152.0,0.7042680210282456,215.82692307692307,,False
2021-01-21,2021,3,True,False,NQH1,NQH1,True,True,True,True,930,390,13392.0,13288.0,104.0,0.44672063439616716,13340.0,13397.25,13423.5,13283.25,13285.5,2021-01-20,54.5,0.23409879398645297,232.80769230769232,,False
2021-01-22,2021,4,True,False,NQH1,NQH1,True,True,True,True,930,390,13402.25,13300.25,102.0,0.4323090716439808,13347.75,13355.25,13397.0,13323.0,13397.25,2021-01-21,-49.5,-0.2097970494742848,235.94230769230768,,False
2021-01-25,2021,0,True,False,NQH1,NQH1,True,True,True,True,930,390,13508.0,13368.75,139.25,0.6626098096632503,13497.75,13474.5,13554.5,13189.0,13355.25,2021-01-22,142.5,0.6780746705710102,210.15384615384616,,False
2021-01-26,2021,1,True,False,NQH1,NQH1,True,True,True,True,930,390,13497.0,13380.25,116.75,0.5220120378331901,13493.25,13484.75,13533.0,13426.75,13474.5,2021-01-25,18.75,0.08383490971625107,223.65384615384616,,False
2021-01-27,2021,2,True,False,NQH1,NQH1,True,True,True,True,929,390,13586.5,13352.0,234.5,1.1260504201680672,13389.5,13119.75,13389.5,13021.0,13484.75,2021-01-26,-95.25,-0.45738295318127253,208.25,,False
2021-01-28,2021,3,True,False,NQH1,NQH1,True,True,True,True,930,390,13189.25,12906.25,283.0,1.2428004391520986,13155.25,13185.75,13394.0,13128.25,13119.75,2021-01-27,35.5,0.15589899501731272,227.71153846153845,,False
2021-01-29,2021,4,True,False,NQH1,NQH1,True,True,True,True,930,390,13188.0,12933.5,254.5,1.0140996168582377,13110.5,12913.75,13157.25,12829.0,13185.75,2021-01-28,-75.25,-0.29984674329501915,250.96153846153845,,False
2021-02-01,2021,0,True,False,NQH1,NQH1,True,True,True,True,930,390,13084.0,12727.25,356.75,1.368875442739079,13051.5,13230.5,13271.5,12970.25,12913.75,2021-01-29,137.75,0.5285566706021251,260.61538461538464,,False
2021-02-02,2021,1,True,False,NQH1,NQH1,True,True,True,True,930,390,13378.5,13230.5,148.0,0.5143697366662211,13352.25,13448.5,13493.5,13345.0,13230.5,2021-02-01,121.75,0.42313861783184065,287.7307692307692,,False
2021-02-03,2021,2,True,False,NQH1,NQH1,True,True,True,True,930,390,13584.5,13475.75,108.75,0.3699705593719333,13531.5,13388.75,13547.75,13386.75,13448.5,2021-02-02,83.0,0.2823683349689238,293.9423076923077,,False
2021-02-04,2021,3,True,False,NQH1,NQH1,True,True,True,True,930,390,13463.5,13345.25,118.25,0.39709396189861157,13449.0,13550.5,13552.5,13391.75,13388.75,2021-02-03,60.25,0.20232483048111075,297.78846153846155,,False
2021-02-05,2021,4,True,False,NQH1,NQH1,True,True,True,True,930,390,13618.75,13528.25,90.5,0.30238385915311955,13590.0,13596.5,13638.5,13519.5,13550.5,2021-02-04,39.5,0.1319796954314721,299.28846153846155,,False
2021-02-08,2021,0,True,False,NQH1,NQH1,True,True,True,True,930,390,13687.25,13605.25,82.0,0.2863021385373153,13666.25,13684.75,13693.0,13596.0,13596.5,2021-02-05,69.75,0.24353139223143588,286.4107142857143,,False
2021-02-09,2021,1,True,False,NQH1,NQH1,True,True,True,True,930,390,13698.0,13634.0,64.0,0.22909741754027105,13645.75,13680.5,13735.25,13645.25,13684.75,2021-02-08,-39.0,-0.13960623881360268,279.35714285714283,,False
2021-02-10,2021,2,True,False,NQH1,NQH1,True,True,True,True,930,390,13769.25,13679.0,90.25,0.34127895198865554,13742.75,13650.0,13762.0,13516.75,13680.5,2021-02-09,62.25,0.23539739347693972,264.44642857142856,,False
2021-02-11,2021,3,True,False,NQH1,NQH1,True,True,True,True,929,390,13724.75,13612.5,112.25,0.4119806003408048,13717.25,13725.75,13743.75,13624.5,13650.0,2021-02-10,67.25,0.24682133962511468,272.4642857142857,,False
2021-02-12,2021,4,True,False,NQH1,NQH1,True,True,True,True,930,390,13742.0,13663.25,78.75,0.2868292682926829,13693.5,13804.0,13810.25,13646.0,13725.75,2021-02-11,-32.25,-0.11746341463414633,274.55357142857144,,False
2021-02-15,2021,0,False,False,NQH1,NQH1,True,True,True,True,929,210,13866.75,13810.0,56.75,0.21811942347288948,13850.75,13872.0,13878.25,13848.25,13804.0,2021-02-12,46.75,0.17968428277282086,260.17857142857144,,False
2021-02-16,2021,1,True,False,NQH1,NQH1,True,True,True,True,930,390,13900.5,13831.25,69.25,0.2579697686080665,13835.75,13764.5,13875.5,13716.0,13872.0,2021-02-15,-36.25,-0.13503832652768824,268.4423076923077,,False
2021-02-17,2021,2,True,False,NQH1,NQH1,True,True,True,True,930,390,13785.0,13626.25,158.75,0.6638520305589063,13638.5,13699.5,13710.5,13543.0,13764.5,2021-02-16,-126.0,-0.5268998793727382,239.1346153846154,,False
2021-02-18,2021,3,True,False,NQH1,NQH1,True,True,True,True,930,390,13723.25,13526.25,197.0,0.8945162417045058,13544.25,13637.75,13669.5,13468.0,13699.5,2021-02-17,-155.25,-0.7049423681453021,220.23076923076923,,False
2021-02-19,2021,4,True,False,NQH1,NQH1,True,True,True,True,930,390,13729.0,13550.0,179.0,0.8433451118963486,13695.5,13578.25,13700.5,13534.75,13637.75,2021-02-18,57.75,0.27208480565371024,212.25,,False
2021-02-22,2021,0,True,False,NQH1,NQH1,True,True,True,True,930,390,13629.0,13364.5,264.5,1.4272076372315037,13391.25,13227.0,13446.0,13218.5,13578.25,2021-02-19,-187.0,-1.009027705717547,185.32692307692307,,False
2021-02-23,2021,1,True,False,NQH1,NQH1,True,True,True,True,930,390,13335.75,12946.5,389.25,1.979172777940745,13001.0,13188.0,13257.25,12757.25,13227.0,2021-02-22,-226.0,-1.1491150875134448,196.67307692307693,,False
2021-02-24,2021,2,True,False,NQH1,NQH1,True,True,True,True,930,390,13295.5,13027.0,268.5,1.1882553191489362,13073.75,13295.25,13309.0,12958.0,13188.0,2021-02-23,-114.25,-0.5056170212765958,225.96153846153845,,False
2021-02-25,2021,3,True,False,NQH1,NQH1,True,True,True,True,930,390,13353.75,13146.0,207.75,0.8765111561866126,13180.75,12826.25,13290.0,12764.0,13295.25,2021-02-24,-114.5,-0.4830831643002028,237.01923076923077,,False
2021-02-26,2021,4,True,False,NQH1,NQH1,True,True,True,True,930,390,12980.75,12662.25,318.5,1.1656813063063063,12952.75,12893.25,13089.5,12752.0,12826.25,2021-02-25,126.5,0.4629786036036036,273.2307692307692,,False
2021-03-01,2021,0,True,False,NQH1,NQH1,True,True,True,True,930,390,13133.0,12946.25,186.75,0.6253461266018417,13099.25,13274.25,13287.0,13040.5,12893.25,2021-02-26,206.0,0.6898061691029687,298.63461538461536,,False
2021-03-02,2021,1,True,False,NQH1,NQH1,True,True,True,True,930,390,13328.25,13161.75,166.5,0.5251410201977316,13297.5,13058.25,13303.0,13048.25,13274.25,2021-03-01,23.25,0.07333050282040394,317.0576923076923,,False
2021-03-03,2021,2,True,False,NQH1,NQH1,True,True,True,True,930,390,13192.0,12964.25,227.75,0.7135626920527807,13012.75,12680.75,13052.0,12675.25,13058.25,2021-03-02,-45.5,-0.1425558835934205,319.1730769230769,,False
2021-03-04,2021,3,True,False,NQH1,NQH1,True,True,True,True,930,390,12708.75,12511.25,197.5,0.5661833618170792,12664.25,12471.25,12797.0,12306.5,12680.75,2021-03-03,-16.5,-0.04730139478471801,348.8269230769231,,False
2021-03-05,2021,4,True,False,NQH1,NQH1,True,True,True,True,930,390,12632.5,12304.5,328.0,0.87718576424604,12582.75,12661.5,12697.75,12207.25,12471.25,2021-03-04,111.5,0.2981896729068093,373.9230769230769,,False
2021-03-08,2021,0,True,False,NQH1,NQH1,True,True,True,True,930,390,12761.25,12376.0,385.25,1.0078482668410726,12635.25,12300.5,12715.75,12281.75,12661.5,2021-03-05,-26.25,-0.06867233485938522,382.25,,False
2021-03-09,2021,1,True,False,NQH1,NQH1,True,True,True,True,930,390,12617.25,12326.0,291.25,0.7221287523244488,12609.25,12787.0,12867.5,12587.0,12300.5,2021-03-08,308.75,0.7655184627645445,403.32142857142856,,False
2021-03-10,2021,2,True,False,NQH1,NQH1,True,True,True,True,930,390,12993.25,12703.0,290.25,0.6834006054490414,12967.75,12752.25,12979.5,12720.0,12787.0,2021-03-09,180.75,0.42558022199798184,424.7142857142857,,False
2021-03-11,2021,3,True,False,NQH1,NQH1,True,True,True,True,930,390,13014.0,12724.25,289.75,0.6782310650392911,12951.5,13046.5,13119.25,12912.5,12752.25,2021-03-10,199.25,0.4663935796689517,427.2142857142857,,False
2021-03-12,2021,4,True,False,NQH1,NQH1,True,True,True,True,930,390,13095.0,12785.75,309.25,0.7003680187649128,12871.0,12937.25,12943.75,12768.25,13046.5,2021-03-11,-175.5,-0.39746026610587615,441.55357142857144,,False
2021-03-15,2021,0,True,True,NQM1,NQM1,True,False,True,False,930,390,13009.5,12872.0,137.5,0.315677271236471,12941.5,13068.25,13074.5,12871.25,12937.25,2021-03-12,,,435.57142857142856,,False
2021-03-16,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,13168.0,13048.25,119.75,0.29295356253549426,13159.75,13138.75,13287.25,13077.25,13068.25,2021-03-15,91.5,0.2238434319164737,408.76785714285717,,False
2021-03-17,2021,2,True,False,NQM1,NQM1,True,True,True,True,930,390,13173.75,12967.5,206.25,0.5146370806041972,13007.0,13193.0,13271.0,12934.25,13138.75,2021-03-16,-131.75,-0.32874392906474176,400.76785714285717,,False
2021-03-18,2021,3,True,False,NQM1,NQM1,True,True,True,True,930,390,13267.0,12944.25,322.75,0.8433577527880174,12979.5,12782.0,13022.25,12762.0,13193.0,2021-03-17,-213.5,-0.557883439876814,382.69642857142856,,False
2021-03-19,2021,4,True,False,NQM1,NQM1,True,True,True,True,930,390,12898.25,12713.5,184.75,0.47585318737926596,12775.75,12837.5,12891.25,12681.75,12782.0,2021-03-18,-6.25,-0.016097875080489377,388.25,,False
2021-03-22,2021,0,True,False,NQM1,NQM1,True,True,True,True,930,390,12963.5,12788.5,175.0,0.4612850082372323,12928.25,13070.75,13157.0,12927.75,12837.5,2021-03-19,90.75,0.23920922570016476,379.375,,False
2021-03-23,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,13120.75,13002.5,118.25,0.30658826797536926,13113.5,13005.0,13172.0,12979.0,13070.75,2021-03-22,42.75,0.11083846474373814,385.69642857142856,,False
2021-03-24,2021,2,True,False,NQM1,NQM1,True,True,True,True,930,390,13145.25,13016.25,129.0,0.3557919621749409,13070.75,12790.0,13072.25,12788.25,13005.0,2021-03-23,65.75,0.18134357762017336,362.57142857142856,,False
2021-03-25,2021,3,True,False,NQM1,NQM1,True,True,True,True,929,390,12859.5,12693.0,166.5,0.4716236722306525,12717.5,12772.5,12837.0,12609.75,12790.0,2021-03-24,-72.5,-0.20536165907941326,353.0357142857143,,False
2021-03-26,2021,4,True,False,NQM1,NQM1,True,True,True,True,930,390,12881.0,12676.25,204.75,0.6096666134949753,12763.25,12962.0,12975.0,12701.0,12772.5,2021-03-25,-9.25,-0.027542936140798637,335.8392857142857,,False
2021-03-29,2021,0,True,False,NQM1,NQM1,True,True,True,True,930,390,12975.75,12807.5,168.25,0.5210130502101304,12941.25,12956.25,13003.0,12815.5,12962.0,2021-03-26,-20.75,-0.06425569564255695,322.92857142857144,,False
2021-03-30,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,12984.0,12835.0,149.0,0.49964071856287423,12873.5,12895.25,12916.25,12776.5,12956.25,2021-03-29,-82.75,-0.27748502994011975,298.2142857142857,,False
2021-03-31,2021,2,True,False,NQM1,NQM1,True,True,True,True,929,390,12980.5,12858.25,122.25,0.4182295803042336,12968.0,13084.5,13158.0,12953.0,12895.25,2021-03-30,72.75,0.24888508766570955,292.30357142857144,,False
2021-04-01,2021,3,True,False,NQM1,NQM1,True,True,True,True,930,390,13261.0,13090.25,170.75,0.5980735551663747,13253.0,13314.25,13321.5,13241.75,13084.5,2021-03-31,168.5,0.5901926444833625,285.5,,False
2021-04-05,2021,0,True,False,NQM1,NQM1,True,True,True,True,930,390,13433.25,13304.25,129.0,0.4628988850442137,13419.0,13581.75,13615.0,13409.25,13314.25,2021-04-01,104.75,0.37588107138280147,278.67857142857144,,False
2021-04-06,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,13622.25,13524.25,98.0,0.34222998253928666,13567.75,13571.5,13655.0,13538.75,13581.75,2021-04-05,-14.0,-0.048889997505612376,286.35714285714283,,False
2021-04-07,2021,2,True,False,NQM1,NQM1,True,True,True,True,930,390,13607.75,13530.0,77.75,0.2790489008524002,13552.5,13604.75,13641.0,13512.5,13571.5,2021-04-06,-19.0,-0.06819201435621355,278.625,,False
2021-04-08,2021,3,True,False,NQM1,NQM1,True,True,True,True,930,390,13743.75,13615.5,128.25,0.48625592417061614,13726.5,13749.75,13755.0,13691.5,13604.75,2021-04-07,121.75,0.46161137440758293,263.75,,False
2021-04-09,2021,4,True,False,NQM1,NQM1,True,True,True,True,930,390,13841.75,13648.25,193.5,0.8142470694319207,13689.5,13829.25,13839.75,13658.25,13749.75,2021-04-08,-60.25,-0.253531710249474,237.64285714285714,,False
2021-04-12,2021,0,True,False,NQM1,NQM1,True,True,True,True,930,390,13832.25,13767.75,64.5,0.2733050847457627,13784.5,13812.0,13828.75,13732.0,13829.25,2021-04-09,-44.75,-0.1896186440677966,236.0,,False
2021-04-13,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,13896.0,13772.75,123.25,0.5683933130198469,13877.25,13975.5,13994.0,13866.75,13812.0,2021-04-12,65.25,0.3009141068928601,216.83928571428572,,False
2021-04-14,2021,2,True,False,NQM1,NQM1,True,True,True,True,930,390,14029.0,13957.5,71.5,0.3266971279373368,13983.0,13808.5,13988.5,13772.75,13975.5,2021-04-13,7.5,0.03426892950391645,218.85714285714286,,False
2021-04-15,2021,3,True,False,NQM1,NQM1,True,True,True,True,930,390,13945.0,13789.25,155.75,0.7358474647768498,13929.0,14016.0,14034.25,13923.0,13808.5,2021-04-14,120.5,0.5693073483506286,211.66071428571428,,False
2021-04-16,2021,4,True,False,NQM1,NQM1,True,True,True,True,930,390,14059.5,13952.75,106.75,0.5051546391752577,14038.75,14031.25,14041.0,13953.75,14016.0,2021-04-15,22.75,0.10765590670948115,211.32142857142858,,False
2021-04-19,2021,0,True,False,NQM1,NQM1,True,True,True,True,930,390,14052.25,13946.0,106.25,0.5376829929513826,13964.75,13904.0,14013.25,13821.0,14031.25,2021-04-16,-66.5,-0.33652629676486534,197.60714285714286,,False
2021-04-20,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,13933.75,13814.0,119.75,0.598269247925774,13874.0,13799.5,13929.75,13719.25,13904.0,2021-04-19,-30.0,-0.14987956106699973,200.16071428571428,,False
2021-04-21,2021,2,True,False,NQM1,NQM1,True,True,True,True,930,390,13788.5,13709.75,78.75,0.39245350182433036,13747.0,13918.75,13926.5,13700.5,13799.5,2021-04-20,-52.5,-0.2616356678828869,200.66071428571428,,False
2021-04-22,2021,3,True,False,NQM1,NQM1,True,True,True,True,930,390,13938.0,13878.0,60.0,0.3070736611222811,13901.0,13750.5,13944.75,13701.75,13918.75,2021-04-21,-17.75,-0.09084262474867483,195.39285714285714,,False
2021-04-23,2021,4,True,False,NQM1,NQM1,True,True,True,True,930,390,13791.0,13737.0,54.0,0.2751842751842752,13776.5,13925.0,13981.0,13776.0,13750.5,2021-04-22,26.0,0.13249613249613248,196.23214285714286,,False
2021-04-26,2021,0,True,False,NQM1,NQM1,True,True,True,True,930,390,13944.25,13865.5,78.75,0.41130386121992163,13933.75,14014.0,14026.25,13902.25,13925.0,2021-04-23,8.75,0.04570042902443574,191.46428571428572,,False
2021-04-27,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,14050.0,14007.75,42.25,0.2182254196642686,14025.0,13951.5,14034.75,13912.5,14014.0,2021-04-26,11.0,0.05681608559306401,193.60714285714286,,False
2021-04-28,2021,2,True,False,NQM1,NQM1,True,True,True,True,930,390,13979.25,13904.75,74.5,0.3835263835263835,13939.75,13895.75,13982.25,13878.0,13951.5,2021-04-27,-11.75,-0.06048906048906049,194.25,,False
2021-04-29,2021,3,True,False,NQM1,NQM1,True,True,True,True,930,390,14064.0,13952.5,111.5,0.581540467542144,14042.0,13955.0,14060.75,13818.5,13895.75,2021-04-28,146.25,0.7627829002514669,191.73214285714286,,False
2021-04-30,2021,4,True,False,NQM1,NQM1,True,True,True,True,930,390,13948.5,13819.75,128.75,0.6587482868889903,13853.0,13861.0,13956.75,13825.0,13955.0,2021-04-29,-102.0,-0.5218821379625399,195.44642857142858,,False
2021-05-03,2021,0,True,False,NQM1,NQM1,True,True,True,True,930,390,13916.25,13844.5,71.75,0.36224305805986295,13915.0,13790.5,13947.5,13772.0,13861.0,2021-04-30,54.0,0.2726289217454021,198.07142857142858,,False
2021-05-04,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,13792.5,13650.25,142.25,0.7302227518562655,13683.25,13543.25,13696.5,13380.75,13790.5,2021-05-03,-107.25,-0.5505545879548996,194.80357142857142,,False
2021-05-05,2021,2,True,False,NQM1,NQM1,True,True,True,True,929,390,13653.25,13507.75,145.5,0.7066169456248375,13629.25,13494.0,13665.5,13462.75,13543.25,2021-05-04,86.0,0.41765675136588326,205.91071428571428,,False
2021-05-06,2021,3,True,False,NQM1,NQM1,True,True,True,True,930,390,13570.5,13451.0,119.5,0.5889808132371062,13484.75,13596.5,13603.75,13388.75,13494.0,2021-05-05,-9.25,-0.04559056504136596,202.89285714285714,,False
2021-05-07,2021,4,True,False,NQM1,NQM1,True,True,True,True,930,390,13818.0,13588.25,229.75,1.0908011869436203,13714.5,13706.5,13810.5,13661.5,13596.5,2021-05-06,118.0,0.5602373887240356,210.625,,False
2021-05-10,2021,0,True,False,NQM1,NQM1,True,True,True,True,930,390,13752.0,13636.5,115.5,0.5486470438544406,13649.75,13356.25,13657.75,13352.5,13706.5,2021-05-07,-56.75,-0.2695733310713377,210.51785714285714,,False
2021-05-11,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,13344.5,13065.25,279.25,1.2481443052119083,13113.25,13344.0,13375.75,13084.75,13356.25,2021-05-10,-243.0,-1.0861202011333706,223.73214285714286,,False
2021-05-12,2021,2,True,False,NQM1,NQM1,True,True,True,True,930,390,13351.75,13090.25,261.5,1.1381052304344448,13132.75,12998.5,13231.5,12959.75,13344.0,2021-05-11,-211.25,-0.9194062329991451,229.76785714285714,,False
2021-05-13,2021,3,True,False,NQM1,NQM1,True,True,True,True,930,390,13135.5,12915.0,220.5,0.9171804204114982,13121.0,13097.5,13223.75,12997.25,12998.5,2021-05-12,122.5,0.5095446780063879,240.41071428571428,,False
2021-05-14,2021,4,True,False,NQM1,NQM1,True,True,True,True,930,390,13260.5,13071.0,189.5,0.7733566535490454,13232.0,13384.5,13426.25,13208.75,13097.5,2021-05-13,134.5,0.5488995773210903,245.03571428571428,,False
2021-05-17,2021,0,True,False,NQM1,NQM1,True,True,True,True,930,390,13448.5,13301.0,147.5,0.569655172413793,13313.5,13305.75,13343.0,13182.75,13384.5,2021-05-14,-71.0,-0.27420689655172414,258.92857142857144,,False
2021-05-18,2021,1,True,False,NQM1,NQM1,True,True,True,True,929,390,13432.25,13290.0,142.25,0.5306068074335576,13345.0,13213.25,13396.5,13203.75,13305.75,2021-05-17,39.25,0.1464064477452874,268.0892857142857,,False
2021-05-19,2021,2,True,False,NQM1,NQM1,True,True,True,True,930,390,13223.0,12954.25,268.75,0.970341715022566,12984.5,13230.5,13243.0,12969.5,13213.25,2021-05-18,-228.75,-0.8259187620889749,276.9642857142857,114.25000000000001,False
2021-05-20,2021,3,True,False,NQM1,NQM1,True,True,True,True,930,390,13297.5,13150.75,146.75,0.5240068864375438,13292.0,13486.5,13522.75,13281.25,13230.5,2021-05-19,61.5,0.2196008416756998,280.05357142857144,114.66666666666667,False
2021-05-21,2021,4,True,False,NQM1,NQM1,True,True,True,True,930,390,13563.25,13486.25,77.0,0.25939962702279973,13551.75,13409.0,13570.0,13395.75,13486.5,2021-05-20,65.25,0.2198159177043855,296.8392857142857,115.08333333333334,True
2021-05-24,2021,0,True,False,NQM1,NQM1,True,True,True,True,930,390,13520.25,13356.5,163.75,0.5518112889637742,13509.0,13637.5,13686.0,13493.5,13409.0,2021-05-21,100.0,0.33698399326032014,296.75,114.25000000000001,False
2021-05-25,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,13738.75,13632.0,106.75,0.3669961323592609,13701.25,13656.25,13732.5,13606.75,13637.5,2021-05-24,63.75,0.2191663085517834,290.875,114.66666666666667,True
2021-05-26,2021,2,True,False,NQM1,NQM1,True,True,True,True,930,390,13728.5,13663.5,65.0,0.22741471948019493,13685.75,13701.75,13724.75,13656.0,13656.25,2021-05-25,29.5,0.10321129576408847,285.82142857142856,113.58333333333334,True
2021-05-27,2021,3,True,False,NQM1,NQM1,True,True,True,True,930,390,13717.25,13620.25,97.0,0.3519046385073853,13685.25,13652.25,13720.75,13644.0,13701.75,2021-05-26,-16.5,-0.0598600673749676,275.64285714285717,112.25000000000001,True
2021-05-28,2021,4,True,False,NQM1,NQM1,True,True,True,True,930,390,13726.0,13662.75,63.25,0.23741537636570817,13703.5,13690.5,13763.5,13682.0,13652.25,2021-05-27,51.25,0.19237214290502044,266.4107142857143,111.75,True
2021-05-31,2021,0,False,False,NQM1,NQM1,True,True,True,True,926,210,13719.5,13657.0,62.5,0.25502768872048964,13677.75,13654.75,13680.0,13651.5,13690.5,2021-05-28,-12.75,-0.052025648498979886,245.07142857142858,110.58333333333334,True
2021-06-01,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,13756.75,13655.0,101.75,0.4238904021791379,13752.25,13651.0,13773.0,13592.25,13654.75,2021-05-31,97.5,0.40618490626502163,240.03846153846155,108.75000000000001,True
2021-06-02,2021,2,True,False,NQM1,NQM1,True,True,True,True,930,390,13676.5,13616.75,59.75,0.26699321130875653,13667.0,13674.25,13712.75,13603.25,13651.0,2021-06-01,16.0,0.07149609005757497,223.78846153846155,107.41666666666667,True
2021-06-03,2021,3,True,False,NQM1,NQM1,True,True,True,True,929,390,13707.75,13511.0,196.75,0.9438191881918819,13555.5,13528.25,13609.5,13462.25,13674.25,2021-06-02,-118.75,-0.5696494464944649,208.46153846153845,106.75,False
2021-06-04,2021,4,True,False,NQM1,NQM1,True,True,True,True,930,390,13617.25,13467.75,149.5,0.7474281319103933,13610.0,13766.5,13783.75,13605.5,13528.25,2021-06-03,81.75,0.4087107008941448,200.01923076923077,106.75000000000001,False
2021-06-07,2021,0,True,False,NQM1,NQM1,True,True,True,True,930,390,13784.75,13691.5,93.25,0.45736653461611015,13738.25,13802.5,13808.5,13712.5,13766.5,2021-06-04,-28.25,-0.13855876249764196,203.8846153846154,107.41666666666667,True
2021-06-08,2021,1,True,False,NQM1,NQM1,True,True,True,True,930,390,13896.75,13785.5,111.25,0.5696140212682158,13878.75,13809.0,13917.25,13741.75,13802.5,2021-06-07,76.25,0.3904096100827097,195.30769230769232,106.75,False
2021-06-09,2021,2,True,False,NQM1,NQM1,True,True,True,True,930,390,13877.5,13803.5,74.0,0.3965783778212924,13871.0,13815.75,13904.25,13808.5,13809.0,2021-06-08,62.0,0.33226837060702874,186.59615384615384,106.75000000000001,True
2021-06-10,2021,3,True,False,NQM1,NQM1,True,True,True,True,930,390,13851.5,13726.0,125.5,0.7572522627059642,13831.0,13959.75,13964.75,13811.25,13815.75,2021-06-09,15.25,0.09201670921327454,165.73076923076923,106.75,False
