date,year,prev_close,prev_range,day_open,clow15,chigh15,entry15,clow20,chigh20,entry20,clow30,chigh30,entry30,exit1545,exit1600,rth_high,rth_low
2021-02-02,2021,16197.25,301.25,16319.0,16311.75,16370.75,16365.0,16311.75,16390.0,16381.75,16311.75,16390.0,16348.25,16434.25,16415.25,16460.25,16311.75
2021-02-03,2021,16415.25,148.5,16498.25,16428.25,16514.5,16452.75,16428.25,16514.5,16457.0,16428.25,16514.5,16494.0,16401.5,16355.5,16514.5,16353.5
2021-02-04,2021,16355.5,161.0,16415.75,16379.0,16447.0,16398.0,16379.0,16447.0,16425.0,16379.0,16447.0,16403.5,16476.5,16517.25,16519.25,16358.5
2021-02-05,2021,16517.25,160.75,16556.75,16511.25,16560.0,16533.0,16511.25,16560.0,16534.25,16502.0,16560.0,16505.75,16552.25,16563.25,16605.25,16486.25
2021-02-08,2021,16563.25,119.0,16633.0,16599.5,16640.5,16622.5,16599.5,16640.5,16624.0,16599.5,16640.5,16630.0,16622.5,16651.5,16659.75,16562.75
2021-02-09,2021,16651.5,97.0,16612.5,16612.0,16650.75,16643.25,16612.0,16657.75,16644.5,16612.0,16675.0,16670.5,16673.5,16647.25,16702.0,16612.0
2021-02-10,2021,16647.25,90.0,16709.5,16681.0,16728.75,16690.25,16681.0,16728.75,16702.0,16681.0,16728.75,16702.25,16592.5,16616.75,16728.75,16483.5
2021-02-11,2021,16616.75,245.25,16684.0,16669.25,16705.5,16676.0,16669.25,16705.5,16688.5,16648.75,16705.5,16654.0,16662.75,16692.5,16710.5,16591.25
2021-02-12,2021,16692.5,119.25,16660.25,16612.75,16663.0,16662.75,16612.75,16671.75,16660.5,16612.75,16672.25,16660.0,16742.0,16770.75,16777.0,16612.75
2021-02-15,2021,16770.75,164.25,16817.5,16815.0,16825.75,16821.75,16815.0,16829.25,16825.25,16815.0,16829.25,16823.5,16838.75,16838.75,16845.0,16815.0
2021-02-16,2021,16838.75,30.0,16802.5,16778.25,16826.0,16822.75,16778.25,16835.25,16823.0,16778.25,16835.25,16819.75,16730.75,16731.25,16842.25,16682.75
2021-02-17,2021,16731.25,159.5,16605.25,16577.5,16637.25,16621.75,16577.5,16642.5,16635.5,16577.5,16659.25,16638.0,16665.0,16666.25,16677.25,16509.75
2021-02-18,2021,16666.25,167.5,16511.0,16489.25,16536.5,16529.5,16489.25,16548.25,16529.0,16489.25,16550.25,16534.25,16628.5,16604.5,16636.25,16434.75
2021-02-19,2021,16604.5,201.5,16662.25,16615.0,16667.25,16636.25,16609.0,16667.25,16615.25,16607.75,16667.25,16638.75,16552.5,16545.0,16667.25,16501.5
2021-02-22,2021,16545.0,165.75,16358.0,16325.25,16391.5,16371.5,16325.25,16396.75,16393.75,16325.25,16405.75,16394.5,16213.75,16193.75,16412.75,16185.25
2021-02-23,2021,16193.75,227.5,15967.75,15791.25,15983.0,15793.75,15737.5,15983.0,15739.5,15724.0,15983.0,15851.75,16189.0,16154.75,16224.0,15724.0
2021-02-24,2021,16154.75,500.0,16040.5,15968.75,16088.0,15996.25,15968.75,16088.0,16049.0,15968.75,16088.0,15998.75,16239.25,16262.0,16275.75,15924.75
2021-02-25,2021,16262.0,351.0,16147.5,16144.75,16256.75,16216.75,16144.75,16256.75,16203.5,16144.75,16256.75,16186.75,15832.75,15793.0,16256.75,15730.75
2021-02-26,2021,15793.0,526.0,15919.5,15896.0,15998.75,15952.25,15896.0,15998.75,15910.0,15825.5,15998.75,15844.0,16005.5,15860.0,16056.25,15718.75
2021-03-01,2021,15860.0,337.5,16066.0,16007.25,16082.25,16045.75,16007.25,16082.25,16020.5,16007.25,16082.25,16066.75,16228.75,16241.0,16253.75,16007.25
2021-03-02,2021,16241.0,246.5,16264.25,16174.25,16269.75,16194.25,16148.75,16269.75,16157.25,16146.0,16269.75,16185.5,16082.0,16025.0,16269.75,16015.0
2021-03-03,2021,16025.0,254.75,15979.5,15896.0,16018.75,15916.75,15891.5,16018.75,15929.75,15859.5,16018.75,15871.25,15705.5,15647.5,16018.75,15642.0
2021-03-04,2021,15647.5,376.75,15631.0,15616.0,15731.75,15684.5,15579.25,15731.75,15581.75,15535.0,15731.75,15556.0,15450.5,15438.0,15763.75,15273.25
2021-03-05,2021,15438.0,490.5,15549.5,15413.25,15572.75,15460.25,15405.75,15572.75,15407.0,15325.25,15572.75,15390.0,15633.5,15628.25,15664.5,15174.0
2021-03-08,2021,15628.25,490.5,15602.0,15493.5,15652.25,15643.5,15493.5,15665.5,15585.5,15493.5,15665.5,15545.25,15336.5,15267.25,15682.5,15248.5
2021-03-09,2021,15267.25,434.0,15576.0,15553.75,15619.5,15569.75,15553.75,15625.5,15625.25,15553.75,15683.5,15671.5,15780.75,15753.75,15834.25,15553.75
2021-03-10,2021,15753.75,280.5,15934.5,15837.25,15936.25,15880.75,15837.25,15936.25,15902.25,15837.25,15946.25,15878.0,15741.5,15719.0,15946.25,15686.75
2021-03-11,2021,15719.0,259.5,15918.25,15898.0,15973.75,15906.25,15898.0,15973.75,15929.0,15898.0,15973.75,15932.0,16033.5,16013.25,16086.0,15879.25
2021-03-12,2021,16013.25,206.75,15837.75,15764.75,15840.5,15819.0,15764.75,15840.5,15824.75,15764.75,15861.5,15856.25,15897.0,15904.0,15910.5,15735.0
2021-03-15,2021,15904.0,175.5,15897.75,15843.75,15897.75,15870.25,15843.75,15897.75,15873.0,15843.75,15930.25,15908.25,15976.0,16024.5,16030.75,15827.5
2021-03-16,2021,16024.5,203.25,16116.0,16088.5,16146.25,16146.25,16088.5,16173.5,16164.75,16088.5,16185.75,16181.0,16125.5,16095.0,16243.5,16033.5
2021-03-17,2021,16095.0,210.0,15963.25,15890.5,15972.0,15950.75,15890.5,15980.75,15975.5,15890.5,15999.5,15991.25,16137.5,16149.25,16227.25,15890.5
2021-03-18,2021,16149.25,336.75,15935.75,15920.0,15978.5,15923.5,15889.5,15978.5,15901.25,15889.5,15978.5,15951.25,15747.5,15738.25,15978.5,15718.25
2021-03-19,2021,15738.25,260.25,15732.0,15681.0,15793.75,15702.25,15681.0,15793.75,15704.75,15681.0,15793.75,15730.5,15816.25,15793.75,15847.5,15638.0
2021-03-22,2021,15793.75,209.5,15884.5,15884.0,15948.5,15918.0,15884.0,15948.5,15936.5,15884.0,15977.25,15964.5,16041.75,16027.0,16113.25,15884.0
2021-03-23,2021,16027.0,229.25,16069.75,16023.25,16075.5,16035.5,16012.25,16075.5,16028.75,16006.75,16075.5,16034.25,15972.0,15961.25,16128.25,15935.25
2021-03-24,2021,15961.25,193.0,16027.0,15944.5,16028.5,15966.75,15926.5,16028.5,15926.75,15902.5,16028.5,15912.5,15797.5,15746.25,16028.5,15744.5
2021-03-25,2021,15746.25,284.0,15673.75,15645.0,15759.5,15728.75,15645.0,15759.5,15722.5,15645.0,15759.5,15745.25,15765.75,15728.75,15793.25,15566.0
2021-03-26,2021,15728.75,227.25,15719.5,15710.0,15777.25,15749.0,15710.0,15786.0,15777.0,15710.0,15786.0,15764.25,15823.0,15918.25,15931.25,15657.25
2021-03-29,2021,15918.25,274.0,15897.5,15872.0,15934.25,15880.5,15859.5,15934.25,15885.5,15808.5,15934.25,15811.0,15897.0,15912.5,15959.25,15771.75
2021-03-30,2021,15912.5,187.5,15829.75,15770.25,15844.5,15778.75,15764.25,15844.5,15789.5,15761.5,15844.5,15787.0,15849.0,15851.5,15872.5,15732.75
2021-03-31,2021,15851.5,139.75,15924.25,15909.25,15971.5,15957.75,15909.25,15989.0,15984.0,15909.25,16012.5,16008.25,16062.25,16040.75,16114.25,15909.25
2021-04-01,2021,16040.75,205.0,16209.25,16198.0,16250.5,16237.5,16198.0,16251.5,16238.75,16198.0,16258.25,16248.25,16252.5,16270.5,16277.75,16198.0
2021-04-05,2021,16270.5,79.75,16375.25,16365.5,16402.0,16395.5,16365.5,16434.5,16433.25,16365.5,16441.75,16432.25,16534.75,16538.0,16571.25,16365.5
2021-04-06,2021,16538.0,205.75,16524.0,16495.0,16542.25,16539.0,16495.0,16545.5,16526.5,16495.0,16554.0,16553.0,16529.75,16527.75,16611.25,16495.0
2021-04-07,2021,16527.75,116.25,16508.75,16468.75,16516.5,16512.25,16468.75,16530.5,16526.75,16468.75,16540.75,16532.0,16566.25,16561.0,16597.25,16468.75
2021-04-08,2021,16561.0,128.5,16682.75,16667.0,16703.0,16683.0,16660.5,16703.0,16665.0,16660.5,16710.0,16706.0,16695.5,16706.0,16711.25,16647.75
2021-04-09,2021,16706.0,63.5,16645.75,16614.5,16659.0,16658.25,16614.5,16668.25,16665.75,16614.5,16684.25,16676.75,16763.0,16785.5,16796.0,16614.5
2021-04-12,2021,16785.5,181.5,16740.75,16732.75,16765.75,16745.0,16716.5,16765.75,16719.5,16698.75,16765.75,16723.75,16775.75,16768.25,16785.0,16688.25
2021-04-13,2021,16768.25,96.75,16833.5,16823.0,16895.25,16878.75,16823.0,16897.25,16881.25,16823.0,16903.75,16897.75,16934.25,16931.75,16950.25,16823.0
2021-04-14,2021,16931.75,127.25,16939.25,16899.5,16944.75,16929.0,16899.5,16944.75,16919.5,16899.5,16944.75,16930.5,16760.75,16764.75,16944.75,16729.0
2021-04-15,2021,16764.75,215.75,16885.25,16879.25,16934.0,16917.75,16879.25,16934.0,16918.25,16879.25,16934.0,16912.0,16974.75,16972.25,16990.5,16879.25
2021-04-16,2021,16972.25,111.25,16995.0,16929.75,16995.0,16945.75,16927.25,16995.0,16951.0,16910.0,16995.0,16920.25,16983.5,16987.5,16997.25,16910.0
2021-04-19,2021,16987.5,87.25,16921.0,16907.25,16969.5,16961.25,16907.25,16969.5,16946.25,16907.25,16969.5,16951.75,16833.0,16860.25,16969.5,16777.25
2021-04-20,2021,16860.25,192.25,16830.25,16808.25,16862.25,16851.25,16808.25,16874.25,16864.75,16808.25,16886.0,16860.75,16768.75,16755.75,16886.0,16675.5
2021-04-21,2021,16755.75,210.5,16703.25,16656.75,16720.25,16683.75,16656.75,16736.5,16732.5,16656.75,16761.25,16758.25,16860.5,16875.0,16882.75,16656.75
2021-04-22,2021,16875.0,226.0,16857.25,16827.5,16868.25,16830.25,16818.75,16868.25,16826.5,16811.75,16868.25,16837.75,16713.75,16706.75,16901.0,16658.0
2021-04-23,2021,16706.75,243.0,16732.75,16732.25,16778.25,16759.75,16732.25,16778.25,16767.0,16732.25,16790.75,16784.75,16910.0,16881.25,16937.25,16732.25
2021-04-26,2021,16881.25,205.0,16890.0,16875.0,16907.25,16893.0,16875.0,16907.25,16882.0,16858.5,16907.25,16889.0,16963.25,16970.25,16982.5,16858.5
2021-04-27,2021,16970.25,124.0,16981.25,16943.25,16991.0,16944.0,16924.5,16991.0,16925.5,16903.75,16991.0,16912.0,16925.0,16907.75,16991.0,16868.75
2021-04-28,2021,16907.75,122.25,16896.0,16841.75,16899.25,16870.75,16841.75,16902.75,16900.75,16841.75,16929.75,16928.5,16881.5,16852.0,16938.5,16834.25
2021-04-29,2021,16852.0,104.25,16998.25,16967.25,17017.0,16978.75,16962.0,17017.0,16968.25,16905.75,17017.0,16922.25,16917.5,16911.25,17017.0,16774.75
2021-04-30,2021,16911.25,242.25,16809.25,16796.75,16849.0,16829.75,16796.75,16852.5,16840.0,16796.75,16864.75,16863.5,16796.5,16817.25,16913.0,16781.25
2021-05-03,2021,16817.25,131.75,16871.25,16811.25,16872.5,16823.25,16807.25,16872.5,16826.0,16807.25,16872.5,16830.25,16749.5,16746.75,16903.75,16728.25
2021-05-04,2021,16746.75,175.5,16639.5,16550.25,16652.75,16550.75,16532.5,16652.75,16546.5,16491.5,16652.75,16499.75,16429.0,16499.5,16652.75,16337.0
2021-05-05,2021,16499.5,315.75,16585.5,16560.75,16621.75,16599.25,16560.75,16621.75,16582.0,16546.25,16621.75,16552.75,16464.75,16450.25,16621.75,16419.0
2021-05-06,2021,16450.25,202.75,16441.0,16380.75,16465.25,16428.5,16380.75,16465.25,16429.75,16380.75,16465.25,16383.75,16499.0,16552.75,16560.0,16345.0
2021-05-07,2021,16552.75,215.0,16670.75,16617.75,16696.75,16659.75,16617.75,16709.25,16702.75,16617.75,16710.75,16679.75,16679.0,16662.75,16766.75,16617.75
2021-05-10,2021,16662.75,149.0,16606.0,16491.25,16614.0,16509.0,16491.25,16614.0,16518.75,16469.5,16614.0,16492.5,16366.75,16312.5,16614.0,16308.75
2021-05-11,2021,16312.5,305.25,16069.5,16041.0,16183.0,16173.0,16041.0,16183.0,16145.0,16041.0,16228.0,16227.25,16279.25,16300.25,16332.0,16041.0
2021-05-12,2021,16300.25,291.0,16089.0,16077.5,16174.0,16135.0,16077.5,16187.75,16161.5,16077.5,16187.75,16113.75,15982.25,15954.75,16187.75,15916.0
2021-05-13,2021,15954.75,271.75,16077.25,16066.75,16124.5,16075.0,16043.0,16124.5,16046.25,16043.0,16124.5,16115.0,16115.25,16053.75,16180.0,15953.5
2021-05-14,2021,16053.75,226.5,16188.25,16165.0,16214.0,16179.25,16165.0,16214.0,16176.75,16165.0,16224.75,16223.5,16347.0,16340.75,16382.5,16165.0
2021-05-17,2021,16340.75,217.5,16269.75,16219.5,16297.75,16266.0,16219.5,16299.25,16275.0,16219.5,16299.25,16241.25,16229.5,16262.0,16299.25,16139.0
2021-05-18,2021,16262.0,160.25,16301.25,16269.5,16318.25,16285.25,16267.0,16318.25,16280.75,16256.25,16318.25,16283.75,16245.5,16169.5,16352.75,16160.0
2021-05-19,2021,16169.5,192.75,15940.75,15925.75,16021.5,16015.5,15925.75,16024.25,16000.75,15925.75,16033.75,15998.25,16128.75,16186.75,16199.25,15925.75
2021-05-20,2021,16186.75,273.5,16248.25,16237.5,16349.0,16332.25,16237.5,16355.0,16341.5,16237.5,16355.0,16340.75,16462.0,16442.75,16479.0,16237.5
2021-05-21,2021,16442.75,241.5,16508.0,16456.25,16526.25,16457.5,16440.75,16526.25,16464.0,16440.75,16526.25,16499.25,16369.5,16365.25,16526.25,16352.0
2021-05-24,2021,16365.25,174.25,16465.25,16449.75,16539.5,16529.25,16449.75,16539.5,16527.25,16449.75,16539.5,16535.5,16615.25,16593.75,16642.25,16449.75
2021-05-25,2021,16593.75,192.5,16657.5,16627.25,16688.75,16644.25,16627.25,16688.75,16637.75,16607.25,16688.75,16607.75,16605.5,16612.5,16688.75,16563.0
2021-05-26,2021,16612.5,125.75,16642.0,16628.25,16665.0,16636.75,16623.25,16665.0,16626.25,16618.25,16665.0,16627.0,16648.25,16658.0,16681.0,16612.25
2021-05-27,2021,16658.0,68.75,16641.5,16609.0,16651.5,16619.0,16600.25,16651.5,16607.75,16600.25,16651.5,16611.75,16617.5,16608.5,16677.0,16600.25
2021-05-28,2021,16608.5,76.75,16659.75,16652.0,16696.0,16683.5,16652.0,16696.0,16665.25,16652.0,16696.0,16678.5,16672.25,16646.75,16719.75,16638.25
2021-05-31,2021,16646.75,81.5,16634.0,16625.0,16636.25,16627.75,16623.0,16636.25,16624.25,16622.75,16636.25,16629.0,16611.0,16611.0,16636.25,16607.75
2021-06-01,2021,16611.0,28.5,16708.5,16696.25,16729.25,16709.5,16688.0,16729.25,16692.5,16661.75,16729.25,16678.75,16615.75,16607.25,16729.25,16548.5
2021-06-02,2021,16607.25,180.75,16623.25,16608.0,16644.25,16639.0,16608.0,16661.0,16656.5,16608.0,16664.75,16635.25,16607.75,16630.5,16669.0,16559.5
2021-06-03,2021,16630.5,109.5,16511.75,16445.25,16526.0,16445.25,16419.0,16526.0,16423.25,16418.5,16526.0,16453.25,16484.25,16484.5,16565.75,16418.5
2021-06-04,2021,16484.5,147.25,16566.25,16561.75,16639.0,16632.75,16561.75,16650.75,16648.25,16561.75,16661.0,16655.0,16725.5,16722.75,16740.0,16561.75
2021-06-07,2021,16722.75,178.25,16694.5,16677.0,16720.75,16695.0,16677.0,16720.75,16712.25,16677.0,16720.75,16711.0,16742.75,16758.75,16764.75,16668.75
2021-06-08,2021,16758.75,96.0,16835.0,16819.25,16873.5,16866.75,16819.25,16873.5,16848.75,16787.75,16873.5,16795.75,16773.5,16765.25,16873.5,16698.0
2021-06-09,2021,16765.25,175.5,16827.25,16815.0,16847.0,16839.25,16815.0,16860.5,16825.0,16799.5,16860.5,16828.75,16769.0,16772.0,16860.5,16764.75
2021-06-10,2021,16772.0,95.75,16787.25,16767.5,16878.75,16873.5,16767.5,16903.75,16898.5,16767.5,16921.0,16900.5,16895.75,16916.0,16921.0,16767.5
2021-06-11,2021,16916.0,153.5,16916.25,16897.5,16929.25,16917.5,16897.5,16934.0,16929.75,16897.5,16941.75,16924.0,16924.5,16950.75,16953.5,16888.5
2021-06-14,2021,16950.75,65.0,16953.5,16903.0,16953.5,16947.75,16903.0,16978.5,16978.0,16903.0,16983.5,16967.25,17020.5,17069.5,17069.5,16903.0
2021-06-15,2021,17069.5,166.5,17056.0,17009.75,17059.25,17047.25,17009.75,17062.0,17058.0,17009.75,17068.5,17043.5,16977.25,16973.25,17068.5,16946.75
2021-06-16,2021,16973.25,121.75,16996.25,16988.5,17020.0,17011.5,16988.5,17022.5,17018.25,16988.5,17033.5,17025.75,16943.5,16921.75,17041.75,16776.25
2021-06-17,2021,16921.75,265.5,16880.25,16878.0,16965.0,16935.75,16878.0,16965.0,16949.5,16878.0,16979.5,16971.0,17129.75,17102.25,17145.0,16878.0
2021-06-18,2021,17102.25,267.0,17026.5,16990.5,17077.5,17060.5,16990.5,17077.5,17046.0,16990.5,17077.5,17043.25,17031.5,16987.75,17077.5,16956.0
2021-06-21,2021,16987.75,121.5,16998.0,16904.5,17018.25,16957.0,16904.5,17018.25,16948.25,16904.5,17018.25,17003.25,17056.25,17074.25,17090.0,16904.5
2021-06-22,2021,17074.25,185.5,17066.0,17053.5,17122.75,17072.5,17053.5,17122.75,17075.0,17053.5,17122.75,17089.0,17207.0,17203.75,17225.25,17053.5
2021-06-23,2021,17203.75,171.75,17204.0,17200.0,17245.5,17239.75,17200.0,17246.5,17234.0,17200.0,17257.75,17251.25,17214.0,17209.0,17261.75,17177.75
2021-06-24,2021,17209.0,84.0,17295.75,17290.0,17332.25,17318.5,17290.0,17332.25,17321.5,17290.0,17332.25,17322.75,17296.25,17300.25,17368.0,17273.25
2021-06-25,2021,17300.25,94.75,17325.5,17307.5,17336.5,17330.25,17307.5,17336.5,17312.25,17275.25,17336.5,17287.25,17274.0,17284.75,17336.5,17259.25
2021-06-28,2021,17284.75,77.25,17340.0,17336.75,17404.5,17396.25,17336.75,17404.5,17396.75,17336.75,17404.5,17397.75,17453.75,17457.25,17465.75,17336.75
2021-06-29,2021,17457.25,129.0,17451.75,17416.5,17470.75,17467.0,17416.5,17475.5,17463.0,17416.5,17475.5,17460.0,17505.25,17510.0,17512.75,17416.5
2021-06-30,2021,17510.0,96.25,17504.75,17470.5,17515.25,17503.0,17470.5,17518.5,17510.25,17465.75,17518.5,17481.25,17509.5,17489.5,17522.75,17464.25
2021-07-01,2021,17489.5,58.5,17473.75,17461.25,17510.5,17497.75,17461.25,17516.0,17500.5,17461.25,17516.0,17488.5,17475.5,17493.75,17516.0,17417.0
2021-07-02,2021,17493.75,99.0,17575.0,17565.25,17606.5,17596.75,17565.25,17610.75,17610.5,17565.25,17611.25,17599.25,17659.0,17660.75,17675.0,17565.25
2021-07-05,2021,17660.75,109.75,17650.0,17642.0,17650.5,17643.75,17639.75,17650.5,17641.75,17638.5,17650.5,17641.25,17639.25,17639.25,17650.5,17635.25
2021-07-06,2021,17639.25,15.25,17686.5,17684.0,17719.75,17696.5,17684.0,17719.75,17708.0,17684.0,17719.75,17699.25,17728.5,17722.5,17736.0,17571.25
2021-07-07,2021,17722.5,164.75,17817.25,17763.5,17829.75,17798.25,17763.5,17829.75,17787.25,17763.5,17829.75,17782.0,17752.75,17748.25,17829.75,17672.25
2021-07-08,2021,17748.25,157.5,17540.0,17514.25,17587.5,17537.0,17486.5,17587.5,17488.5,17486.5,17587.5,17583.75,17638.25,17668.75,17701.0,17486.5
2021-07-09,2021,17668.75,214.5,17639.5,17614.0,17668.25,17650.25,17614.0,17671.0,17662.5,17614.0,17671.0,17658.25,17752.0,17756.25,17778.0,17614.0
2021-07-12,2021,17756.25,164.0,17816.75,17770.0,17834.5,17801.5,17770.0,17834.5,17776.0,17761.0,17834.5,17775.0,17805.0,17814.5,17834.5,17748.25
2021-07-13,2021,17814.5,86.25,17799.0,17788.25,17827.5,17815.5,17788.25,17846.5,17846.0,17788.25,17865.5,17860.0,17830.75,17811.25,17940.75,17779.5
2021-07-14,2021,17811.25,161.25,17915.0,17882.75,17937.5,17899.5,17881.0,17937.5,17886.25,17881.0,17937.5,17891.25,17867.5,17840.5,17942.0,17808.0
2021-07-15,2021,17840.5,134.0,17839.0,17741.75,17848.25,17759.5,17741.75,17848.25,17814.75,17741.75,17848.25,17838.5,17723.25,17736.5,17848.25,17654.25
2021-07-16,2021,17736.5,194.0,17775.75,17772.5,17815.5,17776.75,17760.75,17815.5,17770.75,17748.75,17815.5,17762.75,17616.25,17619.25,17815.5,17602.0
2021-07-19,2021,17619.25,213.5,17474.75,17435.5,17516.5,17514.5,17435.5,17519.5,17482.75,17417.25,17519.5,17429.5,17423.5,17499.5,17520.5,17391.0
2021-07-20,2021,17499.5,129.5,17537.5,17462.75,17546.75,17481.5,17462.75,17546.75,17523.0,17462.75,17546.75,17531.75,17709.5,17664.5,17728.5,17462.75
2021-07-21,2021,17664.5,265.75,17648.0,17638.25,17693.5,17678.5,17638.25,17693.5,17667.0,17638.25,17703.5,17701.75,17739.5,17774.0,17778.5,17638.25
2021-07-22,2021,17774.0,140.25,17786.0,17785.5,17840.75,17834.0,17785.5,17840.75,17816.0,17785.5,17840.75,17824.25,17860.75,17875.0,17876.75,17785.5
2021-07-23,2021,17875.0,91.25,17931.75,17880.25,17940.0,17898.75,17880.25,17940.0,17923.75,17880.25,17940.0,17922.5,18053.25,18044.75,18063.25,17880.25
2021-07-26,2021,18044.75,183.0,18021.5,17986.25,18036.5,18031.0,17986.25,18039.5,18032.0,17986.25,18047.25,18045.25,18048.5,18063.0,18080.0,17986.25
2021-07-27,2021,18063.0,93.75,18051.25,17996.25,18053.0,17998.75,17996.25,18053.0,18002.75,17982.75,18053.0,17988.75,17854.75,17896.25,18053.0,17720.25
2021-07-28,2021,17896.25,332.75,17944.25,17847.5,17968.25,17854.5,17847.5,17968.25,17863.5,17847.5,17968.25,17924.5,17974.75,17952.0,18020.5,17847.5
2021-07-29,2021,17952.0,173.0,17929.25,17928.25,18015.75,18002.75,17928.25,18025.5,18011.5,17928.25,18025.5,18000.5,17997.5,17981.25,18030.0,17928.25
2021-07-30,2021,17981.25,101.75,17815.0,17812.0,17868.0,17859.75,17812.0,17884.0,17872.75,17812.0,17899.0,17894.25,17891.5,17900.75,17926.0,17812.0
2021-08-02,2021,17900.75,114.0,17973.75,17896.75,17990.5,17901.0,17886.25,17990.5,17904.75,17881.75,17990.5,17922.0,17886.0,17900.75,17997.5,17878.25
2021-08-03,2021,17900.75,119.25,17932.0,17897.75,17944.5,17925.75,17897.75,17954.75,17930.25,17849.25,17954.75,17850.75,17979.75,17990.0,17996.0,17795.0
2021-08-04,2021,17990.0,201.0,17990.75,17979.75,18013.0,18000.75,17979.75,18015.5,17989.5,17964.5,18015.5,18002.5,18027.0,18015.0,18054.0,17943.0
