td,year,tf,direction,freeze_end,price_end,slope_pm,w2s,atr14,slope_norm
2022-01-12,2022,15,up,1185,15927.675,0.396667,43.425,294.04,0.1012
2022-01-13,2022,15,dn,1185,15625.688,-1.095833,80.75,290.52,-0.4526
2022-01-14,2022,15,dn,1215,15477.562,-0.11875,78.906,312.71,-0.0456
2022-01-18,2022,15,dn,1215,15268.196,-0.288095,56.911,323.54,-0.0935
2022-01-24,2022,15,dn,1155,13831.688,-2.258333,227.312,404.96,-0.6692
2022-01-26,2022,15,up,1260,14438.438,1.013889,246.938,437.77,0.2084
2022-01-27,2022,15,dn,1215,14050.33,-1.206061,124.352,468.31,-0.4249
2022-02-01,2022,15,dn,1275,14872.179,-0.180952,58.821,507.63,-0.0374
2022-02-09,2022,15,up,1200,14968.906,0.227083,35.812,488.95,0.0557
2022-02-14,2022,15,up,1170,14347.25,0.233333,57.25,452.2,0.0387
2022-02-14,2022,15,dn,1260,14204.286,-0.485714,124.143,452.2,-0.2256
2022-02-17,2022,15,dn,1140,14352.9,-0.123333,45.45,402.05,-0.023
2022-02-28,2022,15,dn,1275,14034.375,-0.791667,74.25,463.88,-0.1536
2022-03-01,2022,15,dn,1275,14026.208,-0.251852,73.292,487.02,-0.0698
2022-03-02,2022,15,up,1275,14256.739,0.369697,43.898,496.6,0.1228
2022-03-08,2022,15,up,1200,13569.891,2.689583,217.141,492.96,0.6547
2022-03-08,2022,15,dn,1110,13333.719,-0.095833,219.781,492.96,-0.0117
2022-03-09,2022,15,up,1170,13716.339,0.62381,60.982,514.13,0.1274
2022-03-18,2022,15,up,1230,14305.281,0.3875,36.406,479.93,0.0969
2022-03-21,2022,15,dn,1215,14297.125,-0.245833,124.438,469.09,-0.0943
2022-03-24,2022,15,up,1200,14627.292,0.036111,41.583,446.18,0.0073
2022-03-24,2022,15,up,1260,14669.0,0.333333,33.25,446.18,0.0448
2022-04-04,2022,15,dn,1260,15097.625,-0.3,43.875,344.38,-0.0523
2022-04-05,2022,15,dn,1155,14877.5,-0.6,54.5,331.66,-0.19
2022-04-05,2022,15,dn,1245,14892.167,-0.030556,46.292,331.66,-0.0083
2022-04-06,2022,15,up,1260,14544.986,0.812963,125.847,322.91,0.3399
2022-04-06,2022,15,dn,1185,14478.482,-0.245238,69.018,322.91,-0.0797
2022-04-06,2022,15,dn,1275,14517.312,-0.286111,135.438,322.91,-0.0797
2022-04-08,2022,15,up,1155,14446.75,0.033333,53.0,324.54,0.0077
2022-04-11,2022,15,up,1200,14111.45,0.436667,39.45,328.02,0.0998
2022-04-13,2022,15,up,1200,14177.071,0.314286,44.571,339.57,0.0972
2022-04-22,2022,15,dn,1140,13509.5,-0.933333,66.5,380.12,-0.2578
2022-04-29,2022,15,dn,1185,13088.786,-0.909524,70.714,413.11,-0.2312
2022-05-02,2022,15,dn,1290,12839.844,-0.623611,158.156,432.36,-0.2596
2022-05-03,2022,15,up,1245,13095.4,0.256667,99.9,430.57,0.0894
2022-05-03,2022,15,dn,1290,13075.9,-0.203333,89.55,430.57,-0.0708
2022-05-09,2022,15,dn,1290,12297.656,-0.154167,94.094,481.12,-0.0577
2022-05-10,2022,15,up,1260,12494.531,1.677083,100.438,487.41,0.4129
2022-05-11,2022,15,dn,1245,12044.812,-1.441667,107.688,494.79,-0.4371
2022-05-12,2022,15,dn,1290,11773.208,-0.896296,124.542,495.62,-0.2441
2022-05-16,2022,15,up,1290,12341.2,0.353333,77.7,508.77,0.1042
2022-05-19,2022,15,up,1110,12033.625,0.9,83.625,501.3,0.1346
2022-05-19,2022,15,dn,1200,11951.597,-0.135185,106.931,501.3,-0.0364
2022-05-25,2022,15,dn,1260,11868.875,-0.2,107.375,481.96,-0.0373
2022-05-27,2022,15,up,1140,12574.958,0.202778,46.167,453.84,0.0402
2022-05-31,2022,15,up,1275,12689.292,0.138889,85.458,451.4,0.0277
2022-06-09,2022,15,dn,1140,12563.875,-0.108333,42.0,381.96,-0.017
2022-06-10,2022,15,up,1245,11928.9,0.756667,51.9,370.46,0.1532
2022-06-14,2022,15,up,1215,11407.188,0.702778,79.688,400.54,0.1579
2022-06-15,2022,15,dn,1290,11528.946,-1.102381,207.304,395.5,-0.2927
2022-06-17,2022,15,up,1200,11366.542,0.863889,68.333,409.77,0.1897
2022-06-21,2022,15,dn,1290,11602.675,-0.08,29.775,404.48,-0.0297
2022-06-24,2022,15,up,1200,12019.75,0.1,21.75,384.75,0.0156
2022-06-27,2022,15,up,1125,12096.688,0.041667,56.688,398.63,0.0063
2022-06-27,2022,15,dn,1260,12051.583,-0.147222,31.458,398.63,-0.0332
2022-07-05,2022,15,up,1155,11587.161,0.359524,76.268,370.5,0.1019
2022-07-11,2022,15,up,1245,11970.923,0.189744,42.365,330.0,0.1121
2022-07-12,2022,15,up,1200,11906.469,0.085417,39.375,331.31,0.0309
2022-07-13,2022,15,up,1200,11793.222,0.164815,68.694,322.71,0.0689
2022-07-14,2022,15,up,1290,11790.0,0.65,72.0,336.9,0.3473
2022-07-19,2022,15,up,1260,12265.188,0.575,40.938,312.92,0.2756
2022-07-27,2022,15,up,1155,12452.975,0.343333,36.975,315.39,0.0816
2022-07-27,2022,15,dn,1260,12503.5,-0.2,108.5,315.39,-0.038
2022-07-28,2022,15,up,1245,12705.578,0.360417,49.141,327.27,0.1322
2022-08-02,2022,15,up,1170,13060.518,0.911905,77.518,325.23,0.2944
2022-08-04,2022,15,up,1230,13282.95,0.04,35.85,318.86,0.0094
2022-08-09,2022,15,dn,1155,12994.75,-0.273333,43.8,302.39,-0.0678
2022-08-10,2022,15,up,1140,13356.375,0.1,36.875,301.59,0.0199
2022-08-10,2022,15,up,1245,13358.054,0.038095,36.411,301.59,0.0133
2022-08-15,2022,15,up,1200,13665.65,0.206667,21.4,310.73,0.0499
2022-08-16,2022,15,up,1260,13672.982,0.538095,91.982,307.27,0.1839
2022-08-19,2022,15,dn,1230,13263.7,-0.105,38.175,276.34,-0.057
2022-08-25,2022,15,up,1245,13074.857,0.388095,36.857,268.11,0.152
2022-08-25,2022,15,dn,1185,13041.125,-0.038889,45.625,268.11,-0.0131
2022-08-26,2022,15,dn,1155,12783.25,-0.3125,38.312,263.61,-0.0711
2022-08-30,2022,15,dn,1245,12310.75,-0.120833,68.688,280.98,-0.0774
2022-08-31,2022,15,dn,1230,12335.175,-0.103333,54.325,279.89,-0.0554
2022-09-01,2022,15,dn,1185,12069.469,-0.129167,57.531,276.09,-0.0281
2022-09-09,2022,15,up,1110,12549.438,0.175,38.938,315.0,0.0333
2022-09-09,2022,15,up,1230,12575.188,0.208333,39.688,315.0,0.0794
2022-09-14,2022,15,dn,1260,12148.031,-0.5125,53.094,370.5,-0.166
2022-09-20,2022,15,dn,1245,11894.75,-0.317949,80.808,328.98,-0.1885
2022-09-21,2022,15,up,1170,11982.062,0.085417,31.781,331.1,0.031
2022-09-21,2022,15,dn,1260,11929.938,-0.975,210.562,331.1,-0.5301
2022-09-22,2022,15,dn,1275,11582.094,-0.245833,71.656,343.08,-0.043
2022-10-10,2022,15,up,1245,11000.203,0.410417,86.516,370.61,0.1329
2022-10-10,2022,15,dn,1200,10962.938,-0.425,105.312,370.61,-0.1376
2022-10-12,2022,15,up,1290,10886.0,0.266667,45.25,358.48,0.0669
2022-10-12,2022,15,dn,1260,10870.833,-0.130556,46.458,358.48,-0.0328
2022-10-13,2022,15,up,1230,11008.562,0.020833,109.625,350.29,0.0071
2022-10-14,2022,15,dn,1155,10813.667,-0.772222,65.167,370.77,-0.1874
2022-10-17,2022,15,up,1125,11083.417,0.052778,56.958,388.3,0.0122
2022-10-17,2022,15,up,1260,11116.333,0.061111,32.667,388.3,0.0212
2022-10-18,2022,15,up,1245,11184.125,0.1,75.125,395.34,0.019
2022-10-27,2022,15,dn,1260,11270.312,-0.197222,49.438,369.73,-0.048
2022-10-28,2022,15,up,1230,11529.1,0.381667,42.575,355.16,0.1612
2022-10-31,2022,15,up,1290,11458.375,0.025,41.5,375.43,0.004
2022-11-01,2022,15,dn,1170,11353.5,-0.166667,45.25,372.25,-0.0269
2022-11-04,2022,15,dn,1200,10719.375,-0.183333,59.875,355.0,-0.031
2022-11-04,2022,15,dn,1260,10737.875,-0.083333,78.875,355.0,-0.0141
2022-11-08,2022,15,dn,1290,10979.583,-1.840741,133.667,343.73,-0.7229
2022-11-14,2022,15,up,1260,11862.982,0.388095,52.982,370.38,0.22
2022-11-15,2022,15,dn,1230,11822.65,-1.193333,111.85,363.18,-0.4929
2022-11-17,2022,15,up,1230,11737.423,0.524359,61.173,365.02,0.2801
2022-11-18,2022,15,dn,1155,11627.675,-0.506667,43.475,347.57,-0.1093
2022-11-21,2022,15,up,1230,11596.375,0.038889,39.875,348.16,0.0151
2022-11-21,2022,15,dn,1185,11589.625,-0.183333,44.875,348.16,-0.0632
2022-11-22,2022,15,up,1260,11695.625,0.283333,24.375,341.0,0.1496
2022-11-23,2022,15,dn,1185,11772.938,-0.408333,49.562,320.25,-0.0765
2022-11-28,2022,15,dn,1140,11692.0,-0.133333,35.75,311.88,-0.0257
2022-11-29,2022,15,up,1260,11516.458,0.013889,38.667,304.44,0.0041
2022-11-30,2022,15,dn,1155,11530.925,-0.136667,39.075,295.9,-0.0346
2022-12-06,2022,15,dn,1290,11525.773,-0.363542,40.133,267.35,-0.3263
2022-12-08,2022,15,up,1230,11634.042,0.080556,55.333,264.21,0.0549
2022-12-08,2022,15,dn,1260,11629.989,-0.027273,53.716,264.21,-0.017
2022-12-13,2022,15,up,1290,11961.75,0.579167,73.562,274.1,0.1268
2022-12-13,2022,15,dn,1170,11869.5,-1.658333,97.125,274.1,-0.726
2022-12-14,2022,15,up,1245,11900.417,0.051852,171.417,304.85,0.023
2022-12-15,2022,15,dn,1245,11428.328,-0.452083,44.672,307.6,-0.1764
2022-12-16,2022,15,dn,1290,11321.844,-0.1125,51.406,320.91,-0.021
2022-12-20,2022,15,up,1230,11204.708,0.186111,31.667,323.95,0.0517
2022-12-21,2022,15,up,1260,11365.5,0.283333,37.0,298.77,0.0569
2022-12-27,2022,15,dn,1290,10916.321,-0.269048,28.679,309.52,-0.0913
2022-12-30,2022,15,dn,1215,10904.891,-0.202083,38.984,313.0,-0.0775
2023-01-04,2023,15,dn,1290,10936.708,-0.830556,72.583,311.59,-0.2399
2023-01-05,2023,15,dn,1215,10864.347,-0.074074,46.931,287.54,-0.0348
2023-01-11,2023,15,up,1200,11417.4,0.355,40.575,272.12,0.1957
2023-01-23,2023,15,up,1245,11946.4,0.173333,44.4,258.37,0.1006
2023-01-24,2023,15,dn,1200,11899.406,-0.254167,38.594,258.0,-0.0591
2023-02-01,2023,15,dn,1290,12245.236,-0.312963,204.069,261.27,-0.1617
2023-02-02,2023,15,up,1260,12838.788,0.635,124.288,274.52,0.347
2023-02-06,2023,15,dn,1230,12533.938,-0.175,39.562,292.7,-0.0538
2023-02-07,2023,15,up,1185,12674.0,2.45,214.75,292.57,0.6281
2023-02-07,2023,15,dn,1230,12550.475,-1.023333,137.275,292.57,-0.2623
2023-02-16,2023,15,up,1185,12661.75,0.2,41.5,305.46,0.0687
2023-02-17,2023,15,dn,1185,12298.425,-0.123333,38.225,307.21,-0.0301
2023-02-27,2023,15,dn,1110,12098.0,-0.183333,40.75,270.85,-0.0406
2023-03-03,2023,15,up,1200,12254.975,0.295,35.8,239.94,0.1844
2023-03-08,2023,15,dn,1245,12181.542,-0.161111,46.792,236.08,-0.0921
2023-03-16,2023,15,up,1200,12660.5,0.286667,40.9,283.0,0.076
2023-03-21,2023,15,up,1230,12796.222,0.307407,37.611,301.14,0.1378
2023-03-21,2023,15,dn,1125,12747.594,-0.0125,35.656,301.14,-0.0025
2023-03-22,2023,15,up,1110,12912.0,0.083333,37.0,301.48,0.0207
2023-03-28,2023,15,dn,1245,12645.6,-0.39,28.9,309.48,-0.0945
2023-03-29,2023,15,up,1215,12918.062,0.108333,23.812,313.27,0.0207
2023-04-05,2023,15,dn,1170,13024.0,-0.15,24.75,245.34,-0.055
2023-04-06,2023,15,up,1290,13178.0,0.25,24.25,232.45,0.1291
2023-04-14,2023,15,dn,1185,13075.833,-0.424074,36.917,219.89,-0.2604
2023-04-17,2023,15,dn,1155,13090.429,-0.330952,28.571,220.23,-0.1578
2023-04-18,2023,15,dn,1110,13173.281,-0.0875,25.719,214.68,-0.0245
2023-04-19,2023,15,up,1260,13214.125,0.25,23.875,211.93,0.0708
2023-04-20,2023,15,up,1215,13174.386,0.254545,37.068,205.48,0.2044
2023-04-21,2023,15,up,1110,13064.225,0.203333,41.925,205.34,0.0743
2023-04-21,2023,15,up,1275,13092.909,0.151515,35.909,205.34,0.1217
2023-04-25,2023,15,dn,1275,12843.6,-0.44,32.4,200.16,-0.4946
2023-04-28,2023,15,up,1260,13278.5,0.045833,17.812,204.43,0.0135
2023-05-01,2023,15,up,1230,13334.562,0.208333,38.312,198.68,0.1573
2023-05-03,2023,15,up,1290,13231.136,0.589394,109.386,189.88,0.5122
2023-05-04,2023,15,up,1230,13095.4,0.16,43.05,184.09,0.1304
2023-05-09,2023,15,up,1275,13279.525,0.046667,17.075,190.45,0.0184
2023-05-10,2023,15,dn,1230,13307.716,-0.218182,55.284,185.79,-0.1938
2023-05-11,2023,15,up,1290,13438.625,0.1,36.125,190.48,0.0551
2023-05-12,2023,15,dn,1275,13333.75,-0.091667,27.375,188.29,-0.0438
2023-05-17,2023,15,up,1245,13666.587,0.715,34.587,179.23,0.5984
2023-05-18,2023,15,dn,1260,13786.143,-0.17381,37.714,170.48,-0.107
2023-05-19,2023,15,dn,1170,13853.281,-0.0125,32.344,178.89,-0.0042
2023-05-19,2023,15,dn,1275,13839.696,-0.069048,28.554,178.89,-0.0405
2023-05-23,2023,15,dn,1275,13725.295,-0.577381,40.027,176.21,-0.6881
2023-05-24,2023,15,up,1260,13618.114,0.075758,33.045,179.62,0.0696
2023-05-25,2023,15,up,1155,13981.5,0.291667,35.875,180.91,0.0967
2023-05-25,2023,15,up,1260,13992.036,0.257143,50.786,180.91,0.1492
2023-05-31,2023,15,up,1230,14349.562,0.613889,43.062,206.23,0.2679
2023-05-31,2023,15,dn,1110,14273.9,-0.286667,34.05,206.23,-0.1043
2023-05-31,2023,15,dn,1185,14307.675,-0.02,57.325,206.23,-0.0073
2023-06-02,2023,15,up,1185,14583.268,0.035714,27.339,218.94,0.0171
2023-06-02,2023,15,dn,1275,14580.5,-0.004167,27.938,218.94,-0.0023
2023-06-06,2023,15,up,1140,14580.85,0.226667,53.1,225.35,0.0754
2023-06-06,2023,15,dn,1185,14566.562,-0.136111,44.938,225.35,-0.0544
2023-06-07,2023,15,dn,1155,14385.688,-0.825,49.312,219.54,-0.3382
2023-06-07,2023,15,dn,1230,14364.925,-0.436667,43.825,219.54,-0.1492
2023-06-13,2023,15,up,1200,15078.196,0.014286,38.196,254.87,0.0059
2023-06-13,2023,15,dn,1290,15048.575,-0.176667,44.525,254.87,-0.104
2023-06-14,2023,15,dn,1260,15039.969,-1.429167,128.281,254.79,-0.6731
2023-06-21,2023,15,up,1290,15129.847,0.42963,39.236,249.63,0.2323
2023-06-22,2023,15,up,1125,15145.167,0.355556,51.833,248.94,0.1285
2023-06-23,2023,15,up,1215,15127.4,0.473333,49.15,256.21,0.2771
2023-06-26,2023,15,up,1290,14937.969,0.320833,25.469,261.5,0.0736
2023-06-28,2023,15,up,1155,15142.792,0.130556,82.083,268.21,0.0438
2023-06-28,2023,15,dn,1185,15101.875,-0.616667,70.875,268.21,-0.2069
2023-07-05,2023,15,up,1260,15361.125,0.133333,32.875,252.52,0.0317
2023-07-05,2023,15,dn,1275,15353.292,-0.103704,33.708,252.52,-0.0554
2023-07-10,2023,15,up,1275,15138.057,0.09697,58.807,233.71,0.0685
2023-07-11,2023,15,dn,1290,15199.5,-0.033333,44.0,230.98,-0.026
2023-07-14,2023,15,dn,1200,15759.5,-0.211111,44.25,225.27,-0.1265
2023-07-19,2023,15,dn,1275,15958.992,-0.248958,58.945,220.15,-0.2714
2023-07-21,2023,15,up,1245,15611.417,0.088889,47.083,226.67,0.0529
2023-07-24,2023,15,up,1260,15571.875,0.15,32.625,224.38,0.0702
2023-07-26,2023,15,up,1290,15615.025,0.573333,95.275,218.73,0.3932
2023-07-26,2023,15,dn,1260,15607.125,-0.083333,76.125,218.73,-0.0286
2023-07-31,2023,15,dn,1200,15829.0,-0.133333,25.75,245.39,-0.0489
2023-08-01,2023,15,up,1200,15814.333,0.055556,32.167,242.29,0.031
2023-08-10,2023,15,dn,1245,15163.812,-0.669444,57.938,237.77,-0.2534
2023-08-11,2023,15,up,1290,15108.0,0.138889,36.25,245.57,0.0764
2023-08-16,2023,15,dn,1260,15033.125,-0.066667,52.875,259.59,-0.0154
2023-08-18,2023,15,up,1290,14738.4,0.186667,49.0,241.66,0.1159
2023-08-22,2023,15,dn,1155,14966.161,-0.340476,47.982,255.95,-0.1397
2023-08-22,2023,15,dn,1245,14963.5,-0.016667,32.25,255.95,-0.0059
2023-08-23,2023,15,up,1245,15220.781,0.295833,35.031,242.41,0.1464
