date,pnl
2024-12-02,3575.0
2024-12-09,-3325.0
2024-12-23,2270.0
2024-12-30,1410.0
2025-01-06,-225.0
2025-01-13,2655.0
2025-01-27,2090.0
2025-02-03,4560.0
2025-02-10,1875.0
2025-02-24,-4795.0
2025-03-03,-14130.0
2025-03-10,-9605.0
2025-03-17,4315.0
2025-03-24,2315.0
2025-03-31,5385.0
2025-04-07,11085.0
2025-04-14,-3505.0
2025-04-21,-5825.0
2025-04-28,-465.0
2025-05-05,2105.0
2025-05-12,-915.0
2025-05-19,4920.0
2025-06-02,4335.0
2025-06-09,840.0
2025-06-16,2895.0
2025-06-23,3445.0
2025-06-30,285.0
2025-07-07,-1870.0
2025-07-14,1685.0
2025-07-21,1920.0
2025-07-28,-125.0
2025-08-04,3400.0
2025-08-11,-1345.0
2025-08-18,495.0
2025-08-25,955.0
2025-09-08,20.0
2025-09-15,2075.0
2025-09-22,3480.0
2025-09-29,-575.0
2025-10-06,-145.0
2025-10-13,2160.0
2025-10-20,3840.0
2025-10-27,2255.0
2025-11-03,-2790.0
2025-11-10,3980.0
2025-11-17,-4040.0
2025-11-24,8550.0
2025-12-01,3110.0
2025-12-08,-3435.0
2025-12-15,-6190.0
2025-12-22,-1710.0
2025-12-29,870.0
2026-01-05,-800.0
2026-01-12,4325.0
2026-01-26,2560.0
2026-02-02,5765.0
2026-02-09,5960.0
2026-02-23,-5050.0
2026-03-02,7185.0
2026-03-09,10590.0
2026-03-16,30.0
2026-03-23,215.0
2026-03-30,-8470.0
2026-04-06,1400.0
2026-04-13,4700.0
2026-04-20,-1800.0
2026-04-27,340.0
2026-05-04,-1710.0
2026-05-11,1330.0
2026-05-18,-5420.0
2026-06-01,4550.0
2026-06-08,-1690.0
2026-06-15,4395.0
